prefecture,date,positive,death,mobility,gdp,population,gop
Aichi,21937,1,0,,100.000005599493,7537000,102.2745
Aichi,21944,1,0,,99.8249934208676,7537000,101.9878714285714
Aichi,21951,0,0,,99.38746297430409,7537000,101.2713
Aichi,21958,3,0,-7,99.38746297430409,7537000,101.2713
Aichi,21965,12,0,-.75,99.38746297430409,7537000,101.2713
Aichi,21972,15,0,-3.5,98.9149779711811,7537000,100.3515
Aichi,21979,48,1,-7.75,96.08006795244327,7537000,94.83270000000002
Aichi,21986,41,11,-4.5,96.08006795244327,7537000,94.83270000000002
Aichi,21993,22,4,-1.75,96.08006795244327,7537000,94.83270000000002
Aichi,22000,24,3,-4,96.08006795244327,7537000,94.83270000000002
Aichi,22007,61,1,-5.5,87.0886591619346,7537000,90.73362857142857
Aichi,22014,99,4,-8.75,83.49209564573114,7537000,89.09399999999998
Aichi,22021,82,1,-20.75,83.49209564573114,7537000,89.09399999999998
Aichi,22028,68,6,-27.5,83.49209564573114,7537000,89.09399999999998
Aichi,22035,15,3,-24.5,81.15415844369984,7537000,86.63931428571429
Aichi,22042,9,0,-28.25,78.03690884099144,7537000,83.3664
Aichi,22049,8,0,-21.25,78.03690884099144,7537000,83.3664
Aichi,22056,1,0,-17.75,78.03690884099144,7537000,83.3664
Aichi,22063,1,0,-14,78.03690884099144,7537000,83.3664
Aichi,22070,3,0,-11.5,85.71259494503076,7537000,88.00779999999999
Aichi,22077,5,0,-16.5,85.71259494503076,7537000,88.00779999999999
Aichi,22084,7,0,-8,85.71259494503076,7537000,88.00779999999999
Aichi,22091,0,0,-9.75,85.71259494503076,7537000,88.00779999999999
Aichi,22098,2,0,-11.75,88.46544648416058,7537000,90.97337142857143
Aichi,22105,6,0,-16,89.56658709981251,7537000,92.15959999999998
Aichi,22112,109,0,-15,89.56658709981251,7537000,92.15959999999998
Aichi,22119,460,1,-14.75,89.56658709981251,7537000,92.15959999999998
Aichi,22126,1073,0,-12,90.1375200136293,7537000,92.97397142857143
Aichi,22133,1018,2,-13,91.56485229817129,7537000,95.0099
Aichi,22140,607,7,-17,91.56485229817129,7537000,95.0099
Aichi,22147,449,13,-15.75,91.56485229817129,7537000,95.0099
Aichi,22154,307,8,-14.25,91.56485229817129,7537000,95.0099
Aichi,22161,206,9,-14.75,94.19106552846394,7537000,96.16378571428571
Aichi,22168,200,2,-14.5,94.62876773351272,7537000,96.35609999999998
Aichi,22175,206,5,-7,94.62876773351272,7537000,96.35609999999998
Aichi,22182,187,2,-10.25,94.62876773351272,7537000,96.35609999999998
Aichi,22189,147,3,-7.5,96.09482740037159,7537000,97.69969999999999
Aichi,22196,102,5,-11.5,97.19437215051572,7537000,98.70740000000001
Aichi,22203,146,0,-6.5,97.19437215051572,7537000,98.70740000000001
Aichi,22210,184,1,-5.75,97.19437215051572,7537000,98.70740000000001
Aichi,22217,406,4,-6.75,97.04477746758208,7537000,98.59605714285715
Aichi,22224,537,2,-8.25,96.14720936998026,7537000,97.928
Aichi,22231,834,2,-7.25,96.14720936998026,7537000,97.928
Aichi,22238,1118,6,-7.75,96.14720936998026,7537000,97.928
Aichi,22245,1186,10,-9,96.14720936998026,7537000,97.928
Aichi,22252,1324,16,-9.75,95.73327487774608,7537000,96.60954285714286
Aichi,22259,1382,12,-10.25,95.66428579570706,7537000,96.38980000000001
Aichi,22266,1425,19,-12.75,95.66428579570706,7537000,96.38980000000001
Aichi,22273,1537,32,-12.75,95.66428579570706,7537000,96.38980000000001
Aichi,22280,1426,32,-35.5,95.49829793355575,7537000,95.7676
Aichi,22287,2330,48,-19.5,95.27698078402069,7537000,94.938
Aichi,22294,1854,48,-19,95.27698078402069,7537000,94.938
Aichi,22301,1569,41,-21.75,95.27698078402069,7537000,94.938
Aichi,22308,1186,36,-20,95.27698078402069,7537000,94.938
Aichi,22315,674,50,-21.25,94.26633348997653,7537000,94.69899999999998
Aichi,22322,508,28,-18.5,94.26633348997653,7537000,94.69899999999998
Aichi,22329,367,28,-19,94.26633348997653,7537000,94.69899999999998
Aichi,22336,291,12,-14.5,94.26633348997653,7537000,94.69899999999998
Aichi,22343,301,23,-15.5,96.86569848411757,7537000,96.53579999999999
Aichi,22350,288,15,-12,96.86569848411757,7537000,96.53579999999999
Aichi,22357,267,14,-10.25,96.86569848411757,7537000,96.53579999999999
Aichi,22364,455,5,-5.75,96.86569848411757,7537000,96.53579999999999
Aichi,22371,655,15,-2.75,97.25576729107921,7537000,97.75882857142857
Aichi,22378,987,14,-9.25,97.54831889630044,7537000,98.67610000000001
Aichi,22385,1385,8,-12.25,97.54831889630044,7537000,98.67610000000001
Aichi,22392,1768,7,-8.75,97.54831889630044,7537000,98.67610000000001
Aichi,22399,2229,14,-14.5,95.94413265827777,7537000,97.47190000000001
Aichi,22406,2525,20,-14.25,91.93366706322105,7537000,94.46140000000001
Aichi,22413,4022,19,-14.75,91.93366706322105,7537000,94.46140000000001
Aichi,22420,3805,44,-20.75,91.93366706322105,7537000,94.46140000000001
Aichi,22427,2568,69,-12.5,91.93366706322105,7537000,94.46140000000001
Aichi,22434,1678,58,-12.25,95.89855015688059,7537000,97.37645714285715
Aichi,22441,1059,47,-12.25,96.55936400582384,7537000,97.8623
Aichi,22448,631,43,-14,96.55936400582384,7537000,97.8623
Aichi,22455,459,22,-11.5,96.55936400582384,7537000,97.8623
Aichi,22462,323,16,-14.5,95.84491652981458,7537000,98.52772857142857
Aichi,22469,401,12,-15.25,95.30908092280764,7537000,99.02679999999999
Aichi,22476,492,13,-10.75,95.30908092280764,7537000,99.02679999999999
Aichi,22483,630,7,-11.5,95.30908092280764,7537000,99.02679999999999
Aichi,22490,1507,5,-13,94.72779371076511,7537000,98.32455714285713
Aichi,22497,2366,5,-14.5,91.24007043850996,7537000,94.11109999999998
Aichi,22504,3679,5,-25.75,91.24007043850996,7537000,94.11109999999998
Aichi,22511,7980,11,-20.25,91.24007043850996,7537000,94.11109999999998
Aichi,22518,12252,6,-16.75,91.24007043850996,7537000,94.11109999999998
Aichi,22525,11583,18,-18.5,88.70479393116825,7537000,92.21252857142856
Aichi,22532,7720,22,-18,87.69068332823156,7537000,91.45310000000002
Aichi,22539,3626,29,-14.5,87.69068332823156,7537000,91.45310000000002
Aichi,22546,1512,23,-15.75,87.69068332823156,7537000,91.45310000000002
Aichi,22553,747,11,-11.75,89.23184082753612,7537000,92.27814285714287
Aichi,22560,345,8,-9.5,91.28671749327556,7537000,93.37820000000001
Aichi,22567,220,7,-9.25,91.28671749327556,7537000,93.37820000000001
Aichi,22574,149,2,-7.75,91.28671749327556,7537000,93.37820000000001
Aichi,22581,137,1,-5.25,91.28671749327556,7537000,93.37820000000001
Aichi,22588,80,0,-5.25,95.9262942582034,7537000,95.61369999999999
Aichi,22595,64,1,-5.75,95.9262942582034,7537000,95.61369999999999
Aichi,22602,42,2,-3.5,95.9262942582034,7537000,95.61369999999999
Aichi,22609,45,2,-6.25,95.9262942582034,7537000,95.61369999999999
Aichi,22616,43,0,-5.5,95.92629425820341,7537000,95.67370000000001
Aichi,22623,51,0,-5,,7537000,95.69770000000001
Aichi,22630,33,0,-6.75,,7537000,95.69770000000001
Aichi,22637,34,0,-5,,7537000,95.69770000000001
Aichi,22644,99,0,-23.5,,7537000,95.20781428571429
Aichi,22651,1239,0,-11.75,,7537000,93.98310000000001
Aichi,22658,6171,3,-13.25,,7537000,93.98310000000001
Aichi,22665,18945,6,-13.75,,7537000,93.98310000000001
Aichi,22672,31741,17,-14.5,,7537000,93.98310000000001
Aichi,22679,39093,64,-16,,7537000,93.42861428571429
Aichi,22686,39577,75,-14.625,,7537000,93.33619999999999
Akita,21937,0,0,,100.0000006831139,981000,102.2745
Akita,21944,0,0,,99.9160397178014,981000,102.0416714285714
Akita,21951,0,0,,99.70613730452025,981000,101.4596
Akita,21958,0,0,4.875,99.70613730452025,981000,101.4596
Akita,21965,0,0,.5,99.70613730452025,981000,101.4596
Akita,21972,0,0,1.75,99.09339637378123,981000,100.8456628571429
Akita,21979,2,0,-7.25,95.41695078934693,981000,97.16204000000002
Akita,21986,0,0,-2.25,95.41695078934693,981000,97.16204000000002
Akita,21993,0,0,-4,95.41695078934693,981000,97.16204000000002
Akita,22000,2,0,2.25,95.41695078934693,981000,97.16204000000002
Akita,22007,7,0,-3.5,90.34334258680393,981000,94.90117571428573
Akita,22014,4,0,-6.25,88.31389930578673,981000,93.99683000000002
Akita,22021,1,0,-5.75,88.31389930578673,981000,93.99683000000002
Akita,22028,0,0,-14.5,88.31389930578673,981000,93.99683000000002
Akita,22035,0,0,-10,87.12938100854197,981000,93.06822714285715
Akita,22042,0,0,-4,85.55002327888232,981000,91.83009000000001
Akita,22049,0,0,.75,85.55002327888232,981000,91.83009000000001
Akita,22056,0,0,-2.25,85.55002327888232,981000,91.83009000000001
Akita,22063,0,0,6.75,85.55002327888232,981000,91.83009000000001
Akita,22070,0,0,6.5,92.35895703336689,981000,95.65061000000001
Akita,22077,0,0,11.75,92.35895703336689,981000,95.65061000000001
Akita,22084,0,0,10.5,92.35895703336689,981000,95.65061000000001
Akita,22091,0,0,10.75,92.35895703336689,981000,95.65061000000001
Akita,22098,0,0,6.5,92.63819492523309,981000,95.02481
Akita,22105,0,0,2.5,92.7498900819796,981000,94.77449
Akita,22112,0,0,9.75,92.7498900819796,981000,94.77449
Akita,22119,2,0,18.25,92.7498900819796,981000,94.77449
Akita,22126,0,0,9.25,93.02768581874231,981000,94.73215285714286
Akita,22133,17,0,11.25,93.72217516064909,981000,94.62631
Akita,22140,7,0,21.5,93.72217516064909,981000,94.62631
Akita,22147,3,0,-5,93.72217516064909,981000,94.62631
Akita,22154,4,0,-4.6666665,93.72217516064909,981000,94.62631
Akita,22161,1,0,-5,95.26390186402455,981000,96.35149
Akita,22168,0,0,14.5,95.52085631458712,981000,96.63901999999999
Akita,22175,3,0,16,95.52085631458712,981000,96.63901999999999
Akita,22182,0,0,18,95.52085631458712,981000,96.63901999999999
Akita,22189,5,0,17.5,96.21198276425937,981000,96.37869999999999
Akita,22196,1,0,20,96.73032760151357,981000,96.18345999999998
Akita,22203,0,0,19.5,96.73032760151357,981000,96.18345999999998
Akita,22210,2,0,20.25,96.73032760151357,981000,96.18345999999998
Akita,22217,2,0,24,96.67667387872396,981000,96.27458428571427
Akita,22224,4,0,10.5,96.35475154198626,981000,96.82133
Akita,22231,6,0,10.25,96.35475154198626,981000,96.82133
Akita,22238,1,0,10.75,96.35475154198626,981000,96.82133
Akita,22245,16,1,2.75,96.35475154198626,981000,96.82133
Akita,22252,0,0,0,95.9539547937901,981000,97.01933857142856
Akita,22259,4,0,1.75,95.8871553357574,981000,97.05233999999999
Akita,22266,1,0,-5.75,95.8871553357574,981000,97.05233999999999
Akita,22273,30,0,-3,95.8871553357574,981000,97.05233999999999
Akita,22280,21,0,-26.75,95.89294241284991,981000,96.01903714285716
Akita,22287,27,0,-19,95.90065851563989,981000,94.6413
Akita,22294,35,0,-11.25,95.90065851563989,981000,94.6413
Akita,22301,39,0,-12.5,95.90065851563989,981000,94.6413
Akita,22308,14,0,-11,95.90065851563989,981000,94.6413
Akita,22315,8,3,-14.5,95.64677566902841,981000,96.16286000000001
Akita,22322,0,1,-9.5,95.64677566902841,981000,96.16286000000001
Akita,22329,0,1,-13,95.64677566902841,981000,96.16286000000001
