prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild
Toyama,22084,0,0,-1.75,90.63886122,1050000,91.44118,,,,,,,,,,,,,,0,0,20,,,0,205,22,0,,,,,
Toyama,22091,0,0,-2.75,90.63886122,1050000,91.44118,,,,,,,,,,,,,,0,0,20,,,0,205,22,0,,,,,
Toyama,22098,1,0,-4.5,91.35741336,1050000,92.58074429,,,,,,,,,,,,,,0,0,20,,,1,205,22,0,,,,,
Toyama,22105,2,0,-10.5,91.64483422,1050000,93.03657,,,,,,,,,,,,,,0,0,20,,,3,205,22,0,,,,,
Toyama,22112,1,0,-3.75,91.64483422,1050000,93.03657,,,,,,,,,,,,,,0,0,20,,,3,206,22,0,,,,,
Toyama,22119,4,0,-3.5,91.64483422,1050000,93.03657,,,,,,,,,,,,,,0,0,20,,,4,209,22,0,,,,,
Toyama,22126,9,0,-1.75,91.94069792,1050000,93.23759857,,,,,,,,,,,,,,0,0,36,,,12,210,22,0,,,,,
Toyama,22133,41,0,0.5,92.68035717,1050000,93.74017,,,,,,,,,,,,,,1,0,36,,,48,215,22,1,,,,,
Toyama,22140,23,0,4,92.68035717,1050000,93.74017,,,,,,,,,,,,,,0,0,36,,,50,238,22,0,,,,,
Toyama,22147,33,1,-3.25,92.68035717,1050000,93.74017,,,,,,,,,,,,,,3,3,36,,,66,259,23,3,,,,,
Toyama,22154,44,1,-4.25,92.68035717,1050000,93.74017,,,,,,,,,,,,,,2,2,36,,,75,294,24,2,,,,,
Toyama,22161,17,1,-4.25,94.28159247,1050000,96.64110143,,,,,,,,,,,,,,1,0,36,,,47,339,25,1,,,,,
Toyama,22168,6,0,-2.25,94.54846501,1050000,97.12459,,,,,,,,,,,,,,0,1,36,,,15,368,25,0,,,,,
Toyama,22175,2,0,7.5,94.54846501,1050000,97.12459,,,,,,,,,,,,,,0,0,36,,,5,380,25,0,,,,,
Toyama,22182,2,0,3.25,94.54846501,1050000,97.12459,,,,,,,,,,,,,,0,0,36,,,5,382,25,0,,,,,
Toyama,22189,10,1,6.5,95.54016392,1050000,98.05999,,,,,,,,,,,,,,1,1,36,,,11,385,26,1,,,,,
Toyama,22196,0,0,3.5,96.2839381,1050000,98.76154,,,,,,,,,,,,,,0,1,36,,,7,389,26,0,,,,,
Toyama,22203,0,0,5.5,96.2839381,1050000,98.76154,,,,,,,,,,,,,,0,0,36,,,1,396,26,0,,,,,
Toyama,22210,0,0,7.25,96.2839381,1050000,98.76154,,,,,,,,,,,,,,0,0,36,,,0,396,26,0,,,,,
Toyama,22217,1,0,10.5,96.27385675,1050000,98.52990286,,,,,,,,,,,,,,0,0,36,,,1,396,26,0,,,,,
Toyama,22224,1,0,1.25,96.21336865,1050000,97.14008,,,,,,,,,,,,,,0,0,36,,,1,397,26,0,,,,,
Toyama,22231,4,0,6.75,96.21336865,1050000,97.14008,,,,,,,,,,,,,,0,0,36,,,1,398,26,0,,,,,
Toyama,22238,17,0,6.5,96.21336865,1050000,97.14008,,,,,,,,,,,,,,0,0,36,,,20,399,26,0,,,,,
Toyama,22245,14,0,-2,96.21336865,1050000,97.14008,,,,,,,,,,,,,,0,0,36,,,24,408,26,0,,,,,
Toyama,22252,3,0,-4.25,95.75132171,1050000,97.74218,,,,,,,,,,,,,,0,0,36,,,16,420,26,0,,,,,
Toyama,22259,12,0,-3,95.67431388,1050000,97.84253,,,,,,,,,,,,,,1,0,36,,,16,432,26,1,,,,,
Toyama,22266,20,0,-10.5,95.67431388,1050000,97.84253,,,,,,,,,,,,,,1,1,36,,,26,440,26,1,,,,,
Toyama,22273,48,0,-8,95.67431388,1050000,97.84253,,,,,,,,,,,,,,1,1,36,,,56,459,26,1,,,,,
Toyama,22280,35,0,-36.25,95.98870014,1050000,97.00322,,,,,,,,,,,,,,2,2,36,,,55,491,26,2,,,,,
Toyama,22287,139,0,-25.25,96.40788181,1050000,95.88414,,,,,,,,,,,,,,2,2,36,,,147,533,26,2,,,,,
Toyama,22294,86,1,-27.5,96.40788181,1050000,95.88414,,,,,,,,,,,,,,3,2,36,,,166,603,27,3,,,,,
Toyama,22301,45,0,-20.5,96.40788181,1050000,95.88414,,,,,,,,,,,,,,3,3,36,,,80,736,27,3,,,,,
Toyama,22308,25,0,-15.75,96.40788181,1050000,95.88414,,,,,,,,,,,,,,2,4,36,,,48,795,27,2,,,,,
Toyama,22315,9,0,-18.5,96.0435471,1050000,97.63977,,,,,,,,,,,,,,2,2,36,,,23,830,27,2,,,,,
Toyama,22322,7,0,-13.5,96.0435471,1050000,97.63977,,,,,,,,,,,,,,3,3,36,,,18,842,27,3,,,,,
Toyama,22329,15,0,-19.5,96.0435471,1050000,97.63977,,,,,,,,,,,,,,3,3,36,,,21,850,27,3,,,,,
Toyama,22336,2,1,-9.75,96.0435471,1050000,97.63977,,,,,,,,,,,,,,2,2,36,,,17,860,28,2,,,,,
Toyama,22343,4,0,-10.25,97.43055971,1050000,99.70949,,,,,,,,,,,,,,1,1,36,,,10,870,28,1,,,,,
Toyama,22350,3,0,-4,97.43055971,1050000,99.70949,,,,,,,,,,,,,,1,1,36,,,11,873,28,1,,,,,
Toyama,22357,9,0,-0.25,97.43055971,1050000,99.70949,,,,,,,,,,,,,,2,2,36,,,14,879,28,2,,,,,
Toyama,22364,11,0,0,97.43055971,1050000,99.70949,,,,,,,,,,,,,,1,1,36,,,22,884,28,1,,,,,
Toyama,22371,19,1,12,97.985119,1050000,99.27486714,,,,,,,,,,,,,,0,0,36,,,31,890,29,0,,,,,
Toyama,22378,91,0,2.25,98.40103847,1050000,98.9489,,,,,,,,,,,,,,1,0,36,,,108,905,29,1,,,,,
Toyama,22385,102,0,-7.75,98.40103847,1050000,98.9489,5,5,0,,,,,,,0.000374,0.000374,,,2,3,36,,,141,974,29,2,,,,,
Toyama,22392,110,0,3.75,98.40103847,1050000,98.9489,647,647,0,27404,18351,9053,0.010367587,0.010400089,0.010302321,0.008643724,0.008643724,,,5,1,36,,,153,1072,29,5,,,,,
Toyama,22399,96,0,-2.75,97.45449643,1050000,97.96684571,1396,1396,0,38623,28104,10519,0.010660738,0.010893352,0.01008535,0.006525652,0.006525652,,,7,6,36,,,157,1164,29,7,,,,,
Toyama,22406,58,2,2.75,95.08814134,1050000,95.51171,1471,1424,47,42755,30794,11961,0.010440327,0.010452587,0.010408898,0.004311924,0.004291471,0.005039674,,8,7,36,,,140,1237,31,8,,,,,
Toyama,22413,101,1,1,95.08814134,1050000,95.51171,3646,2966,680,52079,33970,18109,0.010149563,0.009796717,0.010884978,0.003715673,0.003247759,0.009999412,,4,6,36,,,159,1319,32,4,,,,,
Toyama,22420,229,2,-6,95.08814134,1050000,95.51171,16537,15187,1350,64935,38495,26440,0.0100856,0.009707695,0.010691572,0.00706758,0.007010765,0.007776543,,6,5,36,,,294,1411,34,6,,,,,
Toyama,22427,125,1,0.25,95.08814134,1050000,95.51171,43191,41305,1886,73119,43375,29744,0.009933457,0.009735871,0.010236404,0.008668178,0.008861091,0.005869575,,9,6,36,,,278,1550,35,9,,,,,
Toyama,22434,59,1,4.75,97.72414312,1050000,97.99113286,78639,75122,3517,79326,45526,33800,0.009609821,0.009389997,0.009922706,0.008737667,0.009274469,0.003907218,,8,8,36,,,177,1709,36,8,,,,,
Toyama,22441,37,1,3.25,98.16347675,1050000,98.40437,135944,119117,16827,84013,47392,36621,0.009224193,0.009101901,0.009387418,0.009325654,0.009626579,0.007635937,,5,8,36,,,73,1849,37,5,,,,,
Toyama,22448,50,0,3,98.16347675,1050000,98.40437,214851,167465,47386,90365,49858,40507,0.009209418,0.009078038,0.009376442,0.009864694,0.009882649,0.009801764,,2,2,36,,,72,1900,37,2,,,,,
Toyama,22455,28,1,4.75,98.16347675,1050000,98.40437,295705,207109,88596,96057,51826,44231,0.009188175,0.008991477,0.009429887,0.009948514,0.009672754,0.01065887,,1,2,36,,,58,1941,38,1,,,,,
Toyama,22462,5,0,2.75,97.73943779,1050000,98.25855286,375978,244194,131784,100237,53562,46675,0.009142082,0.008960051,0.009360305,0.009853035,0.009522497,0.010530345,,1,1,36,,,16,1988,38,1,,,,,
Toyama,22469,16,0,-4.75,97.42140857,1050000,98.14919,467905,293441,174464,102967,54203,48764,0.008994707,0.008759661,0.009271229,0.009586295,0.00934103,0.010029214,,2,1,36,,,22,1998,38,2,,,,,
Toyama,22476,27,0,3,97.42140857,1050000,98.14919,545142,335453,209689,105877,55662,50215,0.008935947,0.008740431,0.009163152,0.009366255,0.009248328,0.009561295,,2,2,36,,,35,2012,38,2,,,,,
Toyama,22483,71,0,9,97.42140857,1050000,98.14919,579385,347316,232069,107378,56101,51277,0.00888814,0.008688328,0.009117551,0.008825915,0.008728034,0.008976576,,3,1,36,,,90,2028,38,3,,,,,
Toyama,22490,151,0,1.5,97.42140857,1050000,97.92734571,653777,374703,279074,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008706864,0.008550054,0.008926678,,2,3,36,,,184,2084,38,2,,,,,
Toyama,22497,274,0,4.25,,1050000,96.59628,653777,374703,279074,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008706864,0.008550054,0.008926678,,6,3,36,,,353,2190,38,6,,,,,
Toyama,22504,378,0,0,,1050000,96.59628,724915,404724,320191,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008528059,0.00832031,0.008805985,,7,8,36,,,516,2405,38,7,,,,,
Toyama,22511,777,1,-7.5,,1050000,96.59628,844138,469530,374608,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008451724,0.008348531,0.008584724,,9,12,36,,,1070,2627,39,9,,,,,
Toyama,22518,557,2,-9.5,,1050000,96.59628,921168,512145,409023,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008433433,0.008399665,0.0084761,,13,10,36,,,1212,3040,41,13,,,,,
Toyama,22525,270,3,-9,,1050000,96.56915143,986512,548253,438259,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008360386,0.008342685,0.008382634,,14,15,36,,,615,3904,44,14,,,,,
Toyama,22532,117,1,-3.25,,1050000,96.5583,1068224,594563,473661,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008389405,0.008398589,0.008377905,,10,8,36,,,335,4300,45,10,,,,,
Toyama,22539,61,3,2.25,,1050000,96.5583,1152490,636227,516263,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008417351,0.008417625,0.008417014,,7,5,36,,,116,4577,48,7,,,,,
Toyama,22546,37,2,3.25,,1050000,96.5583,1214514,669164,545350,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008446913,0.008511981,0.00836842,,4,7,36,,,73,4655,50,4,,,,,
Toyama,22553,20,0,7.75,,1050000,96.81093857,1294947,708724,586223,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008509399,0.008624637,0.008374129,,2,3,36,,,39,4709,50,2,,,,,
Toyama,22560,33,1,8.25,,1050000,97.14779,1294947,708724,586223,108367,56053,52314,0.008814543,0.008581077,0.009079216,0.008509399,0.008624637,0.008374129,,1,1,36,,,39,4740,51,1,,,,,
Wakayama,21937,0,0,,100.0000011,935000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21944,0,0,,99.91347734,935000,101.6525,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21951,0,0,,99.69716784,935000,100.5265,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21958,5,0,-11.5,99.69716784,935000,100.5265,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21965,8,0,0.25,99.69716784,935000,100.5265,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21972,0,1,-2.25,99.16480596,935000,100.1606386,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21979,1,0,-6.25,95.9706347,935000,97.96547,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21986,1,0,-1.5,95.9706347,935000,97.96547,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Wakayama,21993,2,0,4.75,95.9706347,935000,97.96547,,,,,,,,,,,,,,0,,,,,5,9,1,0,,,,,
Wakayama,22000,0,0,2.25,95.9706347,935000,97.96547,,,,,,,,,,,,,,0,,,,,3,13,1,0,,,,,
Wakayama,22007,7,0,-0.5,91.26190767,935000,94.56207,,,,,,,,,,,,,,0,,,,,9,15,1,0,,,,,
Wakayama,22014,15,0,-7.5,89.37841685,935000,93.20071,,,,,,,,,,,,,,0,,,,,16,17,1,0,,,,,
Wakayama,22021,6,0,-14.5,89.37841685,935000,93.20071,,,,,,,,,,,,,,0,,,,,25,20,1,0,,,,,
Wakayama,22028,13,0,-20.75,89.37841685,935000,93.20071,,,,,,,,,,,,,,0,,,,,30,27,1,0,,,,,
Wakayama,22035,4,1,-22.5,88.02268205,935000,91.47004429,,,,,,,,,,,,,,0,,,,,25,35,2,0,,,,,
Wakayama,22042,0,0,-24.25,86.21503565,935000,89.16249,,,,,,,,,,,,,,0,,,,,12,48,2,0,,,,,
Wakayama,22049,1,1,-18,86.21503565,935000,89.16249,,,,,,,,,,,,,,0,0,32,,,8,52,3,0,,,,,
Wakayama,22056,0,0,-14.75,86.21503565,935000,89.16249,,,,,,,,,,,,,,0,0,32,,,6,54,3,0,,,,,
Wakayama,22063,0,0,-12.5,86.21503565,935000,89.16249,,,,,,,,,,,,,,0,0,32,,,3,57,3,0,,,,,
Wakayama,22070,0,0,-7.75,92.22289513,935000,93.82626,,,,,,,,,,,,,,0,0,32,,,0,60,3,0,,,,,
Wakayama,22077,0,0,-13,92.22289513,935000,93.82626,,,,,,,,,,,,,,0,0,32,,,0,60,3,0,,,,,
Wakayama,22084,0,0,-1.75,92.22289513,935000,93.82626,,,,,,,,,,,,,,0,0,32,,,0,60,3,0,,,,,
Wakayama,22091,1,0,-3.75,92.22289513,935000,93.82626,,,,,,,,,,,,,,0,0,32,,,1,60,3,0,,,,,
Wakayama,22098,0,0,-6.75,92.49729316,935000,94.57096,,,,,,,,,,,,,,0,0,32,,,0,61,3,0,,,,,
Wakayama,22105,16,0,-15.5,92.60705237,935000,94.86884,,,,,,,,,,,,,,0,0,32,,,16,61,3,0,,,,,
Wakayama,22112,9,0,-6.5,92.60705237,935000,94.86884,,,,,,,,,,,,,,1,0,32,,,13,73,3,1,,,,,
Wakayama,22119,33,0,-3,92.60705237,935000,94.86884,,,,,,,,,,,,,,1,0,32,,,31,87,3,1,,,,,
Wakayama,22126,45,0,-3,92.85752022,935000,94.95973714,,,,,,,,,,,,,,2,2,32,,,50,112,3,2,,,,,
Wakayama,22133,12,0,-0.5,93.48368986,935000,95.18698,,,,,,,,,,,,,,4,0,40,,,26,148,3,4,,,,,
Wakayama,22140,17,1,16.5,93.48368986,935000,95.18698,,,,,,,,,,,,,,3,0,16,,,24,166,4,3,,,,,
Wakayama,22147,29,0,-10.333333,93.48368986,935000,95.18698,,,,,,,,,,,,,,1,0,21,,,36,183,4,1,,,,,
Wakayama,22154,5,0,-10.666667,93.48368986,935000,95.18698,,,,,,,,,,,,,,0,0,21,,,11,212,4,0,,,,,
Wakayama,22161,3,0,-13.666667,94.77303225,935000,96.16828,,,,,,,,,,,,,,0,0,40,,,3,223,4,0,,,,,
Wakayama,22168,3,0,-5.75,94.98792265,935000,96.33183,,,,,,,,,,,,,,0,0,40,,,4,225,4,0,,,,,
Wakayama,22175,0,0,-0.5,94.98792265,935000,96.33183,,,,,,,,,,,,,,0,0,40,,,2,227,4,0,,,,,
Wakayama,22182,4,0,-3.75,94.98792265,935000,96.33183,,,,,,,,,,,,,,0,0,40,,,4,229,4,0,,,,,
Wakayama,22189,2,0,-0.25,95.9021198,935000,97.00796714,,,,,,,,,,,,,,0,0,40,,,4,231,4,0,,,,,
Wakayama,22196,7,0,-5.5,96.58776766,935000,97.51507,,,,,,,,,,,,,,0,0,40,,,8,234,4,0,,,,,
Wakayama,22203,6,0,1.25,96.58776766,935000,97.51507,,,,,,,,,,,,,,1,0,40,,,7,241,4,1,,,,,
Wakayama,22210,17,0,2.5,96.58776766,935000,97.51507,,,,,,,,,,,,,,2,0,40,,,17,247,4,2,,,,,
Wakayama,22217,3,0,3.75,96.54087554,935000,97.30893714,,,,,,,,,,,,,,2,0,40,,,10,256,4,2,,,,,
Wakayama,22224,13,0,-0.25,96.25952283,935000,96.07214,,,,,,,,,,,,,,3,0,40,,,15,264,4,3,,,,,
Wakayama,22231,38,0,1.75,96.25952283,935000,96.07214,,,,,,,,,,,,,,3,0,40,,,43,274,4,3,,,,,
Wakayama,22238,58,0,1.75,96.25952283,935000,96.07214,,,,,,,,,,,,,,4,1,40,,,68,306,4,4,,,,,
Wakayama,22245,62,2,-1.75,96.25952283,935000,96.07214,,,,,,,,,,,,,,8,3,40,,,79,351,6,8,,,,,
Wakayama,22252,57,1,-5,95.95296902,935000,97.40050571,,,,,,,,,,,,,,6,1,40,,,76,409,7,6,,,,,
Wakayama,22259,51,0,-5.5,95.90187671,935000,97.6219,,,,,,,,,,,,,,10,1,40,,,64,472,7,10,,,,,
Wakayama,22266,24,0,-11,95.90187671,935000,97.6219,,,,,,,,,,,,,,6,3,40,,,32,528,7,6,,,,,
Wakayama,22273,18,0,-9.75,95.90187671,935000,97.6219,,,,,,,,,,,,,,5,1,40,,,26,550,7,5,,,,,
Wakayama,22280,56,0,-26.25,95.94768764,935000,97.43477286,,,,,,,,,,,,,,4,2,40,,,64,570,7,4,,,,,
Wakayama,22287,111,1,-15.75,96.00876887,935000,97.18527,,,,,,,,,,,,,,5,2,40,,,128,616,8,5,,,,,
Wakayama,22294,102,3,-16,96.00876887,935000,97.18527,,,,,,,,,,,,,,9,0,40,,,121,722,11,9,,,,,
Wakayama,22301,127,1,-19.25,96.00876887,935000,97.18527,,,,,,,,,,,,,,15,3,40,,,145,817,12,15,,,,,
Wakayama,22308,71,2,-16.25,96.00876887,935000,97.18527,,,,,,,,,,,,,,14,1,40,,,95,934,14,14,,,,,
Wakayama,22315,45,1,-16.5,95.85528663,935000,97.25093,,,,,,,,,,,,,,7,2,40,,,74,997,15,7,,,,,
Wakayama,22322,39,1,-12,95.85528663,935000,97.25093,,,,,,,,,,,,,,8,1,40,,,56,1052,16,8,,,,,
Wakayama,22329,12,1,-13.75,95.85528663,935000,97.25093,,,,,,,,,,,,,,2,0,40,,,24,1094,17,2,,,,,
Wakayama,22336,4,1,-10.25,95.85528663,935000,97.25093,,,,,,,,,,,,,,3,0,40,,,12,1109,18,3,,,,,
Wakayama,22343,4,0,-9.75,97.34796555,935000,98.31126,,,,,,,,,,,,,,0,0,40,,,9,1116,18,0,,,,,
Wakayama,22350,11,0,-6.25,97.34796555,935000,98.31126,,,,,,,,,,,,,,1,0,40,,,11,1124,18,1,,,,,
Wakayama,22357,24,0,-1.75,97.34796555,935000,98.31126,,,,,,,,,,,,,,2,0,40,,,29,1131,18,2,,,,,
Wakayama,22364,46,0,2,97.34796555,935000,98.31126,,,,,,,,,,,,,,1,0,40,,,63,1143,18,1,,,,,
Wakayama,22371,102,0,3.75,97.6703174,935000,96.45968857,,,,,,,,,,,,,,7,0,40,,,140,1167,18,7,,,,,
Wakayama,22378,199,0,-5.5,97.91208129,935000,95.07101,,,,,,,,,,,,,,24,2,40,,,226,1251,18,24,,,,,
Wakayama,22385,229,1,-10.25,97.91208129,935000,95.07101,427,427,0,,,,,,,0.031939562,0.031939562,,,41,4,40,,,312,1419,19,41,,,,,
Wakayama,22392,255,3,-6,97.91208129,935000,95.07101,3049,3049,0,27047,18367,8680,0.010232525,0.010409158,0.009877847,0.040733714,0.040733714,,,55,7,40,,,385,1594,22,55,,,,,
Wakayama,22399,188,7,-9,97.102271,935000,94.63336429,7449,7449,0,37003,26207,10796,0.010213585,0.010158059,0.010350931,0.034820616,0.034820616,,,54,5,40,,,306,1851,29,54,,,,,
Wakayama,22406,138,5,-8,95.0777453,935000,93.53925,12174,11757,417,40201,28574,11627,0.009816667,0.009699039,0.010118239,0.035685495,0.035431754,0.044713702,,44,4,40,,,244,2043,34,44,,,,,
Wakayama,22413,124,1,-8.25,95.0777453,935000,93.53925,32088,29270,2818,49393,31665,17728,0.009626094,0.009131971,0.010655966,0.032701179,0.032050546,0.04143874,,37,5,26,,,201,2209,35,37,,,,,
Wakayama,22420,80,4,-14.25,95.0777453,935000,93.53925,62030,53976,8054,60009,35328,24681,0.009320502,0.008909038,0.009980283,0.026510371,0.024916906,0.046394277,,42,6,26,,,155,2330,39,42,,,,,
Wakayama,22427,54,5,-4.5,95.0777453,935000,93.53925,95086,82842,12244,68056,39834,28222,0.009245631,0.008941065,0.009712607,0.019083198,0.017771952,0.038105551,,24,5,26,,,95,2423,44,24,,,,,
Wakayama,22434,20,1,-5,97.19039636,935000,96.93708429,144987,114653,30334,74013,42635,31378,0.008966186,0.008793712,0.009211676,0.016109666,0.014154917,0.033699613,,14,2,26,,,52,2485,45,14,,,,,
Wakayama,22441,15,2,-4.5,97.54250487,935000,97.50339,200276,145024,55252,79193,44860,34333,0.008694982,0.008615617,0.008800912,0.01373878,0.011720283,0.025072845,,6,1,26,,,25,2524,47,6,,,,,
Wakayama,22448,8,1,-7,97.54250487,935000,97.50339,274612,184517,90095,84869,46504,38365,0.008649301,0.008467348,0.008880618,0.012608568,0.010888943,0.018636093,,4,2,26,,,10,2544,48,4,,,,,
Wakayama,22455,13,1,-5,97.54250487,935000,97.50339,338810,215693,123117,88705,48116,40589,0.008484932,0.008347816,0.008653427,0.011398711,0.010073658,0.014812048,,2,2,26,,,17,2549,49,2,,,,,
Wakayama,22462,20,0,-10.5,97.15115698,935000,97.03543571,409595,253367,156228,93207,50461,42746,0.008500913,0.008441304,0.008572375,0.010734016,0.009880203,0.012483569,,2,1,26,,,22,2564,49,2,,,,,
Wakayama,22469,17,0,-7.5,96.85764606,935000,96.68447,504745,308748,195997,97126,52297,44829,0.008484465,0.008451635,0.008523089,0.010341062,0.009828294,0.011267058,,1,1,26,,,17,2586,49,1,,,,,
Wakayama,22476,32,0,-4,96.85764606,935000,96.68447,583842,352537,231305,99718,53230,46488,0.008416131,0.008358541,0.008483055,0.010031172,0.009719329,0.01054693,,0,0,26,,,39,2595,49,0,,,,,
Wakayama,22483,62,0,6.5,96.85764606,935000,96.68447,639824,379084,260740,100999,53614,47385,0.008360123,0.008303167,0.008425516,0.009746597,0.009526362,0.010085588,,1,0,26,,,69,2625,49,1,,,,,
Wakayama,22490,200,0,-1.75,96.85764606,935000,96.49254,723719,415650,308069,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.009638337,0.009484393,0.009854135,,9,3,26,,,204,2682,49,9,,,,,
Wakayama,22497,229,0,-0.5,,935000,95.34096,723719,415650,308069,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.009638337,0.009484393,0.009854135,,21,2,26,,,274,2836,49,21,,,,,
Wakayama,22504,242,1,-13.5,,935000,95.34096,805127,451697,353430,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.009471691,0.00928598,0.009720134,,15,2,26,,,263,3081,50,15,,,,,
Wakayama,22511,501,1,-16.25,,935000,95.34096,919745,504957,414788,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.009208721,0.008978445,0.009505511,,16,1,26,,,505,3330,51,16,,,,,
Wakayama,22518,481,3,-5.5,,935000,95.34096,986461,536834,449627,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.009031201,0.008804589,0.009317528,,29,2,26,,,511,3793,54,29,,,,,
Wakayama,22525,404,1,-9.25,,935000,95.38510286,1041819,566721,475098,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.008829095,0.00862371,0.009087258,,23,2,26,,,470,4236,55,23,,,,,
Wakayama,22532,185,3,-8.5,,935000,95.40276,1098663,590840,507823,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.008628462,0.008346,0.008982147,,17,4,26,,,249,4637,58,17,,,,,
Wakayama,22539,102,1,-9.25,,935000,95.40276,1139820,605633,534187,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.008324814,0.00801285,0.008709242,,9,4,26,,,127,4859,59,9,,,,,
Wakayama,22546,68,0,0,,935000,95.40276,1175870,615001,560869,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.008178146,0.00782301,0.00860656,,10,3,26,,,85,4969,59,10,,,,,
Wakayama,22553,38,2,-2.25,,935000,95.64965571,1214909,632807,582102,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.007983451,0.007700784,0.008315261,,9,1,26,,,51,5039,61,9,,,,,
Wakayama,22560,23,1,1.75,,935000,95.97885,1214909,632807,582102,101989,53764,48225,0.008295758,0.008230656,0.008369561,0.007983451,0.007700784,0.008315261,,3,1,26,,,34,5077,62,3,,,,,
Yamagata,21937,0,0,,99.99999937,1090000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21944,0,0,,99.93971374,1090000,101.7057286,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21951,0,0,,99.78899966,1090000,100.7128,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21958,0,0,-4.125,99.78899966,1090000,100.7128,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21965,0,0,-0.75,99.78899966,1090000,100.7128,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21972,0,0,-0.5,99.22678654,1090000,100.12421,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21979,0,0,-9.5,95.85350784,1090000,96.59267,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21986,0,0,-4.75,95.85350784,1090000,96.59267,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,21993,0,0,-2.75,95.85350784,1090000,96.59267,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,22000,0,0,-2.75,95.85350784,1090000,96.59267,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Yamagata,22007,13,0,-4,91.04913585,1090000,94.75281286,,,,,,,,,,,,,,0,,,,,10,0,0,0,,,,,
Yamagata,22014,25,0,-10.5,89.12738705,1090000,94.01687,,,,,,,,,,,,,,0,,,,,34,0,0,0,,,,,
Yamagata,22021,23,0,-13.25,89.12738705,1090000,94.01687,,,,,,,,,,,,,,0,,,,,51,10,0,0,,,,,
Yamagata,22028,5,0,-23.5,89.12738705,1090000,94.01687,,,,,,,,,,,,,,0,,,,,34,32,0,0,,,,,
Yamagata,22035,2,0,-18,87.7447985,1090000,92.95353714,,,,,,,,,,,,,,0,,,,,15,53,0,0,,,,,
Yamagata,22042,1,0,-13.5,85.90134709,1090000,91.53576,,,,,,,,,,,,,,0,,,,,11,58,0,0,,,,,
Yamagata,22049,0,0,-9,85.90134709,1090000,91.53576,,,,,,,,,,,,,,2,2,16,,,11,58,0,2,,,,,
Yamagata,22056,0,0,-8.75,85.90134709,1090000,91.53576,,,,,,,,,,,,,,1,2,16,,,5,64,0,1,,,,,
Yamagata,22063,0,0,-1.25,85.90134709,1090000,91.53576,,,,,,,,,,,,,,1,1,16,,,3,66,0,1,,,,,
Yamagata,22070,0,0,0.75,91.94421036,1090000,93.87946,,,,,,,,,,,,,,1,1,16,,,2,67,0,1,,,,,
Yamagata,22077,0,0,-1,91.94421036,1090000,93.87946,,,,,,,,,,,,,,1,1,16,,,2,67,0,1,,,,,
