prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild
Aichi,21937,1,0,,100.0000056,7537000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21944,1,0,,99.82499342,7537000,101.7299571,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21951,0,0,,99.38746297,7537000,100.7976,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21958,3,0,-7,99.38746297,7537000,100.7976,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21965,12,0,-0.75,99.38746297,7537000,100.7976,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21972,15,0,-3.5,98.91497797,7537000,99.88842857,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21979,48,1,-7.75,96.08006795,7537000,94.4334,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21986,41,11,-4.5,96.08006795,7537000,94.4334,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21993,22,4,-1.75,96.08006795,7537000,94.4334,,,,,,,,,,,,,,0,,,,,111,8,16,0,,,,,
Aichi,22000,24,3,-4,96.08006795,7537000,94.4334,,,,,,,,,,,,,,0,,,,,106,42,19,0,,,,,
Aichi,22007,61,1,-5.5,87.08865916,7537000,89.49661429,,,,,,,,,,,,,,0,,,,,159,48,20,0,,,,,
Aichi,22014,99,4,-8.75,83.49209565,7537000,87.5219,,,,,,,,,,,,,,0,,,,,234,63,22,0,,,,,
Aichi,22021,82,1,-20.75,83.49209565,7537000,87.5219,,,,,,,,,,,,,,0,,,,,310,66,25,0,,,,,
Aichi,22028,68,6,-27.5,83.49209565,7537000,87.5219,,,,,,,,,,,,,,0,,,,,380,66,30,0,,,,,
Aichi,22035,15,3,-24.5,81.15415844,7537000,85.25647143,,,,,,,,,,,,,,0,,,,,383,75,34,0,,,,,
Aichi,22042,9,0,-28.25,78.03690884,7537000,82.2359,,,,,,,,,,,,,,0,,,,,107,350,34,0,,,,,
Aichi,22049,8,0,-21.25,78.03690884,7537000,82.2359,,,,,,,,,,,,,,2,4,28,,,63,404,34,2,,,,,
Aichi,22056,1,0,-17.75,78.03690884,7537000,82.2359,,,,,,,,,,,,,,0,0,28,,,26,442,34,0,,,,,
Aichi,22063,1,0,-14,78.03690884,7537000,82.2359,,,,,,,,,,,,,,0,0,28,,,13,456,34,0,,,,,
Aichi,22070,3,0,-11.5,85.71259495,7537000,86.1795,,,,,,,,,,,,,,0,0,28,,,8,463,34,0,,,,,
Aichi,22077,5,0,-16.5,85.71259495,7537000,86.1795,,,,,,,,,,,,,,0,0,28,,,10,467,34,0,,,,,
Aichi,22084,7,0,-8,85.71259495,7537000,86.1795,,,,,,,,,,,,,,0,0,28,,,13,470,34,0,,,,,
Aichi,22091,0,0,-9.75,85.71259495,7537000,86.1795,,,,,,,,,,,,,,0,0,28,,,6,477,34,0,,,,,
Aichi,22098,2,0,-11.75,88.46544648,7537000,90.01521429,,,,,,,,,,,,,,0,0,28,,,5,480,34,0,,,,,
Aichi,22105,6,0,-16,89.5665871,7537000,91.5495,,,,,,,,,,,,,,0,0,28,,,8,483,34,0,,,,,
Aichi,22112,109,0,-15,89.5665871,7537000,91.5495,,,,,,,,,,,,,,0,0,28,,,90,489,34,0,,,,,
Aichi,22119,460,1,-14.75,89.5665871,7537000,91.5495,,,,,,,,,,,,,,2,0,28,,,469,506,35,2,,,,,
Aichi,22126,1073,0,-12,90.13752001,7537000,92.21284286,,,,,,,,,,,,,,4,2,28,,,1190,603,35,4,,,,,
Aichi,22133,1018,2,-13,91.5648523,7537000,93.8712,,,,,,,,,,,,,,8,7,60,,,1782,1185,37,8,,,,,
Aichi,22140,607,7,-17,91.5648523,7537000,93.8712,,,,,,,,,,,,,,13,14,60,,,1488,2125,43,13,,,,,
Aichi,22147,449,13,-15.75,91.5648523,7537000,93.8712,,,,,,,,,,,,,,26,15,70,,,1117,2966,54,26,,,,,
Aichi,22154,307,8,-14.25,91.5648523,7537000,93.8712,,,,,,,,,,,,,,18,21,70,,,749,3644,64,18,,,,,
Aichi,22161,206,9,-14.75,94.19106553,7537000,95.42922857,,,,,,,,,,,,,,18,16,70,,,565,4033,73,18,,,,,
Aichi,22168,200,2,-14.5,94.62876773,7537000,95.6889,,,,,,,,,,,,,,15,17,70,,,387,4402,75,15,,,,,
Aichi,22175,206,5,-7,94.62876773,7537000,95.6889,,,,,,,,,,,,,,15,19,70,,,393,4598,79,15,,,,,
Aichi,22182,187,2,-10.25,94.62876773,7537000,95.6889,,,,,,,,,,,,,,14,14,70,,,343,4815,83,14,,,,,
Aichi,22189,147,3,-7.5,96.0948274,7537000,97.35627143,,,,,,,,,,,,,,13,17,70,,,309,5024,86,13,,,,,
Aichi,22196,102,5,-11.5,97.19437215,7537000,98.6068,,,,,,,,,,,,,,10,12,70,,,256,5179,90,10,,,,,
Aichi,22203,146,0,-6.5,97.19437215,7537000,98.6068,,,,,,,,,,,,,,9,10,70,,,232,5341,91,9,,,,,
Aichi,22210,184,1,-5.75,97.19437215,7537000,98.6068,,,,,,,,,,,,,,10,10,70,,,262,5499,92,10,,,,,
Aichi,22217,406,4,-6.75,97.04477747,7537000,98.53821429,,,,,,,,,,,,,,9,10,70,,,494,5637,96,9,,,,,
Aichi,22224,537,2,-8.25,96.14720937,7537000,98.1267,,,,,,,,,,,,,,15,11,70,,,711,5923,97,15,,,,,
Aichi,22231,834,2,-7.25,96.14720937,7537000,98.1267,,,,,,,,,,,,,,15,15,70,,,1056,6443,100,15,,,,,
Aichi,22238,1118,6,-7.75,96.14720937,7537000,98.1267,,,,,,,,,,,,,,18,15,70,,,1505,7065,105,18,,,,,
Aichi,22245,1186,10,-9,96.14720937,7537000,98.1267,,,,,,,,,,,,,,26,16,70,,,1751,7983,115,26,,,,,
Aichi,22252,1324,16,-9.75,95.73327488,7537000,96.38927143,,,,,,,,,,,,,,28,30,70,,,1865,9163,129,28,,,,,
Aichi,22259,1382,12,-10.25,95.6642858,7537000,96.0997,,,,,,,,,,,,,,27,28,70,,,2131,10251,143,27,,,,,
Aichi,22266,1425,19,-12.75,95.6642858,7537000,96.0997,,,,,,,,,,,,,,36,35,70,,,2228,11581,158,36,,,,,
Aichi,22273,1537,32,-12.75,95.6642858,7537000,96.0997,,,,,,,,,,,,,,40,39,103,,,2321,12933,194,40,,,,,
Aichi,22280,1426,32,-35.5,95.49829793,7537000,95.55982857,,,,,,,,,,,,,,40,39,103,,,2555,14129,221,40,,,,,
Aichi,22287,2330,48,-19.5,95.27698078,7537000,94.84,,,,,,,,,,,,,,49,38,103,,,3177,15634,266,49,,,,,
Aichi,22294,1854,48,-19,95.27698078,7537000,94.84,,,,,,,,,,,,,,57,51,103,,,3590,17144,317,57,,,,,
Aichi,22301,1569,41,-21.75,95.27698078,7537000,94.84,,,,,,,,,,,,,,63,54,125,,,3227,19088,358,63,,,,,
Aichi,22308,1186,36,-20,95.27698078,7537000,94.84,,,,,,,,,,,,,,58,67,125,,,2491,21014,396,58,,,,,
Aichi,22315,674,50,-21.25,94.26633349,7537000,94.7883,,,,,,,,,,,,,,48,60,125,,,1790,22390,443,48,,,,,
Aichi,22322,508,28,-18.5,94.26633349,7537000,94.7883,,,,,,,,,,,,,,36,45,126,,,1259,23394,475,36,,,,,
Aichi,22329,367,28,-19,94.26633349,7537000,94.7883,,,,,,,,,,,,,,29,35,126,,,927,24108,502,29,,,,,
Aichi,22336,291,12,-14.5,94.26633349,7537000,94.7883,,,,,,,,,,,,,,31,31,126,,,657,24655,518,31,,,,,
Aichi,22343,301,23,-15.5,96.86569848,7537000,96.0417,,,,,,,,,,,,,,29,33,126,,,566,25027,540,29,,,,,
Aichi,22350,288,15,-12,96.86569848,7537000,96.0417,,,,,,,,,,,,,,18,26,126,,,534,25334,556,18,,,,,
Aichi,22357,267,14,-10.25,96.86569848,7537000,96.0417,,,,,,,,,,,,,,10,16,126,,,486,25625,570,10,,,,,
Aichi,22364,455,5,-5.75,96.86569848,7537000,96.0417,,,,,,,,,,,,,,9,11,126,,,589,25919,575,9,,,,,
Aichi,22371,655,15,-2.75,97.23295614,7537000,97.23541429,,,,,,,,,,,,,,10,9,126,,,887,26232,588,10,,,,,
Aichi,22378,987,14,-9.25,97.50839938,7537000,98.1307,,,,,,,,,,,,,,7,6,126,,,1388,26691,602,7,,,,,
Aichi,22385,1385,8,-12.25,97.50839938,7537000,98.1307,1190,1190,0,,,,,,,0.089011893,0.089011893,,,11,7,126,,,2014,27361,612,11,,,,,
Aichi,22392,1768,7,-8.75,97.50839938,7537000,98.1307,2171,2171,0,137063,99994,37069,0.051854204,0.056669749,0.04218455,0.029003901,0.029003901,,,20,15,126,,,2773,28340,619,20,,,,,
Aichi,22399,2229,14,-14.5,95.90954019,7537000,97.08815714,6405,6405,0,201384,155262,46122,0.055586103,0.060180888,0.044220604,0.0299404,0.0299404,,,37,29,126,,,3251,29951,631,37,,,,,
Aichi,22406,2525,20,-14.25,91.91239221,7537000,94.4818,12536,11570,966,232493,178287,54206,0.056772381,0.060516994,0.047172036,0.036746621,0.034868196,0.10358138,,44,34,126,,,3983,31602,648,44,,,,,
Aichi,22413,4022,19,-14.75,91.91239221,7537000,94.4818,57405,55296,2109,297030,205364,91666,0.057887528,0.059225585,0.055098701,0.05850197,0.06054892,0.031012882,,71,54,126,,,5568,33963,669,71,,,,,
Aichi,22420,3805,44,-20.75,91.91239221,7537000,94.4818,118896,113463,5433,370613,226345,144268,0.057563022,0.057079833,0.058337808,0.050813753,0.052377854,0.031296264,,92,70,146,,,6486,36897,710,92,,,,,
Aichi,22427,2568,69,-12.5,91.91239221,7537000,94.4818,288226,276537,11689,416914,245761,171153,0.056639135,0.055163052,0.058902338,0.057845253,0.05932501,0.036378291,,103,90,146,,,5369,40640,777,103,,,,,
Aichi,22434,1678,58,-12.25,95.95806562,7537000,96.87597143,554063,499976,54087,458287,263732,194555,0.055518445,0.054396227,0.057115741,0.061562557,0.061726414,0.060088053,,84,95,146,,,4007,43749,839,84,,,,,
Aichi,22441,1059,47,-12.25,96.63234453,7537000,97.275,926402,814340,112062,493430,278391,215039,0.054176062,0.053466566,0.055123039,0.063550472,0.065811828,0.050852694,,74,92,146,,,2842,45986,888,74,,,,,
Aichi,22448,631,43,-14,96.63234453,7537000,97.275,1361296,1098614,262682,529985,295653,234332,0.054012652,0.053831864,0.054242488,0.062502712,0.064832747,0.054335605,,50,74,146,,,1741,47691,929,50,,,,,
Aichi,22455,459,22,-11.5,96.63234453,7537000,97.275,1802963,1308325,494638,554631,306798,247833,0.053052321,0.053227473,0.052837089,0.060657755,0.061103601,0.059509262,,30,43,146,,,1096,48810,955,30,,,,,
Aichi,22462,323,16,-14.5,95.86320581,7537000,96.9202,2256832,1471592,785240,577950,317543,260407,0.052711736,0.053119775,0.05222258,0.059143476,0.057385642,0.062745459,,17,26,146,,,634,49556,971,17,,,,,
Aichi,22469,401,12,-15.25,95.28635177,7537000,96.6541,2765538,1700545,1064993,594218,325107,269111,0.051908057,0.052540023,0.051164579,0.056659501,0.054133002,0.061222047,,15,12,146,,,622,49955,982,15,,,,,
Aichi,22476,492,13,-10.75,95.28635177,7537000,96.6541,3262135,1961214,1300921,646720,360988,285732,0.054582726,0.056684822,0.052139916,0.056047764,0.054070022,0.059318747,,11,13,146,,,721,50303,995,11,,,,,
Aichi,22483,630,7,-11.5,95.28635177,7537000,96.6541,3616935,2163862,1453073,674618,374666,299952,0.055841044,0.058024295,0.053334396,0.055097662,0.054377742,0.056205783,,10,10,146,,,924,50703,1003,10,,,,,
Aichi,22490,1507,5,-13,95.28635177,7537000,96.36477143,4115554,2428295,1687259,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.054810077,0.055409364,0.053969983,,10,8,146,,,1769,51229,1008,10,,,,,
Aichi,22497,2366,5,-14.5,,7537000,94.6288,4115554,2428295,1687259,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.054810077,0.055409364,0.053969983,,13,10,146,,,2981,52224,1013,13,,,,,
Aichi,22504,3679,5,-25.75,,7537000,94.6288,4706950,2734424,1972526,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.055373594,0.056214247,0.054248977,,27,16,170,,,4831,53811,1016,27,,,,,
Aichi,22511,7980,11,-20.25,,7537000,94.6288,5516960,3115418,2401542,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.055237208,0.055394042,0.055035066,,36,35,170,,,9884,56107,1029,36,,,,,
Aichi,22518,12252,6,-16.75,,7537000,94.6288,6096373,3403893,2692480,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.055813223,0.055827085,0.055795711,,49,40,170,,,17765,60260,1035,49,,,,,
Aichi,22525,11583,18,-18.5,,7537000,94.36594286,6598789,3711118,2887671,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.055922706,0.056471534,0.055232842,,79,62,170,,,21811,67756,1053,79,,,,,
Aichi,22532,7720,22,-18,,7537000,94.2608,7187013,4047505,3139508,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.056443933,0.05717364,0.05553022,,92,97,170,,,18360,79405,1073,92,,,,,
Aichi,22539,3626,29,-14.5,,7537000,94.2608,7833398,4398299,3435099,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.057212178,0.058191858,0.056004934,,68,80,183,,,10139,91785,1101,68,,,,,
Aichi,22546,1512,23,-15.75,,7537000,94.2608,8279573,4587235,3692338,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.057584219,0.058351103,0.056659091,,51,64,183,,,4452,99065,1126,51,,,,,
Aichi,22553,747,11,-11.75,,7537000,94.44624286,8827855,4801552,4026303,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.058009896,0.058431268,0.057515275,,28,44,183,,,1377,102958,1137,28,,,,,
Aichi,22560,345,8,-8.75,,7537000,94.6935,8827855,4801552,4026303,683602,377735,305867,0.055604003,0.057826933,0.05308393,0.058009896,0.058431268,0.057515275,,15,23,183,,,752,103905,1144,15,,,,,
Akita,21937,0,0,,100.0000007,981000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21944,0,0,,99.91603972,981000,101.9035,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21951,0,0,,99.7061373,981000,101.405,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21958,0,0,4.875,99.7061373,981000,101.405,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21965,0,0,0.5,99.7061373,981000,101.405,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21972,0,0,1.75,99.09339637,981000,100.7831471,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21979,2,0,-7.25,95.41695079,981000,97.05203,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21986,0,0,-2.25,95.41695079,981000,97.05203,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21993,0,0,-4,95.41695079,981000,97.05203,,,,,,,,,,,,,,0,,,,,0,1,0,0,,,,,
Akita,22000,2,0,2.25,95.41695079,981000,97.05203,,,,,,,,,,,,,,0,,,,,2,2,0,0,,,,,
Akita,22007,7,0,-3.5,90.34334259,981000,94.00590857,,,,,,,,,,,,,,0,,,,,9,2,0,0,,,,,
Akita,22014,4,0,-6.25,88.31389931,981000,92.78746,,,,,,,,,,,,,,0,,,,,10,5,0,0,,,,,
Akita,22021,1,0,-5.75,88.31389931,981000,92.78746,,,,,,,,,,,,,,0,,,,,11,5,0,0,,,,,
Akita,22028,0,0,-14.5,88.31389931,981000,92.78746,,,,,,,,,,,,,,0,,,,,9,7,0,0,,,,,
Akita,22035,0,0,-10,87.12938101,981000,91.88626857,,,,,,,,,,,,,,0,,,,,3,13,0,0,,,,,
Akita,22042,0,0,-4,85.55002328,981000,90.68468,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,22049,0,0,0.75,85.55002328,981000,90.68468,,,,,,,,,,,,,,0,0,55,,,1,15,0,0,,,,,
Akita,22056,0,0,-2.25,85.55002328,981000,90.68468,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22063,0,0,6.75,85.55002328,981000,90.68468,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22070,0,0,6.5,92.35895703,981000,94.14984,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22077,0,0,11.75,92.35895703,981000,94.14984,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22084,0,0,10.5,92.35895703,981000,94.14984,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22091,0,0,10.75,92.35895703,981000,94.14984,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22098,0,0,6.5,92.63819493,981000,94.37183286,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22105,0,0,2.5,92.74989008,981000,94.46063,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22112,0,0,9.75,92.74989008,981000,94.46063,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22119,2,0,18.25,92.74989008,981000,94.46063,,,,,,,,,,,,,,0,0,55,,,1,16,0,0,,,,,
Akita,22126,0,0,9.25,93.02768582,981000,94.33794429,,,,,,,,,,,,,,0,0,27,,,2,16,0,0,,,,,
Akita,22133,17,0,11.25,93.72217516,981000,94.03123,,,,,,,,,,,,,,0,0,25,,,19,16,0,0,,,,,
Akita,22140,7,0,21.5,93.72217516,981000,94.03123,,,,,,,,,,,,,,0,0,25,,,15,25,0,0,,,,,
Akita,22147,3,0,-5,93.72217516,981000,94.03123,,,,,,,,,,,,,,0,0,21,,,11,34,0,0,,,,,
Akita,22154,4,0,-4.6666665,93.72217516,981000,94.03123,,,,,,,,,,,,,,0,0,21,,,6,43,0,0,,,,,
Akita,22161,1,0,-5,95.26390186,981000,95.63382143,,,,,,,,,,,,,,0,0,21,,,3,47,0,0,,,,,
Akita,22168,0,0,14.5,95.52085631,981000,95.90092,,,,,,,,,,,,,,0,0,21,,,0,50,0,0,,,,,
Akita,22175,3,0,16,95.52085631,981000,95.90092,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,
Akita,22182,0,0,18,95.52085631,981000,95.90092,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,
Akita,22189,5,0,17.5,96.21198276,981000,96.17582286,,,,,,,,,,,,,,0,0,22,,,0,53,0,0,,,,,
Akita,22196,1,0,20,96.7303276,981000,96.382,,,,,,,,,,,,,,0,0,22,,,5,53,0,0,,,,,
Akita,22203,0,0,19.5,96.7303276,981000,96.382,,,,,,,,,,,,,,0,0,22,,,1,58,0,0,,,,,
Akita,22210,2,0,20.25,96.7303276,981000,96.382,,,,,,,,,,,,,,0,0,22,,,2,59,0,0,,,,,
Akita,22217,2,0,24,96.67667388,981000,96.46034857,,,,,,,,,,,,,,0,0,22,,,3,60,0,0,,,,,
Akita,22224,4,0,10.5,96.35475154,981000,96.93044,,,,,,,,,,,,,,1,1,22,,,7,60,0,1,,,,,
Akita,22231,6,0,10.25,96.35475154,981000,96.93044,,,,,,,,,,,,,,1,1,22,,,7,65,0,1,,,,,
Akita,22238,1,0,10.75,96.35475154,981000,96.93044,,,,,,,,,,,,,,1,1,22,,,6,68,0,1,,,,,
Akita,22245,16,1,2.75,96.35475154,981000,96.93044,,,,,,,,,,,,,,0,0,22,,,17,72,1,0,,,,,
Akita,22252,0,0,0,95.95395479,981000,97.28237429,,,,,,,,,,,,,,0,0,22,,,4,85,1,0,,,,,
Akita,22259,4,0,1.75,95.88715534,981000,97.34103,,,,,,,,,,,,,,0,0,24,,,4,89,1,0,,,,,
Akita,22266,1,0,-5.75,95.88715534,981000,97.34103,,,,,,,,,,,,,,0,0,24,,,4,90,1,0,,,,,
Akita,22273,30,0,-3,95.88715534,981000,97.34103,,,,,,,,,,,,,,0,0,24,,,30,94,1,0,,,,,
Akita,22280,21,0,-26.75,95.89294241,981000,96.15033429,,,,,,,,,,,,,,0,0,24,,,35,110,1,0,,,,,
Akita,22287,27,0,-19,95.90065852,981000,94.56274,,,,,,,,,,,,,,0,0,24,,,37,135,1,0,,,,,
Akita,22294,35,0,-11.25,95.90065852,981000,94.56274,,,,,,,,,,,,,,0,0,24,,,48,159,1,0,,,,,
Akita,22301,39,0,-12.5,95.90065852,981000,94.56274,,,,,,,,,,,,,,1,0,24,,,66,180,1,1,,,,,
Akita,22308,14,0,-11,95.90065852,981000,94.56274,,,,,,,,,,,,,,0,1,24,,,48,212,1,0,,,,,
Akita,22315,8,3,-14.5,95.64677567,981000,96.05785,,,,,,,,,,,,,,0,0,24,,,35,230,4,0,,,,,
Akita,22322,0,1,-9.5,95.64677567,981000,96.05785,,,,,,,,,,,,,,0,0,24,,,26,238,5,0,,,,,
Akita,22329,0,1,-13,95.64677567,981000,96.05785,,,,,,,,,,,,,,0,0,24,,,8,255,6,0,,,,,
Akita,22336,0,0,-6.75,95.64677567,981000,96.05785,,,,,,,,,,,,,,0,0,24,,,3,260,6,0,,,,,
Akita,22343,0,0,-5.75,97.27717644,981000,97.15867,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,
Akita,22350,0,0,-4.5,97.27717644,981000,97.15867,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,
Akita,22357,8,0,-0.25,97.27717644,981000,97.15867,,,,,,,,,,,,,,0,0,24,,,9,262,6,0,,,,,
Akita,22364,6,0,-0.75,97.27717644,981000,97.15867,,,,,,,,,,,,,,0,0,24,,,9,268,6,0,,,,,
Akita,22371,18,0,1.5,97.52448753,981000,97.23943,,,,,,,,,,,,,,0,0,24,,,23,272,6,0,,,,,
Akita,22378,30,0,3.25,97.70997085,981000,97.3,,,,,,,,,,,,,,2,2,24,,,45,280,6,2,,,,,
Akita,22385,36,3,7.25,97.70997085,981000,97.3,407,407,0,,,,,,,0.030443564,0.030443564,,,0,0,24,,,53,305,9,0,,,,,
Akita,22392,47,0,16.25,97.70997085,981000,97.3,1889,1889,0,26504,18213,8291,0.010027096,0.010321881,0.009435165,0.025236467,0.025236467,,,0,0,24,,,69,336,9,0,,,,,
Akita,22399,78,0,8.5,96.93194135,981000,96.98136571,5227,5227,0,34690,23819,10871,0.009575149,0.009232449,0.010422839,0.024433797,0.024433797,,,0,0,24,,,102,381,9,0,,,,,
Akita,22406,104,0,14.25,94.98686761,981000,96.18478,7585,7487,98,36793,24963,11830,0.008984469,0.008473337,0.010294897,0.022233818,0.02256337,0.010508256,,0,0,24,,,133,454,9,0,,,,,
Akita,22413,92,0,7.75,94.98686761,981000,96.18478,19622,18229,1393,45381,27721,17660,0.008844204,0.007994548,0.010615093,0.019996963,0.01996069,0.02048409,,0,0,24,,,158,521,9,0,,,,,
Akita,22420,53,3,6.25,94.98686761,981000,96.18478,39375,35151,4224,55608,31983,23625,0.008636946,0.008065495,0.009553267,0.016828081,0.016226733,0.024331937,,0,0,24,,,100,629,12,0,,,,,
Akita,22427,14,0,7.75,94.98686761,981000,96.18478,64102,56878,7224,61725,37115,24610,0.008385544,0.008330763,0.008469537,0.012864892,0.01220194,0.022482401,,1,1,24,,,58,685,12,1,,,,,
Akita,22434,5,4,12.75,97.11694236,981000,99.08870286,93447,74642,18805,69039,40879,28160,0.008363619,0.008431527,0.008266964,0.010383,0.009215209,0.02089145,,1,1,22,,,30,714,16,1,,,,,
Akita,22441,3,3,15.75,97.47195482,981000,99.57269,129826,92614,37212,76218,43880,32338,0.008368342,0.008427402,0.008289514,0.008905964,0.007484708,0.01688646,,1,1,22,,,17,727,19,1,,,,,
Akita,22448,6,1,14.5,97.47195482,981000,99.57269,187068,127423,59645,81820,45599,36221,0.008338567,0.008302569,0.008384331,0.008589063,0.007519641,0.01233753,,1,1,22,,,11,738,20,1,,,,,
Akita,22455,66,0,15,97.47195482,981000,99.57269,261219,185619,75600,88972,49178,39794,0.008510471,0.008532066,0.008483935,0.008788289,0.008669091,0.009095339,,1,1,22,,,70,745,20,1,,,,,
Akita,22462,72,0,13,97.25967709,981000,98.75661,346071,252413,93658,92381,51758,40623,0.008425579,0.00865827,0.008146623,0.00906928,0.009843001,0.007483845,,1,1,22,,,99,788,20,1,,,,,
Akita,22469,32,0,8.75,97.10046879,981000,98.14455,451044,322854,128190,98621,54610,44011,0.008615062,0.008825435,0.008367566,0.009240852,0.010277326,0.007369113,,2,1,22,,,44,875,20,2,,,,,
Akita,22476,35,0,10.75,97.10046879,981000,98.14455,535420,346358,189062,104130,56343,47787,0.008788501,0.008847366,0.008720094,0.009199219,0.009548976,0.008620755,,1,1,22,,,50,904,20,1,,,,,
Akita,22483,20,0,20.5,97.10046879,981000,98.14455,594973,357269,237704,106537,57053,49484,0.008818528,0.008835763,0.008798739,0.009063371,0.008978152,0.009194541,,1,1,22,,,41,933,20,1,,,,,
Akita,22490,27,0,8.5,97.10046879,981000,97.94983429,696055,376097,319958,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.009269913,0.008581864,0.010234426,,1,1,22,,,41,960,20,1,,,,,
Akita,22497,66,1,11.5,,981000,96.78154,696055,376097,319958,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.009269913,0.008581864,0.010234426,,2,1,22,,,79,987,21,2,,,,,
Akita,22504,98,0,19,,981000,96.78154,773989,428445,345544,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.009105377,0.008807966,0.00950325,,3,2,22,,,130,1034,21,3,,,,,
Akita,22511,206,0,9.75,,981000,96.78154,870285,494408,375877,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008713515,0.008790877,0.008613805,,2,2,22,,,241,1129,21,2,,,,,
Akita,22518,206,1,4,,981000,96.78154,944141,517418,426723,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008643755,0.008486148,0.008842893,,2,4,22,,,291,1284,22,2,,,,,
Akita,22525,90,1,9.25,,981000,96.50352571,994339,537910,456429,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008426718,0.008185297,0.008730174,,2,1,22,,,169,1495,23,2,,,,,
Akita,22532,87,3,11.75,,981000,96.39232,1056399,564062,492337,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008296536,0.007967743,0.008708238,,1,1,22,,,119,1629,26,1,,,,,
Akita,22539,50,0,12.5,,981000,96.39232,1119028,604800,514228,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008172957,0.008001829,0.008383836,,2,2,22,,,82,1716,26,2,,,,,
Akita,22546,29,0,13.75,,981000,96.39232,1171722,637110,534612,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008149296,0.008104243,0.008203645,,1,1,22,,,39,1788,26,1,,,,,
Akita,22553,27,0,16,,981000,96.47731429,1235086,675735,559351,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008116039,0.008223185,0.007990264,,1,1,22,,,34,1820,26,1,,,,,
Akita,22560,13,1,16.5,,981000,96.59064,1235086,675735,559351,109968,57783,52185,0.008944768,0.00884592,0.009056828,0.008116039,0.008223185,0.007990264,,0,1,22,,,28,1837,27,0,,,,,
Aomori,21937,0,0,,99.99999983,1263000,102.1029,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
