prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info
Akita,2021,2,8,5,981000,,95.99539456,-12.25,0.5,-3,1,-30,-86,-25.48249072,3.5,-48.81661928,-10.27736756,-6.71961806
Akita,2021,3,14,0,981000,,,-3.25,,,1.5,,,-27.59029494,6.5,-2.121989151,8.503158989,37.79498309
Akita,2021,4,84,3,981000,,,3.25,,,2,,,-25,,,,
Aomori,2020,1,0,0,1263000,102.04228,99.99999984,,3.5,0.5,5.6666665,0,565.5913978,3.928956958,-9.666667,-6.845641358,3.32524698,10.52662004
Aomori,2020,2,0,0,1263000,100.76617,99.75951925,-0.5,3,-0.5,1.2962962,-24,-80.1104972,0.976047765,-6.4814816,-7.15066423,1.116019326,-0.05001565
Aomori,2020,3,8,0,1263000,97.803162,96.20672428,-3,-0.5,1,-1.75,-60,-99.1950758,-17.55216246,-6.25,0.520274561,-20.23491842,-8.589404724
Aomori,2020,4,18,0,1263000,94.154694,89.35305664,-13.625,-2,-1,3.2666667,-96,-100,-63.94861076,-12.333333,-57.39324324,-45.37834206,-18.83666184
Aomori,2020,5,1,1,1263000,92.701012,86.91293946,-7.75,-0.5,-1,2.75,-98,-96.5742251,-47.41649037,-26.5,-73.33516737,-52.88635575,-18.27666582
Aomori,2020,6,0,0,1263000,96.719864,93.17635846,0.125,-3,-0.5,1.5,-89,-100,-26.64738472,-26.5,-57.86535734,-30.34180818,-32.4236174
Aomori,2020,7,5,0,1263000,96.470116,93.75580985,3.75,-3,-1.5,-1.6129032,-63,-100,-20.46205182,-21.32258,-52.75336274,-2.600692194,-44.73877733
Aomori,2020,8,3,0,1263000,97.891006,94.63121885,12,-1,-0.5,-2.75,-55,-100,-33.80802797,-11.5,-63.46804294,-17.63347477,-31.51289416
Aomori,2020,9,1,0,1263000,98.534615,96.31775317,7.625,-2.5,-0.5,-9.1851854,7,-97.834912,-8.834308076,-14.888889,-57.60106515,-13.59215131,-1.201186926
Aomori,2020,10,191,3,1263000,100.01344,97.39977617,9.75,-3,-2,4.8064518,42,-97.3007712,-14.11641043,-13.387096,-59.18350932,16.60936075,16.41548122
Aomori,2020,11,68,2,1263000,100.06622,97.02828259,0.125,-4.5,-1,1.75,117,-71.2929145,-22.52986159,-2.75,-21.43967209,-3.547742144,8.888389379
Aomori,2020,12,187,2,1263000,99.73761,96.36548208,-9,3.5,0,6.967742,87,-93.495935,-37.78924724,-10.193548,-20.29195554,-15.05163922,-15.43152657
Aomori,2021,1,235,5,1263000,,96.37721354,-19.5,5,0.5,4,-52,-100,-46.63706728,-11.5,-18.90234276,-34.14851717,-15.11086699
Aomori,2021,2,99,7,1263000,,95.885849,-17.5,6,-1.5,2.75,-68,-97,-33.79872096,-9.25,-50.47938874,-34.38960104,-4.13353649
Aomori,2021,3,215,0,1263000,,,-9,,,1,,,-31.24408339,-5.5,-4.399702172,-24.85904497,31.09010749
Aomori,2021,4,274,0,1263000,,,-6.125,,,1,,,-37,,,,
Chiba,2020,1,1,0,6255000,102.04228,100.0000004,,-3,-2,9,-2,-64.7483105,-3.277171475,8.583333,-8.866149598,7.856371666,5.954023908
Chiba,2020,2,12,0,6255000,100.70428,99.68756871,-1.5,-2.5,-2.5,4.7037039,10,64.6714326,-6.636041,9.4814816,-8.208554738,6.411936895,-2.738805303
Chiba,2020,3,158,1,6255000,96.859726,94.34816756,-3.75,-7,-8.5,1.25,-94,-98.9268386,-20.00516374,6.75,-11.43078344,-10.09701996,-11.03843873
Chiba,2020,4,663,31,6255000,89.832436,86.06294573,-23,-18,-26.5,5.2666669,-99,-99.8099808,-62.03712136,-14.433333,-67.61053602,-43.83823177,-18.75811826
Chiba,2020,5,64,13,6255000,86.828377,83.66340352,-24.25,-14,-22,2.5,-99,-99.9871667,-50.1767181,-31.25,-78.72828882,-50.47489548,-12.71331845
Chiba,2020,6,59,0,6255000,93.869644,91.31399635,-12.625,-7,-12.5,1.5,-96,-98.3281924,-25.65322111,-29.75,-61.58167434,-27.55139659,-29.73513725
Chiba,2020,7,689,4,6255000,93.972961,92.09353913,-14.25,-3.5,-6.5,1.2903225,-88,-98.3251801,-12.95469753,-28.548388,-54.18347066,-3.613476946,-45.66223067
Chiba,2020,8,1390,13,6255000,95.356163,92.68336399,-12.75,-5,-11,1.25,-66,-96.2367595,-17.75229128,-28.75,-67.3134272,-15.77315626,-32.05670905
Chiba,2020,9,845,9,6255000,97.138863,94.47436516,-11.25,-6,-7,-11.962963,-47,-93.92284,2.221013753,-26.666666,-55.43347606,-1.622104693,-0.141452043
Chiba,2020,10,1138,9,6255000,98.114037,96.09954401,-9.25,1,-0.5,9.9354839,1,-94.5074277,1.659899092,-22.354839,-65.15151925,49.88679183,15.01660509
Chiba,2020,11,1973,7,6255000,98.35154,95.99049099,-9.75,-3,-7.5,0.75,5,-74.3012625,-12.11553461,-15.5,-27.35629342,36.18555864,8.728327572
Chiba,2020,12,4071,31,6255000,97.493294,95.24786369,-13,-5,-10.5,1.3225807,-22,-23.6748109,-26.77801278,-20.387096,-10.3625398,8.399201891,-12.85351912
Chiba,2021,1,11302,132,6255000,,94.37269139,-23.5,-11.5,-18,1,-85,-95.9511471,-41.62201588,-8.25,-8.493747202,-28.42703176,-8.301434022
Chiba,2021,2,4093,203,6255000,,94.52837472,-19.375,-10,-17.5,-1,-88,-92,-36.89435638,-12.25,-45.52889571,-40.11593794,-0.560130934
Chiba,2021,3,3240,115,6255000,,,-14.5,,,-3.25,,,-37.4297444,-24.5,41.8049456,-16.09860036,30.41658765
Chiba,2021,4,1895,32,6255000,,,-12.375,,,1,,,-29,,,,
Ehime,2020,1,0,0,1352000,102.04228,100.0000001,,2.5,-3,0,-18,-3.7735849,5.257787875,-0.083333336,-1.270744182,3.619316009,7.306856811
Ehime,2020,2,0,0,1352000,100.019,99.70852614,1.25,-6,-8,2.074074,-11,-68.4984026,3.434608247,0.25925925,-7.34313672,-1.811883442,-3.836405894
Ehime,2020,3,9,0,1352000,97.921387,95.99543673,-2,-7,-6.5,5.75,-65,-99.85,-16.93379486,4.75,-9.484278376,-15.81104518,-17.38042267
Ehime,2020,4,38,3,1352000,92.325745,88.71333271,-12.5,-12,-13.5,10.933333,-95,-99.8844598,-60.51048309,-5.9000001,-69.13678352,-46.26100646,-27.67377576
Ehime,2020,5,35,1,1352000,90.257767,85.24601887,-14.75,-2.5,-5,6.75,-98,-99.3697479,-50.11064598,-18.5,-74.16110525,-51.25046919,-26.21285814
Ehime,2020,6,0,0,1352000,96.503815,91.39930951,-7.875,-4.5,-6.5,9,-82,-100,-21.20647403,-14.75,-54.27734401,-29.80497594,-39.03124648
Ehime,2020,7,7,1,1352000,96.341988,92.56667388,-6.5,-6.5,-5.5,4.9032259,-44,-100,-6.415339063,-14.548388,-62.41522564,-12.62277982,-46.96598024
Ehime,2020,8,25,1,1352000,97.185448,93.06287956,-5,0.5,-3,5.25,-34,-94.5241893,-20.93007861,-6.25,-61.13669361,-27.34527529,-36.69843567
Ehime,2020,9,0,0,1352000,98.973976,95.18749057,-7.75,-5,-5.5,2.4444444,20,-88.0829016,-4.097508458,-12.444445,-55.53782496,-20.98142147,-10.28182636
Ehime,2020,10,2,0,1352000,100.32388,96.76113978,-2.75,5,2.5,5.1290321,44,-98.1959565,-7.495636433,-12.387096,-62.28499376,13.48883909,18.94495542
Ehime,2020,11,198,0,1352000,100.61927,96.53885301,-4.375,-1,1,3.75,73,-97.5687219,-17.87650556,-2.5,-22.03334466,4.940968576,23.51468662
Ehime,2020,12,151,7,1352000,100.50706,95.81224055,-10.25,-2.5,-3,4.2580647,21,-100,-37.2401581,-9.0967741,-14.829548,-17.43714508,-4.79681304
Ehime,2021,1,528,5,1352000,,96.06808907,-20.75,2.5,-1.5,7.25,-74,-98.6937591,-45.70478873,-1.25,-13.57219079,-36.15001893,-4.984275423
Ehime,2021,2,70,5,1352000,,95.69981012,-15.625,-6,-4.5,2.75,-72,-99,-40.32439661,-1,-38.87962445,-47.06611396,0.089748321
Ehime,2021,3,304,1,1352000,,,-7,,,2.25,,,-33.89416895,-2.5,-18.17356565,-31.74180055,26.32610213
Ehime,2021,4,588,3,1352000,,,-11.25,,,0,,,-36,,,,
Fukui,2020,1,0,0,774000,102.04228,99.99999963,,6,8.5,-2.75,-15,-97.258811,19.00129998,0.16666667,-4.95465465,12.10645457,3.441643644
Fukui,2020,2,0,0,774000,102.12082,100.413401,2.5,1.5,3.5,1.962963,-22,-98.35885215,5.661133845,1.3703704,-5.923741166,-1.036036435,-1.998811235
Fukui,2020,3,20,0,774000,98.328789,96.68743556,-1.5,-4.5,-1,2.25,-65,-99.4588933,-7.61240499,1.5,-17.32848506,-16.68130143,-7.94147996
Fukui,2020,4,102,8,774000,93.954269,89.94783098,-16.5,-0.5,-1,-1.6,-96,-100,-66.78392035,-12.866667,-75.44641651,-47.31353921,-20.89932871
Fukui,2020,5,0,0,774000,93.613403,86.2484118,-12.25,1,-3,3.75,-99,-100,-42.91210776,-25.75,-77.95120707,-47.05040221,-17.62577612
Fukui,2020,6,0,0,774000,98.240807,91.96946272,-1,1,0.5,12.5,-87,-100,-16.46375718,-24.25,-65.52098228,-23.74098099,-33.59887501
Fukui,2020,7,17,0,774000,99.930763,92.77365665,-1.75,-3,-5,1.967742,-38,-100,-13.02579075,-21.903225,-50.66707207,-5.08589594,-43.47206852
Fukui,2020,8,89,0,774000,102.24603,93.95902544,9.75,1,4.5,1,-45,-100,-29.78643247,-15.25,-65.88050481,-33.47383971,-33.24305411
Fukui,2020,9,16,3,774000,102.04808,96.04496894,5.625,-0.5,2,-2.3703704,25,-95.1009501,-4.313123771,-19.629629,-58.94290862,-30.87537328,-6.741643489
Fukui,2020,10,13,0,774000,103.49356,96.78476413,9.25,4,7,4.2903228,91,-84.5901639,3.002913311,-15.935484,-56.07453406,8.503056967,18.32282172
Fukui,2020,11,59,0,774000,104.11693,96.61761655,11.375,-2,-5,1.5,95,-97.8987993,-2.146172222,-7,-22.75768331,2.415890301,21.99219703
Fukui,2020,12,39,1,774000,103.39152,96.49446775,-6.25,0.5,-1,1.3548387,39,-95.2673094,-24.0991311,-11.451612,-12.99327368,-16.6924835,-11.54384365
Fukui,2021,1,159,7,774000,,97.31917116,-22,5,8,5.5,-75,-100,-42.83147739,-7,9.421871157,-36.45278414,-9.859562356
Fukui,2021,2,31,6,774000,,96.75208947,-12.125,1.5,2,5.75,-75,216,-21.41087208,-4,-55.11429292,-45.26834201,-3.120709307
Fukui,2021,3,44,0,774000,,,0.5,,,2.75,,,-12.47902176,-6.75,-19.28311744,-31.04345952,27.29878763
Fukui,2021,4,140,6,774000,,,5.75,,,-4,,,-15,,,,
Fukuoka,2020,1,0,0,5107000,102.04228,100.0000002,,-4,-3,8,-9,82.5409804,6.326928247,15.583333,-7.627252963,2.868882785,0.548257007
Fukuoka,2020,2,2,0,5107000,100.01839,99.4844835,-2.5,-3,-3,9.1481485,-22,47.1987161,-1.967830585,3.3333333,-8.053898855,-1.755974331,-0.677059986
Fukuoka,2020,3,44,0,5107000,97.829102,95.76869323,-5.25,-8,-8.5,2,-68,-98.3527737,-16.95577326,3,-14.93961471,-12.15687297,-15.10867382
Fukuoka,2020,4,595,20,5107000,87.258858,87.82748868,-21.375,-18.5,-27,10.766666,-97,-99.7658955,-66.5978452,-13.266666,-70.22918958,-46.22953646,-27.47648401
Fukuoka,2020,5,117,8,5107000,85.827438,84.78939665,-22,-12,-18.5,5.75,-99,-99.1350846,-58.59379087,-27,-70.05003877,-55.88049668,-29.26761056
Fukuoka,2020,6,92,5,5107000,94.328575,91.81056791,-13.375,-7,-13.5,4.75,-92,-99.9866188,-39.13368575,-26,-64.99470405,-39.99099634,-45.31548879
Fukuoka,2020,7,1075,1,5107000,95.356155,92.83290343,-13.25,-8,-11,1.5806452,-78,-99.7114291,-31.58009129,-24.774193,-61.34549514,-23.89203686,-52.2042789
Fukuoka,2020,8,2670,28,5107000,96.308899,93.62854922,-13.5,-5.5,-10,4.5,-68,-99.4438946,-42.59130743,-18.25,-71.6960029,-30.96888544,-43.70236939
Fukuoka,2020,9,444,36,5107000,97.571114,95.47707625,-10,-7.5,-8.5,-4.2962961,-30,-95.928669,-34.729922,-21.407408,-59.86534594,-15.85349709,-19.26429409
Fukuoka,2020,10,187,4,5107000,99.96833,97.07313942,-7.5,-1,-4,7.0645161,15,-81.3512938,-21.61452422,-18.774193,-71.14990495,39.15291155,8.964012733
Fukuoka,2020,11,600,6,5107000,100.11745,96.79492853,-8.125,-3,-9,2,72,-79.5279507,-25.12140213,-10.25,-25.47967221,33.24455245,11.0350609
Fukuoka,2020,12,3137,11,5107000,99.754791,96.21046105,-12.75,-4.5,-10,4.483871,7,-56.2578397,-41.67811551,-8.0645161,-11.55922301,2.406243859,-13.74288263
Fukuoka,2021,1,7211,68,5107000,,95.81879718,-23.5,-14,-20,13,-77,-81.0640532,-50.97859474,5.25,-10.16724292,-33.9351259,-15.66476332
Fukuoka,2021,2,1887,104,5107000,,95.43087063,-19.375,-13,-20,8.25,-76,-75,-52.90667877,3.75,-48.10203782,-51.56497104,-10.6550023
Fukuoka,2021,3,953,41,5107000,,,-11.75,,,3.75,,,-44.63884005,-5,-24.17474668,-29.67901147,17.20147913
Fukuoka,2021,4,1228,12,5107000,,,-11,,,1,,,-40,,,,
Fukushima,2020,1,0,0,1864000,102.04228,99.99999995,,-4.5,-4,6.3333335,-5,85.2713178,-1.897167353,0.16666667,-9.252334057,15.66181655,6.97374808
Fukushima,2020,2,0,0,1864000,101.23685,99.59943452,0,-4.5,-6.5,6.9629631,10,-54.1788856,-8.580240921,0.5925926,-9.982295969,8.491624588,0.091131468
Fukushima,2020,3,4,0,1864000,98.099052,95.34060427,-2,-5.5,-4.5,3.75,15,-99.2335563,-17.32890926,-2.5,-0.072726161,-7.536145846,-6.405730397
Fukushima,2020,4,69,0,1864000,92.638977,88.03621494,-12.875,-8.5,-8.5,10.133333,-95,-100,-61.63743212,-9.6333332,-54.09075999,-42.35295636,-15.50781642
Fukushima,2020,5,8,0,1864000,90.560539,84.5044049,-14.5,-2,-3.5,4,-98,-99.2649903,-42.30177377,-24.75,-75.36445603,-47.28355017,-9.505484356
Fukushima,2020,6,1,0,1864000,94.67395,90.68925844,-5.5,-4.5,-6,2,-17,-100,-25.10551555,-26.75,-61.55050297,15.60105444,-27.58485013
Fukushima,2020,7,7,0,1864000,94.951874,91.9192036,-4,-2,-1,0.41935483,-40,-100,-10.71024345,-22.516129,-55.94554608,-7.229528495,-44.27402444
Fukushima,2020,8,72,0,1864000,96.306496,92.8397708,1.375,-1.5,-2.5,1.75,-39,-99.3596059,-25.91601453,-13.5,-59.71712304,-23.77449641,-32.5605653
Fukushima,2020,9,92,3,1864000,97.872299,94.87260316,-0.875,0.5,1.5,-7.1481481,31,-99.4138495,-5.130755133,-19.444445,-39.93031589,-18.28479386,-2.258009849
Fukushima,2020,10,135,3,1864000,98.917885,96.76076828,3.5,-1,-3.5,3.516129,101,-91.6707496,5.378873232,-19.032259,-60.0673525,17.2939602,15.95546398
Fukushima,2020,11,113,0,1864000,99.568802,96.65688136,1.5,-2.5,-3,0.75,139,-86.6719036,-11.08800084,-10.5,-37.27169267,10.41108678,12.44246703
Fukushima,2020,12,443,14,1864000,99.117691,95.79727569,-7.75,-0.5,-1,0.3548387,47,-92.2936617,-31.69954036,-16.451612,-13.03294546,-7.253705454,-13.86099463
Fukushima,2021,1,783,24,1864000,,96.25865066,-18,-4.5,-5,8.25,-63,-38.501292,-40.58756698,-7.75,-15.90208526,-33.68496907,-14.65612517
Fukushima,2021,2,220,27,1864000,,95.7408698,-15.625,-5,-7.5,6,-75,-98,-43.98849438,-10,-54.44701106,-44.73684437,-3.368037123
Fukushima,2021,3,552,42,1864000,,,-7.25,,,6,,,-35.28589384,-10.25,-0.070735736,-21.35141363,36.65436553
Fukushima,2021,4,486,5,1864000,,,-0.625,,,6,,,-38,,,,
Gifu,2020,1,0,0,1997000,102.04228,99.99999971,,-2.5,2,10.75,-5,-16.9126691,-0.8992501,4.9166665,3.202098967,12.09153831,14.60539728
Gifu,2020,2,2,0,1997000,100.37803,99.55414166,-1.5,-5.5,-6.5,5.4814816,-34,-42.7641991,-2.441100411,3.074074,2.850964297,8.007757767,3.613187468
Gifu,2020,3,24,0,1997000,95.413422,95.36995407,-6.75,-4,-1.5,-1.5,-66,-96.3530553,-7.526804609,3.5,1.779959116,-3.937686916,-10.30856335
Gifu,2020,4,123,6,1997000,90.80542,86.91071202,-23.375,-7.5,-4.5,-1.3333334,-96,-99.1741742,-59.3818302,-13.933333,-61.50855684,-40.52691053,-24.19241901
Gifu,2020,5,1,1,1997000,88.511787,82.98583169,-23,-4,3,1.75,-98,-100,-49.37411101,-26.75,-75.8286524,-42.60870085,-19.17644677
Gifu,2020,6,6,0,1997000,92.3909,89.4861675,-11.625,-6,-5,3.5,-84,-100,-19.36016704,-28.25,-63.03349776,-15.54122112,-38.36755011
Gifu,2020,7,175,0,1997000,92.865372,91.04587584,-14.75,-4,-3.5,1.3548387,-59,-97.1436199,-13.1496867,-28.290323,-56.69445201,-10.89474078,-49.34502312
Gifu,2020,8,224,3,1997000,94.050171,92.08141858,-10.25,0,0,-1.5,-55,-81.1536265,-26.30673853,-25.75,-65.2440607,-29.92002895,-39.34160108
Gifu,2020,9,71,0,1997000,95.667305,94.48288789,-7,-2.5,0.5,-10.962963,6,-93.455335,-8.84253001,-29.407408,-48.95695476,-11.90687421,-12.89240222
Gifu,2020,10,60,1,1997000,97.48378,96.55940211,-0.5,1,-1,4.6451612,58,-99.2684157,-9.877293665,-28.451612,-64.90159568,36.60246627,13.3669517
Gifu,2020,11,386,3,1997000,97.006439,96.48254793,0,-3,-4.5,0.25,94,-93.2288401,-12.02284583,-20.75,-23.4620412,22.88949008,21.30151755
Gifu,2020,12,1220,20,1997000,96.671165,95.53008517,-12.75,-3.5,-3.5,2.0645161,25,-76.0213585,-32.99687192,-24.258064,-5.912927629,-6.835963897,-10.19803641
Gifu,2021,1,1828,35,1997000,,95.93080642,-21.5,3,4,4.75,-80,-46.4944649,-43.22391221,-14.25,22.56290673,-34.10156044,-2.841811044
Gifu,2021,2,496,41,1997000,,95.46678789,-18,-0.5,-4,4.75,-86,-94,-44.28557259,-17.25,-15.37518066,-46.83026867,1.927878738
Gifu,2021,3,225,15,1997000,,,-9,,,0,,,-32.13953663,-16,4.770411375,-24.48074898,36.65680675
Gifu,2021,4,395,4,1997000,,,-5,,,11,,,-31,,,,
Gunma,2020,1,0,0,1952000,102.04228,100.000001,,-4,-7,5.4166665,-3,71.9907407,1.714194936,5.1666665,-9.393607215,8.175003274,4.116680087
Gunma,2020,2,0,0,1952000,101.4595,99.17661685,0.25,-3.5,-5.5,3.1111112,-6,-19.0619621,0.943669239,5.8518519,13.25962487,5.071216663,-6.948534514
Gunma,2020,3,19,1,1952000,98.140442,95.23177394,-2.25,-6,-6.5,4.25,-56,-99.8843262,-15.38055627,4.25,-4.300697989,-13.86007215,-16.63803034
Gunma,2020,4,127,15,1952000,89.986526,85.33551813,-17.875,-8,-9.5,8.3666668,-95,-95.2380952,-53.92318807,-10.733334,-69.65903,-43.8849243,-28.08489128
Gunma,2020,5,3,3,1952000,86.021713,80.76470399,-19,-3.5,-7,2,-98,-99.8796631,-36.71575716,-23.75,-79.75055331,-43.40987839,-24.16625173
Gunma,2020,6,4,0,1952000,91.626183,87.22638848,-8.25,-2,-2,4,-71,-100,-22.15716797,-25.75,-60.69436335,-2.798126392,-36.82078402
Gunma,2020,7,37,0,1952000,93.282745,90.44805523,-9.75,-0.5,-0.5,2.2580645,-15,-99.8791297,-8.452876489,-24.838709,-59.07386181,16.74452933,-46.52723982
Gunma,2020,8,250,0,1952000,94.82943,91.64677368,-5.25,-4,-7.5,2.5,-41,-98.9947644,-22.62582489,-19,-64.2817488,-23.9596719,-37.11175532
Gunma,2020,9,261,0,1952000,96.609894,94.42518798,-6.125,-1,0.5,-6.2962961,11,-99.651779,-12.24757358,-21.962963,-57.18387909,-14.95754025,-10.64687329
Gunma,2020,10,199,0,1952000,99.070549,96.49402622,-0.25,0.5,-2,7.483871,76,-78.7988827,-0.949999459,-19.67742,-67.72585768,23.8001252,11.71781928
Gunma,2020,11,307,3,1952000,98.899925,95.91627696,0,-2.5,-6,2.75,99,-98.4969697,-12.30232606,-8.75,-34.62346427,14.88996793,13.26738092
Gunma,2020,12,1108,22,1952000,98.053062,95.00883756,-10.25,-4,-9,2.8387096,36,-68.6297839,-26.07693311,-3.5483871,-12.33988863,-9.776284278,-16.46602674
Gunma,2021,1,1552,25,1952000,,95.65593412,-19.5,-8.5,-16,4.25,-74,-45.4965358,-33.69143753,-5.5,-12.64311536,-36.41346484,-15.69189477
Gunma,2021,2,635,15,1952000,,94.57093659,-16,-8,-15,1.5,-85,-89,-37.69371785,-7.25,-36.92502673,-42.435935,-9.91919227
Gunma,2021,3,505,15,1952000,,,-9.25,,,1.5,,,-28.84955387,-10,1.719117909,-18.09492857,22.70908731
Gunma,2021,4,474,3,1952000,,,-5.875,,,4,,,-30,,,,
Hiroshima,2020,1,0,0,2817000,102.04228,100.0000002,,-5,-5.5,3.5,-15,190.4776772,0.777961503,3.75,-13.55659078,0.365644715,3.718503789
Hiroshima,2020,2,0,0,2817000,100.02428,99.21011557,0.75,-1,-1,4.185185,-17,-37.7174849,-3.240567097,5.185185,-13.55982911,-2.482865639,-2.9103894
Hiroshima,2020,3,6,0,2817000,97.407761,95.35341765,-3.75,-8,-8,7.75,-75,-98.4375,-18.05219877,4.75,-21.03811591,-15.0844859,-18.15534029
Hiroshima,2020,4,149,2,2817000,90.398056,85.91329679,-17.75,-4.5,-3.5,9.833333,-97,-98.8256019,-63.61784951,-8.8666668,-60.36327224,-47.13228193,-28.49516155
Hiroshima,2020,5,12,1,2817000,87.940704,81.93514517,-19.75,-5.5,-10.5,7.5,-99,-99.7096831,-52.75317354,-23,-81.09782742,-52.22807609,-21.02811865
Hiroshima,2020,6,1,0,2817000,93.46833,88.84244244,-11.25,-5.5,-8.5,6,-89,-100,-26.76186694,-21,-52.69096095,-34.2215601,-36.10439219
Hiroshima,2020,7,161,0,2817000,94.208855,91.10596419,-10.5,-8,-13,5.2580647,-69,-93.9256929,-23.40533129,-20.354839,-60.47427495,-26.64945661,-49.86809034
Hiroshima,2020,8,129,0,2817000,95.702148,92.15186849,-10.25,-7,-11.5,4.25,-56,-91.3732737,-34.70110078,-16.75,-52.04603199,-32.53124461,-42.29748313
