prefecture,Prefecture_JP,year,month,positive,death,population,qe,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Aichi,愛知県,2020,11,3832,23,7537000,99.65866933794678,98.13414,96.892715,98.172913,96.14720936998025,90.841232,99.642136,99.338402,101.43134,94.143288,94.43203,-8.125,-3.5,-7,1,81,-54.0781493,-28.66521289397895,-26.5,-23.80938643473491,19.6839025720596,9.2815257,-2.2,-5.7,23.5,7.9,105,278718,38.6,,,53.8,33.3,33.8,43.1,33.3,16.7,36.1,,39.6,38.5,-3.867471529558316,1829,7604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,,,
Aichi,愛知県,2020,12,6449,95,7537000,99.65866933794678,96.106987,96.101738,95.311989,95.66428579570706,89.797684,99.141663,98.839455,98.475464,93.061806,93.347229,-12.5,-6.5,-12.5,4.774193548387097,-6,-75.9018452,-41.12532899476976,-29.58064516129032,-14.88757062390416,-3.732742926831789,-12.4284024967742,-2.3,-5.2,15.1,9.1,99,315007,37.4,,,54.8,33.3,33.8,36.4,33.3,8.300000000000001,33.3,,33.3,37.9,-16.06968020102781,1542,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,,,
Aichi,愛知県,2021,1,7475,186,7537000,98.73643409159953,94.838966,94.817101,95.416855,95.27698078402076,87.919662,98.625031,97.750717,97.894226,91.009171,91.830513,-21,-9,-15.5,11.5,-74,-73.502144,-44.15380855599884,-12.5,-12.07493150258785,-39.70991042679133,-10.9978524,-5.6,-4.7,12.9,9.300000000000001,100.3,267760,35.6,,,47.6,33.3,30.6,39.6,41.7,16.7,33.3,,41.7,34.9,-12.83778894318515,1747,8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90000000000001,,,
Aichi,愛知県,2021,2,1840,118,7537000,98.73643409159952,94.7873,94.992744,93.966957,94.26633348997653,89.269676,97.578865,96.713837,96.406685,92.406624,93.240578,-18.125,-12,-17,5.25,-76,-64,-46.42003038940106,-13.5,-51.81185169778733,-51.00367333704117,-5.48253765,-5,-7.5,1.4,-4.6,97.5,252451,38.8,,,50,33.3,35.8,42.6,36.7,27.8,40,,39.6,38.7,14.08752852781087,1846,8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,,
Aichi,愛知県,2021,3,1505,65,7537000,98.73643409159953,96.040649,96.445549,96.182251,96.86569848411759,89.47728,100.26958,99.380684,98.679497,92.621529,93.45742,-11.5,-7.062,-10.304,3.5,-54,-69,-37.63636266360133,-19.25,-14.9836317819963,-27.56794042583327,26.323998945,5.7,.6,8.6,-1.5,100,309800,35.4,,,42.4,33.3,36.9,35,22.2,16.7,31.3,,39.6,34.9,-13.43664651987287,2376,11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,,,
Aichi,愛知県,2021,4,6082,46,7537000,99.05555337827023,98.43335,97.75737,98.326157,97.50839937671601,92.209213,100.48793,100.01455,100.85332,95.026817,95.478722,-9.75,-5.565,-9.699999999999999,6.790557000000002,-69,-65,-42.01799574124996,-19.7,,,,18.8,5.1,7.1,-3.4,105.4,301043,35.3,,,43.1,50,32.4,42.9,45.2,4.2,27.1,,40.5,34.9,-14.25385809964293,1620,6536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,5,13813,162,7537000,99.05555337827025,94.77317,93.803146,93.319191,91.91239220914547,90.131241,94.720932,94.274712,95.717667,92.885353,93.327072,-15.25,-7.5,-14,6.692382500000001,-69,-82,-56.91458773985751,-17.56415499736827,,,,7.2,3.2,-1.4,1.1,97.59999999999999,281063,34.8,,,45.6,33.3,33.8,30.3,41.7,8.300000000000001,27.1,,38.1,34.5,-28.4,1397,6115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,6,3804,171,7537000,99.05555337827023,,96.828751,,96.63234452665016,91.283089,99.585106,99.115974,,94.072395,94.51976,-12.625,,,3.922908888888889,,,-55.01186512593593,-18.16104147155584,,,,-3.3,1.4,-24.4,3.7,,260285,39.3,,,46.7,44.4,40.5,34.7,44.4,16.7,30.3,,38.1,39.5,-1.687189008372471,1684,6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,7,3000,46,7537000,,,,,,,,,,,,-12.5,,,8,,,-52,,,,,,,,,,,39.2,,,50,41.7,37.6,36.1,38.9,16.7,38.1,,40.5,39,20.24806593053754,1625,6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,8,29625,32,7537000,,,,,,,,,,,,-17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,9,15332,33,7537000,,,,,,,,,,,,-17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2020,1,0,0,981000,100.0000022986003,102.1051,102.07282,100,100.0000006831138,100,102.07282,101.58939,101.58938,102.07282,102.56089,,-2.5,-1,4.583333333333333,-5,-57.260274,10.1420426693995,-4.75,-8.602894876288028,10.68540806095878,4.337961290670911,-3.1,-1.8,4.9,9.1,104.5,287173,,,,,,,,,,,,,,-13.00705091723266,392,1041,,,,,,,,,,,,,,,,,,,,,,55.6,79.7,,,,,,,,,,,
Akita,秋田県,2020,2,0,0,981000,100.0000022986004,101.40726,100.68312,101.06219,99.70613730452031,97.5709,101.77287,101.29085,102.66845,99.593369,100.06958,1,1.5,-1,-1.555555555555556,-9,24.2105263,-.4370446429654769,-6.851851851851852,3.928151669988136,1.555487633013975,-.5317707946130447,2.1,1.2,7.4,20.4,108.9,271735,35.7,33.3,50,37.8,38.9,36.9,34.1,28.6,58,34.7,16.7,39.7,34.9,28.29527689340773,514,1343,,,,,,,,,,,,,,,,,,,,,,66.7,84.5,,,,,,,,,,,
Akita,秋田県,2020,3,6,0,981000,100.0000022986004,97.054161,96.140938,97.146179,95.41695078934694,92.960205,97.394775,96.933487,98.690201,94.887108,95.340813,-3.25,-1,-1.5,-2.25,-59,-99.6328029,-17.15135203788164,-3.5,3.011350342853786,-17.00451743444968,-10.34581278007564,-3.1,-7.3,-.8,19.5,106.2,292214,31.5,37.5,50,34.3,30,28.9,30.2,27.8,,35,16.7,32.1,31.5,-30.23260797934041,775,2069,,,,,,,,,,,,,,,,,,,,,,66.7,75.3,,,,,,,,,,,
Akita,秋田県,2020,4,10,0,981000,92.05657269260459,92.794456,92.172737,89.92453,88.31389930578672,90.487549,91.052208,92.45874,94.144966,93.293259,91.895302,-7.875,-1,2.5,2.733333333333333,-96,-100,-57.85273768584804,-8.133333333333333,-60.61583238303272,-45.0592979268995,-21.88855142088734,-3.9,-12,4.3,15.9,99.7,267922,26.3,16.7,33.3,31.1,23.3,27,24.4,27.1,,25.6,16.7,21.4,27.1,-26.17328242143405,432,734,,,,,,,,,,,,,,,,,,,,,,44.4,66,,,,,,,,,,,
Akita,秋田県,2020,5,0,0,981000,92.0565726926046,90.691521,90.301613,86.701782,85.55002327888225,89.621727,88.202637,89.565147,90.770958,92.400589,91.016006,1.25,-1,-.5,1.75,-98,-99.76580800000001,-42.06804800817589,-18.5,-72.77119058422828,-44.87984545196599,-17.02917735400825,2.3,-10.1,24.3,7.6,92.5,252017,27.3,22.2,50,34.4,19.4,29.4,23.6,30.6,66.7,22.6,16.7,29.2,27,-74.6898843069665,344,513,,,,,,,,,,,,,,,,,,,,,,22.2,53.7,,,,,,,,,,,
Akita,秋田県,2020,6,0,0,981000,92.05657269260459,94.156944,93.937294,93.195572,92.35895703336696,89.865463,95.222694,96.693642,97.569527,92.651886,91.263535,9.875,-1.5,3.5,2.75,-84,-100,-20.26968774450734,-17.75,-56.82897424819908,29.23091527202759,-36.0823048412061,3.2,-3.1,50.6,12.8,95.5,273699,30.2,22.2,50,35.6,33.3,29.6,25.4,33.3,33.3,29.8,33.3,30.8,30.1,14.16142104468381,482,1219,,,,,,,,,,,,,,,,,,,,,,22.2,58.8,,,,,,,,,,,
Akita,秋田県,2020,7,2,0,981000,96.90266588223096,94.469704,94.566353,91.950729,92.74989008197961,89.866432,96.059532,96.035416,95.207947,93.073181,93.09655,9.25,6,.5,1.032258064516129,-53,-100,-2.859159148399032,-16.48387096774194,-61.72199258282692,23.36200174852683,-44.96815870834399,.1,-7.5,10.6,11.6,93,266897,30.3,22.2,50,34.5,36.7,25.8,26.5,41.7,27.8,34.7,16.7,29.2,30.5,-27.5809973854698,526,1298,,,,,,,,,,,,,,,,,,,,,,0,58.6,,,,,,,,,,,
Akita,秋田県,2020,8,31,0,981000,96.90266588223096,94.040253,94.915337,91.422577,93.72217516064907,89.568069,97.066513,97.042145,94.661087,92.764175,92.78746,15.5,1.5,-2.5,-2.75,-57,-99.6632997,-27.52482416707749,-2.75,-70.5925266326138,-7.461180232607806,-35.84652637357188,-1.9,-2.8,4.5,8.9,89.40000000000001,276360,31.1,22.2,50,41.7,30,30,25,33.3,25,30.3,16.7,28.6,31.6,25.71121419226159,427,1032,,,,,,,,,,,,,,,,,,,,,,11.1,55.6,,,,,,,,,,,
Akita,秋田県,2020,9,4,0,981000,96.90266588223098,95.910126,96.237572,94.266685,95.52085631458708,90.322739,98.929375,98.904541,97.605942,93.545769,93.569252,15.875,-1.5,2.5,-4.592592592592593,0,-100,-1.617545507819533,-8.962962962962964,-65.34602067965963,-2.404581054823702,-5.332005644742046,-8,-2.3,-33.6,1.6,94.90000000000001,269863,32.4,25,50,47.1,30,24.2,32.6,35.7,50,25,16.7,34.5,32.1,84.93645318974717,593,1504,,,,,,,,,,,,,,,,,,,,,,33.3,58.2,,,,,,,,,,,
Akita,秋田県,2020,10,10,0,981000,99.65866933794678,96.38932,97.597214,94.035774,96.73032760151359,91.617691,100.24645,99.94088,97.156891,94.947975,95.239182,19.5,3,1.5,11.16129032258065,29,-96.3695038,.6753332871986908,-8.516129032258064,-60.39367822029754,42.80323941380836,22.77086254749699,7.2,-3.1,41.7,6.9,92.09999999999999,283508,36.4,22.2,50,50.9,36.7,28.6,33.3,36.1,66.7,34.6,16.7,38.9,35.8,.6690585139427867,496,1369,,,,,,,,,,,,,,,,,,,,,,55.6,60.7,,,,,,,,,,,
Akita,秋田県,2020,11,27,1,981000,99.65866933794678,96.937805,97.355103,95.183861,96.35475154198626,91.526031,99.857224,99.552834,98.343079,94.852982,95.143898,9.875,2.5,1,2.5,148,-93.8256659,-.2689341073868223,3.5,-20.85436699195052,32.52558580222261,23.74945546560275,-.1,-1.7,29.8,14.3,96.2,278718,39.1,27.8,50,48,33.3,34.8,35.8,47.6,83.3,37.5,16.7,38.1,39.3,8.141804632523559,543,1191,,,,,,,,,,,,,,,,,,,,,,44.4,62,,,,,,,,,,,
Akita,秋田県,2020,12,50,0,981000,99.65866933794678,97.348427,97.260811,95.68914,95.88715533575746,91.811646,99.372635,99.069717,98.865135,95.148979,95.440796,-3,-5.5,-4.5,5.483870967741935,132,-86.4238411,-25.84913827299646,-.7419354838709677,-13.9084421648251,5.772391091910552,-12.94430484944414,.1,-1.7,14,10.4,99,315007,34.2,33.3,50,45.6,26.7,31.8,30.8,27.8,44.4,30.8,16.7,41.1,32.9,1.4073199527745,414,963,,,,,,,,,,,,,,,,,,,,,,55.6,63,,,,,,,,,,,
Akita,秋田県,2021,1,121,0,981000,98.73643409159953,94.561707,96.13932,92.94989,95.90065851563988,89.850655,99.270622,98.390594,95.363213,93.008018,93.847404,-14.75,-3.5,-1.5,4.25,-24.1841491841491841491841491841492,-99.0410959,-37.72315552117825,3,-24.45594030040825,-17.28732160658673,-22.31693715927704,-1.4,-.8,1.3,7.8,94.3,267760,36.8,38.9,33.3,40.7,36.7,35.7,35.6,41.7,38.9,33.3,16.7,37.8,36.6,-3.363112318549611,416,1177,,,,,,,,,,,,,,,,,,,,,,66.7,58.9,,,,,,,,,,,
Akita,秋田県,2021,2,8,5,981000,98.73643409159952,96.056808,96.365295,95.149628,95.6467756690284,90.541138,99.00782,98.130119,97.620064,93.722771,94.568596,-12.25,.5,-3,1,-29.1334661354581673306772908366534,-100,-25.48249071632315,3.5,-48.8166192791869,-10.27736756286892,-6.719618060206477,-2.3,-4,16.5,-2.3,100.7,252451,39.2,44.4,33.3,44.4,33.3,39.2,36,36.7,83.3,36.1,33.3,41.7,38.7,-4.559099520586329,423,1197,,,,,,,,,,,,,,,,,,,,,,66.7,62.1,,,,,,,,,,,
Akita,秋田県,2021,3,14,0,981000,98.73643409159953,97.1576,97.401344,96.906258,97.27717644400487,90.912491,100.69551,99.802849,99.422302,94.10717,94.956467,-3.25,-1.1975,-3.415,1.5,-38.2206759443339960238568588469185,-97.8580171,-27.59029493838234,6.5,-2.121989151470325,8.503158988560573,37.79498308725692,.7,3.7,12.6,-2.7,102.1,309800,40.8,50,,43.8,40,43,37.5,33.3,44.4,36.4,66.7,43.1,40.4,54.42952917053842,896,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,4,172,3,981000,99.05555337827023,97.600044,97.654747,97.113899,97.70997084814677,91.808464,100.69566,100.2213,99.609909,94.613823,95.063759,8.25,1.098,.2695000000000001,2.034613999999999,-59.8255280073461891643709825528007,-85.8585859,-28.73990435172734,2,,,,.6,9,13.2,3.1,103.7,301043,42,41.7,,42.2,40,45.2,40.6,37.5,83.3,38.9,16.7,48.7,40.7,44.72011145372238,532,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,5,300,5,981000,99.05555337827025,96.481384,96.013489,95.410606,94.9868676102698,91.34639,97.889351,97.428207,97.862839,94.137634,94.585304,8,6,-1.5,2.239472499999999,-39,-100,-43.67587399209896,10.93820958996983,,,,-2.6,3.7,-3.8,8.300000000000001,104.1,281063,40.5,44.4,,43.3,33.3,47.4,39.2,33.3,33.3,34.7,16.7,41.7,40.3,73.40000000000001,503,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,6,120,6,981000,99.05555337827023,,98.898293,,97.47195481530919,94.459839,100.45037,99.977165,,97.346214,97.809151,13.75,,,-1.393118148148148,,,-41.43210358757277,10.35477257077424,,,,-4.5,.4,-21.9,6.2,,260285,42.6,61.1,,41.7,40,47.2,42.7,36.7,66.7,33.3,33.3,44.9,42.1,41.23800912520522,504,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,7,145,0,981000,,,,,,,,,,,,11,,,6,,,-49,,,,,,,,,,,45.3,44.4,,50,36.7,50.8,41.1,36.1,50,45,33.3,50,44.6,27.10503201728972,578,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,8,604,3,981000,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,9,133,3,981000,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2020,1,0,0,1263000,100.0000022986003,102.1051,102.07282,100,99.99999982845053,100,102.07282,101.58938,101.58938,102.07282,102.56089,,3.5,.5,5.666666666666667,0,565.5913978,3.928956957897361,-9.666666666666666,-6.845641357794008,3.325246979757035,10.52662003649937,-2.2,-1,4.1,5.1,119.5,287173,,,,,,,,,,,,,,-39.62004475992189,384,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8,-64.59999999999999,,81.2,,,
Aomori,青森県,2020,2,0,0,1263000,100.0000022986004,98.648232,100.65331,95.712173,99.70202142947345,97.516609,101.76867,101.28667,97.233406,99.537956,100.0139,-.5,3,-.5,1.296296296296296,-24,-80.1104972,.9760477647806218,-6.481481481481482,-7.150664229707213,1.116019326301773,-.0500156504966605,2.3,3.1,9.1,20,104.4,271735,38,,,47.9,33.3,35.2,36.3,31.7,44.4,32.1,25,48.8,36,-42.55043213066253,498,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.8,-37.9,,2.5,,,
Aomori,青森県,2020,3,8,0,1263000,100.0000022986004,97.211678,97.929398,94.760773,96.2272867213478,95.654152,98.221909,97.756706,96.266884,97.636894,98.103752,-3,-.5,1,-1.75,-60,-99.1950758,-17.55216246141814,-6.25,.5202745605247479,-20.23491841843047,-8.589404724498301,-5.3,-4.7,-5.1,19.6,110.4,292214,30.8,,,38,33.3,29.6,30,27.1,33.3,24.4,16.7,33.3,30.4,-40.70542349334,705,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,-61.6,,-6.3,,,
Aomori,青森県,2020,4,18,0,1263000,92.05657269260459,93.399109,94.805611,87.13356,89.45476172172886,94.454086,92.228447,93.653145,91.223007,97.382782,95.923546,-13.625,-2,-1,3.266666666666667,-96,-100,-63.9486107631118,-12.33333333333333,-57.39324323995391,-45.37834205963415,-18.8366618357688,-8.5,-10.8,2,13.3,99.59999999999999,267922,29.1,,,38.3,16.7,27.5,27.3,33.3,25,13.6,16.7,33.3,28.5,-32.64732232841671,408,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.40000000000001,-38.9,,8.699999999999999,,,
Aomori,青森県,2020,5,1,1,1263000,92.0565726926046,91.357605,93.373116,83.470963,86.98243127809552,94.147575,89.679459,91.064781,87.388512,97.066772,95.612267,-7.75,-.5,-1,2.75,-98,-96.57422510000001,-47.41649037082465,-26.5,-73.33516737330599,-52.88635575387618,-18.27666582161797,-3.5,-8.300000000000001,21.8,8.6,89.59999999999999,252017,26.6,,,35.6,33.3,23.1,27,20.8,16.7,17.9,16.7,30.3,26.1,.0963142192675406,352,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7,-1.9,,-40.3,,,
Aomori,青森県,2020,6,0,0,1263000,92.05657269260459,93.620209,96.867264,87.517883,93.40851061570901,94.499634,96.304787,97.792458,91.625366,97.429741,95.969803,.125,-3,-.5,1.5,-89,-100,-26.64738472014243,-26.5,-57.86535734483285,-30.34180818233763,-32.42361739961657,-.4,-.7,45.5,14.1,85.09999999999999,273699,32.2,,,41.4,33.3,28.1,27.2,35,22.2,25.9,16.7,33.3,32,-6.204507174496754,519,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.2,58.6,,36.8,,,
Aomori,青森県,2020,7,5,0,1263000,96.90266588223096,95.474419,97.333275,89.647163,93.85580660807003,94.103683,97.20491,97.180511,92.822784,97.461632,97.486099,3.75,-3,-1.5,-1.612903225806452,-63,-100,-20.46205182141098,-21.32258064516129,-52.75336274404371,-2.600692193795058,-44.7387773279001,1.5,-5.6,6,11,94.59999999999999,266897,33.5,33.3,,41.1,41.7,32.5,31.7,31,25,26.7,8.300000000000001,36.4,33.1,42.69307948239691,562,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.40000000000001,-48.4,,-1.9,,,
Aomori,青森県,2020,8,3,0,1263000,96.90266588223096,96.6464,98.360764,90.792313,94.72951886031692,95.214142,98.109802,98.085175,94.008499,98.611717,98.636475,12,-1,-.5,-2.75,-55,-100,-33.80802796740877,-11.5,-63.46804294162052,-17.63347477246005,-31.51289416303663,-2,-7.3,3,11.5,96.40000000000001,276360,34.2,66.7,,40.9,25,33.3,31.7,31.5,33.3,24.2,16.7,36.4,33.9,-32.6411888194729,424,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.59999999999999,-22.3,,-15.5,,,
Aomori,青森県,2020,9,1,0,1263000,96.90266588223098,98.058464,99.393768,93.059685,96.27405726052253,95.664436,99.709457,99.684425,96.356186,99.078079,99.102951,7.625,-2.5,-.5,-9.185185185185185,7,-97.834912,-8.834308076292588,-14.88888888888889,-57.60106515285791,-13.59215131275862,-1.201186926476775,-7.1,-.8,-34.7,-1.4,101.3,269863,33.5,33.3,,44.4,27.8,34.2,29.4,29.6,16.7,25.6,16.7,37.5,33,10.60202564740315,561,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.40000000000001,13.6,,11.1,,,
Aomori,青森県,2020,10,191,3,1263000,99.65866933794678,99.28875,100.76853,94.193665,97.4238370049725,97.044342,100.96517,100.6574,97.320023,100.57188,100.88033,9.75,-3,-2,4.806451612903226,42,-97.3007712,-14.11641043380304,-13.38709677419355,-59.18350932218473,16.60936075006349,16.41548122102979,3.8,-2.4,37.3,11.9,103.1,283508,34.1,,,45.8,25,32.5,31.7,33.3,23.3,20.5,16.7,38.9,33.5,-11.95821605163698,677,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,50.8,,13,,,
