prefecture,year,month,positive,death,population,qe,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Hiroshima,2020,6,1,0,2817000,91.70163915,91.840897,93.453667,86.685471,89.44107951,92.713928,91.774544,93.277786,90.403976,95.132782,93.623947,-11.25,-5.5,-8.5,6,-89,-100,-26.76186694,-21,-52.69096095,-34.2215601,-36.10439219,-3.4,-6,12,13.9,75.7,273699,27.7,16.7,16.7,34.2,30,24.8,27.9,35.9,20.5,27,,27.3,27.8,1.30389371,709,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,7,161,0,2817000,96.53953546,94.585945,94.128113,91.702957,91.45466814,91.158112,94.280975,94.339455,94.595581,93.975258,93.917046,-10.5,-8,-13,5.258064516,-69,-93.9256929,-23.40533129,-20.35483871,-60.47427495,-26.64945661,-49.86809034,-4.3,-7.7,6.5,4.5,90.2,266897,30.6,,33.3,35.5,30,27.5,30.3,40.2,26.2,30.4,,31.8,30.3,-8.46194733,903,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,8,129,0,2817000,96.53953546,95.985802,95.651344,92.727921,92.72845269,92.83947,95.594124,95.653419,95.65287,95.708572,95.649284,-10.25,-7,-11.5,4.25,-56,-91.3732737,-34.70110078,-16.75,-52.04603199,-32.53124461,-42.29748313,-4.9,-5.7,8.1,14.4,91.7,276360,31.2,,33.3,37.5,38.1,28.9,29.5,34.3,25.6,32.9,,31.5,31.1,-19.35165873,810,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,9,119,0,2817000,96.53953546,96.519516,97.323311,92.760864,94.9732673,93.838333,97.908318,97.969048,95.686852,96.738304,96.678383,-8,-6,-6.5,-1.888888889,-10,-94.8291032,-21.86000854,-20.66666667,-50.12026221,-16.63834865,-15.89643837,-14.1,-3.6,-34,-15.7,89.1,269863,32.6,,33.3,38,35.4,30.2,31.5,33.3,31,35.2,,31,32.9,31.52040709,949,4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,10,85,2,2817000,99.25709645,97.414719,98.944183,93.771042,97.10296287,94.676476,100.19608,99.921616,96.492981,97.692291,97.96138,-5,0,-2.5,6.225806452,40,-95.2380952,-16.81181804,-19.35483871,-66.70631287,22.80442626,7.526432493,4.6,1.3,30.8,18.4,89.9,283508,35.9,,33.3,44.9,42.9,34.5,33.6,40,31,33.8,,33.8,36.2,-4.785996469,978,3445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,11,195,1,2817000,99.25709645,97.314636,98.428001,93.99424,96.51926732,94.259674,99.593781,99.320976,96.722656,97.262215,97.530121,-3.875,-3.5,-8.5,5,85,-92.6408747,-17.69978482,-10,-26.36329503,11.01800487,11.04832808,-2.9,2.9,25.3,14.1,91,278718,36.3,,50,41.7,33.3,33.9,34.5,41.7,36.9,37.7,,32.9,36.9,43.52145152,1145,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2020,12,2462,29,2817000,99.25709645,96.366966,98.154213,92.187225,96.01486276,94.233414,99.073311,98.801933,94.86319,97.235115,97.502945,-13.75,-7,-12.5,6.870967742,12,-80.3329346,-45.4148121,-13.4516129,-2.624096583,-13.53030954,-16.28783466,-6.6,-3.4,16.1,8,86.8,315007,34.6,,16.7,43.1,39.6,34.1,31.3,37.5,32.1,33.3,,35.6,34.5,-3.688213618,808,3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,1,1497,57,2817000,97.91108917,96.908318,96.642982,96.371735,95.7412672,92.307899,98.407471,97.401779,98.043182,94.878487,95.868332,-21.75,-16.5,-22,8.75,-78,-50.4214799,-48.15464487,-4.5,-14.75658243,-43.30584923,-17.19578977,-10.5,-4.3,13.2,8,100.9,267760,34,,16.7,39.5,35.7,31.8,33.8,44,30.6,31.3,,36,33.6,2.730853165,805,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,2,209,10,2817000,97.91108917,96.2332,96.893959,94.078506,95.25085861,93.286667,97.903404,96.90287,95.710182,95.884514,96.88485,-18.25,-9,-14,4,-74,-81,-40.42492981,-7,-60.32988984,-50.73559634,-9.163556457,-4.5,-8.3,5.1,-10.6,94.7,252451,36.2,,33.3,41.9,33.3,34.6,35.5,42.2,28.6,37.6,,34.6,36.5,-42.89971284,889,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,3,147,4,2817000,97.91108917,97.299591,98.351746,95.36396,97.29660954,94.077484,100.00613,98.9841,97.017929,96.697357,97.706169,-10.75,-9.3245,-10.6385,4.25,-60,-87,-35.23859806,-12.75,-21.47594933,-32.41126186,17.32122698,3.7,2.8,14.6,2,94.5,309800,36.4,16.7,37.5,41.7,38.9,35.6,34.8,40.9,29.5,38.2,,38.6,36.1,123.9118813,1238,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,4,844,4,2817000,,,,94.633545,97.90580883,,,,,,,-10.25,-3.8985,-2.642,4.768693667,-75,-71,-39.30400832,-12.56666667,,,,22,8.4,8.7,-6.4,93.1,301043,37.1,50,41.7,42.9,33.3,36.1,35.5,40.4,31.9,36.8,,36.6,37.2,25.52744985,849,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,5,4672,21,2817000,,,,,93.75223914,,,,,,,-18.5,-5,-11,6.345985,-77,-89,-60.22753386,-6.47556574,,,,,,,,,281063,35.1,66.7,33.3,39.5,30,34.8,33.3,32.2,33.3,36,,34.2,35.3,-4.3,782,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,6,806,44,2817000,,,,,,,,,,,,-16.5,,,7.969959259,,,-58.94593794,-7.740679279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiroshima,2021,7,344,4,2817000,,,,,,,,,,,,-15.125,,,7,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2020,1,1,0,5286000,99.99999542,102.05634,102.02887,100,100.0000004,100,102.02887,101.58937,101.58937,102.02887,102.47218,,-1.5,0,3.416666667,-30,37.6261457,8.18111322,12.75,-5.909980951,3.724560528,3.379591868,-0.6,1.4,2.9,1.7,89.7,287173,,,,,,,,,,,,,,-31.28794721,729,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,14.5,,,-9
Hokkaido,2020,2,69,2,5286000,99.99999542,101.48303,101.35443,99.537132,99.33857891,99.339363,101.35403,100.91743,101.11915,101.35483,101.79522,-6,-2.5,-3.5,6.074074074,-46,-10.9213483,-6.687418119,11.11111111,-9.590957786,-1.122153744,-4.606152149,-2.2,3.4,0.4,9.1,90,271735,39,42.6,47.9,46.9,49.2,33,35.8,33.3,31.8,38.4,50,42.3,38.3,-24.63477463,869,4168,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,27.8,,,-9.3
Hokkaido,2020,3,107,5,5286000,99.99999542,96.918182,96.765854,95.81321,95.56571531,94.117554,97.504623,97.08461,97.336037,96.027077,96.444313,-16.5,-8,-10.5,1.75,-87,-88.9196839,-36.79230509,3,-11.74402474,-13.5082552,-12.50798037,-8.8,-4.9,-12.7,13.3,87.2,292214,31,35,31,41.3,29.4,26.4,28.8,17.8,25,28.8,41.7,32.8,30.6,19.32206726,1380,6634,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.5,,,,-9.9,,,-11.1
Hokkaido,2020,4,590,22,5286000,91.70163915,93.476929,93.273628,89.169022,88.37791831,93.42617,90.683647,92.169022,92.994064,95.863609,94.343178,-18,-14.5,-23.5,7.466666667,-94,-98.6856868,-60.65538661,-5.766666667,-62.91450137,-44.85546067,-23.4724197,-10.4,-6.5,-6.7,3.2,83.1,267922,28.4,29.6,28.6,37.9,25,23,25.4,22.9,30,24.1,38.9,29.7,28.1,4.591824791,980,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,,,,33.7,,,-28.9
Hokkaido,2020,5,324,57,5286000,91.70163915,92.051659,92.063454,86.452293,86.08649399,93.358795,88.332443,89.779305,90.160797,95.794472,94.275146,-19.25,-12,-20,6.25,-98,-99.5040561,-57.40596543,-19,-74.86206509,-53.92541532,-21.23220149,-9.2,-7.2,3.8,3.4,78.4,252017,27.5,30.3,31.5,36.8,23.5,21.3,25.2,21.2,29.4,22.1,33.3,26.5,27.7,43.78364431,720,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.5,,,,-15.7,,,-44.1
Hokkaido,2020,6,172,13,5286000,91.70163915,96.283501,96.902382,92.284622,93.084251,95.792831,95.512764,97.07724,96.243309,98.292015,96.73307,-7.375,-8,-13.5,5.75,-91,-99.6837221,-38.0783041,-18,-63.28625307,-31.65600002,-34.55520709,-0.4,-2.7,29.9,5.1,78.7,273699,30.6,31.5,28.6,39.2,34.9,25,27.9,24.4,29.2,26.6,41.7,31.6,30.4,-14.5225567,868,4155,,,,,,,,,,,,,,,,,,,,,,,,,,,-16,,,,18.2,,,-24.4
Hokkaido,2020,7,165,4,5286000,96.53953546,96.475067,96.963394,92.002228,93.60229927,94.511047,96.49498,96.554832,94.904289,97.431808,97.371452,1,-4,-6,2.870967742,-60,-99.0263043,-21.08185143,-17,-56.15505966,-1.371941462,-48.85220244,-1.1,-4.9,4.1,4.2,78.1,266897,32.3,30,30.6,40.2,34.3,27.4,30.9,30,29.5,27.4,41.7,34.2,31.9,-17.24802439,939,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,-18.6,,,-12.3
Hokkaido,2020,8,353,0,5286000,96.53953546,97.024277,97.774841,92.14312,94.25566428,95.431923,97.168533,97.228806,95.049622,98.381142,98.320198,1.75,-5.5,-8.5,0.25,-26,-85.9845322,-31.06476131,-11.5,-63.9659589,-22.83902766,-36.65912044,-1.8,-3.8,-6.6,1.3,76.9,276360,33.4,30.3,37,42.6,38.1,30.6,29.9,30.1,30.9,26.7,41.7,35.4,33,15.49880106,810,3944,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.6,,,,-1.2,,,-9.9
Hokkaido,2020,9,326,4,5286000,96.53953546,98.289589,99.168968,93.525139,95.89614568,96.496109,98.859711,98.921036,96.475235,99.478218,99.416595,0.75,-7,-9,-8.111111111,-16,-94.5069738,-11.13796371,-13.11111111,-58.72812197,-13.40098968,-5.106113442,-9.5,0.8,-33.8,-4,77.6,269863,34.4,30,36.1,42.4,35.2,30,31.6,31.1,35.8,29.5,33.3,35.5,34.1,7.941415669,1000,5575,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,13.1,,,-17
Hokkaido,2020,10,1029,3,5286000,99.25709645,100.2817,100.59455,96.193863,97.17849676,97.799797,100.27401,99.999344,98.98613,100.9151,101.19307,1,-0.5,-4.5,8.225806452,28,-87.6016037,-11.03141641,-10.64516129,-67.38878714,24.90065348,8.182482281,3.1,-3.1,34.4,-7.5,83.4,283508,36,29.6,42.9,42.8,40.5,33.7,33.3,35.8,32.8,30,27.8,38.6,35.5,-13.03037728,945,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,-20.5,,,33.2
Hokkaido,2020,11,5732,84,5286000,99.25709645,100.17801,100.2243,96.200974,96.66856122,97.592087,99.747833,99.474602,98.993446,100.70078,100.97815,-12.375,-5.5,-11,4,22,-89.3656326,-34.77640717,-1.75,-28.65107513,10.57137406,-0.241360989,-2.6,-2.9,29,9.8,84.4,278718,34.4,28.8,27.8,40.2,37.7,30.3,34.6,30.2,32.8,31.5,27.8,34.5,34.4,-11.78503494,1465,4422,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3,,,,-18.3,,,13.25227
Hokkaido,2020,12,4570,259,5286000,99.25709645,99.797318,99.539459,96.238869,96.11549879,96.817741,99.177155,98.905487,99.03244,99.901764,100.17694,-16.25,-6.5,-13.5,5.774193548,-36,-82.5055777,-47.31717893,-5,-14.85018458,-12.4998404,-19.89279842,-4,-3.3,8.2,1,86.1,315007,33,30.3,27.1,39.3,42,29.5,33.3,28.1,29.5,27.5,27.8,34.8,32.7,19.24963374,779,3335,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.8,,,,37.5,,,7.5
Hokkaido,2021,1,4007,149,5286000,97.91108917,98.430374,98.269508,95.631279,95.20231345,96.011772,97.853508,96.853477,97.289886,98.685509,99.715065,-22.5,-8,-12.5,7,-84,-72.8825948,-43.3074881,8.5,-16.84441963,-40.544473,-15.76849114,-5.6,-3.6,0.8,-1.2,87.9,267760,32.4,23.3,27.1,39,40,31.1,31.8,30.5,27.4,23.9,25,34.8,31.9,83.54820687,793,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.7,,,,-13.4,,,1.9
Hokkaido,2021,2,1648,75,5286000,97.91108917,98.658691,98.297096,95.769257,94.949435,96.318321,97.59359,96.596214,97.430252,99.000595,100.03344,-22,-8.5,-16,7.75,-88,-69.4273226,-43.35339103,13,-54.56838296,-49.68718206,-5.42009816,-2.4,-6.7,10.3,-9.6,88.4,252451,33.9,31.5,30.6,39.7,44.1,32.3,32.3,31.3,29.3,26.7,50,36.7,33.3,19.95547335,880,4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,3,1901,72,5286000,97.91108917,99.584724,99.216942,97.714417,96.88147866,96.17614,99.579437,98.561768,99.409149,98.854454,99.885773,-17.75,-8.728,-13.2065,3.5,-77,-77,-37.27695806,5.75,-17.10839923,-28.30879087,20.50373994,4.2,3.5,14.5,-11.1,89.7,309800,35.3,33.3,36.1,40.1,41.7,32.8,35.2,31,32.8,30,41.7,37.9,34.7,-12.59431851,1507,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,4,3176,111,5286000,,,,97.583626,96.97279011,,,,,,,-12.875,-5.164,-9.765,8.743908667,-76,-76,-41.48370839,2.433333333,,,,7.8,4.5,15.8,1.1,90,301043,36.2,38.9,28.6,41.7,45.6,34.3,35.6,32.7,31.2,29.9,41.7,38.6,35.7,-19.11631684,1195,4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,5,13789,252,5286000,,,,,93.9349473,,,,,,,-14.25,-9,-16,5.6125175,-78,-94,-64.34395206,7.710091594,,,,,,,,,281063,34.5,33.3,35.4,42.2,43,29.7,33.7,29.5,30.6,28.4,33.3,37.2,33.9,-31.4,1058,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,6,3373,287,5286000,,,,,,,,,,,,-11.375,,,8.820756296,,,-59.38036966,5.30428253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,7,1796,23,5286000,,,,,,,,,,,,-2.75,,,9,,,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,1,0,0,5484000,99.99999542,102.05634,102.02887,100,100.0000009,100,102.02887,101.58937,101.58937,102.02887,102.47218,,-3,-1,2,-4,-11.8828683,5.593838881,-1.083333333,-13.18744677,2.398192843,-0.034476197,-2.2,1.4,-3,6.4,105.8,287173,,,,,,,,,,,,,,55.08586565,1080,4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,2,0,0,5484000,99.99999542,99.146309,100.86433,96.083618,99.50363786,98.2136,101.52244,101.08512,97.610741,100.20623,100.64162,-0.5,-2.5,-2.5,5.814814815,-15,-15.5298417,-0.204851955,9.259259259,-5.791208267,-1.517239472,-6.882810466,2.8,2.7,4.9,20.5,95.2,271735,35.6,33.3,,46.3,35.9,32,34,32.1,28.8,41.7,33.3,39.5,34.6,-42.23493926,1154,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,3,148,11,5484000,99.99999542,96.878242,97.184677,94.741211,95.39300304,95.111267,97.328407,96.909149,96.247002,97.040955,97.462593,-4.5,-7.5,-8.5,6,-63,-93.2631161,-22.25090525,0.75,-12.19125426,-14.63012529,-16.32539907,-6.4,-6,-8.6,8.2,99.9,292214,30.7,16.7,,39.5,30.6,29.8,28.8,18.1,22.2,34.6,33.3,34.3,29.9,6.574739827,1429,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,4,498,16,5484000,91.70163915,88.505493,89.333466,85.913834,87.15384725,86.970284,89.427643,90.892441,89.599236,89.239288,87.823929,-20.875,-16.5,-25,9.166666667,-96,-99.7328621,-66.04980039,-14.53333333,-70.24040515,-45.07507658,-26.40118507,-18.4,-10.7,-6.3,12,89.6,267922,23.9,16.7,,28.4,19.2,24.7,24,17.9,15.6,21.3,33.3,23.6,24,6.082931738,817,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,5,53,15,5484000,91.70163915,86.20224,86.607018,83.518562,83.94343208,84.86644,86.133469,87.544312,87.101219,87.080559,85.699432,-21,-12,-19,5.75,-98,-99.8792492,-55.33991201,-29.5,-75.71355955,-49.86730904,-22.53039065,-12,-9.7,12.6,10,85.1,252017,23.4,66.7,16.7,32.2,16.7,18.5,24.7,28.3,20.8,23.3,16.7,32.4,22,9.537114437,715,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,6,7,3,5484000,91.70163915,92.207672,92.785576,89.882263,90.61921076,90.233589,92.983414,94.506462,93.7379,92.58773,91.119263,-11,-6,-10.5,3.5,-85,-99.6198898,-25.2353313,-28.25,-60.18243879,-23.96982048,-39.2987033,-0.9,-6.1,25.1,7.7,87.7,273699,28,33.3,16.7,34.4,33.3,21.3,35.3,40,18.8,24.4,33.3,28.1,27.9,4.457547907,1102,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,7,514,0,5484000,96.53953546,93.173508,93.521133,90.502136,91.80691102,89.628304,94.644104,94.702812,93.35688,92.39817,92.340935,-10.75,-6.5,-9,3.677419355,-57,-95.5141146,-16.63770502,-24.38709677,-62.16725093,-18.95885263,-52.26707097,-0.9,-8,18.8,7.5,90,266897,27.3,33.3,16.7,33.3,33.3,21.8,31.7,31.9,25.8,26,50,29.2,26.9,-30.30207671,1293,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,8,1055,8,5484000,96.53953546,94.162224,94.641602,90.971504,92.53855373,91.070404,95.398361,95.457535,93.841049,93.884834,93.826683,-11.25,-4.5,-8.5,5.75,-31,-92.95511,-24.53355541,-22.75,-69.42968686,-21.89493047,-40.41340578,1.6,-5.4,12.8,13.3,90.1,276360,30.2,,16.7,36.8,50,25.9,32.2,41.7,19.7,28.6,50,38.9,28.9,17.41582966,881,3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,9,442,6,5484000,96.53953546,95.028725,95.841766,92.106567,94.32681095,91.610519,97.241882,97.3022,95.011917,94.441643,94.383141,-9.875,-5.5,-7.5,-4.111111111,32,-68.4099418,-13.09333739,-26.96296296,-55.57498246,-6.057410928,-13.88483438,-12.4,-2.4,-26.6,-11.4,90.4,269863,33.5,33.3,16.7,38.9,45.8,30.1,35.1,41.7,27.1,29.8,33.3,39.5,32.4,-27.66059455,1330,5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,10,533,4,5484000,99.25709645,96.046234,97.244194,93.826477,96.51068364,91.973732,99.58493,99.312141,96.550018,94.903458,95.164864,-6.5,0.5,-1,7.451612903,79,-61.8034284,-7.764964199,-26.61290323,-64.60150098,41.48760096,8.435389573,4.1,-5.4,25.5,13.6,93.1,283508,32.7,33.3,33.3,38.9,27.8,32.1,35.3,36.7,19.4,31,50,37.3,31.9,-20.1310663,1278,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,11,2372,18,5484000,99.25709645,96.976234,97.49469,94.834984,96.20565538,92.764282,99.27018,98.99826,97.587799,95.719185,95.982841,-6.25,-1.5,-5.5,2.25,82,-72.8943169,-15.53555058,-17.75,-30.04511128,24.96350609,4.684101091,-2.7,-4.9,20.8,6.8,96.6,278718,37.5,50,33.3,37.9,41.7,36.7,35.1,52.1,38.3,35.4,,41.7,36.8,42.90381754,1458,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,12,4378,130,5484000,99.25709645,96.862198,96.629395,95.541039,95.45517224,91.837616,98.495796,98.22599,98.314354,94.763,95.024025,-12.25,-5,-11,3.709677419,26,-66.22796,-35.6752422,-22,-19.23326731,-1.783032854,-14.83021034,-3.5,-4.4,12.7,6.6,100.3,315007,36.7,33.3,,34.5,33.3,36.3,38.7,51.9,26.7,35.3,,43,35.6,-13.49218628,1274,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,1,6466,191,5484000,97.91108917,94.150688,95.390442,93.288376,95.58976819,90.022179,98.251755,97.247658,94.906349,92.529114,93.494446,-21,-11,-14,6.25,-68,-64.2843048,-38.21032679,-9,-9.368717542,-36.61828489,-11.09202374,-4.2,-4.1,15.5,4.1,96.6,267760,34.1,,,28.2,44.4,35.2,35.3,40,31.8,29.4,50,39.6,33.3,-20.03310395,1179,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,2,1502,128,5484000,97.91108917,94.761497,96.118851,92.687859,95.2173926,91.81192,97.869003,96.86882,94.295418,94.368698,95.353218,-17.75,-12,-18,4,-73,-55,-37.21918176,-16.5,-53.90592882,-48.32657569,-7.03065216,-4.4,-5.8,4.5,-8.8,94.9,252451,34.8,50,,38.5,44.4,36.9,30.7,40.9,33.3,25,,43.3,33.5,46.66097588,1250,5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,3,2090,61,5484000,97.91108917,95.805763,96.268974,95.945656,96.73411263,90.587311,99.427963,98.411842,97.609711,93.109985,94.081375,-9.75,-7.666,-11.914,1.25,-47,-53,-30.69539468,-18.25,-17.97836703,-23.83063243,20.77897803,1.6,3.5,10.3,-2.5,100.6,309800,37.9,33.3,,32.3,41.7,41.3,39.7,38.9,33.3,32.4,,42.6,37.2,8.286832052,1590,6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,4,11434,86,5484000,,,,94.461937,97.58756517,,,,,,,-12.125,-4.887,-9.7255,3.477073667,,,-47.43888719,-22.5,,,,15,7.4,8.2,-3.1,97,301043,38.3,16.7,,33.3,44.4,41,42,38.9,41.7,29.2,,41.7,37.8,-27.20581028,1198,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,5,8203,504,5484000,,,,,94.27990633,,,,,,,-17.75,,,6.020755,,,-58.81731279,-14.41075791,,,,,,,,,281063,35.5,16.7,,35.9,50,37.9,33.3,34.8,27.8,34.4,,35.6,35.5,-18.9,1101,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,6,1222,126,5484000,,,,,,,,,,,,-12.25,,,3.728538462,,,-53.13677574,-7.544080169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,7,1608,8,5484000,,,,,,,,,,,,-12.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibaraki,2020,1,0,0,2877000,99.99999542,102.05634,102.02887,100,99.99999976,100,102.02887,101.58937,101.58937,102.02887,102.47218,,-3.5,-2.5,5.5,29,-79.2152704,3.15323469,6.916666667,-8.014738897,5.13186729,6.281844964,-1.9,0.9,2.2,5.1,97.5,287173,,,,,,,,,,,,,,-3.865155339,784,2923,,,,,,,,,,,,,,,,,,,,,,,99.5,,,13,,,,,,,,
Ibaraki,2020,2,0,0,2877000,99.99999542,100.71877,100.86839,99.217888,99.56434213,98.160858,101.58437,101.14679,100.79483,100.15241,100.58758,-0.5,0,1.5,9.703703704,30,37.0750481,1.169577086,5.259259259,-3.160626114,2.724927969,-4.628695093,4.7,4.3,14.1,18.5,96.4,271735,39.8,27.8,50,46.8,33.3,33.7,37.5,50,30,52,,44.2,39.1,-31.23101101,741,3381,,,,,,,,,,,,,,,,,,,,,,,100.2,,,10,,,,,,,,
Ibaraki,2020,3,24,0,2877000,99.99999542,98.064987,98.219101,95.752251,96.10608393,96.425896,98.055954,97.633568,97.274109,98.382256,98.809723,-3,-5.5,-8.5,5.5,-54,-94.0841055,-15.75788102,2.25,-8.044054665,-15.45625852,-12.44368827,2,-4.1,-0.9,13.2,93.4,292214,35.7,33.3,16.7,40.5,25,35,32.5,44.4,27.8,39.5,,38.9,35.2,-3.719325983,1020,4044,,,,,,,,,,,,,,,,,,,,,,,98.6,,,16,,,,,,,,
Ibaraki,2020,4,139,7,2877000,91.70163915,92.587135,91.93544,90.719437,89.05812539,90.137642,91.381599,92.87841,94.610985,92.489281,91.022369,-19.625,-14,-22,15.1,-95,-100,-59.01642258,-11.03333333,-59.82890265,-47.74695144,-22.65597405,4.9,-7.4,6.4,16.3,91.2,267922,29.4,16.7,16.7,32.8,16.7,28.9,31.5,31,16.7,33.3,,34.2,28.8,35.5980209,635,1973,,,,,,,,,,,,,,,,,,,,,,,92,,,9,,,,,,,7328,
Ibaraki,2020,5,5,3,2877000,91.70163915,88.83683,88.353157,86.646194,85.3282065,86.885155,87.554367,88.988487,90.363014,89.151939,87.737961,-21,-11,-18,12,-96,-99.0353698,-40.89084775,-27.75,-77.40080781,-51.02757091,-15.9370445,9,-5.9,22.8,9.1,84,252017,31.2,33.3,33.3,33.8,25,29.4,31.6,50,20.2,31.9,,36.2,30.5,-25.7060135,512,1213,,,,,,,,,,,,,,,,,,,,,,,83.9,,,1,,,,,,,5608,
Ibaraki,2020,6,6,0,2877000,91.70163915,93.863441,93.673965,91.884682,91.1189098,91.4655,93.496147,95.027596,95.82621,93.851784,92.363266,-10,-3,-7,8.25,-74,-100,-16.51711866,-28.5,-63.1295896,-30.80692875,-32.76131045,8.3,-0.5,39.4,14.8,85.6,273699,30.8,29.2,33.3,36.8,22.2,29.6,31.4,38.9,18.9,31,,32.5,30.6,-31.01446254,918,2467,,,,,,,,,,,,,,,,,,,,,,,84.8,,,12,,,,,,,8890,
