prefecture,year,month,positive,death,population,qe,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Miyazaki,2021,6,58,2,1081000,,,,,,,,,,,,-7.125,,,2.729961538,,,-48.57789802,6.852192176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,2021,7,75,0,1081000,,,,,,,,,,,,-6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2020,1,0,0,2063000,99.99999542,102.05634,102.02887,100,100.0000008,100,102.02887,101.58937,101.58937,102.02887,102.47218,,-3,-1,2.166666667,-2,-62.6878367,3.064564891,-2.833333333,-2.827152941,7.545188875,3.949852536,-0.4,1,0.2,5,109.8,287173,,,,,,,,,,,,,,-3.369080959,987,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.2
Nagano,2020,2,2,0,2063000,99.99999542,99.905106,100.72956,97.636536,99.30536446,98.14769,101.32014,100.8837,99.188339,100.13898,100.57408,-2,-3,-8,8.037037037,15,-79.8335975,-4.679129915,-1.740740741,-0.994340962,0.907569207,-5.010288937,5.4,4.1,7.4,21.5,105,271735,33.6,33.3,50,44.1,,30,30.9,36.9,29.6,39.5,25,39.8,32.6,-1.052005055,1117,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6
Nagano,2020,3,6,0,2063000,99.99999542,96.718811,96.996651,93.813217,94.40887304,95.72683,96.32431,95.909378,95.304253,97.669006,98.093376,-7,-4,-6.5,12.5,-54,-99.8850575,-19.27236455,2.25,19.21766113,-16.81039743,-16.22008562,-1.5,-4.8,-5.6,7.4,103.8,292214,28.7,16.7,38.9,39.5,50,26.9,26.4,28.1,22.2,29.6,0,35.8,27.7,2.146401862,1608,4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9,,,-8.8
Nagano,2020,4,58,0,2063000,91.70163915,91.498817,90.686432,88.592278,86.62234338,90.138916,88.882271,90.338142,92.392578,92.490585,91.023659,-19.375,-9,-7.5,12.9,-96,-99.993498,-64.93739423,-14.33333333,-58.01939182,-41.79211113,-20.65881348,-4.7,-9.1,0.5,12.9,103.7,267922,24,16.7,38.9,32.4,,22.7,23.2,22.8,17.9,23.3,16.7,27.1,23.5,-10.80490595,848,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.7,,,-28.4
Nagano,2020,5,10,0,2063000,91.70163915,86.452126,86.933563,82.737,83.3102406,86.136124,85.483757,86.883957,86.286125,88.383369,86.981575,-20.75,-5,-4,13.5,-99,-98.4599107,-53.70740255,-30.75,-80.66998707,-42.59537786,-11.72572985,-1,-9.9,17.6,5.6,90.3,252017,24.7,,44.4,31.5,23.3,21.6,21.5,26.9,25,28.8,,30.5,23.9,-23.87471243,669,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,-44.6
Nagano,2020,6,1,0,2063000,91.70163915,91.500168,92.888641,87.877853,90.19773597,90.855965,92.550941,94.066902,91.647507,93.226341,91.747749,-8.375,-2.5,-2,11.75,-71,-100,-25.23785301,-29,-68.17215352,-15.90942003,-30.67461094,2.3,-3.4,37.9,10.5,89.9,273699,27.3,,33.3,36.7,34.3,21.4,26.3,25.8,25,31.7,,32.5,26.5,12.24614946,1052,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,,,-19.9
Nagano,2020,7,28,0,2063000,96.53953546,92.011055,93.193977,88.235832,91.15325061,89.647263,93.970245,94.028534,91.019089,92.417717,92.360466,-9.25,2.5,3,4.677419355,-34,-100,-19.82160448,-28.35483871,-57.41170042,-17.89774258,-43.69997562,-1,-7.1,11.7,8.1,91.2,266897,28.2,16.7,44.4,35.2,42.6,22.5,27.8,40,25.9,31,,31.3,27.7,-16.39199987,1082,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,,,-9.5
Nagano,2020,8,151,0,2063000,96.53953546,94.342857,95.149956,89.319427,91.52352381,93.071678,94.351959,94.410484,92.136864,95.94796,95.888527,1.75,-3.5,-2.5,4.5,-52,-99.480752,-32.86785947,-21,-62.37220202,-33.99517806,-31.98041865,-1.1,-6.7,5.3,9.9,93.2,276360,30.4,16.7,44.4,36.7,40.4,25,29.3,37.9,25.6,35.8,16.7,34.4,29.7,-27.04842457,882,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,,,-14.9
Nagano,2020,9,53,1,2063000,96.53953546,96.328903,96.614914,92.54451,93.75108788,93.686188,96.648369,96.708313,95.463676,96.581459,96.521629,-2.25,-5.5,-5.5,4.888888889,11,-90.7312049,-9.249887534,-24.62962963,-57.67224476,-20.22890522,0.801708022,-10,-2.3,-31,-3.9,98.5,269863,31.5,33.3,44.4,38.2,43.9,24.9,30.8,40.9,28.5,37.3,33.3,36.3,30.7,-21.07271366,1290,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8,,,-17.1
Nagano,2020,10,32,3,2063000,99.25709645,98.266167,98.878937,94.671692,96.23003986,95.422928,99.295341,99.023354,97.419769,98.462524,98.733734,3.75,1.5,1,5.419354839,113,-93.6904371,13.82232433,-20.67741935,-62.11340043,19.6327937,28.11461314,5,-3.6,32.7,12.5,101.7,283508,33.1,16.7,44.4,40.5,41.7,29.9,29.5,40.7,28.8,35.5,,38.3,32.3,-7.750078117,1338,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,27
Nagano,2020,11,377,2,2063000,99.25709645,99.61087,99.623413,95.825432,96.22546368,96.870506,99.290619,99.018646,98.607002,99.956207,100.23154,-1,0,0,8,149,-60.7240812,0.38609499,-9.25,-17.61481813,10.47285941,24.48153125,0.2,-2.5,26.5,10.9,104.8,278718,36.3,,44.4,40.7,41.3,33.2,33.1,47.8,33.3,40.4,,42.6,35.3,10.83864275,1413,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,,,2.4
Nagano,2020,12,465,9,2063000,99.25709645,99.029732,98.376328,95.931221,95.03828383,95.640511,98.065628,97.797005,98.715858,98.687035,98.958862,-13,-2,-5,4.483870968,45,-79.0192926,-24.58883129,-12.03225806,0.491616784,-8.341647306,-8.503500516,-2,-2.8,21.4,7.5,106.9,315007,35,,38.9,38.9,41.7,32.8,31.7,46.2,29.7,38.8,,40.4,34.2,-37.99836312,1146,2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3,,,8.5
Nagano,2021,1,1105,21,2063000,97.91108917,97.924309,97.610725,96.263649,95.53813832,94.394089,98.198685,97.195129,97.93322,97.022774,98.034988,-22.5,-5,-3.5,9.25,-70,-86.3662132,-37.68105778,-12.25,-14.07327069,-32.19172392,-10.75163098,-1.1,-4.3,19,6.5,111.5,267760,33.8,,44.4,36.8,40.2,33.9,30.3,30.3,30.9,34.3,,41.4,32.5,-15.33227443,1095,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,,,3.1
Nagano,2021,2,76,5,2063000,97.91108917,98.440224,98.289925,95.863914,95.45550003,95.798309,98.113747,97.111053,97.526558,98.466103,99.49337,-18.125,-7,-11.5,9.25,-70,-58,-29.3091913,-17,-46.38099955,-38.54539877,-3.333355971,-4.1,-6.9,14.6,-9.4,109.7,252451,35.8,,50,36.8,38.5,36.3,31.2,43.3,32,39.3,,41.8,34.8,-18.19669628,1191,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,,,-2.3
Nagano,2021,3,432,0,2063000,97.91108917,99.24279,99.043747,97.178413,96.67419201,96.046417,99.366379,98.350883,98.863853,98.721115,99.751045,-10.75,-3.419,-5.793,9.75,-35,-95,-25.22281366,-13.75,-13.1421709,-16.03185816,27.96934977,-1.1,2.1,8.4,-0.5,109.6,309800,38.5,,44.4,41.1,42.6,38,36.3,44.4,32.7,39.5,50,43.3,37.7,-19.7472774,1674,4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,,,3.6
Nagano,2021,4,1058,27,2063000,,,,98.234688,97.99125683,,,,,,,-8.125,-8.313,-8.3345,5.173709667,,,-34.52970718,-15.93333333,,,,1.6,6.2,4.6,-3.6,113.5,301043,39.4,,44.4,40.5,49.1,39.7,37.4,47.9,28.5,41.3,33.3,44.5,38.7,-10.98908774,1065,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2021,5,935,15,2063000,,,,,94.75410011,,,,,,,-11,,,12.7999975,,,-47.85832785,-8.01771208,,,,,,,,,281063,39.4,,45.8,38.2,47.8,40.1,34.5,46.9,29.3,46.8,25,45.2,38.5,2.6,983,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2021,6,247,8,2063000,,,,,,,,,,,,-9.625,,,9.042126923,,,-41.47308396,-3.703378931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagano,2021,7,101,3,2063000,,,,,,,,,,,,-8.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2020,1,0,0,1341000,99.99999542,102.05634,102.02887,100,100.0000008,100,102.02887,101.58937,101.58937,102.02887,102.47218,,-6,-2,4.416666667,-1,0.7741935,6.088053239,-1.666666667,-4.905912161,5.273454803,4.937376464,0.4,0,0.4,3.1,85.1,287173,,,,,,,,,,,,,,5.533531216,539,1610,,,,-20.7,-16.5,14364,,,-12,,,4964609,2798238,,,,,,,,0.8,,,,,,,,,,,,,
Nagasaki,2020,2,0,0,1341000,99.99999542,101.68999,101.7806,99.035355,99.26663313,100.2467,101.28062,100.84435,100.60939,102.28058,102.72499,-1.25,-1,1.5,8.296296296,-24,-88.5,-3.096225274,-8.740740741,-19.66894783,2.867769863,-0.525351822,4.8,2.3,8.2,16.6,84,271735,36.7,41.7,66.7,46.5,40.5,35.9,30,25,30.6,35.2,,40.5,36,-10.54099905,503,1806,,,,-13.1,-8.4,14233,,,-21.3,,,4967160,2807983,,,,,,,,0.6,,,,,,,,,,,,,
Nagasaki,2020,3,2,0,1341000,99.99999542,98.746185,98.786278,94.811287,94.94195939,98.701813,96.86821,96.450935,96.318192,100.70435,101.14191,-4.5,-2.5,-1.5,7.25,-77,-99.7455969,-16.89803106,0.5,-11.13123625,-7.311613511,-12.02723463,-4,-5.9,-4.5,6.6,81.6,292214,29.1,33.3,50,43.2,19.4,20.8,25.6,16.7,30.6,24.2,50,32.2,28.5,17.2067938,626,2253,,,,-17,-23.8,21102,,,-70.9,,,5035616,2835576,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,4,15,1,1341000,91.70163915,96.296341,96.427597,86.390205,86.23931097,101.71233,88.489243,89.938675,90.096046,104.36595,102.71068,-17.5,0.5,-1.5,13,-98,-99.8826979,-60.55604396,-11.4,-73.15629909,-40.64357092,-24.71081444,-10.7,-10,-4.9,14.7,73.6,267922,24.2,33.3,50,33.3,16.7,19,24.4,5.6,19,17.9,,24.5,24.1,-19.33412166,366,1008,,,,-28,10,17068,,,-96.1,,,5090571,2815842,,,,,,,,1.2,,,,,,,,,,,,,
Nagasaki,2020,5,0,0,1341000,91.70163915,92.897018,93.294785,83.263054,83.64598602,98.199341,85.828262,87.234108,86.834747,100.76131,99.1632,-17.25,-6,-4.5,8.5,-99,-100,-47.83268996,-26.5,-63.60966846,-33.43609684,-24.51976849,-6.2,-9,16.4,9.4,67.2,252017,25,33.3,50,33.3,16.7,18.8,26.2,16.7,19,21.4,50,26.2,24.8,-58.85865121,309,695,,,,-14.5,-7.3,14716,,,-90.4,,,5191630,2862016,,,,,,,,1.1,,,,,,,,,,,,,
Nagasaki,2020,6,0,0,1341000,91.70163915,97.62178,97.933868,91.063461,91.25941841,99.628166,93.640327,95.174126,94.969765,102.22741,100.60605,-12.375,1,-2,7.75,-88,-100,-21.73864211,-21.5,-67.90302382,32.91542594,-38.41224851,0.8,-3.2,51,8.7,72.3,273699,27.1,38.9,50,33.3,16.7,23.1,30.2,50,22.2,14.1,,26.9,27.1,11.33592058,414,1479,,,,-19.5,-6,18316,,,-71.8,,,5308746,2885445,,,,,,,,0.9,,,,,,,,,,,,,
Nagasaki,2020,7,57,1,1341000,96.53953546,98.756294,98.270615,92.753487,92.47937175,98.170044,95.337349,95.396484,95.679245,101.20389,101.14119,-12,2,3,4.967741935,-75,-99.0514905,-24.31121265,-21.38709677,-55.63951977,-3.80105912,-51.98322028,-0.2,-3.3,25.5,8.2,77.2,266897,29.3,44.4,50,36.3,26.7,32.2,27.8,8.3,19.4,21.8,50,20,30.5,17.89862862,513,1722,,,,-23.6,-4.3,16443,,,-60,,,5281576,2902906,,,,,,,,0.4,,,,,,,,,,,,,
Nagasaki,2020,8,157,1,1341000,96.53953546,98.061264,99.436485,90.010681,93.34209914,99.56916,96.226738,96.286423,92.849922,102.64624,102.58266,-12.25,1.5,3,7.75,-68,-99.9290349,-40.80050565,-15.75,-50.9497807,-30.98807757,-41.71010693,0.2,-4,17.4,13.8,68.4,276360,28.7,33.3,50,37.5,25,25.6,27.4,33.3,21.4,24.4,,27.4,29,-57.22543132,474,1466,,,,-24,-18.5,12149,,,-67.3,,,5297959,2909792,,,,,,,,0.2,,,,,,,,,,,,,
Nagasaki,2020,9,5,0,1341000,96.53953546,99.513306,100.36433,92.836754,95.16103638,99.550285,98.101891,98.162735,95.765137,102.62678,102.56321,-9.5,-3,-0.5,1.037037037,-8,-97.1333504,-24.84516338,-21.18518519,-57.85693939,-11.98161426,-16.47478014,-12.5,1.5,-28.2,-2,72.9,269863,30.9,27.8,50,42.1,30,29.8,30.2,0,27.8,21.4,,33.3,30.6,14.83539813,621,1882,,,,-6.5,-17.8,15291,,,-44.9,,,5283689,2906493,,,,,,,,0.7,,,,,,,,,,,,,
Nagasaki,2020,10,9,0,1341000,99.25709645,100.96457,102.78661,93.562698,97.47511372,101.75195,100.58008,100.30457,96.278587,104.99315,105.28235,-4.5,-1.5,-2,5.290322581,12,-97.0981291,-12.29948933,-19.80645161,-71.81707447,24.22181271,17.44784981,2.4,-0.4,44.4,16,72.2,283508,32.6,41.7,66.7,39.8,20,36.7,29.8,0,38.9,25,,33.3,32.5,-44.09705086,586,1670,,,,3.6,5.6,15234,,,-37.2,,,5299560,2900453,,,,,,,,-0.2,,,,,,,,,,,,,
Nagasaki,2020,11,26,0,1341000,99.25709645,99.701584,101.69714,92.578873,96.82285272,100.29254,99.907036,99.633377,95.266205,103.48725,103.7723,-3.75,-0.5,0.5,2.5,71,-78.6825554,-11.37667556,-10.75,-25.51743094,19.18462062,18.09253996,-2.6,7.6,34.6,9,70.3,278718,34.2,38.9,50,45.1,25,32.1,31,25,36.1,32.1,,40.9,33.3,-44.24472243,674,1601,,,,0.2,-3.5,15746,,,-7.4,,,5308883,2898570,,,,,,,,-0.5,,,,,,,,,,,,,
Nagasaki,2020,12,384,1,1341000,99.25709645,99.567474,101.21198,92.39183,95.9548565,100.22015,99.011391,98.740181,95.07373,103.41256,103.6974,-8.75,0,-0.5,3.35483871,52,-90.4171364,-34.3562445,-13.12903226,-7.596877097,-0.921421015,-13.81959482,-3.4,3.2,25.4,8.3,71.2,315007,34.8,33.3,66.7,43.5,23.3,33.3,34.9,33.3,33.3,26.4,,39.7,34,33.30805223,572,1526,,,,-5.1,-1.4,16732,,,-14.7,,,5392754,2924406,,,,,,,,-0.6,,,,,,,,,,,,,
Nagasaki,2021,1,871,23,1341000,97.91108917,95.712189,97.195221,91.983719,94.75666208,94.367058,97.395447,96.400101,93.579063,96.994995,98.006912,-22.25,-5.5,1,12,-79,-66.9220945,-45.97563711,-7.5,-21.3643828,-40.16412786,-22.99234669,-11.2,-1.8,13.1,6.3,74.4,267760,33.5,38.9,50,40.2,30,28.2,31.3,55.6,33.3,29.2,,38.5,32.7,-25.20746655,563,1686,,,,-18.7,10.9,11966,,,-74.9,,,5416752,2915789,,,,,,,,-0.2,,,,,,,,,,,,,
Nagasaki,2021,2,86,9,1341000,97.91108917,99.287437,98.903061,95.492241,94.62733756,97.819511,97.26252,96.268532,97.148438,100.54359,101.59253,-18.625,-2.5,1.5,9.5,-87,-96,-47.47270535,-10.75,-68.57005209,-50.4595609,-17.2302559,-9.3,-2.3,15.6,-8,83.7,252451,32.6,33.3,66.7,37.5,28.6,30.3,34.4,27.8,27.8,24.2,,37.9,31.9,-21.14648102,573,1979,,,,-19.7,2.1,,,,-70.7,,,5455395,2916217,,,,,,,,-0.1,,,,,,,,,,,,,
Nagasaki,2021,3,22,3,1341000,97.91108917,96.960136,97.039879,96.454674,96.49560374,92.325851,99.182816,98.169197,98.127563,94.896942,95.886971,-8.75,-6.824,-5.95,6,-69,-97,-35.20097359,-8.5,-18.29329294,-6.586040183,24.2853125,-2.8,9.6,20.5,0.3,82.1,309800,36.1,33.3,66.7,45.4,36.1,38.9,31.9,27.8,36.1,29.6,,41,35.3,-23.43014942,700,2423,,,,-11.6,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,
Nagasaki,2021,4,443,2,1341000,,,,96.462639,97.09809005,,,,,,,-9.375,3.3065,0.7235,3.444252667,,,-39.99702902,-8.2,,,,6,14,17.1,-3.6,83.1,301043,35.6,33.3,50,48.2,30,31,37.2,25,31,25,,40.3,34.9,38.02304916,552,1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2021,5,815,24,1341000,,,,,93.38318309,,,,,,,-14.75,,,3.9862925,,,-60.08268359,-4.892292421,,,,,,,,,281063,34.6,41.7,50,49.1,23.3,28.9,35.6,22.2,33.3,21.7,,36.7,34.4,-1.9,481,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2021,6,293,4,1341000,,,,,,,,,,,,-9.5,,,6.718709231,,,-55.68264208,-19.5521699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagasaki,2021,7,147,0,1341000,,,,,,,,,,,,-9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,1,1,0,1339000,99.99999542,102.05634,102.02887,100,99.99999991,100,102.02887,101.58937,101.58937,102.02887,102.47218,,1.5,3,-0.166666667,-7,-92.557652,-5.291801479,-12.33333333,-1.878560016,8.979712245,6.20542633,-2.6,1.4,0.1,9,93,287173,,,,,,,,,,,,,,58.71414103,285,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,2,0,0,1339000,99.99999542,99.897636,100.14043,98.851768,99.38042417,96.917816,101.39672,100.95995,100.42289,98.884155,99.313805,-2.5,-7,-5,4.407407407,-11,-71.4168882,-12.3065705,4.37037037,-7.074794121,6.076277106,-2.660765976,-0.3,1.4,5.2,23.4,91,271735,34.8,,,51.9,41.7,31.7,30.3,27.8,25,40.5,,38.1,34.4,-16.55459021,345,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,3,10,0,1339000,99.99999542,96.222855,96.640198,94.404488,95.27334092,94.16362,97.206314,96.78759,95.904922,96.074081,96.491516,-2.25,-6.5,-7,7.75,-75,-85.8585859,-16.78101417,1.75,-2.05310528,-3.312974957,-10.57042333,-2.4,-6.4,-7.2,6.3,86.9,292214,29.9,,,46.2,50,23.4,30.3,33.3,22.2,25,,31.3,29.7,11.78483892,366,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,4,69,1,1339000,91.70163915,89.178711,88.661255,88.508301,87.12303537,85.690849,89.396027,90.860306,92.305,87.926476,86.531937,-17.875,-10.5,-10,16.43333333,-97,-99.5336442,-62.54868092,-12.96666667,-71.25268261,-31.36938765,-23.19913386,-12.3,-11.3,-2.9,8.6,86.6,267922,25.2,,,37.5,25,23.2,22.2,25,25,19.4,,25.9,25.1,-16.60793137,238,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,5,8,1,1339000,91.70163915,88.427086,87.545708,86.794937,84.70350648,85.93602,86.913376,88.33699,90.518135,88.17804,86.77951,-21.5,-5.5,-1.5,10.75,-98,-99.8980632,-50.32998211,-27,-67.71804909,-34.17564697,-18.28526098,-7.1,-9.7,10.3,8.8,83.2,252017,22,33.3,41.7,28.7,24.1,21.2,16.2,26.7,35.7,24.3,33.3,27.3,21.1,-41.11325501,163,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,6,0,0,1339000,91.70163915,94.091087,94.047989,92.667198,92.18576264,91.127663,94.590836,96.140213,96.642296,93.505135,92.02211,-11.875,-3,-1.5,6.25,-90,-100,-16.7212058,-27.5,-43.77928224,-14.37284043,-35.42078912,0.5,-5.5,26.1,6.2,82,273699,23.3,16.7,41.7,35.1,16.7,20.4,17.6,21.4,38.9,30.2,33.3,29.3,22.1,15.04224589,259,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,7,146,0,1339000,96.53953546,94.852646,94.756699,92.32003,92.77561475,91.056648,95.642746,95.702072,95.232117,93.870659,93.812508,-12,-3,-1,4.129032258,-64,-99.3042378,-6.901494755,-25.64516129,-49.36880471,-11.01252267,-49.97887125,-0.7,-7.5,15.2,6.7,82.4,266897,26,,41.7,29,28.6,23,21.8,20,47.2,35.4,33.3,34.2,24.3,-20.99314277,291,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,8,278,4,1339000,96.53953546,96.389061,96.193642,93.22184,93.49483513,93.12516,96.384193,96.443977,96.162369,96.003098,95.943626,-12.5,-3.5,-2.5,6.25,-47,-100,-12.240702,-22.5,-54.95053994,-9.172483099,-38.43994488,0.9,-4.1,4,11.8,83.4,276360,25.5,,16.7,31.5,29.6,22.8,20.4,30,50,32.4,33.3,29.8,24.5,-13.8049414,275,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,9,50,3,1339000,96.53953546,97.398041,97.457863,94.492577,95.26757205,93.805061,98.211716,98.272636,97.47319,96.70401,96.644104,-10.625,-5,-1,-3.740740741,31,-100,0.522900689,-26.03703704,-46.13446384,27.21423596,-12.18590461,-8,-1.8,-30,-13.5,83.9,269863,28,33.3,41.7,40.1,31.3,24.3,23.1,30,38.1,34.3,33.3,32.2,27.1,-17.50735712,342,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,10,79,1,1339000,99.25709645,98.102226,98.871521,95.052574,96.91369071,94.724907,100.00077,99.726852,97.811707,97.742264,98.01149,-4.75,1,2,5.838709677,47,-17.2209026,5.014681028,-24.41935484,-57.2418646,54.82319636,17.52189701,4.4,7.4,17.3,10.5,83,283508,29.7,,41.7,34.7,31.5,30,24.2,30.6,44.4,33.3,33.3,32.5,29.1,-14.17204636,279,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,11,476,2,1339000,99.25709645,97.215858,97.989311,94.592369,96.45820318,93.470451,99.530777,99.258141,97.338142,96.447853,96.713509,-4.25,-1,-3.5,2.75,50,-44.8751301,-1.681642947,-15.25,-31.07236802,38.29040264,17.81116886,1.1,5.3,20.2,4.4,82.3,278718,33.1,33.3,50,39.1,31.3,33.3,26.3,27.8,45.2,40.3,33.3,37.1,32.2,65.2438484,324,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2020,12,846,12,1339000,99.25709645,96.917488,97.533569,94.276588,95.8362525,93.209045,98.889015,98.618134,97.013199,96.178116,96.443039,-12.5,-2,-1,7.161290323,52,-91.959799,-16.57762134,-18.96774194,-19.1641092,3.694574531,-7.101493256,-0.1,1.9,14.8,6.9,83,315007,34.1,33.3,50,37.3,30.6,35.5,29.3,16.7,56.7,35.9,50,37.7,33.2,-27.95337468,293,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,1,1006,14,1339000,97.91108917,94.578613,95.208481,93.833908,94.94811619,90.309792,97.592232,96.594872,95.461342,92.824738,93.793152,-19.25,-0.5,-3.5,7.5,-14,-95.7023061,-27.29195863,-5.75,4.013250726,-24.77700694,1.676640822,-1.7,-1.1,9.5,0.8,86,267760,32.3,41.7,50,34.7,22.2,35.1,24.5,29.2,42.9,38.2,50,36.2,31.4,-32.98598859,318,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,2,314,8,1339000,97.91108917,95.194778,96.432083,92.737366,95.03277416,92.606026,97.679245,96.681,94.345779,95.184921,96.177956,-15.875,-8.5,-4.5,5.75,-4,-99,-20.94330601,-10.75,-27.29476028,-37.44342609,0.893428925,-1.6,2.8,2.4,-10.8,81.8,252451,35.2,33.3,50,36.4,35.7,38.7,28.1,29.2,42.9,39.1,33.3,37.7,34.6,7.802384374,328,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,3,408,9,1339000,97.91108917,95.941437,97.143379,94.690323,96.91604455,92.106804,99.61496,98.596931,96.332611,94.671791,95.659477,-7.5,-10.9255,-9.65,-2.75,-58,-100,-20.22322904,-9.5,9.001285165,-13.83365134,30.01201295,-1.8,9.6,10.6,-4.1,83.2,309800,36.9,58.3,50,35.4,38.9,41.9,30.4,20,44.4,38.5,16.7,41.5,35.9,-52.69702858,437,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,4,2377,21,1339000,,,,96.377144,96.9222313,,,,,,,-9.375,-7.6325,-9.8675,0.248797333,,,-35.63656943,-15.96666667,,,,8.5,11.6,5.3,-4.4,90,301043,36.8,50,41.7,35.8,36.1,42.3,29.9,22.2,50,37.5,50,41.7,35.7,24.75865362,356,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,5,1699,39,1339000,,,,,93.66625427,,,,,,,-14.5,,,2.82889,,,-42.07120821,-9.622279839,,,,,,,,,281063,36,50,50,35.9,38.9,39.3,30,16.7,45.8,38.3,33.3,39.7,35.2,42.9,257,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,6,439,16,1339000,,,,,,,,,,,,-10,,,-3.329067692,,,-32.69368835,-3.640050697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nara,2021,7,411,2,1339000,,,,,,,,,,,,-12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
