prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info
Ehime,2020,10,2,0,1352000,100.08155,98.15591783096217,-2.75,2,,5.1290321,44,-98.19595649999999,-7.495636433418806,-12.387096,-62.28499375706493,13.48883908895477,18.9449554210774
Ehime,2020,11,198,0,1352000,100.23729,97.65397894750502,-4.375,-.5,,3.75,73,-97.5687219,-17.87650555780008,-2.5,-22.03334466171659,4.940968575842253,23.51468662057112
Ehime,2020,12,151,7,1352000,99.950005,96.56808141926999,-10.25,-7,,4.2580647,21,-100,-37.24015810064452,-9.0967741,-14.82954799691371,-17.43714507707666,-4.796813039752391
Ehime,2021,1,528,5,1352000,,96.74318024018017,-32.75,-7,,7.5,-74,-98.69375909999999,-45.70478872823698,-1.25,-13.57219078558685,-36.15001893161473,-4.98427542337611
Ehime,2021,2,70,5,1352000,,,,-11,,1.5,,,-40.32439660673082,-1,-38.87962445432397,-47.06611395736648,.0897483212877452
Ehime,2021,3,215,1,1352000,,,,,,-4.5,,,-32.78833790737576,0,-29.84713129111575,-33.48360110144736,11.65220426951254
Fukui,2020,1,0,0,774000,101.10661,100.8605912125316,,6,,-2.75,-15,-97.25881099999999,19.0012999784202,.16666667,-4.95465465017486,12.10645457250043,3.441643644380207
Fukui,2020,2,0,0,774000,101.16895,101.2469955959001,2.5,1.5,,1.962963,-22,215.9793814,5.661133844620966,1.3703704,-5.923741166159977,-1.036036435271051,-1.998811234975238
Fukui,2020,3,20,0,774000,97.303055,97.2720988908145,-1.5,-4.5,,2.25,-65,-99.4588933,-7.612404990131266,1.5,-17.32848505867591,-16.68130142600191,-7.941479959765125
Fukui,2020,4,102,8,774000,93.116341,90.50062476915444,-16.5,-.5,,-1.6,-96,-100,-66.78392035217146,-12.866667,-75.44641651038951,-47.3135392110062,-20.8993287058686
Fukui,2020,5,0,0,774000,92.601768,86.41705573771374,-12.25,1,,3.75,-99,-100,-42.91210775534483,-25.75,-77.95120707274762,-47.0504022129338,-17.62577612311212
Fukui,2020,6,0,0,774000,97.428131,92.65312401821167,-1,1,,12.5,-87,-100,-16.46375717965061,-24.25,-65.52098228328438,-23.74098099263276,-33.59887500990837
Fukui,2020,7,17,0,774000,98.889435,93.1589926118104,-1.75,-3,,1.967742,-38,-100,-13.02579074985743,-21.903225,-50.66707206957786,-5.085895940167797,-43.47206852352443
Fukui,2020,8,89,0,774000,101.29728,94.57412149157194,9.75,1,,1,-45,-100,-29.78643247392018,-15.25,-65.88050481373239,-33.47383971022825,-33.24305410891726
Fukui,2020,9,16,3,774000,101.22095,96.91672938508709,5.625,-.5,,-2.3703704,25,-95.10095010000001,-4.31312377054225,-19.629629,-58.94290862211286,-30.87537328155938,-6.741643488960388
Fukui,2020,10,13,0,774000,102.61946,97.89311700444021,9.25,4,,4.2903228,91,-84.59016389999999,3.002913310859493,-15.935484,-56.07453405650558,8.50305696732854,18.32282172259211
Fukui,2020,11,59,0,774000,103.13096,97.51504897863545,11.375,-2,,1.5,95,-97.89879929999999,-2.146172221556957,-7,-22.75768330716014,2.415890300658581,21.99219703379176
Fukui,2020,12,39,1,774000,102.30254,97.17407330563533,-6.25,.5,,1.3548387,39,-95.2673094,-24.0991310976169,-11.451612,-12.99327367682009,-16.69248350349492,-11.54384364906792
Fukui,2021,1,159,7,774000,,97.86989965741027,-32.75,-1,,8.5,-75,-100,-42.83147739355969,-7,9.421871157421199,-36.45278414294143,-9.859562355507324
Fukui,2021,2,31,6,774000,,,,,,4.5,,,-21.41087208178789,-4,-55.11429292125685,-45.2683420148159,-3.120709306561517
Fukui,2021,3,25,0,774000,,,,,,-3.5,,,-9.458043524048506,-1,-34.56623487251455,-29.58691903857896,12.0975752699387
Fukuoka,2020,1,0,0,5107000,101.89262,100.8827240055771,,-4,,8,-9,82.5409804,6.326928246707046,15.583333,-7.627252962775913,2.868882785098501,.5482570073817851
Fukuoka,2020,2,2,0,5107000,99.828796,100.3008608755952,-2.5,-3,,9.1481485,-22,47.1987161,-1.96783058482223,3.3333333,-8.053898854739222,-1.755974331375594,-.677059986187913
Fukuoka,2020,3,44,0,5107000,97.561981,96.36562811294422,-5.25,-8,,2,-68,-98.3527737,-16.95577326052308,3,-14.93961470858275,-12.15687297270394,-15.10867381596237
Fukuoka,2020,4,595,20,5107000,87.107544,88.35459820958251,-21.375,-18.5,,10.766666,-97,-99.7658955,-66.59784519855621,-13.266666,-70.22918958254657,-46.22953645957038,-27.47648401256915
Fukuoka,2020,5,117,8,5107000,85.464355,84.84382771617946,-22,-12,,5.75,-99,-99.1350846,-58.59379086848346,-27,-70.05003877007529,-55.88049668442517,-29.26761056343299
Fukuoka,2020,6,92,5,5107000,94.227165,92.42491829588106,-13.375,-7,,4.75,-92,-99.9866188,-39.13368575037292,-26,-64.99470404623196,-39.99099634308188,-45.31548878880609
Fukuoka,2020,7,1075,1,5107000,95.08268,93.24029173740985,-13.25,-8,,1.5806452,-78,-99.7114291,-31.58009129110486,-24.774193,-61.34549514457536,-23.89203686080435,-52.20427890214938
Fukuoka,2020,8,2670,28,5107000,96.087532,94.14481246770052,-13.5,-5.5,,4.5,-68,-99.44389459999999,-42.59130742975784,-18.25,-71.69600290224527,-30.96888543708945,-43.70236939294734
Fukuoka,2020,9,444,36,5107000,97.433464,96.186414977808,-10,-7.5,,-4.2962961,-30,-95.928669,-34.72992199819151,-21.407408,-59.8653459407483,-15.85349708956604,-19.26429409382036
Fukuoka,2020,10,187,4,5107000,99.984375,98.38301157373519,-7.5,-1,,7.0645161,15,-81.35129379999999,-21.61452421909026,-18.774193,-71.14990495385818,39.15291154532782,8.964012733151929
Fukuoka,2020,11,600,6,5107000,99.940437,97.71508572424818,-8.125,-3,,2,72,-79.52795070000001,-25.12140212514025,-10.25,-25.47967220719926,33.24455244992452,11.03506090381843
Fukuoka,2020,12,3137,11,5107000,99.41732,96.80347273323788,-12.75,-4.5,,4.483871,7,-56.2578397,-41.67811551006556,-8.0645161,-11.55922301364033,2.406243858870015,-13.74288263470447
Fukuoka,2021,1,7211,68,5107000,,96.32419758714063,-39.5,-10.5,,7.5,-77,-81.0640532,-50.97859473658018,5.25,-10.16724292320516,-33.93512589731568,-15.66476331962545
Fukuoka,2021,2,1887,104,5107000,,,,,,0,,,-52.90667876754252,3.75,-48.10203782248557,-51.56497103904728,-10.65500230019921
Fukuoka,2021,3,881,40,5107000,,,,,,-2,,,-44.7776801052694,-3,-43.84949336291005,-35.358022944754,7.902958253995609
Fukushima,2020,1,0,0,1864000,101.71774,101.0806794514146,,-4.5,,6.3333335,-5,85.27131780000001,-1.897167352542922,.16666667,-9.252334056782814,15.66181654625536,6.973748080318422
Fukushima,2020,2,0,0,1864000,100.87885,100.6073246799188,0,-4.5,,6.9629631,10,-54.1788856,-8.580240921446707,.5925926,-9.982295969420253,8.491624587664822,.0911314676596122
Fukushima,2020,3,4,0,1864000,97.632607,96.05567987406071,-2,-5.5,,3.75,15,-99.2335563,-17.32890925900432,-2.5,-.0727261608077755,-7.536145846415103,-6.405730396644059
Fukushima,2020,4,69,0,1864000,92.304977,88.62686197297185,-12.875,-8.5,,10.133333,-95,-100,-61.63743212142674,-9.6333332,-54.09075998945718,-42.35295635751545,-15.50781641534341
Fukushima,2020,5,8,0,1864000,90.106651,84.79922727431416,-14.5,-2,,4,-98,-99.26499029999999,-42.30177377346592,-24.75,-75.36445603452241,-47.28355017467042,-9.505484356228806
Fukushima,2020,6,1,0,1864000,94.43383,91.5072814264287,-5.5,-4.5,,2,-17,-100,-25.1055155534001,-26.75,-61.550502971485,15.60105443939397,-27.58485013185987
Fukushima,2020,7,7,0,1864000,94.527229,92.51487912077194,-4,-2,,.41935483,-40,-100,-10.71024345450449,-22.516129,-55.94554608113142,-7.229528495121622,-44.27402444232332
Fukushima,2020,8,72,0,1864000,95.959343,93.60100164936176,1.375,-1.5,,1.75,-39,-99.35960590000001,-25.916014531615,-13.5,-59.71712303950467,-23.77449640545484,-32.56056529670956
Fukushima,2020,9,92,3,1864000,97.631699,95.87761244865079,-.875,.5,,-7.1481481,31,-99.4138495,-5.130755132937004,-19.444445,-39.93031588625521,-18.28479386255124,-2.258009849270464
Fukushima,2020,10,135,3,1864000,98.700974,98.133818244217,3.5,-1,,3.516129,101,-91.67074959999999,5.378873232271192,-19.032259,-60.06735250359323,17.29396019580951,15.95546398474284
Fukushima,2020,11,113,0,1864000,99.192734,97.71314411286481,1.5,-2.5,,.75,139,-86.67190359999999,-11.08800083716467,-10.5,-37.27169266650056,10.41108678475334,12.4424670303257
Fukushima,2020,12,443,14,1864000,98.583046,96.52417409093763,-7.75,-.5,,.3548387,47,-92.2936617,-31.69954036439394,-16.451612,-13.03294546357332,-7.25370545434141,-13.86099462810738
Fukushima,2021,1,783,24,1864000,,96.89425080787437,-26.5,0,,6.25,-63,-38.501292,-40.5875669806642,-7.75,-15.90208526427976,-33.68496906866311,-14.65612517133189
Fukushima,2021,2,220,27,1864000,,,,,,-.25,,,-43.9884943790911,-10,-54.44701106029466,-44.73684436647285,-3.368037122502227
Fukushima,2021,3,514,41,1864000,,,,,,0,,,-35.0717876741008,-7,-22.64147147292206,-25.70282725902085,15.80873106786287
Gifu,2020,1,0,0,1997000,101.21101,101.5274262607357,,-2.5,,10.75,-5,-16.9126691,-.8992501004584424,4.9166665,3.202098966727592,12.09153831383282,14.60539728485466
Gifu,2020,2,2,0,1997000,99.51944,100.9809890801352,-1.5,-5.5,,5.4814816,-34,-42.7641991,-2.441100411107484,3.074074,2.850964297070057,8.007757767422193,3.613187468179188
Gifu,2020,3,24,0,1997000,94.497459,96.53066148614468,-6.75,-4,,-1.5,-66,-96.35305529999999,-7.526804608673274,3.5,1.779959116252307,-3.937686916303207,-10.30856335405769
Gifu,2020,4,123,6,1997000,90.020889,87.90650430506908,-23.375,-7.5,,-1.3333334,-96,-99.1741742,-59.38183020343401,-13.933333,-61.50855683767828,-40.52691053424355,-24.19241901485419
Gifu,2020,5,1,1,1997000,87.592926,83.64277618099794,-23,-4,,1.75,-98,-100,-49.3741110145612,-26.75,-75.82865239524021,-42.60870084835905,-19.17644676993079
Gifu,2020,6,6,0,1997000,91.690353,90.69793936300903,-11.625,-6,,3.5,-84,-100,-19.3601670389783,-28.25,-63.03349775783871,-15.54122112186885,-38.3675501111834
Gifu,2020,7,175,0,1997000,91.984489,92.02875922638354,-14.75,-4,,1.3548387,-59,-97.1436199,-13.14968669693797,-28.290323,-56.69445201116196,-10.89474078239298,-49.34502312279935
Gifu,2020,8,224,3,1997000,93.223038,93.20428203523947,-10.25,0,,-1.5,-55,-81.1536265,-26.30673852578582,-25.75,-65.24406070220223,-29.9200289494804,-39.34160108394072
Gifu,2020,9,71,0,1997000,94.927368,95.82907602922158,-7,-2.5,,-10.962963,6,-93.45533500000001,-8.842530009551595,-29.407408,-48.95695475697182,-11.90687420900558,-12.89240221726912
Gifu,2020,10,60,1,1997000,96.770393,98.29496994749422,-.5,1,,4.6451612,58,-99.26841570000001,-9.877293664960812,-28.451612,-64.90159568222219,36.60246626576978,13.36695169763637
Gifu,2020,11,386,3,1997000,96.187744,97.99685835785627,0,-3,,.25,94,-93.2288401,-12.0228458345032,-20.75,-23.46204120474568,22.88949007763728,21.30151754570955
Gifu,2020,12,1220,20,1997000,95.706665,96.74274242063983,-12.75,-3.5,,2.0645161,25,-76.02135850000001,-32.99687191784066,-24.258064,-5.912927629166915,-6.835963896521045,-10.19803641418082
Gifu,2021,1,1828,35,1997000,,97.08251391276146,-53.75,5.5,,4,-80,-46.4944649,-43.22391221354481,-14.25,22.56290673127247,-34.10156044114844,-2.841811043654466
Gifu,2021,2,496,41,1997000,,,,,,.25,,,-44.28557259032213,-17.25,-15.37518065999437,-46.8302686736944,1.927878738090268
Gifu,2021,3,193,13,1997000,,,,,,-3.5,,,-30.77907325248539,-14,-13.45917724924754,-29.96149795674825,22.3136134943877
Gunma,2020,1,0,0,1952000,100.97414,101.5615064767537,,-4,,5.4166665,-3,71.9907407,1.714194936499745,5.1666665,-9.393607215152025,8.17500327376613,4.116680087087705
Gunma,2020,2,0,0,1952000,100.35337,100.6411843270171,.25,-3.5,,3.1111112,-6,-19.0619621,.9436692387136391,5.8518519,13.25962486737767,5.071216663339174,-6.94853451395263
Gunma,2020,3,19,1,1952000,96.970345,96.4485772941084,-2.25,-6,,4.25,-56,-99.8843262,-15.38055627318626,4.25,-4.300697988763933,-13.86007215482177,-16.63803034092076
Gunma,2020,4,127,15,1952000,88.961182,86.28287623255939,-17.875,-8,,8.3666668,-95,-95.2380952,-53.92318806880492,-10.733334,-69.65902999633427,-43.88492430059036,-28.08489127781801
Gunma,2020,5,3,3,1952000,84.898338,81.38696075413131,-19,-3.5,,2,-98,-99.8796631,-36.71575715789445,-23.75,-79.75055331021299,-43.40987839099047,-24.16625173213059
Gunma,2020,6,4,0,1952000,90.65361,88.33239283166129,-8.25,-2,,4,-71,-100,-22.15716796748434,-25.75,-60.69436335456016,-2.798126391851293,-36.82078401862523
Gunma,2020,7,37,0,1952000,92.174629,91.44764291691858,-9.75,-.5,,2.2580645,-15,-99.87912969999999,-8.452876489262735,-24.838709,-59.07386181384869,16.74452933007294,-46.52723982363131
Gunma,2020,8,250,0,1952000,93.752396,92.76040497645694,-5.25,-4,,2.5,-41,-98.99476439999999,-22.62582489178822,-19,-64.2817487963445,-23.95967190238485,-37.11175532198932
Gunma,2020,9,261,0,1952000,95.619576,95.77047514661733,-6.125,-1,,-6.2962961,11,-99.651779,-12.24757358333652,-21.962963,-57.1838790863555,-14.95754025200859,-10.64687328812239
Gunma,2020,10,199,0,1952000,98.120872,98.28964054872506,-.25,.5,,7.483871,76,-78.79888269999999,-.9499994585588707,-19.67742,-67.72585768145368,23.80012520422457,11.71781928483106
Gunma,2020,11,307,3,1952000,97.817337,97.44327387302778,0,-2.5,,2.75,99,-98.49696969999999,-12.30232606040129,-8.75,-34.62346427425015,14.8899679268399,13.2673809240759
Gunma,2020,12,1108,22,1952000,96.825363,96.21807078737783,-10.25,-4,,2.8387096,36,-68.62978390000001,-26.07693310972255,-3.5483871,-12.33988862930743,-9.776284278215718,-16.46602673875931
Gunma,2021,1,1552,25,1952000,,96.83503132910423,-33,-5,,4.25,-74,-45.4965358,-33.69143752525302,-5.5,-12.64311535616062,-36.41346483583891,-15.69189477025372
Gunma,2021,2,635,15,1952000,,,,,,-.25,,,-37.69371784528114,-7.25,-36.92502672895148,-42.43593499771713,-9.919192270041581
Gunma,2021,3,441,15,1952000,,,,,,-4,,,-28.69910774003221,-8,-14.56176418265825,-24.6898571315902,5.918174617065671
Hiroshima,2020,1,0,0,2817000,101.36775,101.2704683308589,,-5,,3.5,-15,190.4776772,.7779615028098242,3.75,-13.55659078258511,.365644715497486,3.71850378892429
