prefecture,date,year,month,day,week,newpositive,I,R,D,severe,hospital,stringdate,陽性者数累計,軽症中等症,hotel,home,adjustment
Tokyo,22485,2021,7,24,79,1128,11881,183370,2277,74,2638,2021-07-24,197528,2564,1752,5460,2031
Tokyo,22486,2021,7,25,79,1763,12635,184379,2277,72,2632,2021-07-25,199291,2560,1762,5601,2640
Tokyo,22487,2021,7,26,80,1429,12831,185612,2277,78,2717,2021-07-26,200720,2639,1799,5991,2324
Tokyo,22488,2021,7,27,80,2848,14372,186917,2279,82,2864,2021-07-27,203568,2782,1827,6277,3404
Tokyo,22489,2021,7,28,80,3177,16344,188116,2285,80,2995,2021-07-28,206745,2915,1829,7348,4172
Tokyo,22490,2021,7,29,80,3865,18910,189412,2288,81,3039,2021-07-29,210610,2958,1819,8477,5575
Tokyo,22491,2021,7,30,80,3300,20817,190803,2290,88,3135,2021-07-30,213910,3047,1784,9793,6105
Tokyo,22492,2021,7,31,80,4058,23319,192356,2293,95,3209,2021-07-31,217968,3114,1758,10392,7960
Tokyo,22493,2021,8,1,80,3058,24774,193959,2293,101,3166,2021-08-01,221026,3065,1739,11018,8851
Tokyo,22494,2021,8,2,81,2195,25431,195497,2293,114,3231,2021-08-02,223221,3117,1769,12161,8270
Tokyo,22495,2021,8,3,81,3709,27585,197045,2300,112,3351,2021-08-03,226930,3239,1798,14019,8417
Tokyo,22496,2021,8,4,81,4166,29703,199092,2301,115,3399,2021-08-04,231096,3284,1813,14783,9708
Tokyo,22497,2021,8,5,81,5042,32664,201172,2302,135,3383,2021-08-05,236138,3248,1825,16913,10543
Tokyo,22498,2021,8,6,81,4515,34235,204112,2306,141,3383,2021-08-06,240653,3242,1815,18036,11001
Tokyo,22499,2021,8,7,81,4566,35906,207003,2310,150,3485,2021-08-07,245219,3335,1817,18444,12160
Tokyo,22500,2021,8,8,81,4066,36481,210493,2311,151,3517,2021-08-08,249285,3366,1908,17812,13244
