prefecture,date,year,month,day,week,newpositive,I,R,D,severe,入院中,宿泊療養,自宅療養,調整中,軽症中等症,stringdate,陽性者数累計
Tokyo,22631,2021,12,17,100,20,199,379121,3172,3,93,35,45,26,90,2021-12-17,382492
Tokyo,22632,2021,12,18,100,28,227,379121,3172,3,101,40,51,35,98,2021-12-18,382520
Tokyo,22633,2021,12,19,100,33,237,379144,3172,3,96,44,59,38,93,2021-12-19,382553
Tokyo,22634,2021,12,20,101,11,239,379153,3172,3,119,43,61,16,116,2021-12-20,382564
Tokyo,22635,2021,12,21,101,38,270,379160,3172,3,144,39,47,40,141,2021-12-21,382602
Tokyo,22636,2021,12,22,101,40,296,379173,3173,3,155,48,51,42,152,2021-12-22,382642
Tokyo,22637,2021,12,23,101,37,315,379191,3173,2,160,53,61,41,158,2021-12-23,382679
Tokyo,22638,2021,12,24,101,39,335,379210,3173,2,176,50,65,44,174,2021-12-24,382718
Tokyo,22639,2021,12,25,101,38,359,379223,3174,2,178,58,68,55,176,2021-12-25,382756
Tokyo,22640,2021,12,26,101,43,375,379250,3174,2,180,59,72,64,178,2021-12-26,382799
Tokyo,22641,2021,12,27,102,35,379,379281,3174,2,202,63,68,46,200,2021-12-27,382834
Tokyo,22642,2021,12,28,102,46,395,379310,3175,2,203,76,61,55,201,2021-12-28,382880
Tokyo,22643,2021,12,29,102,76,451,379330,3175,1,206,88,64,93,205,2021-12-29,382956
Tokyo,22644,2021,12,30,102,64,489,379356,3175,1,223,90,80,96,222,2021-12-30,383020
Tokyo,22645,2021,12,31,102,58,536,379367,3175,1,223,100,79,134,222,2021-12-31,383078
Tokyo,22646,2022,1,1,102,79,558,379424,3175,1,226,109,85,138,225,2022-01-01,383157
Tokyo,22647,2022,1,2,102,84,613,379453,3175,1,241,114,100,158,240,2022-01-02,383241
Tokyo,22648,2022,1,3,103,103,696,379473,3175,1,263,129,123,181,262,2022-01-03,383344
Tokyo,22649,2022,1,4,103,151,816,379504,3175,2,314,169,163,170,312,2022-01-04,383495
Tokyo,22650,2022,1,5,103,360,1206,379504,3175,3,373,235,184,414,370,2022-01-05,383855
Tokyo,22651,2022,1,6,103,671,1827,379524,3175,3,484,357,311,675,481,2022-01-06,384526
Tokyo,22652,2022,1,7,103,922,2648,379625,3175,3,554,533,560,1001,551,2022-01-07,385448
Tokyo,22653,2022,1,8,103,1224,3814,379683,3175,4,659,835,849,1471,655,2022-01-08,386672
Tokyo,22654,2022,1,9,103,1223,4961,379759,3175,4,724,1174,1148,1915,720,2022-01-09,387895
Tokyo,22655,2022,1,10,104,871,5646,379945,3175,4,768,1524,1661,1693,764,2022-01-10,388766
Tokyo,22656,2022,1,11,104,962,6379,380174,3175,4,862,1818,2416,1283,858,2022-01-11,389728
Tokyo,22657,2022,1,12,104,2198,8376,380375,3175,4,954,2110,2779,2533,950,2022-01-12,391926
Tokyo,22658,2022,1,13,104,3124,10867,381007,3176,4,1056,2321,3874,3616,1052,2022-01-13,395050
Tokyo,22659,2022,1,14,104,4051,14233,381691,3177,3,1156,2467,5453,5157,1153,2022-01-14,399101
Tokyo,22660,2022,1,15,104,4561,17969,382515,3178,4,1249,2572,6550,7598,1245,2022-01-15,403662
Tokyo,22661,2022,1,16,104,4172,21107,383549,3178,5,1343,2439,8242,9083,1338,2022-01-16,407834
