prefecture,date,positive,death,mobility,gdp,population,gop
Aichi,21937,1,0,,100.0000048654191,7537000,102.14
Aichi,21944,1,0,,99.60035111029408,7537000,101.7054
Aichi,21951,0,0,,98.60121672248162,7537000,100.6189
Aichi,21958,3,0,-7,98.60121672248162,7537000,100.6189
Aichi,21965,12,0,-.75,98.60121672248162,7537000,100.6189
Aichi,21972,15,0,-3.5,98.05975409099567,7537000,99.80399999999999
Aichi,21979,48,1,-7.75,94.81097830207976,7537000,94.91459999999998
Aichi,21986,41,11,-4.5,94.81097830207976,7537000,94.91459999999998
Aichi,21993,22,4,-1.75,94.81097830207976,7537000,94.91459999999998
Aichi,22000,24,3,-4,94.81097830207976,7537000,94.91459999999998
Aichi,22007,61,1,-5.5,86.18521319190229,7537000,89.45581428571427
Aichi,22014,99,4,-8.75,82.73490714783129,7537000,87.27229999999999
Aichi,22021,82,1,-20.75,82.73490714783129,7537000,87.27229999999999
Aichi,22028,68,6,-27.5,82.73490714783129,7537000,87.27229999999999
Aichi,22035,15,3,-24.5,80.30392942357994,7537000,85.17877142857142
Aichi,22042,9,0,-28.25,77.06262579124484,7537000,82.3874
Aichi,22049,8,0,-21.25,77.06262579124484,7537000,82.3874
Aichi,22056,1,0,-17.75,77.06262579124484,7537000,82.3874
Aichi,22063,1,0,-14,77.06262579124484,7537000,82.3874
Aichi,22070,3,0,-11.5,84.55484311611455,7537000,88.43230000000001
Aichi,22077,5,0,-16.5,84.55484311611455,7537000,88.43230000000001
Aichi,22084,7,0,-8,84.55484311611455,7537000,88.43230000000001
Aichi,22091,0,0,-9.75,84.55484311611455,7537000,88.43230000000001
Aichi,22098,2,0,-11.75,87.47890115109465,7537000,90.2443
Aichi,22105,6,0,-16,88.64852436508669,7537000,90.96910000000001
Aichi,22112,109,0,-15,88.64852436508669,7537000,90.96910000000001
Aichi,22119,460,1,-14.75,88.64852436508669,7537000,90.96910000000001
Aichi,22126,1073,0,-12,89.11651237444721,7537000,91.67075714285714
Aichi,22133,1018,2,-13,90.28648239784853,7537000,93.42489999999999
Aichi,22140,607,7,-17,90.28648239784853,7537000,93.42489999999999
Aichi,22147,449,13,-15.75,90.28648239784853,7537000,93.42489999999999
Aichi,22154,307,8,-14.25,90.28648239784853,7537000,93.42489999999999
Aichi,22161,206,9,-14.75,93.14897771976926,7537000,94.91435714285714
Aichi,22168,200,2,-14.5,93.62606027342271,7537000,95.1626
Aichi,22175,206,5,-7,93.62606027342271,7537000,95.1626
Aichi,22182,187,2,-10.25,93.62606027342271,7537000,95.1626
Aichi,22189,147,3,-7.5,95.20723872725232,7537000,96.36797142857142
Aichi,22196,102,5,-11.5,96.39312256762454,7537000,97.27200000000002
Aichi,22203,146,0,-6.5,96.39312256762454,7537000,97.27200000000002
Aichi,22210,184,1,-5.75,96.39312256762454,7537000,97.27200000000002
Aichi,22217,406,4,-6.75,96.28142140707367,7537000,97.15838571428571
Aichi,22224,537,2,-8.25,95.6112144437684,7537000,96.47670000000001
Aichi,22231,834,2,-7.25,95.6112144437684,7537000,96.47670000000001
Aichi,22238,1118,6,-7.75,95.6112144437684,7537000,96.47670000000001
Aichi,22245,1186,10,-9,95.6112144437684,7537000,96.47670000000001
Aichi,22252,1324,16,-9.75,94.58409801050239,7537000,95.9037
Aichi,22259,1382,12,-10.25,94.41291193829137,7537000,95.80820000000001
Aichi,22266,1425,19,-12.75,94.41291193829137,7537000,95.80820000000001
Aichi,22273,1537,32,-12.75,94.41291193829137,7537000,95.80820000000001
Aichi,22280,1426,32,-35.5,94.6667841140148,7537000,94.99854285714285
Aichi,22287,2330,48,-19.5,95.00528034831268,7537000,93.919
Aichi,22294,1854,48,-19,95.00528034831268,7537000,93.919
Aichi,22301,1569,41,-21.75,95.00528034831268,7537000,93.919
Aichi,22308,1186,36,-20,95.00528034831268,7537000,93.919
Aichi,22315,674,50,-21.25,,7537000,93.1477
Aichi,22322,509,28,-18.5,,7537000,93.1477
Aichi,22329,367,28,-19,,7537000,93.1477
Aichi,22336,291,12,-14.5,,7537000,93.1477
Aichi,22343,301,23,-15.5,,7537000,93.89009999999999
Aichi,22350,288,15,-12,,7537000,93.89009999999999
Aichi,22357,267,14,-10.25,,7537000,93.89009999999999
Aichi,22364,455,5,-5.75,,7537000,93.89009999999999
Aichi,22371,655,15,-2.75,,7537000,94.35832857142859
Aichi,22378,987,14,-8.5,,7537000,94.70950000000002
Akita,21937,0,0,,100.0000004961705,981000,104.3313
Akita,21944,0,0,,99.98012357060747,981000,103.9331
Akita,21951,0,0,,99.93043125669988,981000,102.9376
Akita,21958,0,0,4.875,99.93043125669988,981000,102.9376
Akita,21965,0,0,.5,99.93043125669988,981000,102.9376
Akita,21972,0,0,1.75,99.25018475662148,981000,102.3058285714286
Akita,21979,2,0,-7.25,95.16870575615108,981000,98.51519999999998
Akita,21986,0,0,-2.25,95.16870575615108,981000,98.51519999999998
Akita,21993,0,0,-4,95.16870575615108,981000,98.51519999999998
Akita,22000,2,0,2.25,95.16870575615108,981000,98.51519999999998
Akita,22007,7,0,-3.5,90.03139563247109,981000,94.60542857142858
Akita,22014,4,0,-6.25,87.9764715829991,981000,93.04152000000001
Akita,22021,1,0,-5.75,87.9764715829991,981000,93.04152000000001
Akita,22028,0,0,-14.5,87.9764715829991,981000,93.04152000000001
Akita,22035,0,0,-10,86.65709445638471,981000,92.01103285714285
