prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,入院中,宿泊療養,自宅療養,調整中,軽症中等症
Aichi,21937,1,0,,100.0000055994931,7537000,102.0308,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21944,1,0,,99.82499342086763,7537000,101.7176285714286,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21951,0,0,,99.38746297430409,7537000,100.9347,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21958,3,0,-7,99.38746297430409,7537000,100.9347,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21965,12,0,-.75,99.38746297430409,7537000,100.9347,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21972,15,0,-3.5,98.9149779711811,7537000,100.0216714285714,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21979,48,1,-7.75,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21986,41,11,-4.5,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aichi,21993,22,4,-1.75,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,111,8,16,0,,,,,
Aichi,22000,24,3,-4,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,106,42,19,0,,,,,
Aichi,22007,61,1,-5.5,87.08865916193459,7537000,89.51735714285714,,,,,,,,,,,,,,0,,,,,159,48,20,0,,,,,
Aichi,22014,99,4,-8.75,83.49209564573111,7537000,87.50689999999999,,,,,,,,,,,,,,0,,,,,234,63,22,0,,,,,
Aichi,22021,82,1,-20.75,83.49209564573111,7537000,87.50689999999999,,,,,,,,,,,,,,0,,,,,310,66,25,0,,,,,
Aichi,22028,68,6,-27.5,83.49209564573111,7537000,87.50689999999999,,,,,,,,,,,,,,0,,,,,380,66,30,0,,,,,
Aichi,22035,15,3,-24.5,81.15415844369984,7537000,85.03331428571428,,,,,,,,,,,,,,0,,,,,383,75,34,0,,,,,
Aichi,22042,9,0,-28.25,78.03690884099144,7537000,81.73520000000001,,,,,,,,,,,,,,0,,,,,107,350,34,0,,,,,
Aichi,22049,8,0,-21.25,78.03690884099144,7537000,81.73520000000001,,,,,,,,,,,,,,2,4,28,,,63,404,34,2,,,,,
Aichi,22056,1,0,-17.75,78.03690884099144,7537000,81.73520000000001,,,,,,,,,,,,,,0,0,28,,,26,442,34,0,,,,,
Aichi,22063,1,0,-14,78.03690884099144,7537000,81.73520000000001,,,,,,,,,,,,,,0,0,28,,,13,456,34,0,,,,,
Aichi,22070,3,0,-11.5,85.71259494503077,7537000,86.40959999999998,,,,,,,,,,,,,,0,0,28,,,8,463,34,0,,,,,
Aichi,22077,5,0,-16.5,85.71259494503077,7537000,86.40959999999998,,,,,,,,,,,,,,0,0,28,,,10,467,34,0,,,,,
Aichi,22084,7,0,-8,85.71259494503077,7537000,86.40959999999998,,,,,,,,,,,,,,0,0,28,,,13,470,34,0,,,,,
Aichi,22091,0,0,-9.75,85.71259494503077,7537000,86.40959999999998,,,,,,,,,,,,,,0,0,28,,,6,477,34,0,,,,,
Aichi,22098,2,0,-11.75,88.46544648416058,7537000,89.67952857142856,,,,,,,,,,,,,,0,0,28,,,5,480,34,0,,,,,
Aichi,22105,6,0,-16,89.56658709981251,7537000,90.98749999999998,,,,,,,,,,,,,,0,0,28,,,8,483,34,0,,,,,
Aichi,22112,109,0,-15,89.56658709981251,7537000,90.98749999999998,,,,,,,,,,,,,,0,0,28,,,90,489,34,0,,,,,
Aichi,22119,460,1,-14.75,89.56658709981251,7537000,90.98749999999998,,,,,,,,,,,,,,2,0,28,,,469,506,35,2,,,,,
Aichi,22126,1073,0,-12,90.13752001362931,7537000,91.85184285714286,,,,,,,,,,,,,,4,2,28,,,1190,603,35,4,,,,,
Aichi,22133,1018,2,-13,91.5648522981713,7537000,94.0127,,,,,,,,,,,,,,8,7,60,,,1782,1185,37,8,,,,,
Aichi,22140,607,7,-17,91.5648522981713,7537000,94.0127,,,,,,,,,,,,,,13,14,60,,,1488,2125,43,13,,,,,
Aichi,22147,449,13,-15.75,91.5648522981713,7537000,94.0127,,,,,,,,,,,,,,26,15,70,,,1117,2966,54,26,,,,,
Aichi,22154,307,8,-14.25,91.5648522981713,7537000,94.0127,,,,,,,,,,,,,,18,21,70,,,749,3644,64,18,,,,,
Aichi,22161,206,9,-14.75,94.19106552846395,7537000,95.58187142857142,,,,,,,,,,,,,,18,16,70,,,565,4033,73,18,,,,,
Aichi,22168,200,2,-14.5,94.62876773351273,7537000,95.84339999999999,,,,,,,,,,,,,,15,17,70,,,387,4402,75,15,,,,,
Aichi,22175,206,5,-7,94.62876773351273,7537000,95.84339999999999,,,,,,,,,,,,,,15,19,70,,,393,4598,79,15,,,,,
Aichi,22182,187,2,-10.25,94.62876773351273,7537000,95.84339999999999,,,,,,,,,,,,,,14,14,70,,,343,4815,83,14,,,,,
Aichi,22189,147,3,-7.5,96.09482740037159,7537000,97.53025714285714,,,,,,,,,,,,,,13,17,70,,,309,5024,86,13,,,,,
Aichi,22196,102,5,-11.5,97.19437215051572,7537000,98.79539999999999,,,,,,,,,,,,,,10,12,70,,,256,5179,90,10,,,,,
Aichi,22203,146,0,-6.5,97.19437215051572,7537000,98.79539999999999,,,,,,,,,,,,,,9,10,70,,,232,5341,91,9,,,,,
Aichi,22210,184,1,-5.75,97.19437215051572,7537000,98.79539999999999,,,,,,,,,,,,,,10,10,70,,,262,5499,92,10,,,,,
Aichi,22217,406,4,-6.75,97.04477746758209,7537000,98.73045714285713,,,,,,,,,,,,,,9,10,70,,,494,5637,96,9,,,,,
Aichi,22224,537,2,-8.25,96.14720936998026,7537000,98.34080000000002,,,,,,,,,,,,,,15,11,70,,,711,5923,97,15,,,,,
Aichi,22231,834,2,-7.25,96.14720936998026,7537000,98.34080000000002,,,,,,,,,,,,,,15,15,70,,,1056,6443,100,15,,,,,
Aichi,22238,1118,6,-7.75,96.14720936998026,7537000,98.34080000000002,,,,,,,,,,,,,,18,15,70,,,1505,7065,105,18,,,,,
Aichi,22245,1186,10,-9,96.14720936998026,7537000,98.34080000000002,,,,,,,,,,,,,,26,16,70,,,1751,7983,115,26,,,,,
Aichi,22252,1324,16,-9.75,95.73327487774604,7537000,96.63791428571429,,,,,,,,,,,,,,28,30,70,,,1865,9163,129,28,,,,,
Aichi,22259,1382,12,-10.25,95.664285795707,7537000,96.3541,,,,,,,,,,,,,,27,28,70,,,2131,10251,143,27,,,,,
Aichi,22266,1425,19,-12.75,95.664285795707,7537000,96.3541,,,,,,,,,,,,,,36,35,70,,,2228,11581,158,36,,,,,
Aichi,22273,1537,32,-12.75,95.664285795707,7537000,96.3541,,,,,,,,,,,,,,40,39,103,,,2321,12933,194,40,,,,,
Aichi,22280,1426,32,-35.5,95.49829793355572,7537000,95.95428571428572,,,,,,,,,,,,,,40,39,103,,,2555,14129,221,40,,,,,
Aichi,22287,2330,48,-19.5,95.27698078402067,7537000,95.4212,,,,,,,,,,,,,,49,38,103,,,3177,15634,266,49,,,,,
Aichi,22294,1854,48,-19,95.27698078402067,7537000,95.4212,,,,,,,,,,,,,,57,51,103,,,3590,17144,317,57,,,,,
Aichi,22301,1569,41,-21.75,95.27698078402067,7537000,95.4212,,,,,,,,,,,,,,63,54,125,,,3227,19088,358,63,,,,,
Aichi,22308,1186,36,-20,95.27698078402067,7537000,95.4212,,,,,,,,,,,,,,58,67,125,,,2491,21014,396,58,,,,,
Aichi,22315,674,50,-21.25,94.26633348997653,7537000,95.3823,,,,,,,,,,,,,,48,60,125,,,1790,22390,443,48,,,,,
Aichi,22322,508,28,-18.5,94.26633348997653,7537000,95.3823,,,,,,,,,,,,,,36,45,126,,,1259,23394,475,36,,,,,
Aichi,22329,367,28,-19,94.26633348997653,7537000,95.3823,,,,,,,,,,,,,,29,35,126,,,927,24108,502,29,,,,,
Aichi,22336,291,12,-14.5,94.26633348997653,7537000,95.3823,,,,,,,,,,,,,,31,31,126,,,657,24655,518,31,,,,,
Aichi,22343,301,23,-15.5,96.86569848411752,7537000,96.21339999999999,,,,,,,,,,,,,,29,33,126,,,566,25027,540,29,,,,,
Aichi,22350,288,15,-12,96.86569848411752,7537000,96.21339999999999,,,,,,,,,,,,,,18,26,126,,,534,25334,556,18,,,,,
Aichi,22357,267,14,-10.25,96.86569848411752,7537000,96.21339999999999,,,,,,,,,,,,,,10,16,126,,,486,25625,570,10,,,,,
Aichi,22364,455,5,-5.75,96.86569848411752,7537000,96.21339999999999,,,,,,,,,,,,,,9,11,126,,,589,25919,575,9,,,,,
Aichi,22371,655,15,-2.75,97.23295613703091,7537000,96.97488571428572,,,,,,,,,,,,,,10,9,126,,,887,26232,588,10,,,,,
Aichi,22378,987,14,-9.25,97.50839937671596,7537000,97.54600000000002,,,,,,,,,,,,,,7,6,126,,,1388,26691,602,7,,,,,
Aichi,22385,1385,8,-12.25,97.50839937671596,7537000,97.54600000000002,1190,1190,0,,,,,,,.089011893,.089011893,,,11,7,126,,,2014,27361,612,11,,,,,
Aichi,22392,1768,7,-8.75,97.50839937671596,7537000,97.54600000000002,2171,2171,0,137063,99994,37069,.051854204,.056669749,.04218455,.029003901,.029003901,,,20,15,126,,,2773,28340,619,20,,,,,
Aichi,22399,2229,14,-14.5,95.90954018598154,7537000,96.63254285714287,6405,6405,0,201384,155262,46122,.055586103,.060180888,.044220604,.0299404,.0299404,,,37,29,126,,,3251,29951,631,37,,,,,
Aichi,22406,2525,20,-14.25,91.91239220914552,7537000,94.34889999999999,12536,11570,966,232493,178287,54206,.056772381,.060516994,.047172036,.036746621,.034868196,.10358138,,44,34,126,,,3983,31602,648,44,,,,,
Aichi,22413,4022,19,-14.75,91.91239220914552,7537000,94.34889999999999,57405,55296,2109,297030,205364,91666,.057887528,.059225585,.055098701,.05850197,.06054892,.031012882,,71,54,126,,,5568,33963,669,71,,,,,
Aichi,22420,3805,44,-20.75,91.91239220914552,7537000,94.34889999999999,118896,113463,5433,370613,226345,144268,.057563022,.057079833,.058337808,.050813753,.052377854,.031296264,,92,70,146,,,6486,36897,710,92,,,,,
Aichi,22427,2568,69,-12.5,91.91239220914552,7537000,94.34889999999999,288226,276537,11689,416914,245761,171153,.056639135,.055163052,.058902338,.057845253,.05932501,.036378291,,103,90,146,,,5369,40640,777,103,,,,,
Aichi,22434,1678,58,-12.25,95.9580656241495,7537000,96.27215714285714,554063,499976,54087,458287,263732,194555,.055518445,.054396227,.057115741,.061562557,.061726414,.060088053,,84,95,146,,,4007,43749,839,84,,,,,
Aichi,22441,1059,47,-12.25,96.63234452665016,7537000,96.59270000000001,926402,814340,112062,493430,278391,215039,.054176062,.053466566,.055123039,.063550472,.065811828,.050852694,,74,92,146,,,2842,45986,888,74,,,,,
Aichi,22448,631,43,-14,96.63234452665016,7537000,96.59270000000001,1361296,1098614,262682,529985,295653,234332,.054012652,.053831864,.054242488,.062502712,.064832747,.054335605,,50,74,146,,,1741,47691,929,50,,,,,
Aichi,22455,459,22,-11.5,96.63234452665016,7537000,96.59270000000001,1802963,1308325,494638,554631,306798,247833,.053052321,.053227473,.052837089,.060657755,.061103601,.059509262,,30,43,146,,,1096,48810,955,30,,,,,
Aichi,22462,323,16,-14.5,96.63234452665013,7537000,96.59161428571429,2256832,1471592,785240,577950,317543,260407,.052711736,.053119775,.05222258,.059143476,.057385642,.062745459,,17,26,146,,,634,49556,971,17,,,,,
Aichi,22469,401,12,-15.25,,7537000,96.59080000000002,2765538,1700545,1064993,594218,325107,269111,.051908057,.052540023,.051164579,.056659501,.054133002,.061222047,,15,12,146,,,622,49955,982,15,,,,,
Aichi,22476,492,13,-10.75,,7537000,96.59080000000002,3262135,1961214,1300921,646720,360988,285732,.054582726,.056684822,.052139916,.056047764,.054070022,.059318747,,11,13,146,,,721,50303,995,11,,,,,
Aichi,22483,630,7,-11.5,,7537000,96.59080000000002,3616935,2163862,1453073,674618,374666,299952,.055841044,.058024295,.053334396,.055097662,.054377742,.056205783,,10,10,146,,,924,50703,1003,10,,,,,
Aichi,22490,1507,5,-13,,7537000,96.36382857142858,4115554,2428295,1687259,683602,377735,305867,.055604003,.057826933,.05308393,.054810077,.055409364,.053969983,,10,8,146,,,1769,51229,1008,10,,,,,
Aichi,22497,2366,5,-14.5,,7537000,95.00199999999998,4115554,2428295,1687259,683602,377735,305867,.055604003,.057826933,.05308393,.054810077,.055409364,.053969983,,13,10,146,,,2981,52224,1013,13,,,,,
Aichi,22504,3679,5,-25.75,,7537000,95.00199999999998,4706950,2734424,1972526,683602,377735,305867,.055604003,.057826933,.05308393,.055373594,.056214247,.054248977,,27,16,170,,,4831,53811,1016,27,,,,,
Aichi,22511,7980,11,-21.625,,7537000,95.00199999999998,5516960,3115418,2401542,683602,377735,305867,.055604003,.057826933,.05308393,.055237208,.055394042,.055035066,,33,35,170,,,8836,55719,1026,33,,,,,
Akita,21937,0,0,,100.0000006831139,981000,102.0308,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21944,0,0,,99.9160397178014,981000,101.9216,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21951,0,0,,99.70613730452024,981000,101.6486,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21958,0,0,4.875,99.70613730452024,981000,101.6486,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21965,0,0,.5,99.70613730452024,981000,101.6486,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21972,0,0,1.75,99.09339637378119,981000,101.0377385714286,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21979,2,0,-7.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21986,0,0,-2.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,21993,0,0,-4,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,1,0,0,,,,,
Akita,22000,2,0,2.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,2,2,0,0,,,,,
Akita,22007,7,0,-3.5,90.3433425868039,981000,94.00343428571429,,,,,,,,,,,,,,0,,,,,9,2,0,0,,,,,
Akita,22014,4,0,-6.25,88.31389930578668,981000,92.65577999999998,,,,,,,,,,,,,,0,,,,,10,5,0,0,,,,,
Akita,22021,1,0,-5.75,88.31389930578668,981000,92.65577999999998,,,,,,,,,,,,,,0,,,,,11,5,0,0,,,,,
Akita,22028,0,0,-14.5,88.31389930578668,981000,92.65577999999998,,,,,,,,,,,,,,0,,,,,9,7,0,0,,,,,
Akita,22035,0,0,-10,87.12938100854193,981000,91.62969000000001,,,,,,,,,,,,,,0,,,,,3,13,0,0,,,,,
Akita,22042,0,0,-4,85.55002327888225,981000,90.26157000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Akita,22049,0,0,.75,85.55002327888225,981000,90.26157000000001,,,,,,,,,,,,,,0,0,55,,,1,15,0,0,,,,,
Akita,22056,0,0,-2.25,85.55002327888225,981000,90.26157000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22063,0,0,6.75,85.55002327888225,981000,90.26157000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22070,0,0,6.5,92.35895703336691,981000,94.86733000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22077,0,0,11.75,92.35895703336691,981000,94.86733000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22084,0,0,10.5,92.35895703336691,981000,94.86733000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22091,0,0,10.75,92.35895703336691,981000,94.86733000000001,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22098,0,0,6.5,92.63819492523312,981000,94.23566571428572,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22105,0,0,2.5,92.7498900819796,981000,93.98300000000002,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22112,0,0,9.75,92.7498900819796,981000,93.98300000000002,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,
Akita,22119,2,0,18.25,92.7498900819796,981000,93.98300000000002,,,,,,,,,,,,,,0,0,55,,,1,16,0,0,,,,,
Akita,22126,0,0,9.25,93.02768581874231,981000,93.96932,,,,,,,,,,,,,,0,0,27,,,2,16,0,0,,,,,
Akita,22133,17,0,11.25,93.72217516064914,981000,93.93512,,,,,,,,,,,,,,0,0,25,,,19,16,0,0,,,,,
Akita,22140,7,0,21.5,93.72217516064914,981000,93.93512,,,,,,,,,,,,,,0,0,25,,,15,25,0,0,,,,,
Akita,22147,3,0,-5,93.72217516064914,981000,93.93512,,,,,,,,,,,,,,0,0,21,,,11,34,0,0,,,,,
Akita,22154,4,0,-4.6666665,93.72217516064914,981000,93.93512,,,,,,,,,,,,,,0,0,21,,,6,43,0,0,,,,,
Akita,22161,1,0,-5,95.26390186402456,981000,95.8208257142857,,,,,,,,,,,,,,0,0,21,,,3,47,0,0,,,,,
Akita,22168,0,0,14.5,95.52085631458714,981000,96.13511000000001,,,,,,,,,,,,,,0,0,21,,,0,50,0,0,,,,,
Akita,22175,3,0,16,95.52085631458714,981000,96.13511000000001,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,
Akita,22182,0,0,18,95.52085631458714,981000,96.13511000000001,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,
Akita,22189,5,0,17.5,96.21198276425937,981000,96.3995442857143,,,,,,,,,,,,,,0,0,22,,,0,53,0,0,,,,,
Akita,22196,1,0,20,96.73032760151355,981000,96.59786999999999,,,,,,,,,,,,,,0,0,22,,,5,53,0,0,,,,,
Akita,22203,0,0,19.5,96.73032760151355,981000,96.59786999999999,,,,,,,,,,,,,,0,0,22,,,1,58,0,0,,,,,
Akita,22210,2,0,20.25,96.73032760151355,981000,96.59786999999999,,,,,,,,,,,,,,0,0,22,,,2,59,0,0,,,,,
Akita,22217,2,0,24,96.67667387872395,981000,96.70877714285714,,,,,,,,,,,,,,0,0,22,,,3,60,0,0,,,,,
Akita,22224,4,0,10.5,96.35475154198625,981000,97.37422000000001,,,,,,,,,,,,,,1,1,22,,,7,60,0,1,,,,,
Akita,22231,6,0,10.25,96.35475154198625,981000,97.37422000000001,,,,,,,,,,,,,,1,1,22,,,7,65,0,1,,,,,
Akita,22238,1,0,10.75,96.35475154198625,981000,97.37422000000001,,,,,,,,,,,,,,1,1,22,,,6,68,0,1,,,,,
Akita,22245,16,1,2.75,96.35475154198625,981000,97.37422000000001,,,,,,,,,,,,,,0,0,22,,,17,72,1,0,,,,,
Akita,22252,0,0,0,95.9539547937901,981000,97.71148857142857,,,,,,,,,,,,,,0,0,22,,,4,85,1,0,,,,,
Akita,22259,4,0,1.75,95.8871553357574,981000,97.7677,,,,,,,,,,,,,,0,0,24,,,4,89,1,0,,,,,
Akita,22266,1,0,-5.75,95.8871553357574,981000,97.7677,,,,,,,,,,,,,,0,0,24,,,4,90,1,0,,,,,
Akita,22273,30,0,-3,95.8871553357574,981000,97.7677,,,,,,,,,,,,,,0,0,24,,,30,94,1,0,,,,,
Akita,22280,21,0,-26.75,95.89294241284992,981000,97.33307285714285,,,,,,,,,,,,,,0,0,24,,,35,110,1,0,,,,,
Akita,22287,27,0,-19,95.90065851563995,981000,96.75356999999998,,,,,,,,,,,,,,0,0,24,,,37,135,1,0,,,,,
Akita,22294,35,0,-11.25,95.90065851563995,981000,96.75356999999998,,,,,,,,,,,,,,0,0,24,,,48,159,1,0,,,,,
Akita,22301,39,0,-12.5,95.90065851563995,981000,96.75356999999998,,,,,,,,,,,,,,1,0,24,,,66,180,1,1,,,,,
Akita,22308,14,0,-11,95.90065851563995,981000,96.75356999999998,,,,,,,,,,,,,,0,1,24,,,48,212,1,0,,,,,
Akita,22315,8,3,-14.5,95.6467756690284,981000,97.697,,,,,,,,,,,,,,0,0,24,,,35,230,4,0,,,,,
Akita,22322,0,1,-9.5,95.6467756690284,981000,97.697,,,,,,,,,,,,,,0,0,24,,,26,238,5,0,,,,,
Akita,22329,0,1,-13,95.6467756690284,981000,97.697,,,,,,,,,,,,,,0,0,24,,,8,255,6,0,,,,,
Akita,22336,0,0,-6.75,95.6467756690284,981000,97.697,,,,,,,,,,,,,,0,0,24,,,3,260,6,0,,,,,
Akita,22343,0,0,-5.75,97.27717644400481,981000,97.67933000000001,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,
Akita,22350,0,0,-4.5,97.27717644400481,981000,97.67933000000001,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,
Akita,22357,8,0,-.25,97.27717644400481,981000,97.67933000000001,,,,,,,,,,,,,,0,0,24,,,9,262,6,0,,,,,
Akita,22364,6,0,-.75,97.27717644400481,981000,97.67933000000001,,,,,,,,,,,,,,0,0,24,,,9,268,6,0,,,,,
Akita,22371,18,0,1.5,97.52448753208591,981000,97.72118714285715,,,,,,,,,,,,,,0,0,24,,,23,272,6,0,,,,,
Akita,22378,30,0,3.25,97.70997084814675,981000,97.75257999999998,,,,,,,,,,,,,,2,2,24,,,45,280,6,2,,,,,
Akita,22385,36,3,7.25,97.70997084814675,981000,97.75257999999998,407,407,0,,,,,,,.030443564,.030443564,,,0,0,24,,,53,305,9,0,,,,,
Akita,22392,47,0,16.25,97.70997084814675,981000,97.75257999999998,1889,1889,0,26504,18213,8291,.010027096,.010321881,.0094351647,.025236467,.025236467,,,0,0,24,,,69,336,9,0,,,,,
Akita,22399,78,0,8.5,96.93194135161049,981000,97.44042857142855,5227,5227,0,34690,23819,10871,.009575149,.0092324493,.010422839,.024433797,.024433797,,,0,0,24,,,102,381,9,0,,,,,
Akita,22406,104,0,14.25,94.98686761026987,981000,96.66004999999998,7585,7487,98,36793,24963,11830,.0089844689,.0084733367,.010294897,.022233818,.02256337,.010508256,,0,0,24,,,133,454,9,0,,,,,
Akita,22413,92,0,7.75,94.98686761026987,981000,96.66004999999998,19622,18229,1393,45381,27721,17660,.0088442042,.0079945484,.010615093,.019996963,.01996069,.02048409,,0,0,24,,,158,521,9,0,,,,,
Akita,22420,53,3,6.25,94.98686761026987,981000,96.66004999999998,39375,35151,4224,55608,31983,23625,.0086369459,.0080654947,.0095532667,.016828081,.016226733,.024331937,,0,0,24,,,100,629,12,0,,,,,
Akita,22427,14,0,7.75,94.98686761026987,981000,96.66004999999998,64102,56878,7224,61725,37115,24610,.0083855437,.0083307633,.0084695369,.012864892,.01220194,.022482401,,1,1,24,,,58,685,12,1,,,,,
Akita,22434,5,4,12.75,97.11694235744645,981000,97.15601857142858,93447,74642,18805,69039,40879,28160,.0083636194,.0084315268,.008266964,.010383,.0092152087,.02089145,,1,1,22,,,30,714,16,1,,,,,
Akita,22441,3,3,15.75,97.47195481530922,981000,97.23868000000002,129826,92614,37212,76218,43880,32338,.0083683422,.008427402,.0082895141,.008905964,.007484708,.01688646,,1,1,22,,,17,727,19,1,,,,,
Akita,22448,6,1,14.5,97.47195481530922,981000,97.23868000000002,187068,127423,59645,81820,45599,36221,.0083385669,.0083025685,.0083843311,.0085890628,.0075196414,.01233753,,1,1,22,,,11,738,20,1,,,,,
Akita,22455,66,0,15,97.47195481530922,981000,97.23868000000002,261219,185619,75600,88972,49178,39794,.0085104713,.0085320659,.0084839351,.0087882886,.0086690914,.0090953391,,1,1,22,,,70,745,20,1,,,,,
Akita,22462,72,0,13,97.47195481530919,981000,97.29200571428571,346071,252413,93658,92381,51758,40623,.0084255785,.0086582704,.0081466231,.0090692798,.0098430011,.0074838451,,1,1,22,,,99,788,20,1,,,,,
Akita,22469,32,0,8.75,,981000,97.33199999999999,451044,322854,128190,98621,54610,44011,.0086150616,.0088254353,.0083675664,.0092408517,.010277326,.0073691132,,2,1,22,,,44,875,20,2,,,,,
Akita,22476,35,0,10.75,,981000,97.33199999999999,535420,346358,189062,104130,56343,47787,.0087885009,.0088473661,.0087200943,.0091992188,.0095489761,.0086207548,,1,1,22,,,50,904,20,1,,,,,
Akita,22483,20,0,20.5,,981000,97.33199999999999,594973,357269,237704,106537,57053,49484,.0088185277,.0088357627,.0087987389,.0090633705,.0089781517,.0091945408,,1,1,22,,,41,933,20,1,,,,,
Akita,22490,27,0,8.5,,981000,97.24872999999999,696055,376097,319958,109968,57783,52185,.0089447675,.0088459197,.009056828,.0092699127,.0085818637,.010234426,,1,1,22,,,41,960,20,1,,,,,
Akita,22497,66,1,11.5,,981000,96.74910999999999,696055,376097,319958,109968,57783,52185,.0089447675,.0088459197,.009056828,.0092699127,.0085818637,.010234426,,2,1,22,,,79,987,21,2,,,,,
Akita,22504,98,0,19,,981000,96.74910999999999,773989,428445,345544,109968,57783,52185,.0089447675,.0088459197,.009056828,.0091053769,.0088079656,.00950325,,3,2,22,,,130,1034,21,3,,,,,
Akita,22511,206,0,12,,981000,96.74910999999999,870285,494408,375877,109968,57783,52185,.0089447675,.0088459197,.009056828,.0087135145,.0087908767,.0086138053,,2,2,22,,,230,1113,21,2,,,,,
Aomori,21937,0,0,,99.99999982845051,1263000,102.0308,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21944,0,0,,99.91486314302851,1263000,101.0465057142857,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21951,0,0,,99.70202142947353,1263000,98.58577000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21958,0,0,-4,99.70202142947353,1263000,98.58577000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21965,0,0,0,99.70202142947353,1263000,98.58577000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21972,0,0,-2,99.20563075688412,1263000,98.3316642857143,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21979,0,0,-7,96.22728672134771,1263000,96.80703000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21986,0,0,-4.5,96.22728672134771,1263000,96.80703000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,21993,0,0,-2,96.22728672134771,1263000,96.80703000000001,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,
Aomori,22000,7,0,-1.25,96.22728672134771,1263000,96.80703000000001,,,,,,,,,,,,,,0,,,,,7,0,0,0,,,,,
Aomori,22007,4,0,-7,91.38976886447708,1263000,94.07138714285715,,,,,,,,,,,,,,0,,,,,11,0,0,0,,,,,
Aomori,22014,11,0,-12.25,89.45476172172881,1263000,92.97713,,,,,,,,,,,,,,0,,,,,19,3,0,0,,,,,
Aomori,22021,0,0,-11.5,89.45476172172881,1263000,92.97713,,,,,,,,,,,,,,0,,,,,16,6,0,0,,,,,
Aomori,22028,0,0,-17.25,89.45476172172881,1263000,92.97713,,,,,,,,,,,,,,0,,,,,8,14,0,0,,,,,
Aomori,22035,4,0,-16,88.39519153160025,1263000,92.09582428571427,,,,,,,,,,,,,,0,,,,,12,14,0,0,,,,,
Aomori,22042,1,0,-12.25,86.98243127809545,1263000,90.92075,,,,,,,,,,,,,,0,,,,,0,17,0,0,,,,,
