prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_cum_third,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,newpositive,I,R,D,severe,hospital,hotel,home,adjust,mild,week
Aichi,21937,1,0,,100.0000055994931,7537000,102.2745,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21944,1,0,,99.82499342086761,7537000,101.9878714285714,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21951,0,0,,99.38746297430407,7537000,101.2713,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21958,3,0,-7,99.38746297430407,7537000,101.2713,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21965,12,0,-.75,99.38746297430407,7537000,101.2713,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21972,15,0,-3.5,98.91497797118109,7537000,100.3515,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21979,48,1,-7.75,96.08006795244327,7537000,94.83270000000002,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21986,41,11,-4.5,96.08006795244327,7537000,94.83270000000002,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Aichi,21993,22,4,-1.75,96.08006795244327,7537000,94.83270000000002,,,,,,,,,,,,,,,0,,,,,111,8,16,0,,,,,,
Aichi,22000,24,3,-4,96.08006795244327,7537000,94.83270000000002,,,,,,,,,,,,,,,0,,,,,106,42,19,0,,,,,,
Aichi,22007,61,1,-5.5,87.08865916193463,7537000,90.73362857142857,,,,,,,,,,,,,,,0,,,,,159,48,20,0,,,,,,
Aichi,22014,99,4,-8.75,83.49209564573118,7537000,89.09399999999998,,,,,,,,,,,,,,,0,,,,,234,63,22,0,,,,,,
Aichi,22021,82,1,-20.75,83.49209564573118,7537000,89.09399999999998,,,,,,,,,,,,,,,0,,,,,310,66,25,0,,,,,,
Aichi,22028,68,6,-27.5,83.49209564573118,7537000,89.09399999999998,,,,,,,,,,,,,,,0,,,,,380,66,30,0,,,,,,
Aichi,22035,15,3,-24.5,81.15415844369987,7537000,86.63931428571428,,,,,,,,,,,,,,,0,,,,,383,75,34,0,,,,,,
Aichi,22042,9,0,-28.25,78.03690884099144,7537000,83.3664,,,,,,,,,,,,,,,0,,,,,107,350,34,0,,,,,,
Aichi,22049,8,0,-21.25,78.03690884099144,7537000,83.3664,,,,,,,,,,,,,,,2,4,28,,,63,404,34,2,,,,,,
Aichi,22056,1,0,-17.75,78.03690884099144,7537000,83.3664,,,,,,,,,,,,,,,0,0,28,,,26,442,34,0,,,,,,
Aichi,22063,1,0,-14,78.03690884099144,7537000,83.3664,,,,,,,,,,,,,,,0,0,28,,,13,456,34,0,,,,,,
Aichi,22070,3,0,-11.5,85.71259494503079,7537000,88.00779999999999,,,,,,,,,,,,,,,0,0,28,,,8,463,34,0,,,,,,
Aichi,22077,5,0,-16.5,85.71259494503079,7537000,88.00779999999999,,,,,,,,,,,,,,,0,0,28,,,10,467,34,0,,,,,,
Aichi,22084,7,0,-8,85.71259494503079,7537000,88.00779999999999,,,,,,,,,,,,,,,0,0,28,,,13,470,34,0,,,,,,
Aichi,22091,0,0,-9.75,85.71259494503079,7537000,88.00779999999999,,,,,,,,,,,,,,,0,0,28,,,6,477,34,0,,,,,,
Aichi,22098,2,0,-11.75,88.46544648416061,7537000,90.97337142857143,,,,,,,,,,,,,,,0,0,28,,,5,480,34,0,,,,,,
Aichi,22105,6,0,-16,89.56658709981254,7537000,92.15959999999998,,,,,,,,,,,,,,,0,0,28,,,8,483,34,0,,,,,,
Aichi,22112,109,0,-15,89.56658709981254,7537000,92.15959999999998,,,,,,,,,,,,,,,0,0,28,,,90,489,34,0,,,,,,
Aichi,22119,460,1,-14.75,89.56658709981254,7537000,92.15959999999998,,,,,,,,,,,,,,,2,0,28,,,469,506,35,2,,,,,,
Aichi,22126,1073,0,-12,90.13752001362933,7537000,92.97397142857142,,,,,,,,,,,,,,,4,2,28,,,1190,603,35,4,,,,,,
Aichi,22133,1018,2,-13,91.5648522981713,7537000,95.0099,,,,,,,,,,,,,,,8,7,60,,,1782,1185,37,8,,,,,,
Aichi,22140,607,7,-17,91.5648522981713,7537000,95.0099,,,,,,,,,,,,,,,13,14,60,,,1488,2125,43,13,,,,,,
Aichi,22147,449,13,-15.75,91.5648522981713,7537000,95.0099,,,,,,,,,,,,,,,26,15,70,,,1117,2966,54,26,,,,,,
Aichi,22154,307,8,-14.25,91.5648522981713,7537000,95.0099,,,,,,,,,,,,,,,18,21,70,,,749,3644,64,18,,,,,,
Aichi,22161,206,9,-14.75,94.19106552846397,7537000,96.16378571428569,,,,,,,,,,,,,,,18,16,70,,,565,4033,73,18,,,,,,
Aichi,22168,200,2,-14.5,94.62876773351275,7537000,96.35609999999998,,,,,,,,,,,,,,,15,17,70,,,387,4402,75,15,,,,,,
Aichi,22175,206,5,-7,94.62876773351275,7537000,96.35609999999998,,,,,,,,,,,,,,,15,19,70,,,393,4598,79,15,,,,,,
Aichi,22182,187,2,-10.25,94.62876773351275,7537000,96.35609999999998,,,,,,,,,,,,,,,14,14,70,,,343,4815,83,14,,,,,,
Aichi,22189,147,3,-7.5,96.0948274003716,7537000,97.69969999999999,,,,,,,,,,,,,,,13,17,70,,,309,5024,86,13,,,,,,
Aichi,22196,102,5,-11.5,97.19437215051575,7537000,98.70740000000001,,,,,,,,,,,,,,,10,12,70,,,256,5179,90,10,,,,,,
Aichi,22203,146,0,-6.5,97.19437215051575,7537000,98.70740000000001,,,,,,,,,,,,,,,9,10,70,,,232,5341,91,9,,,,,,
Aichi,22210,184,1,-5.75,97.19437215051575,7537000,98.70740000000001,,,,,,,,,,,,,,,10,10,70,,,262,5499,92,10,,,,,,
Aichi,22217,406,4,-6.75,97.04477746758209,7537000,98.59605714285715,,,,,,,,,,,,,,,9,10,70,,,494,5637,96,9,,,,,,
Aichi,22224,537,2,-8.25,96.14720936998025,7537000,97.928,,,,,,,,,,,,,,,15,11,70,,,711,5923,97,15,,,,,,
Aichi,22231,834,2,-7.25,96.14720936998025,7537000,97.928,,,,,,,,,,,,,,,15,15,70,,,1056,6443,100,15,,,,,,
Aichi,22238,1118,6,-7.75,96.14720936998025,7537000,97.928,,,,,,,,,,,,,,,18,15,70,,,1505,7065,105,18,,,,,,
Aichi,22245,1186,10,-9,96.14720936998025,7537000,97.928,,,,,,,,,,,,,,,26,16,70,,,1751,7983,115,26,,,,,,
Aichi,22252,1324,16,-9.75,95.73327487774607,7537000,96.60954285714286,,,,,,,,,,,,,,,28,30,70,,,1865,9163,129,28,,,,,,
Aichi,22259,1382,12,-10.25,95.66428579570704,7537000,96.38980000000001,,,,,,,,,,,,,,,27,28,70,,,2131,10251,143,27,,,,,,
Aichi,22266,1425,19,-12.75,95.66428579570704,7537000,96.38980000000001,,,,,,,,,,,,,,,36,35,70,,,2228,11581,158,36,,,,,,
Aichi,22273,1537,32,-12.75,95.66428579570704,7537000,96.38980000000001,,,,,,,,,,,,,,,40,39,103,,,2321,12933,194,40,,,,,,
Aichi,22280,1426,32,-35.5,95.49829793355573,7537000,95.7676,,,,,,,,,,,,,,,40,39,103,,,2555,14129,221,40,,,,,,
Aichi,22287,2330,48,-19.5,95.27698078402069,7537000,94.938,,,,,,,,,,,,,,,49,38,103,,,3177,15634,266,49,,,,,,
Aichi,22294,1854,48,-19,95.27698078402069,7537000,94.938,,,,,,,,,,,,,,,57,51,103,,,3590,17144,317,57,,,,,,
Aichi,22301,1569,41,-21.75,95.27698078402069,7537000,94.938,,,,,,,,,,,,,,,63,54,125,,,3227,19088,358,63,,,,,,
Aichi,22308,1186,36,-20,95.27698078402069,7537000,94.938,,,,,,,,,,,,,,,58,67,125,,,2491,21014,396,58,,,,,,
Aichi,22315,674,50,-21.25,94.26633348997656,7537000,94.69899999999998,,,,,,,,,,,,,,,48,60,125,,,1790,22390,443,48,,,,,,
Aichi,22322,508,28,-18.5,94.26633348997656,7537000,94.69899999999998,,,,,,,,,,,,,,,36,45,126,,,1259,23394,475,36,,,,,,
Aichi,22329,367,28,-19,94.26633348997656,7537000,94.69899999999998,,,,,,,,,,,,,,,29,35,126,,,927,24108,502,29,,,,,,
Aichi,22336,291,12,-14.5,94.26633348997656,7537000,94.69899999999998,,,,,,,,,,,,,,,31,31,126,,,657,24655,518,31,,,,,,
Aichi,22343,301,23,-15.5,96.86569848411752,7537000,96.53579999999999,,,,,,,,,,,,,,,29,33,126,,,566,25027,540,29,,,,,,
Aichi,22350,288,15,-12,96.86569848411752,7537000,96.53579999999999,,,,,,,,,,,,,,,18,26,126,,,534,25334,556,18,,,,,,
Aichi,22357,267,14,-10.25,96.86569848411752,7537000,96.53579999999999,,,,,,,,,,,,,,,10,16,126,,,486,25625,570,10,,,,,,
Aichi,22364,455,5,-5.75,96.86569848411752,7537000,96.53579999999999,,,,,,,,,,,,,,,9,11,126,,,589,25919,575,9,,,,,,
Aichi,22371,655,15,-2.75,97.25576729107915,7537000,97.75882857142858,,,,,,,,,,,,,,,10,9,126,,,887,26232,588,10,,,,,,
Aichi,22378,987,14,-9.25,97.54831889630042,7537000,98.67610000000001,,,,,,,,,,,,,,,7,6,126,,,1388,26691,602,7,,,,,,
Aichi,22385,1385,8,-12.25,97.54831889630042,7537000,98.67610000000001,1190,1190,0,,,,,,,,.089011893,.089011893,,,11,7,126,,,2014,27361,612,11,,,,,,
Aichi,22392,1768,7,-8.75,97.54831889630042,7537000,98.67610000000001,2171,2171,0,137063,99994,37069,,.051854204,.056669749,.04218455,.029003901,.029003901,,,20,15,126,,,2773,28340,619,20,,,,,,
Aichi,22399,2229,14,-14.5,95.94413265827772,7537000,97.47190000000001,6405,6405,0,201384,155262,46122,,.055586103,.060180888,.044220604,.0299404,.0299404,,,37,29,126,,,3251,29951,631,37,,,,,,
Aichi,22406,2525,20,-14.25,91.93366706322105,7537000,94.46140000000001,12536,11570,966,232493,178287,54206,,.056772381,.060516994,.047172036,.036746621,.034868196,.10358138,,44,34,126,,,3983,31602,648,44,,,,,,
Aichi,22413,4022,19,-14.75,91.93366706322105,7537000,94.46140000000001,57405,55296,2109,297030,205364,91666,,.057887528,.059225585,.055098701,.05850197,.06054892,.031012882,,71,54,126,,,5568,33963,669,71,,,,,,
Aichi,22420,3805,44,-20.75,91.93366706322105,7537000,94.46140000000001,118896,113463,5433,370613,226345,144268,,.057563022,.057079833,.058337808,.050813753,.052377854,.031296264,,92,70,146,,,6486,36897,710,92,,,,,,
Aichi,22427,2568,69,-12.5,91.93366706322105,7537000,94.46140000000001,288226,276537,11689,416914,245761,171153,,.056639135,.055163052,.058902338,.057845253,.05932501,.036378291,,103,90,146,,,5369,40640,777,103,,,,,,
Aichi,22434,1678,58,-12.25,95.89855015688057,7537000,97.37645714285715,554063,499976,54087,458287,263732,194555,,.055518445,.054396227,.057115741,.061562557,.061726414,.060088053,,84,95,146,,,4007,43749,839,84,,,,,,
Aichi,22441,1059,47,-12.25,96.55936400582382,7537000,97.8623,926402,814340,112062,493430,278391,215039,,.054176062,.053466566,.055123039,.063550472,.065811828,.050852694,,74,92,146,,,2842,45986,888,74,,,,,,
Aichi,22448,631,43,-14,96.55936400582382,7537000,97.8623,1361296,1098614,262682,529985,295653,234332,,.054012652,.053831864,.054242488,.062502712,.064832747,.054335605,,50,74,146,,,1741,47691,929,50,,,,,,
Aichi,22455,459,22,-11.5,96.55936400582382,7537000,97.8623,1802963,1308325,494638,554631,306798,247833,,.053052321,.053227473,.052837089,.060657755,.061103601,.059509262,,30,43,146,,,1096,48810,955,30,,,,,,
Aichi,22462,323,16,-14.5,95.84491652981457,7537000,98.52772857142857,2256832,1471592,785240,577950,317543,260407,,.052711736,.053119775,.05222258,.059143476,.057385642,.062745459,,17,26,146,,,634,49556,971,17,,,,,,
Aichi,22469,401,12,-15.25,95.30908092280764,7537000,99.02679999999999,2765538,1700545,1064993,594218,325107,269111,,.051908057,.052540023,.051164579,.056659501,.054133002,.061222047,,15,12,146,,,622,49955,982,15,,,,,,
Aichi,22476,492,13,-10.75,95.30908092280764,7537000,99.02679999999999,3262135,1961214,1300921,646720,360988,285732,,.054582726,.056684822,.052139916,.056047764,.054070022,.059318747,,11,13,146,,,721,50303,995,11,,,,,,
Aichi,22483,630,7,-11.5,95.30908092280764,7537000,99.02679999999999,3616935,2163862,1453073,674618,374666,299952,,.055841044,.058024295,.053334396,.055097662,.054377742,.056205783,,10,10,146,,,924,50703,1003,10,,,,,,
Aichi,22490,1507,5,-13,94.72779371076511,7537000,98.32455714285713,4115554,2428295,1687259,683602,377735,305867,,.055604003,.057826933,.05308393,.054810077,.055409364,.053969983,,10,8,146,,,1769,51229,1008,10,,,,,,
Aichi,22497,2366,5,-14.5,91.24007043850989,7537000,94.11109999999998,4115554,2428295,1687259,683602,377735,305867,,.055604003,.057826933,.05308393,.054810077,.055409364,.053969983,,13,10,146,,,2981,52224,1013,13,,,,,,
Aichi,22504,3679,5,-25.75,91.24007043850989,7537000,94.11109999999998,4706950,2734424,1972526,683602,377735,305867,,.055604003,.057826933,.05308393,.055373594,.056214247,.054248977,,27,16,170,,,4831,53811,1016,27,,,,,,
Aichi,22511,7980,11,-20.25,91.24007043850989,7537000,94.11109999999998,5516960,3115418,2401542,683602,377735,305867,,.055604003,.057826933,.05308393,.055237208,.055394042,.055035066,,36,35,170,,,9884,56107,1029,36,,,,,,
Aichi,22518,12252,6,-16.75,91.24007043850989,7537000,94.11109999999998,6096373,3403893,2692480,683602,377735,305867,,.055604003,.057826933,.05308393,.055813223,.055827085,.055795711,,49,40,170,,,17765,60260,1035,49,,,,,,
Aichi,22525,11583,18,-18.5,88.7047939311682,7537000,92.21252857142856,6598789,3711118,2887671,683602,377735,305867,,.055604003,.057826933,.05308393,.055922706,.056471534,.055232842,,79,62,170,,,21811,67756,1053,79,,,,,,
Aichi,22532,7720,22,-18,87.69068332823153,7537000,91.45310000000002,7187013,4047505,3139508,683602,377735,305867,,.055604003,.057826933,.05308393,.056443933,.05717364,.05553022,,92,97,170,,,18360,79405,1073,92,,,,,,
Aichi,22539,3626,29,-14.5,87.69068332823153,7537000,91.45310000000002,7833398,4398299,3435099,683602,377735,305867,,.055604003,.057826933,.05308393,.057212178,.058191858,.056004934,,68,80,183,,,10139,91785,1101,68,,,,,,
Aichi,22546,1512,23,-15.75,87.69068332823153,7537000,91.45310000000002,8279573,4587235,3692338,683602,377735,305867,,.055604003,.057826933,.05308393,.057584219,.058351103,.056659091,,51,64,183,,,4452,99065,1126,51,,,,,,
Aichi,22553,747,11,-11.75,89.2318408275361,7537000,92.16688571428573,8827855,4801552,4026303,683602,377735,305867,,.055604003,.057826933,.05308393,.058009896,.058431268,.057515275,,28,44,183,,,1377,102958,1137,28,,,,,,
Aichi,22560,345,8,-9.5,91.28671749327556,7537000,93.1186,,,,,,,,,,,,,,,15,23,183,,,661,104037,1146,15,,,,,,
Aichi,22567,220,7,-9.25,91.28671749327556,7537000,93.1186,9694020,5135415,4558605,683602,377735,305867,,.055604003,.057826933,.05308393,.058484916,.0585564,.058404602,,6,12,183,,,398,104509,1152,6,,,,,,
Aichi,22574,149,2,-7.75,91.28671749327556,7537000,93.1186,10018824,5237015,4781809,683602,377735,305867,,.055604003,.057826933,.05308393,.058581166,.058553148,.058611885,,5,5,173,,,270,104788,1155,5,,,,,,
Aichi,22581,137,1,-5.25,91.28671749327556,7537000,93.1186,,,,,,,,,,,,,,,6,5,173,,,174,105016,1156,6,,,,,,
Aichi,22588,80,0,-5.25,95.92629425820346,7537000,94.38509999999998,10388782.5,5312635,5076147.5,683602,377735,305867,,.055604003,.057826933,.05308393,.058662549,.058307074,.059039146,,4,4,173,,,109,105152,1156,4,,,,,,
Aichi,22595,64,1,-5.75,95.92629425820346,7537000,94.38509999999998,,,,,,,,,,,,,,,3,4,173,,,92,105234,1157,3,,,,,,
Aichi,22602,42,2,-3.5,95.92629425820346,7537000,94.38509999999998,,,,,,,,,,,,,,,2,2,173,,,64,105311,1159,2,,,,,,
Aichi,22609,45,2,-6.25,95.92629425820346,7537000,94.38509999999998,,,,,,,,,,,,,,,0,2,173,,,59,105352,1161,0,,,,,,
Aichi,22616,43,0,-5.5,95.92629425820344,7537000,94.41588571428572,,,,,,,,,,,,,,,0,0,172,,,50,105401,1161,0,,,,,,
Aichi,22623,51,0,-5,,7537000,94.42819999999999,10780182,5414271,5365911,683602,377735,305867,,.055604003,.057826933,.05308393,.058221895,.058151096,.05829351,,0,0,172,,,52,105445,1161,0,,,,,,
Aichi,22630,33,0,-6.75,,7537000,94.42819999999999,10817147,5430604,5386543,683602,377735,305867,,.055604003,.057826933,.05308393,.058289267,.058240984,.058338031,,0,0,172,,,49,105486,1161,0,,,,,,
Aichi,22637,34,0,-5,,7537000,94.42819999999999,,,,,,,,,,,,,,,0,0,172,,,32,105530,1161,0,,,,,,
Aichi,22644,99,0,-23.5,,7537000,94.00097142857145,,,,,,,,,,,,,,,0,,,,,95,105548,1161,0,,,,,,
Aichi,22651,1239,0,-11.75,,7537000,92.9329,10832253,5435939,5396314,683602,377735,305867,,.055604003,.057826933,.05308393,.05824272,.058203798,.058281973,,1,0,172,,,932,105586,1161,1,,,,,,
Aichi,22658,6171,3,-13.25,,7537000,92.9329,10956241,5497507,5458734,683602,377735,305867,,.055604003,.057826933,.05308393,.058228679,.058205973,.058251563,,1,1,172,,,5765,106026,1164,1,,,,,,
Aichi,22665,18945,6,-13.75,,7537000,92.9329,10966761,5503625,5463136,683602,377735,305867,,.055604003,.057826933,.05308393,.058210593,.058192868,.058228463,,3,2,172,,,18930,109594,1168,3,,,,,,
Aichi,22672,31741,17,-14.5,,7537000,92.9329,,,,,,,,,,,,,,,9,3,172,,,35585,122886,1185,9,,,,,,
Aichi,22679,39095,64,-14,,7537000,93.13072857142856,10991696,5516762,5474934,683602,377735,305867,,.055604003,.057826933,.05308393,.058198065,.058179464,.058216818,,29,20,172,,,43079,147417,1236,29,,,,,,
Akita,21937,0,0,,100.0000006831138,981000,102.2745,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21944,0,0,,99.9160397178014,981000,102.0416714285714,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21951,0,0,,99.7061373045203,981000,101.4596,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21958,0,0,4.875,99.7061373045203,981000,101.4596,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21965,0,0,.5,99.7061373045203,981000,101.4596,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21972,0,0,1.75,99.09339637378125,981000,100.8456628571429,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21979,2,0,-7.25,95.41695078934696,981000,97.16204000000002,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21986,0,0,-2.25,95.41695078934696,981000,97.16204000000002,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,21993,0,0,-4,95.41695078934696,981000,97.16204000000002,,,,,,,,,,,,,,,0,,,,,0,1,0,0,,,,,,
Akita,22000,2,0,2.25,95.41695078934696,981000,97.16204000000002,,,,,,,,,,,,,,,0,,,,,2,2,0,0,,,,,,
Akita,22007,7,0,-3.5,90.34334258680391,981000,94.90117571428573,,,,,,,,,,,,,,,0,,,,,9,2,0,0,,,,,,
Akita,22014,4,0,-6.25,88.31389930578668,981000,93.99683000000002,,,,,,,,,,,,,,,0,,,,,10,5,0,0,,,,,,
Akita,22021,1,0,-5.75,88.31389930578668,981000,93.99683000000002,,,,,,,,,,,,,,,0,,,,,11,5,0,0,,,,,,
Akita,22028,0,0,-14.5,88.31389930578668,981000,93.99683000000002,,,,,,,,,,,,,,,0,,,,,9,7,0,0,,,,,,
Akita,22035,0,0,-10,87.12938100854193,981000,93.06822714285715,,,,,,,,,,,,,,,0,,,,,3,13,0,0,,,,,,
Akita,22042,0,0,-4,85.55002327888226,981000,91.83009000000001,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,,,,
Akita,22049,0,0,.75,85.55002327888226,981000,91.83009000000001,,,,,,,,,,,,,,,0,0,55,,,1,15,0,0,,,,,,
Akita,22056,0,0,-2.25,85.55002327888226,981000,91.83009000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22063,0,0,6.75,85.55002327888226,981000,91.83009000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22070,0,0,6.5,92.35895703336689,981000,95.65061000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22077,0,0,11.75,92.35895703336689,981000,95.65061000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22084,0,0,10.5,92.35895703336689,981000,95.65061000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22091,0,0,10.75,92.35895703336689,981000,95.65061000000001,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22098,0,0,6.5,92.63819492523309,981000,95.02481,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22105,0,0,2.5,92.7498900819796,981000,94.77449,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22112,0,0,9.75,92.7498900819796,981000,94.77449,,,,,,,,,,,,,,,0,0,55,,,0,16,0,0,,,,,,
Akita,22119,2,0,18.25,92.7498900819796,981000,94.77449,,,,,,,,,,,,,,,0,0,55,,,1,16,0,0,,,,,,
Akita,22126,0,0,9.25,93.02768581874231,981000,94.73215285714286,,,,,,,,,,,,,,,0,0,27,,,2,16,0,0,,,,,,
Akita,22133,17,0,11.25,93.72217516064913,981000,94.62631,,,,,,,,,,,,,,,0,0,25,,,19,16,0,0,,,,,,
Akita,22140,7,0,21.5,93.72217516064913,981000,94.62631,,,,,,,,,,,,,,,0,0,25,,,15,25,0,0,,,,,,
Akita,22147,3,0,-5,93.72217516064913,981000,94.62631,,,,,,,,,,,,,,,0,0,21,,,11,34,0,0,,,,,,
Akita,22154,4,0,-4.6666665,93.72217516064913,981000,94.62631,,,,,,,,,,,,,,,0,0,21,,,6,43,0,0,,,,,,
Akita,22161,1,0,-5,95.26390186402456,981000,96.35149,,,,,,,,,,,,,,,0,0,21,,,3,47,0,0,,,,,,
Akita,22168,0,0,14.5,95.52085631458714,981000,96.63901999999999,,,,,,,,,,,,,,,0,0,21,,,0,50,0,0,,,,,,
Akita,22175,3,0,16,95.52085631458714,981000,96.63901999999999,,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,,
Akita,22182,0,0,18,95.52085631458714,981000,96.63901999999999,,,,,,,,,,,,,,,0,0,22,,,2,51,0,0,,,,,,
Akita,22189,5,0,17.5,96.21198276425936,981000,96.37869999999999,,,,,,,,,,,,,,,0,0,22,,,0,53,0,0,,,,,,
Akita,22196,1,0,20,96.73032760151354,981000,96.18345999999998,,,,,,,,,,,,,,,0,0,22,,,5,53,0,0,,,,,,
Akita,22203,0,0,19.5,96.73032760151354,981000,96.18345999999998,,,,,,,,,,,,,,,0,0,22,,,1,58,0,0,,,,,,
Akita,22210,2,0,20.25,96.73032760151354,981000,96.18345999999998,,,,,,,,,,,,,,,0,0,22,,,2,59,0,0,,,,,,
Akita,22217,2,0,24,96.67667387872392,981000,96.27458428571427,,,,,,,,,,,,,,,0,0,22,,,3,60,0,0,,,,,,
Akita,22224,4,0,10.5,96.35475154198625,981000,96.82133,,,,,,,,,,,,,,,1,1,22,,,7,60,0,1,,,,,,
Akita,22231,6,0,10.25,96.35475154198625,981000,96.82133,,,,,,,,,,,,,,,1,1,22,,,7,65,0,1,,,,,,
Akita,22238,1,0,10.75,96.35475154198625,981000,96.82133,,,,,,,,,,,,,,,1,1,22,,,6,68,0,1,,,,,,
Akita,22245,16,1,2.75,96.35475154198625,981000,96.82133,,,,,,,,,,,,,,,0,0,22,,,17,72,1,0,,,,,,
Akita,22252,0,0,0,95.95395479379013,981000,97.01933857142856,,,,,,,,,,,,,,,0,0,22,,,4,85,1,0,,,,,,
Akita,22259,4,0,1.75,95.88715533575746,981000,97.05233999999999,,,,,,,,,,,,,,,0,0,24,,,4,89,1,0,,,,,,
Akita,22266,1,0,-5.75,95.88715533575746,981000,97.05233999999999,,,,,,,,,,,,,,,0,0,24,,,4,90,1,0,,,,,,
Akita,22273,30,0,-3,95.88715533575746,981000,97.05233999999999,,,,,,,,,,,,,,,0,0,24,,,30,94,1,0,,,,,,
Akita,22280,21,0,-26.75,95.89294241284995,981000,96.01903714285716,,,,,,,,,,,,,,,0,0,24,,,35,110,1,0,,,,,,
Akita,22287,27,0,-19,95.90065851563995,981000,94.6413,,,,,,,,,,,,,,,0,0,24,,,37,135,1,0,,,,,,
Akita,22294,35,0,-11.25,95.90065851563995,981000,94.6413,,,,,,,,,,,,,,,0,0,24,,,48,159,1,0,,,,,,
Akita,22301,39,0,-12.5,95.90065851563995,981000,94.6413,,,,,,,,,,,,,,,1,0,24,,,66,180,1,1,,,,,,
Akita,22308,14,0,-11,95.90065851563995,981000,94.6413,,,,,,,,,,,,,,,0,1,24,,,48,212,1,0,,,,,,
Akita,22315,8,3,-14.5,95.64677566902841,981000,96.16286000000001,,,,,,,,,,,,,,,0,0,24,,,35,230,4,0,,,,,,
Akita,22322,0,1,-9.5,95.64677566902841,981000,96.16286000000001,,,,,,,,,,,,,,,0,0,24,,,26,238,5,0,,,,,,
Akita,22329,0,1,-13,95.64677566902841,981000,96.16286000000001,,,,,,,,,,,,,,,0,0,24,,,8,255,6,0,,,,,,
Akita,22336,0,0,-6.75,95.64677566902841,981000,96.16286000000001,,,,,,,,,,,,,,,0,0,24,,,3,260,6,0,,,,,,
Akita,22343,0,0,-5.75,97.27717644400481,981000,97.24154,,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,,
Akita,22350,0,0,-4.5,97.27717644400481,981000,97.24154,,,,,,,,,,,,,,,0,0,24,,,1,262,6,0,,,,,,
Akita,22357,8,0,-.25,97.27717644400481,981000,97.24154,,,,,,,,,,,,,,,0,0,24,,,9,262,6,0,,,,,,
Akita,22364,6,0,-.75,97.27717644400481,981000,97.24154,,,,,,,,,,,,,,,0,0,24,,,9,268,6,0,,,,,,
Akita,22371,18,0,1.5,97.55765309272343,981000,97.26938,,,,,,,,,,,,,,,0,0,24,,,23,272,6,0,,,,,,
Akita,22378,30,0,3.25,97.76801057926239,981000,97.29026,,,,,,,,,,,,,,,2,2,24,,,45,280,6,2,,,,,,
Akita,22385,36,3,7.25,97.76801057926239,981000,97.29026,407,407,0,,,,,,,,.030443564,.030443564,,,0,0,24,,,53,305,9,0,,,,,,
Akita,22392,47,0,16.25,97.76801057926239,981000,97.29026,1889,1889,0,26504,18213,8291,,.010027096,.010321881,.0094351647,.025236467,.025236467,,,0,0,24,,,69,336,9,0,,,,,,
Akita,22399,78,0,8.5,96.9824541746808,981000,96.97859428571428,5227,5227,0,34690,23819,10871,,.009575149,.0092324493,.010422839,.024433797,.024433797,,,0,0,24,,,102,381,9,0,,,,,,
Akita,22406,104,0,14.25,95.01856316322677,981000,96.19943000000001,7585,7487,98,36793,24963,11830,,.0089844689,.0084733367,.010294897,.022233818,.02256337,.010508256,,0,0,24,,,133,454,9,0,,,,,,
