prefecture,Prefecture_JP,year,month,positive,death,population,qe,FujiiKasaigdo,FujiiKasaigdo_raw,Fujiigdo,Fujiigdo_raw,FujiiKasaigdp,Fujiigdp,rdei,rdei_setsubi,rdei_shohi,rdei_koukyou,rdei_jyutaku,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,ITA,IIP,KasaiIIP,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,qe_民間最終消費支出,qe_家計最終消費支出,qe_除く持ち家の帰属家賃,qe_民間住宅,qe_民間企業設備,qe_民間在庫変動,qe_政府最終消費支出,qe_公的固定資本形成,qe_公的在庫変動,qe_純輸出,qe_輸出,qe_輸入,qe_開差,qe_交易利得,qe_GDI,qe_海外からの純受取,qe_海外からの受取,qe_海外への支払,qe_GNI,qe_国内需要,qe_民間需要,qe_公的需要,qe_総固定資本形成,qe_最終需要,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Aomori,青森県,2020,5,1,1,1263000,92.05101615658501,92.610435,88.389061,94.467491,90.144798,83.470963,86.98243127809549,93.307159,.7219746357963465,2.698042424860238,.2436499155889348,.1018208463729392,91.153481,91.161026,87.480873,97.781494,97.773384,87.420029,86.041443,74.97908,-7.75,-.5,-1,2.75,-98,-96.57422510000001,-47.41649037082465,-26.5,-73.33516737330599,-52.88635575387618,-18.27666582161797,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.79999999999,97950.10000000005,1098.3,4640.3,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999997,516907.4000000003,376127.6999999999,140782.7000000001,132222.1000000001,498822.9000000003,-3.5,-8.300000000000001,21.8,8.6,89.59999999999999,252017,26.6,,,35.6,33.3,23.1,27,20.8,16.7,17.9,16.7,30.3,26.1,.0963142192675406,352,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7,-1.9,,-40.3,,,
Aomori,青森県,2020,6,0,0,1263000,92.05101615658502,95.487076,91.134575,98.591278,94.079887,87.517883,93.40851061570901,94.751266,.7140810836204633,2.77557309710718,.2340672458325009,.1000445215535208,97.887711,97.895813,91.722206,99.294853,99.286621,95.100113,89.770966,71.213387,.125,-3,-.5,1.5,-89,-100,-26.64738472014243,-26.5,-57.86535734483285,-30.34180818233763,-32.42361739961657,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-.4,-.7,45.5,14.1,85.09999999999999,273699,32.2,,,41.4,33.3,28.1,27.2,35,22.2,25.9,16.7,33.3,32,-6.204507174496754,519,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.2,58.6,,36.8,,,
Aomori,青森県,2020,7,5,0,1263000,96.93237744116199,96.211815,91.829071,98.055527,93.933395,89.647163,93.85580660807001,94.010979,.7222043067817919,2.731541708214222,.2384888749727307,.1016563061147915,97.974533,97.150558,92.794174,98.136513,98.975975,94.522629,92.421906,79.163177,3.75,-3,-1.5,-1.612903225806452,-63,-100,-20.46205182141098,-21.32258064516129,-52.75336274404371,-2.600692193795058,-44.7387773279001,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,1.5,-5.6,6,11,94.59999999999999,266897,33.5,33.3,,41.1,41.7,32.5,31.7,31,25,26.7,8.300000000000001,36.4,33.1,42.69307948239691,562,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.40000000000001,-48.4,,-1.9,,,
Aomori,青森県,2020,8,3,0,1263000,96.93237744116199,97.667343,93.218292,99.364029,95.18689,90.792313,94.72951886031693,95.644264,.7517266077293607,2.764058984224339,.244230339145914,.0997876878146277,98.886589,98.054939,93.979523,99.841476,100.69552,95.49984,93.073059,80.669456,12,-1,-.5,-2.75,-55,-100,-33.80802796740877,-11.5,-63.46804294162052,-17.63347477246005,-31.51289416303663,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-2,-7.3,3,11.5,96.40000000000001,276360,34.2,66.7,,40.9,25,33.3,31.7,31.5,33.3,24.2,16.7,36.4,33.9,-32.6411888194729,424,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.59999999999999,-22.3,,-15.5,,,
Aomori,青森県,2020,9,1,0,1263000,96.932377441162,98.94471,94.437469,100.25944,96.044655,93.059685,96.27405726052244,95.815247,.7005468745190592,2.82359977440494,.2430521238353727,.0995049035874742,100.49891,99.653702,96.326492,100.01996,100.87553,96.91478,94.896278,84.769875,7.625,-2.5,-.5,-9.185185185185185,7,-97.834912,-8.834308076292588,-14.88888888888889,-57.60106515285791,-13.59215131275862,-1.201186926476775,284840.4000000001,275696.5,226015,18576.5,83232,181.9,114127.2,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000003,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-7.1,-.8,-34.7,-1.4,101.3,269863,33.5,33.3,,44.4,27.8,34.2,29.4,29.6,16.7,25.6,16.7,37.5,33,10.60202564740315,561,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.40000000000001,13.6,,11.1,,,
Aomori,青森県,2020,10,191,3,1263000,98.73796208247464,99.409904,95.501732,100.80495,97.116821,94.193665,97.4238370049725,96.809799,.7294940714711184,2.845070591669999,.2317787565167639,.100496365272842,101.12363,99.621452,96.318413,100.48627,102.0247,97.875618,96.452347,86.276154,9.75,-3,-2,4.806451612903226,42,-97.3007712,-14.11641043380304,-13.38709677419355,-59.18350932218473,16.60936075006349,16.41548122102979,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,3.8,-2.4,37.3,11.9,103.1,283508,34.1,,,45.8,25,32.5,31.7,33.3,23.3,20.5,16.7,38.9,33.5,-11.95821605163698,677,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,50.8,,13,,,
Aomori,青森県,2020,11,68,2,1263000,98.73796208247465,98.482834,94.611107,100.46066,96.785118,92.708153,97.05617031682472,96.514061,.7087018008047772,2.85168597124734,.2313536981207112,.1031635827104424,100.742,99.245491,94.799393,100.17931,101.71303,97.645058,95.789856,82.092049,.125,-4.5,-1,1.75,117,-71.29291449999999,-22.52986159311185,-2.75,-21.43967208545156,-3.547742143508845,8.888389379488176,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000001,-818.2999999999996,114961,30023.19999999999,-96.5,1692.099999999999,97786.89999999995,96094.79999999997,-145.6,4364.300000000002,542156.0999999997,19611.7,28856.19999999999,9244.600000000002,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,2.5,-1.1,28.8,15.4,98.09999999999999,278718,35.4,66.7,,43,38.9,36.7,31.1,35.2,23.3,29.4,16.7,44,34.1,-9.916247545016262,636,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.2,-51.2,,-42.5,,,
Aomori,青森県,2020,12,187,2,1263000,98.73796208247464,98.699814,94.819557,100.06367,96.402657,93.344414,96.51061052020937,96.294701,.7331547532689602,2.793893547078899,.2544087157981283,.1045955774917404,100.17572,98.687622,95.450005,99.951614,101.48185,97.020592,95.413971,85.439331,-9,3.5,0,6.967741935483871,87,-93.495935,-37.78924723840281,-10.19354838709677,-20.29195554087098,-15.05163922435541,-15.43152656960829,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,-.2,-1,12.7,8.300000000000001,102.1,315007,34.3,66.7,,42.2,27.8,36.8,27.8,36.4,5.6,29.2,16.7,40.3,33.5,-38.34753836409557,450,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.90000000000001,-57.8,,-24,,,
Aomori,青森県,2021,1,235,5,1263000,98.20111901210964,97.555618,93.882645,99.151756,95.556458,92.946869,96.29448839846371,94.81842,.7340098460590131,2.737346612800261,.2440225648569443,.1110971633299222,99.917549,98.220093,94.805527,98.385948,100.1162,95.620941,97.742851,87.196655,-19.5,5,.5,4,-52.1042084168336673346693386773547,-100,-46.63706727845505,-11.5,-18.9023427597832,-34.14851717146182,-15.11086699214179,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,.2,-.6,3.3,9.699999999999999,104.2,267760,32.5,50,,43.2,38.9,34.2,27.3,30,8.300000000000001,28.1,16.7,35.6,32.1,249.3750265820452,458,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.40000000000001,15,,-54.8,,,
Aomori,青森県,2021,2,99,7,1263000,98.20111901210963,97.547279,93.874619,99.048988,95.45742,92.442474,95.60807403051588,95.306763,.7248678513228271,2.77059902912104,.2328418291929957,.1178747593638435,99.205315,97.519951,94.291046,98.892662,100.63183,95.310059,96.248909,86.276154,-17.5,6,-1.5,2.75,-67.5109170305676855895196506550218,-97.145488,-33.79872095848593,-9.25,-50.4793887376943,-34.3896010360798,-4.133536489665699,287101.7000000001,277762.7000000001,228024.7000000001,18723.29999999999,84577.7,-195,114245.8999999999,29524.19999999999,-25.29999999999999,1012.6,99945.29999999997,98932.70000000003,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000001,10177.5,555980.5,533923.8000000003,390204.3000000001,143725.7999999999,132872.1000000001,535105,-1.3,-4.4,13.8,-4.5,103.1,252451,33.8,33.3,,42.5,33.3,36.5,29.5,33.3,16.7,25,16.7,39.3,33,-1.45476564199339,505,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.8,-14.9,,-54,,,
Aomori,青森県,2021,3,215,0,1263000,98.20111901210964,99.677917,95.925034,100.37287,96.733299,95.89856,97.51509561178487,95.951508,.697840172956074,2.801581556391781,.2604115638308162,.1123693422510498,101.18408,99.465103,97.816246,99.561668,101.3126,97.337959,97.896004,92.803345,-9,2.077,2.277,1,-23.6542115262824572514249525015833,-97.8693182,-31.24408338741653,-5.5,-4.399702171572075,-24.85904496663478,31.09010749030397,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,2.6,2.8,12.5,-1.8,110.9,309800,35.6,16.7,,44.4,33.3,38.3,29.6,33.3,13.3,34.4,16.7,38.5,35.2,4.633780970254577,754,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,4,545,2,1263000,98.77477365416009,98.19017,94.789551,100.71297,97.040489,93.199287,97.70117387812418,96.379807,.7181341005756159,2.8525078156708,.2076674492261133,.1111776981464786,101.39865,100.00636,95.398254,100.02728,101.43953,97.002548,99.203468,85.02092,-.625,.77,.4825,1.433187,-57.1384520505704594511255010792476,93.045977,-39.06887479561541,-10.13333333333333,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,6.3,8.699999999999999,13.1,2.4,101.6,301043,38.8,50,,45,41.7,43.3,31.7,35,16.7,38.9,25,43.6,38.1,-11.41293906676378,533,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,5,776,8,1263000,98.77477365416009,96.114449,92.785721,98.304207,94.719566,90.846146,94.71382590696734,94.725304,.6872326515225328,2.80963865205192,.2158907729121315,.109956326283604,98.298248,96.948532,92.989594,98.310165,99.698166,94.17775,95.866577,83.682007,-.5,6,8,3.1092175,-66,-98.858075,-55.48456795441579,-2.606635071829683,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999998,103043.8,102651,-45,-1543.199999999999,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000002,143522.7000000001,133706.2000000001,538187.6999999997,4,3.8,-4,6.4,100,281063,38.6,33.3,,45.7,41.7,42.5,31.5,29.6,25,37.2,16.7,45.2,37.5,-3.9,537,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,6,148,1,1263000,98.77477365416009,98.356468,94.950089,100.53481,96.868835,93.125511,96.96301836532864,96.774658,.7413222697649428,2.850479039350959,.2145480715335247,.0990723716656875,100.63256,99.250786,95.322739,100.43707,101.85511,96.155067,98.700401,86.610878,3.625,,,-1.685538148148149,,,-49.6176680911278,-4.685571514193078,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,-.7,-.4,-20.5,4.7,103.5,260285,39.1,33.3,,48,41.7,41.2,32.4,33.3,22.2,39.4,16.7,50,37.4,-12.53618786653851,504,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,7,198,1,1263000,98.07417875942475,97.834129,93.511765,99.968697,95.436783,92.615746,96.46579162688764,94.407776,.7078347995920816,2.787215111343741,.2144482693533493,.1004058627809648,101.04657,99.824493,95.840401,98.890831,100.11648,95.524994,98.488838,86.359833,3.25,,,1,,,-48,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,.8,4.7,10.5,6,103.2,267710,38.4,50,,45.7,41.7,40.7,35.1,31.3,12.5,36.7,16.7,42.3,37.8,-45.11218971729929,494,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,8,1657,1,1263000,98.07417875942475,96.450035,92.18882,98.486496,94.021774,90.865852,94.53175788834336,93.511787,.6939546303390999,2.778902125843819,.2017728406744002,.0991162758595427,99.020699,97.823128,94.029579,97.952293,99.166313,93.895302,95.90036,84.351463,3,,,,,,,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,-1.7,-1.9,-8.300000000000001,4.3,100.8,266638,38.9,50,,46,33.3,40.2,31.5,31.3,22.2,43.1,25,44.4,38.1,5.896473244738232,356,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,9,1337,2,1263000,98.07417875942475,96.410912,92.151428,98.247955,93.794044,91.823517,95.10874014333287,92.479347,.7081965383532336,2.723946189434182,.2026673045431311,.0972709643170225,99.625084,98.420197,95.020592,96.870827,98.071442,95.298317,94.70108,84.351463,-.5,,,,,,,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.8,27648.90000000002,-63.59999999999997,1077.700000000001,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000001,10362.79999999999,548259.9000000003,533212.0999999997,389367.4000000002,143856.1000000001,130456.5,533920.0999999997,-1.5,0,-1.7,7.3,100.8,265306,38.6,25,,45.9,41.7,38.9,32.5,30.8,33.3,38.9,25,41.2,38.2,32.13368819232673,395,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,10,201,3,1263000,99.18205100812418,97.591957,94.333969,99.162704,95.93293,93.937912,97.13584833944154,94.730019,.6851697222057317,2.83547355858424,.2057879684370673,.0964771371009337,100.40612,99.1614,95.896782,97.919289,99.164032,97.423111,96.518135,86.443512,4.5,,,,,,,,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,2.9,1,1.1,6,103.3,281996,40.2,50,,47.4,45.8,42.1,34.3,33.3,33.3,36.7,16.7,44.4,39.6,-16.94759995597104,434,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,11,4,0,1263000,99.18205100812416,98.351784,95.068436,99.40184,96.164284,95.863693,98.05538862180906,94.273178,.7015091895067301,2.80282293678736,.2039967317258675,.096143606011797,101.35661,100.10012,97.862717,97.447067,98.685806,98.026268,98.118011,91.213387,1.125,,,,,,,,,,,293173.2999999999,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.8,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.100000000002,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,-2.8,.7,-12.2,1.4,109,277029,41.6,41.7,,49,53.3,41.3,36.3,28.8,25,41.7,25,42.6,41.5,-7.115468366129107,373,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2021,12,5,0,1263000,99.18205100812418,97.420509,94.168243,99.488251,96.247879,93.395401,97.5546690338025,94.941093,.7123646321835119,2.819695647541762,.2048649072339892,.0945015035828467,100.83904,99.588959,95.342957,98.137474,99.384987,97.795761,97.036232,83.933052,-4.5,,,,,,,,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,-.9,3,-9.800000000000001,4.9,100.3,317206,41.2,50,,44.1,36.7,47.4,40.6,31.7,25,40.3,16.7,40.7,41.2,69.59571502257157,339,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2022,1,4141,3,1263000,,,,,,,,,,,,,,,,,,,,,-14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287801,36.7,50,,40.9,41.7,39.2,31.4,28.8,22.2,38.5,25,38.3,36.6,-62.56959764681164,449,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2022,2,11254,20,1263000,,,,,,,,,,,,,,,,,,,,,-18.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2022,3,6295,15,1263000,,,,,,,,,,,,,,,,,,,,,-15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiba,千葉県,2020,1,1,0,6255000,100.0000022949857,102.13252,100,102.0386,100,100,100.0000005111151,100,2.715891765978423,16.984299202144,.6079387019501967,.6649088093912682,102.0386,101.49138,101.49138,102.0386,102.59175,100,100,100,,-3,-2,9,-2,-64.7483105,-3.277171475490098,8.583333333333334,-8.866149598370727,7.856371665993152,5.954023907709874,295965.7999999999,288033.7000000001,238297.8999999999,19500.2,89811.30000000003,710,111303.9,28066.20000000001,19.4,-718,98857.80000000003,99575.80000000003,6.700000000000002,-675.3000000000001,543990.4000000001,21166.2,32566.5,11400.3,565156.5999999999,545297.7000000001,405935.7999999999,139362.3,137359.1,543988.9000000001,-.9,2.4,2,6.2,98.2,287173,,,,,,,,,,,,,,-24.20319769070545,1159,4575,,,,,,,,,,,,,,,,,,,88.90000000000001,99.5,102.2,,,,,,,,,,,,,
Chiba,千葉県,2020,2,12,0,6255000,100.0000022949857,101.04095,98.931213,100.83644,98.821861,99.809425,99.59073614458414,98.052994,2.670004488501045,16.66573748534721,.5947168004625333,.6342326446066607,101.62099,101.07601,101.29797,100.0519,100.59428,99.382561,100.13064,100.9165,-1.5,-2.5,-2.5,4.703703703703703,10,64.6714326,-6.636040999908787,9.481481481481481,-8.208554738339179,6.411936894762777,-2.738805302966981,295965.7999999999,288033.7000000001,238297.9000000001,19500.2,89811.29999999999,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999997,99575.79999999997,6.699999999999998,-675.2999999999996,543990.4000000003,21166.2,32566.5,11400.29999999999,565156.5999999997,545297.6999999997,405935.8000000001,139362.2999999999,137359.1000000001,543988.9000000003,5.3,5.7,12.9,22.7,99.09999999999999,271735,40.4,33.3,50,48.3,58.3,37.6,32.6,34.4,38.9,46.8,,43.8,39.7,3.556965658934331,1351,5188,,,,,,,,,,,,,,,,,,,88.3,98.8,101.8,,,,,,,,,,,,,
Chiba,千葉県,2020,3,158,1,6255000,100.0000022949857,96.883415,94.860497,96.678482,94.746971,94.602806,94.37575042232203,95.118187,2.757698927074155,15.9171823075024,.6458575833854353,.6284350841560369,96.29969,95.783249,96.013695,97.057266,97.583412,93.778229,95.925415,96.741348,-3.75,-7,-8.5,1.25,-94,-98.9268386,-20.00516373657396,6.75,-11.43078343578233,-10.0970199578034,-11.03843873301389,295965.8,288033.7000000001,238297.9000000001,19500.2,89811.29999999997,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999996,99575.79999999996,6.699999999999997,-675.2999999999996,543990.4000000001,21166.19999999999,32566.5,11400.29999999999,565156.5999999999,545297.6999999997,405935.8000000002,139362.2999999999,137359.1,543988.9000000001,-1.4,-4.7,-4.1,9,95,292214,34.8,25,33.3,41.3,45.8,32.8,28.9,33.3,31.8,38.8,,37,34.4,-22.16846977370037,1485,6260,,,,,,,,,,,,,,,,,,,87.7,98.3,101.6,,,,,,,,,,,,,
Chiba,千葉県,2020,4,663,31,6255000,92.05101615658502,91.144394,86.989838,90.749886,86.597305,86.848526,86.06346835221707,87.131142,2.60579222524025,14.34204218505535,.6995301932448235,.6266839597380919,90.190453,90.197922,91.020691,91.309319,91.30175,84.800957,89.337769,92.158859,-23,-18,-26.5,5.266666666666667,-99,-99.80998080000001,-62.03712135731386,-14.43333333333333,-67.6105360206911,-43.83823176569684,-18.75811825585632,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-6.6,-7.3,-10.8,14,90.5,267922,27.7,25,33.3,34.2,22.7,27.1,24.1,17.6,28.8,28.6,,31.1,27.1,18.24678352015043,880,2870,,,,,,,,,,,,,,,,,,,88.8,98.7,101.6,,,,,,,,,,,,,
Chiba,千葉県,2020,5,64,13,6255000,92.05101615658501,88.88739,84.835716,88.394005,84.349228,84.689995,83.71701666549011,84.981438,2.391550473371127,14.03122878724512,.7252232005802276,.6751860456955577,87.731476,87.738747,88.758461,89.056534,89.049149,83.459267,84.385483,87.881874,-24.25,-14,-22,2.5,-99,-99.9871667,-50.17671809801767,-31.25,-78.72828882336799,-50.47489548255601,-12.71331845300374,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.79999999999,97950.10000000005,1098.3,4640.3,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999997,516907.4000000003,376127.6999999999,140782.7000000001,132222.1000000001,498822.9000000003,-2.4,-6.1,9.6,7.3,86.3,252017,25.5,26.7,26.9,32.2,24.3,24.2,22.4,17.9,22.5,28.3,24.2,27,25,37.08701540650222,691,2081,,,,,,,,,,,,,,,,,,,89.09999999999999,98.59999999999999,101.6,,,,,,,,,,,,,
Chiba,千葉県,2020,6,59,0,6255000,92.05101615658502,95.411339,91.062286,95.136124,90.782837,92.055756,91.49684943586345,90.068817,2.425779412283688,15.13063055886561,.6812915677446029,.6524660359183582,95.884377,95.892319,96.478073,94.387863,94.380043,92.762039,88.215607,90.224037,-12.625,-7,-12.5,1.5,-96,-98.32819240000001,-25.65322110783597,-29.75,-61.58167433506643,-27.55139659314693,-29.73513725377362,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,3.5,-2.5,34.1,8.800000000000001,88.59999999999999,273699,28.5,36.7,31.9,35.8,31.6,26.4,24.7,26.8,21.7,31.2,27.3,29.7,28,-26.90162419237231,1304,4028,,,,,,,,,,,,,,,,,,,151.8,99.09999999999999,101.6,,,,,,,,,,,,,
