prefecture,Prefecture_JP,year,month,positive,death,population,qe,FujiiKasaigdo,FujiiKasaigdo_raw,Fujiigdo,Fujiigdo_raw,FujiiKasaigdp,Fujiigdp,rdei,rdei_setsubi,rdei_shohi,rdei_koukyou,rdei_jyutaku,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,ITA,IIP,KasaiIIP,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,qe_民間最終消費支出,qe_家計最終消費支出,qe_除く持ち家の帰属家賃,qe_民間住宅,qe_民間企業設備,qe_民間在庫変動,qe_政府最終消費支出,qe_公的固定資本形成,qe_公的在庫変動,qe_純輸出,qe_輸出,qe_輸入,qe_開差,qe_交易利得,qe_GDI,qe_海外からの純受取,qe_海外からの受取,qe_海外への支払,qe_GNI,qe_国内需要,qe_民間需要,qe_公的需要,qe_総固定資本形成,qe_最終需要,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Miyagi,宮城県,2021,2,214,3,2316000,98.20111901210963,97.904175,94.218079,98.634827,95.058273,94.125717,95.80610133056295,94.310448,1.174430816055857,5.267599843024752,.7032257041521707,.2192931663173256,99.410789,97.721939,96.00795,97.858864,99.579849,95.349968,96.846497,91.333336,-17.25,-4.5,-4,0,-68,-77,-44.76236417611693,-4.5,-51.5855608215067,-41.31626257931703,-.0003449909307848,287101.7000000001,277762.7000000001,228024.7000000001,18723.29999999999,84577.7,-195,114245.8999999999,29524.19999999999,-25.29999999999999,1012.6,99945.29999999997,98932.70000000003,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000001,10177.5,555980.5,533923.8000000003,390204.3000000001,143725.7999999999,132872.1000000001,535105,-6.2,-5.2,8.5,-4.1,95.90000000000001,252451,34.9,16.7,50,41.8,34.8,32.3,32.6,27.8,26.7,35.8,25,36.3,34.7,-32.04742220403935,642,2439,,,,,,,,,,,,,,,,,,,,,,,,,-95.59999999999999,,-66.7,,,,-20.8,,,-4.6
Miyagi,宮城県,2021,3,2412,6,2316000,98.20111901210964,98.740753,95.023155,99.799423,96.180641,95.202118,97.51709284424901,94.844193,1.142722002688088,5.33079494868998,.7061642147659225,.2265479285752223,101.18616,99.46714,97.105873,98.412689,100.14342,97.274071,98.071404,90.476189,-11.75,-7.5755,-7.6155,-3.5,-59,-94,-48.71895191097097,-9.75,-1.112186464028476,-19.44640404807825,42.19254509821599,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,-2.4,1.5,10.8,-1.6,95,309800,36,16.7,50,41.3,27.8,36.5,32.6,30,29.2,39,25,37.2,35.8,33.46422637252689,928,3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,4,2007,35,2316000,98.77477365416009,99.23349,95.796738,99.656586,96.022629,97.576355,98.02814069531664,94.01712,1.167602689701539,5.356971005626238,.5915449800006093,.2255253705241673,101.73799,100.34104,99.878593,97.57518,98.952805,97.265358,99.767967,98.285713,-12.5,-5.455500000000001,-7.688000000000001,1.16893,,,-58.32194444801333,-14.6,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,8.6,5.5,26,1.4,103.2,301043,36.9,16.7,50,44.6,29.6,32.8,34.8,22.9,31.5,40.1,25,41.7,36.2,6.569771086958937,605,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,5,812,17,2316000,98.77477365416009,96.652222,93.304871,97.172226,93.62886,94.198112,94.84610726943858,92.411621,1.058198282211017,5.324169080562637,.609626730594567,.22427918124567,98.435539,97.083931,96.420647,95.90892,97.263023,94.243217,96.221237,94.095238,-10.25,,,-.8622174999999999,,,-59.70300718341402,-9.57238052779214,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999998,103043.8,102651,-45,-1543.199999999999,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000002,143522.7000000001,133706.2000000001,538187.6999999997,3.4,4.2,8.300000000000001,4.8,98.8,281063,36.7,33.3,50,42.2,33.3,33.9,33.3,31,28.8,41.4,25,41,36,-60.8,527,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,6,272,7,2316000,98.77477365416009,101.23727,97.731117,99.524956,95.895798,100.74569,97.07505405781471,94.716545,1.153876664451161,5.417342103971492,.6074399616012811,.2176019355923371,100.74884,99.365471,103.12271,98.301071,99.68895,96.103821,99.290337,111.33334,-4.25,,,-2.639417692307693,,,-54.73102273373824,.654985164865924,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,-3.4,.1,-17.7,3.4,116.9,260285,39.3,,50,42.7,42.6,38.5,35.4,28.6,31.8,44.4,25,46.5,38.2,-14.57165541547383,568,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,7,780,1,2316000,98.07417875942475,100.17552,95.74971,99.165421,94.669922,98.61718,96.45760975828865,92.882233,1.136765797365133,5.303616680124068,.5958758250327599,.2167643233825282,101.038,99.816032,102.05079,97.292847,98.498688,95.46389,98.724182,105.80952,-8,,,,,,,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,.4,4.9,5.3,5.4,111.1,267710,39.1,41.7,50,43.1,41.7,37.6,37.3,25,30,43.7,27.8,42.1,38.7,33.72548702114662,598,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,8,4805,11,2316000,98.07417875942475,99.199905,94.8172,97.524902,93.103767,97.761368,94.33448843853874,91.873039,1.131507292122987,5.248575820989269,.5774783201813384,.2166547427371636,98.814064,97.618988,101.16518,96.235725,97.428467,93.690056,95.804375,107.04762,-10.25,,,,,,,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.7999999999,27648.90000000002,-63.59999999999997,1077.7,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000002,10362.79999999999,548259.9000000001,533212.0999999997,389367.4000000002,143856.1,130456.5,533920.0999999997,-4.9,-2.2,-12.5,4.8,112.4,266638,36.6,16.7,50,41.5,43.3,38,32.5,25,29.2,38.9,16.7,38.6,36.3,-20.40010886265051,413,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,9,1493,15,2316000,98.07417875942475,98.672729,94.313316,97.359329,92.945702,97.390816,94.6555846848111,91.235817,1.143261431747799,5.205657627989279,.5557244515156935,.2198134756884125,99.150406,97.951263,100.78173,95.568245,96.752716,94.910736,94.073608,103.04762,-8.5,,,,,,,,,,,286247.0999999999,276938.7999999999,227168,18611.3,84189,330,116361.8,27648.90000000002,-63.59999999999997,1077.700000000001,102744,101666.3,-225.8999999999999,-6018.100000000003,528158.3000000003,20101.5,30464.30000000001,10362.79999999999,548259.9000000003,533212.0999999997,389367.4000000002,143856.1000000001,130456.5,533920.0999999997,-3.2,.3,-3.8,5.6,108.2,265306,38.3,16.7,50,41.5,43.9,35.6,35.5,37.5,38.3,39.9,22.2,41.3,37.9,53.97057667447643,445,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,10,62,1,2316000,99.18205100812418,99.0382,95.731934,98.666138,95.452538,97.270088,96.71129643738379,94.193779,1.158801599264513,5.397761280095032,.5791844028696739,.2196920573127888,99.96727,98.727997,99.298439,97.364998,98.602692,96.991829,96.071434,97.904762,-2,,,,,,,,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,-.8,-.4,4.9,5.7,102.8,281996,39.2,,66.7,41.5,36.7,38.6,34.9,27.3,40.7,44.6,27.8,41,38.9,-6.975374034005313,428,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,11,14,0,2316000,99.18205100812416,100.71133,97.349213,99.765427,96.516022,99.384018,97.71764193776609,95.314407,1.284691138357011,5.368884015851507,.5673515257223444,.2220203637751394,101.0075,99.755325,101.45645,98.523354,99.775772,97.485527,98.24707,103.71429,-.25,,,,,,,,,,,293173.2999999999,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.8,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.100000000002,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,-2,-.4,-10.1,4.3,108.9,277029,41.9,16.7,66.7,43.9,41.7,39.3,37.8,28.3,43.3,49.3,22.2,45.6,41.2,13.80621057010507,584,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2021,12,10,0,2316000,99.18205100812418,99.312775,95.997345,98.597137,95.385788,98.447151,97.22405109503839,93.547531,1.152560269261613,5.36892180671462,.5534036664124184,.2300889695905335,100.49729,99.251442,100.50005,96.696991,97.926193,97.140022,97.41571,101.42857,-4.75,,,,,,,,,,,293173.3,283776.9000000001,233930.7000000001,18431.3,84476.39999999995,-411.7000000000002,115953.7999999999,26594.90000000002,.5,2406.300000000002,103700.8,101294.6,-414.2000000000002,-9507.1,530703.5,20694.8,31649.5,10954.70000000001,551398.3000000003,538118,395693.5,142423.5,129476.5,540586.5,-1.5,1.1,-7.3,5.7,106.5,317206,41,16.7,50,43.3,48.3,41,37.3,29.2,38.3,45.5,33.3,46.6,40.1,93.29335616421071,449,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2022,1,5311,0,2316000,,,,,,,,,,,,,,,,,,,,,-12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287801,37.5,16.7,50,43.9,39.4,35.7,32.3,29.2,33.3,41,22.2,40.1,37.1,22.67562310597513,561,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2022,2,18776,23,2316000,,,,,,,,,,,,,,,,,,,,,-13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyagi,宮城県,2022,3,8437,22,2316000,,,,,,,,,,,,,,,,,,,,,-11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miyazaki,宮崎県,2020,1,0,0,1081000,100.0000022949857,102.13252,100,102.0386,100,100,99.99999920780395,100,.4620465027585275,2.33316744757072,.175325967868714,.101727071274434,102.0386,101.49138,101.49138,102.0386,102.59175,100,100,100,,-2,-3.5,-1.916666666666667,-14,42.2750424,1.456149692221463,-1.416666666666667,-3.514950707970049,-.7982951193809226,2.217913387916151,295965.7999999999,288033.7000000001,238297.8999999999,19500.2,89811.30000000003,710,111303.9,28066.20000000001,19.4,-718,98857.80000000003,99575.80000000003,6.700000000000002,-675.3000000000001,543990.4000000001,21166.2,32566.5,11400.3,565156.5999999999,545297.7000000001,405935.7999999999,139362.3,137359.1,543988.9000000001,2.2,.8,.8,0,92.7,287173,,,,,,,,,,,,,,22.55006384629641,443,1275,,267006,,,,,,,,,,,,,,,,,,,0,,,267,,,,,,7220,,,,
Miyazaki,宮崎県,2020,2,0,0,1081000,100.0000022949857,101.9753,99.846054,101.71442,99.682304,99.66243,99.33494118610362,100.02967,.4404511284674265,2.368226150458549,.1681484743222672,.0963528789220787,101.35998,100.8164,101.14877,102.06887,102.62219,99.282127,99.441742,100.4315,1.25,3,1.5,3.851851851851852,-14,-56.5425532,1.559360528414025,-15.55555555555556,-2.10185040377147,.2826224388894974,2.850036428294478,295965.7999999999,288033.7000000001,238297.9000000001,19500.2,89811.29999999999,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999997,99575.79999999997,6.699999999999998,-675.2999999999996,543990.4000000003,21166.2,32566.5,11400.29999999999,565156.5999999997,545297.6999999997,405935.8000000001,139362.2999999999,137359.1000000001,543988.9000000003,5.3,3.7,7.6,14.7,93.09999999999999,271735,40.8,,,,,41.7,,,,,,50,39,6.236126653583952,516,1493,,257907,,,,,,,,,,,,,,,,,,,.3,,,256,,,,,,6769,,,,
Miyazaki,宮崎県,2020,3,3,0,1081000,100.0000022949857,98.736412,96.674797,98.379196,96.413712,96.239143,95.71697216362783,97.110451,.4574850835232307,2.27890116219477,.1482205671026578,.0988856754068247,97.668259,97.144478,97.674431,99.090141,99.627312,95.392952,96.372223,97.950378,-6.5,-4.5,-5,2.5,-64,-97.68518520000001,-13.46608316975742,2.75,-10.08577279712316,-13.88266719558599,-10.76945011196895,295965.8,288033.7000000001,238297.9000000001,19500.2,89811.29999999997,710,111303.8999999999,28066.19999999999,19.39999999999999,-718,98857.79999999996,99575.79999999996,6.699999999999997,-675.2999999999996,543990.4000000001,21166.19999999999,32566.5,11400.29999999999,565156.5999999999,545297.6999999997,405935.8000000002,139362.2999999999,137359.1,543988.9000000001,-10.5,-5.4,-4.3,5.6,90.8,292214,33.1,,,,,25,,,,,,33.3,33,-18.6594052222232,524,1884,,137054,,,,,,,,,,,,,,,,,,,.1,,,384,,,,,,14782,,,,
Miyazaki,宮崎県,2020,4,14,0,1081000,92.05101615658502,97.530373,93.084732,96.755943,92.328537,90.604111,89.0917247600173,95.565346,.4625294364841768,2.132486423668739,.2413567993941053,.0996497674092907,93.363922,93.371651,94.956696,100.14797,100.13966,88.144974,91.006302,95.577133,-13.5,1.5,5,7.733333333333333,-95,-99.7070313,-52.74326553034972,-7.866666666666666,-75.08054143411846,-38.89583786033045,-24.8436410024376,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-16.8,-8.6,-2.8,13.2,88.59999999999999,267922,25.7,,,,,24.1,,,,,,28.3,25.2,23.11661759636701,330,886,,27685,,,,,,,,,,,,,,,,,,,.1,,,120,,,,,,16301,,,,
Miyazaki,宮崎県,2020,5,0,0,1081000,92.05101615658501,93.717972,89.446114,93.429825,89.154617,86.997437,86.41443812817492,91.894791,.4294106404552948,2.113916589928509,.1790448492368189,.1008812007614183,90.55825,90.56575,91.176758,96.301399,96.293411,86.435524,86.371796,88.133766,-17.25,-7.5,-7,1.75,-97,-100,-35.51462443318748,-19.75,-70.15982617018516,-49.95483581556154,-15.90835375436713,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.79999999999,97950.10000000005,1098.3,4640.3,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999997,516907.4000000003,376127.6999999999,140782.7000000001,132222.1000000001,498822.9000000003,-7.6,-6.5,16.6,9,81.7,252017,30.2,,,,,19.7,,,,,,29.6,30.2,-42.27649238268975,282,599,,16243,,,,,,,,,,,,,,,,,,,-.5,,,763,,,,,,11427,,,,
Miyazaki,宮崎県,2020,6,0,0,1081000,92.05101615658502,98.500816,94.010941,98.379242,93.877556,93.164291,92.89752501415519,94.857582,.4272006628652937,2.212632556693699,.1828006120020324,.0916444079664781,97.352219,97.360283,97.639862,99.406265,99.398026,94.584991,89.485023,90.291267,-12.875,.5,-3,2.75,-81,-100,-11.6758854217003,-15.5,-58.83027595577878,-27.84049274673395,-35.51602658719804,270444.5999999999,261863.2000000001,212292.4000000001,19489.7,83572,2668.800000000002,111726.8999999999,29096.90000000002,-29.5,-16697.29999999999,81252.8,97950.10000000005,1098.3,4640.300000000001,506010.5999999997,17794.59999999999,28128.80000000001,10334.20000000001,523805.1999999998,516907.4000000003,376127.7,140782.7000000001,132222.1000000001,498822.9000000003,-.7,-1.2,28.7,7.2,83.7,273699,31,,,,,24.1,,,,,,31.7,30.8,-32.79904981900989,421,1156,,48770,,,,,,,,,,,,,,,,,,,.2,,,117,,,,,,17526,,,,
Miyazaki,宮崎県,2020,7,124,0,1081000,96.93237744116199,98.297661,93.819901,98.471031,94.331429,92.539909,93.56296621810993,95.099884,.4327406921947473,2.216739500211181,.1833612512934843,.0888809608969425,97.668846,96.847435,95.788467,99.273209,100.12239,94.238632,92.196594,89.104645,-13,5,7,.967741935483871,-55,-100,-13.67071603367766,-14.87096774193548,-58.49123536957613,-23.53466662507233,-45.92225394021246,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-1.8,-3.2,8.4,7.2,82.59999999999999,266897,34.1,,,,,26.4,,,,,,36.7,33.6,-21.8236692382459,534,1405,,82605,,,,,,,,,,,,,,,,,,,.5,,,42,,,,,,23264,,,,
Miyazaki,宮崎県,2020,8,217,1,1081000,96.93237744116199,98.351669,93.871445,98.787811,94.634895,92.665001,94.19190394649758,95.077881,.4386650284141501,2.207032494927619,.1895543051409175,.0857946613675313,98.325378,97.498451,95.917946,99.250237,100.09922,95.119049,92.316971,87.702271,-13.125,-2,-2.5,.75,-53,-100,-43.15892114510974,-6.5,-65.51358466255552,-44.11235479458579,-40.05631147230772,284840.4000000001,275696.5,226015,18576.5,83232,181.8999999999999,114127.2000000001,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000001,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-5.8,-3.1,15.5,10.5,81.3,276360,30.9,,,,,24.2,,,,,,33.3,30.4,1.217309335000166,387,1199,,71379,,,,,,,,,,,,,,,,,,,.4,,,70,,,,,,14297,,,,
Miyazaki,宮崎県,2020,9,7,0,1081000,96.932377441162,100.34514,95.774109,100.19778,95.985596,95.346191,95.76915831851771,96.202026,.4246910259074083,2.263701315900549,.1803891303405975,.0868015744091148,99.971848,99.131073,98.69326,100.42371,101.28274,96.672264,93.942841,92.664513,-8.25,-5,-8,-4.333333333333333,51,-99.29078010000001,-25.10137191266526,-11.88888888888889,-59.2436159344326,-22.55194305352605,-12.3929410827156,284840.4000000001,275696.5,226015,18576.5,83232,181.9,114127.2,29389,17.89999999999999,-2683.300000000002,88357.10000000005,91040.39999999995,275.8999999999999,3849.100000000002,531806.5,18199.40000000001,28717.30000000001,10517.9,550005.9000000003,530330.6999999997,386810.0999999998,143524.7000000001,131252.7000000001,527783.0999999997,-14.3,-.8,-34.7,-4,85.90000000000001,269863,36.3,,,,,25,,,,,,40.3,35.5,24.32701157285055,527,1545,,82201,,,,,,,,,,,,,,,,,,,-.3,,,62,,,,,,15297,,,,
Miyazaki,宮崎県,2020,10,2,0,1081000,98.73796208247464,100.90958,96.942444,100.43945,96.764694,97.467628,97.11211541456566,96.417267,.4289015804336417,2.268521489350261,.1791583378506586,.0856145030487881,100.80007,99.302696,99.666229,100.07883,101.61102,97.869034,95.581429,96.655884,-1.5,8,7,-1.580645161290323,62,-90.212766,-13.18853727085279,-9.064516129032258,-68.7400015400397,14.45464243548475,19.77932082202703,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,8.4,-2,39.1,10.8,89.59999999999999,283508,39.7,,,,,34.6,,,,,,47,38.3,-24.63115354607309,469,1316,,108232,,,,,,,,,,,,,,,,,,,-.3,,,862,,,,,,16424,,,,
Miyazaki,宮崎県,2020,11,135,0,1081000,98.73796208247465,100.14283,96.205841,99.474449,95.834991,97.296814,96.5551213193618,95.114861,.4237040466511352,2.23450568401865,.177802947610525,.0861699515217292,100.22192,98.733139,99.491562,98.726967,100.23846,97.45372,94.737915,96.979507,-1.75,8,8.5,.5,87,-12.8598848,-15.58147012259549,.75,-25.68895048685208,1.412870494576518,34.17071974395814,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000001,-818.2999999999996,114961,30023.19999999999,-96.5,1692.099999999999,97786.89999999995,96094.79999999997,-145.6,4364.300000000002,542156.0999999997,19611.7,28856.19999999999,9244.600000000002,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,-8.300000000000001,.9,27.7,7.9,89.90000000000001,278718,38.4,,,,,30.6,,,,,,50,36.3,-36.11970785007287,596,1309,,146242,,,,,,,,,,,,,,,,,,,-.9,,,330,,,,,,7411,,,,
Miyazaki,宮崎県,2020,12,255,7,1081000,98.73796208247464,101.33148,97.347763,100.62769,96.946045,96.951851,96.14840442695272,97.743683,.439823622534469,2.29397503891614,.1797563530509496,.08939181061262,99.799759,98.317245,99.138817,101.45562,103.00889,96.884834,94.659149,97.087379,-7.75,1,.5,.967741935483871,50,-98.9003881,-37.55411694476499,-4.516129032258065,-26.20307836190014,-14.62874414773261,-10.18622045075896,289370.5999999999,279973.0999999999,230242.2000000001,18562,84243.20000000003,-818.2999999999996,114961,30023.19999999998,-96.5,1692.099999999999,97786.89999999995,96094.79999999996,-145.6,4364.300000000001,542156.0999999999,19611.7,28856.19999999999,9244.6,561767.8000000003,536235.8000000003,391365.5999999998,144876.2999999999,132885.6000000001,538710.6999999997,-3.7,-.9,19.6,6.7,90,315007,38.2,,,,,32.1,,,,,,43.9,37.2,-25.6593826422596,478,1161,,109282,,,,,,,,,,,,,,,,,,,-1,,,361,,,,,,14242,,,,
Miyazaki,宮崎県,2021,1,1063,12,1081000,98.20111901210964,96.791481,93.147278,96.89753,93.383972,95.4338,95.90719276663744,90.860756,.4494735500859695,2.07474125997394,.176628381575454,.0906419819925351,99.515686,97.82505,97.342186,94.279373,95.937408,95.30957,97.115746,95.685005,-21.75,-3,-4,2,-72,-100,-53.9060149049364,-1.5,-25.2482774928232,-41.6532635793929,-17.74975767855645,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,-13.6,-3,20.6,8.5,88.7,267760,34,,,,,26.4,,,,,,38.3,33.3,36.31904664569447,421,1404,,57238,,,,,,,,,,,,,,,,,,,.1,,,252,,,,,,8220,,,,
Miyazaki,宮崎県,2021,2,127,1,1081000,98.20111901210963,98.726059,95.009018,98.440239,94.870743,95.714935,95.43838635266272,94.303093,.4437809807284663,2.184291462434509,.177969378826169,.091200991541912,99.029243,97.34687,97.628944,97.851234,99.572083,95.089615,96.143692,96.979507,-14.875,7.5,7,1.75,-85,-93,-44.65955736521551,-8.5,-62.94706618681492,-49.841542741616,1.558953102761304,287101.7000000001,277762.7000000001,228024.7000000001,18723.29999999999,84577.7,-195,114245.8999999999,29524.19999999999,-25.29999999999999,1012.6,99945.29999999997,98932.70000000003,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000001,10177.5,555980.5,533923.8000000003,390204.3000000001,143725.7999999999,132872.1000000001,535105,-9.1,-6.2,9.6,-8.300000000000001,89.90000000000001,252451,35.1,,,,,33.3,,,,,,41,33.7,12.50679346443277,528,1609,,52095,,,,,,,,,,,,,,,,,,,-.3,,,,,,,,,,,,,
Miyazaki,宮崎県,2021,3,15,1,1081000,98.20111901210964,101.18719,97.37748,100.44905,96.806717,98.356125,97.21460366444296,96.398834,.4506508854654734,2.22305691582234,.196522215352247,.0913996065414125,100.87228,99.158607,100.32295,100.02583,101.78492,97.276512,97.089409,100.53938,-2.5,-7.272,-7.021999999999999,.75,-44,50,-31.02708037438003,-1,-20.17144295861603,-29.31440169470415,35.20567851848673,287101.7000000001,277762.7000000001,228024.7000000001,18723.3,84577.70000000003,-195,114245.8999999999,29524.19999999998,-25.29999999999999,1012.599999999999,99945.29999999996,98932.70000000004,-97.40000000000005,1056.900000000001,535924.6999999997,20055.8,30233.30000000002,10177.5,555980.5,533923.8000000003,390204.3000000002,143725.7999999999,132872.1000000001,535105,2.9,4.5,5.5,-1.2,93.2,309800,41.2,,,,,40.3,,,,,,42.6,41,71.17233247070828,648,2095,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Miyazaki,宮崎県,2021,4,246,0,1081000,98.77477365416009,102.75097,99.192398,102.42874,98.693703,98.577415,97.5800288903089,99.807373,.5109983734643246,2.227650273820629,.2307346793478935,.0969657791779489,101.27293,99.882355,100.90327,103.58456,105.04704,96.96711,98.819511,101.83388,-5.875,4.084,9.676,.6095656666666668,,,-37.96000169140958,.0333333333333333,,,,289058.7000000001,279795.5999999999,230019,18917.09999999999,86267.89999999995,-177.6999999999999,115084,28514.80000000001,-20,392.7999999999999,103043.8,102651,-45,-1543.2,536449.1999999997,20529.09999999999,31070.59999999998,10541.5,556978.3000000003,537588.6999999997,394068.8000000001,143522.7000000001,133706.2000000001,538187.6999999997,11.2,7.7,9,-6.7,94.40000000000001,301043,42.6,,,,,43.6,,,,,,46.7,42,-8.372489072033076,500,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
