prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info,departsuper,conveni,kaden,drugstore,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBsurvice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Hokkaido,2020,10,1029,3,5286000,100.14882,96.193863,1,-0.5,-4.5,8.2258062,28,-87.6016037,-11.03141641,-10.645162,-67.38878714,24.90065348,8.182482281,3.1,-3.1,34.4,-7.5,36,29.6,42.9,42.8,40.5,33.7,33.3,35.8,32.8,30,27.8,38.6,35.5,-13.03037728,945,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,-20.5,,,33.2
Hokkaido,2020,11,5732,84,5286000,100.14778,96.200974,-12.375,-5.5,-11,4,22,-89.3656326,-34.77640717,-1.75,-28.65107513,10.57137406,-0.241360989,-2.6,-2.9,29,9.8,34.4,28.8,27.8,40.2,37.7,30.3,34.6,30.2,32.8,31.5,27.8,34.5,34.4,-11.78503494,1465,4422,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3,,,,-18.3,,,13.25227
Hokkaido,2020,12,4570,259,5286000,99.837486,96.238869,-16.25,-6.5,-13.5,5.7741938,-36,-82.5055777,-47.31717893,-5,-14.85018458,-12.4998404,-19.89279842,-4,-3.3,8.2,1,33,30.3,27.1,39.3,42,29.5,33.3,28.1,29.5,27.5,27.8,34.8,32.7,19.24963374,779,3335,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.8,,,,37.5,,,7.5
Hokkaido,2021,1,4007,149,5286000,,95.641975,-22.5,-8,-12.5,7,-84,-72.8825948,-43.3074881,8.5,-16.84441963,-40.544473,-15.76849114,-5.6,-3.6,0.8,-1.2,32.4,23.3,27.1,39,40,31.1,31.8,30.5,27.4,23.9,25,34.8,31.9,83.54820687,793,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.7,,,,-13.4,,,1.9
Hokkaido,2021,2,1648,75,5286000,,96.078835,-22,-8.5,-16,7.75,-88,-69.4273226,-43.35339103,13,-54.56838296,-49.68718206,-5.42009816,-2.4,-6.7,10.3,-9.6,33.9,31.5,30.6,39.7,44.1,32.3,32.3,31.3,29.3,26.7,50,36.7,33.3,19.95547335,880,4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,3,1901,72,5286000,,,-17.75,-9,-13,3.5,,-77,-37.27695806,5.75,-17.10839923,-28.30879087,20.50373994,,,,,35.3,33.3,36.1,40.1,41.7,32.8,35.2,31,32.8,30,41.7,37.9,34.7,-12.59431851,1507,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,4,3176,111,5286000,,,-12.875,,,9.7200003,,,-41.04,4.3888888,,,,,,,,36.2,38.9,28.6,41.7,45.6,34.3,35.6,32.7,31.2,29.9,41.7,38.6,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,2021,5,2511,37,5286000,,,-10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,1,0,0,5484000,102.05053,100,,-3,-1,2,-4,-11.8828683,5.593838881,-1.0833334,-13.18744677,2.398192843,-0.034476197,-2.2,1.4,-3,6.4,,,,,,,,,,,,,,55.08586565,1080,4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,2,0,0,5484000,99.283707,96.083618,-0.5,-2.5,-2.5,5.814815,-15,-15.5298417,-0.204851955,9.2592592,-5.791208267,-1.517239472,-6.882810466,2.8,2.7,4.9,20.5,35.6,33.3,,46.3,35.9,32,34,32.1,28.8,41.7,33.3,39.5,34.6,-42.23493926,1154,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,3,148,11,5484000,96.766129,94.741211,-4.5,-7.5,-8.5,6,-63,-93.2631161,-22.25090525,0.75,-12.19125426,-14.63012529,-16.32539907,-6.4,-6,-8.6,8.2,30.7,16.7,,39.5,30.6,29.8,28.8,18.1,22.2,34.6,33.3,34.3,29.9,6.574739827,1429,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,4,498,16,5484000,88.770287,85.913834,-20.875,-16.5,-25,9.166667,-96,-99.7328621,-66.04980039,-14.533334,-70.24040515,-45.07507658,-26.40118507,-18.4,-10.7,-6.3,12,23.9,16.7,,28.4,19.2,24.7,24,17.9,15.6,21.3,33.3,23.6,24,6.082931738,817,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,5,53,15,5484000,86.089066,83.518562,-21,-12,-19,5.75,-98,-99.8792492,-55.33991201,-29.5,-75.71355955,-49.86730904,-22.53039065,-12,-9.7,12.6,10,23.1,,,28.6,20.2,21.8,23.3,11.9,19.4,24.3,33.3,28.2,22.1,9.537114437,715,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,6,7,3,5484000,92.291725,89.882263,-11,-6,-10.5,3.5,-85,-99.6198898,-25.2353313,-28.25,-60.18243879,-23.96982048,-39.2987033,-0.9,-6.1,25.1,7.7,26,,,33,23.1,21.9,26.5,21.8,19.2,31.7,33.3,29,25.3,4.457547907,1102,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,7,514,0,5484000,93.44474,90.502136,-10.75,-6.5,-9,3.6774194,-57,-95.5141146,-16.63770502,-24.387096,-62.16725093,-18.95885263,-52.26707097,-0.9,-8,18.8,7.5,28.4,16.7,,34.5,28.2,25.9,27.3,26,24.4,33.3,33.3,32.3,27.6,-30.30207671,1293,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,8,1055,8,5484000,94.162552,90.971504,-11.25,-4.5,-8.5,5.75,-31,-92.95511,-24.53355541,-22.75,-69.42968686,-21.89493047,-40.41340578,1.6,-5.4,12.8,13.3,29.4,,,38.1,28.6,24.9,30.6,25,24.4,32.1,50,34.8,28.2,17.41582966,881,3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,9,442,6,5484000,95.281799,92.106567,-9.875,-5.5,-7.5,-4.1111112,32,-68.4099418,-13.09333739,-26.962963,-55.57498246,-6.057410928,-13.88483438,-12.4,-2.4,-26.6,-11.4,30.5,,,38.7,26.7,26.6,31.4,30,25,32.1,50,35.6,29.4,-27.66059455,1330,5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,10,533,4,5484000,96.01815,93.826477,-6.5,0.5,-1,7.4516129,79,-61.8034284,-7.764964199,-26.612904,-64.60150098,41.48760096,8.435389573,4.1,-5.4,25.5,13.6,33.8,,,40.6,34.5,31.5,33.6,26.7,31.9,32.9,50,39.4,32.5,-20.1310663,1278,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,11,2372,18,5484000,96.801216,94.834984,-6.25,-1.5,-5.5,2.25,82,-72.8943169,-15.53555058,-17.75,-30.04511128,24.96350609,4.684101091,-2.7,-4.9,20.8,6.8,36.5,50,,43.8,32.1,37.3,34.4,24.4,33.3,34.8,66.7,39,36,42.90381754,1458,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2020,12,4378,130,5484000,96.967949,95.541039,-12.25,-5,-11,3.7096775,26,-66.22796,-35.6752422,-22,-19.23326731,-1.783032854,-14.83021034,-3.5,-4.4,12.7,6.6,34.3,33.3,,41,33.3,34.5,34,27.5,21.4,32.6,50,37.5,33.7,-13.49218628,1274,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,1,6466,191,5484000,,93.299034,-21,-11,-14,6.25,-68,-64.2843048,-38.21032679,-9,-9.368717542,-36.61828489,-11.09202374,-4.2,-4.1,15.5,4.1,34,25,,40.7,35.1,33.2,33.5,31.7,26.2,31.3,50,37.6,33.4,-20.03310395,1179,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,2,1502,128,5484000,,92.905304,-17.75,-12,-18,4,-73,-55,-37.21918176,-16.5,-53.90592882,-48.32657569,-7.03065216,-4.4,-5.8,4.5,-8.8,36.5,50,,40.1,34.7,36.1,35.9,32.5,31,36.9,50,40.2,35.9,46.66097588,1250,5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,3,2090,61,5484000,,,-9.75,-8,-11.5,1.25,,-53,-30.69539468,-18.25,-17.97836703,-23.83063243,20.77897803,,,,,38.7,50,,40.9,40.7,39.8,38,35.7,31.3,37.6,50,43.7,37.9,8.286832052,1590,6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,4,11443,86,5484000,,,-12.125,,,4.4400001,,,-45.64,-17.388889,,,,,,,,38.4,50,,38.4,37.3,40.6,38,27.5,37.5,37.9,50,41.5,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogo,2021,5,3783,101,5484000,,,-31.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibaraki,2020,1,0,0,2877000,102.05053,100,,-3.5,-2.5,5.5,29,-79.2152704,3.15323469,6.9166665,-8.014738897,5.13186729,6.281844964,-1.9,0.9,2.2,5.1,,,,,,,,,,,,,,-3.865155339,784,2923,,,,,,,,,,,,,,,,,,,,,,,99.5,,,13,,,,,,,,
Ibaraki,2020,2,0,0,2877000,101.57044,100.06652,-0.5,0,1.5,9.7037039,30,37.0750481,1.169577086,5.2592592,-3.160626114,2.724927969,-4.628695093,4.7,4.3,14.1,18.5,39.8,27.8,50,46.8,33.3,33.7,37.5,50,30,52,,44.2,39.1,-31.23101101,741,3381,,,,,,,,,,,,,,,,,,,,,,,100.2,,,10,,,,,,,,
Ibaraki,2020,3,24,0,2877000,98.639282,96.025391,-3,-5.5,-8.5,5.5,-54,-94.0841055,-15.75788102,2.25,-8.044054665,-15.45625852,-12.44368827,2,-4.1,-0.9,13.2,35.7,33.3,16.7,40.5,25,35,32.5,44.4,27.8,39.5,,38.9,35.2,-3.719325983,1020,4044,,,,,,,,,,,,,,,,,,,,,,,98.6,,,16,,,,,,,,
Ibaraki,2020,4,139,7,2877000,93.254501,90.772667,-19.625,-14,-22,15.1,-95,-100,-59.01642258,-11.033334,-59.82890265,-47.74695144,-22.65597405,4.9,-7.4,6.4,16.3,29.4,16.7,16.7,32.8,16.7,28.9,31.5,31,16.7,33.3,,34.2,28.8,35.5980209,635,1973,,,,,,,,,,,,,,,,,,,,,,,92,,,9,,,,,,,7328,
Ibaraki,2020,5,5,3,2877000,88.907814,85.862175,-21,-11,-18,12,-96,-99.0353698,-40.89084775,-27.75,-77.40080781,-51.02757091,-15.9370445,9,-5.9,22.8,9.1,31.2,33.3,33.3,33.8,25,29.4,31.6,50,20.2,31.9,,36.2,30.5,-25.7060135,512,1213,,,,,,,,,,,,,,,,,,,,,,,83.9,,,1,,,,,,,5608,
Ibaraki,2020,6,6,0,2877000,93.71109,90.786369,-10,-3,-7,8.25,-74,-100,-16.51711866,-28.5,-63.1295896,-30.80692875,-32.76131045,8.3,-0.5,39.4,14.8,30.8,29.2,33.3,36.8,22.2,29.6,31.4,38.9,18.9,31,,32.5,30.6,-31.01446254,918,2467,,,,,,,,,,,,,,,,,,,,,,,84.8,,,12,,,,,,,8890,
Ibaraki,2020,7,120,0,2877000,94.24897,90.215225,-11.25,-4,-6,3.7741935,-59,-100,-7.69727747,-25.67742,-56.86234963,-13.49733202,-47.16420155,8.6,-5.8,6.1,9.9,31.8,25,33.3,36.8,27.8,31,32.4,38.9,23.8,31.2,,34.2,31.5,-0.692661267,823,3165,,,,,,,,,,,,,,,,,,,,,,,85,,,14,,,,,,,10126,
Ibaraki,2020,8,251,3,2877000,96.935181,92.565849,-10,-6,-9,6.25,-32,-100,-20.76677078,-20.75,-67.74079251,-28.31633645,-35.16574771,10.7,-3.9,7.1,11.2,32.2,22.2,33.3,38,33.3,30.2,31.5,40.5,26.4,31.8,,39.2,31.3,-0.147782597,683,2614,,,,,,,,,,,,,,,,,,,,,,,90,,,9,,,,,,,8161,
Ibaraki,2020,9,112,4,2877000,97.814011,93.300537,-9.25,-7,-7,-4.7777777,56,-97.2765957,-4.808709443,-23.925926,-58.12012718,-14.91059252,-0.87027042,0.9,-1.5,-31.3,1,34.5,38.9,33.3,41.4,33.3,30.2,34.3,42.9,26.9,36.2,,39.5,33.9,0.04512707,912,3354,,,,,,,,,,,,,,,,,,,,,,,91.4,,,9,,,,,,,12084,
Ibaraki,2020,10,111,1,2877000,99.984978,95.960396,-6,1,0,7.7419353,138,-87.8389831,3.95777841,-22.935484,-69.4681326,29.46653871,18.47105019,11.7,-4.2,32.7,3.7,35.7,50,33.3,40,33.3,33.3,33.8,44.4,28.2,38.3,,38,35.4,-8.076234246,900,3017,,,,,,,,,,,,,,,,,,,,,,,96.1,,,11,,,,,,,10803,
Ibaraki,2020,11,793,3,2877000,99.935173,95.057487,-5.75,-4,-9,4.25,183,68.0818802,-9.105036829,-14.5,-28.42732446,19.8837949,14.19197816,7.6,-2,13.9,12.9,38.1,55.6,41.7,44.2,50,34.3,34.3,40,32.1,45,,40.7,37.7,-8.782798819,984,2984,,,,,,,,,,,,,,,,,,,,,,,96.8,,,6,,,,,,,10705,
Ibaraki,2020,12,885,15,2877000,99.215477,94.452393,-11.75,-6.5,-11,6.032258,58,-96.0895522,-25.47689238,-17.225807,-13.26361022,-4.482196668,-10.53502556,4.1,-2.4,5.6,9,37.8,33.3,41.7,46.1,25,34.3,36,53.3,30.2,41.7,,40.6,37.6,-19.6759642,761,2816,,,,,,,,,,,,,,,,,,,,,,,98.4,,,8,,,,,,,9965,
Ibaraki,2021,1,2372,26,2877000,,97.267456,-19,-10.5,-17.5,9.5,-61,-99.3637328,-33.66456032,-7,-10.80772185,-33.39453605,-9.637974134,5.9,-1.8,13,7.8,40.4,29.2,41.7,48.9,33.3,37.9,38.7,52.4,29.8,43.2,,41.2,40.3,-3.209602464,854,3152,,,,,,,,,,,,,,,,,,,,,,,99.3,,,11,,,,,,,10910,
Ibaraki,2021,2,937,47,2877000,,98.442726,-15.75,-10.5,-14,9.75,-60,-94,-30.15067031,-11,-52.00058692,-45.10647724,-0.229129688,1.6,-4.8,2.7,-3,39.9,29.2,41.7,44.7,25,38.3,39.2,42.9,30.8,43.9,,41.7,39.7,49.92654713,994,3515,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,11765,
Ibaraki,2021,3,985,18,2877000,,,-8.5,-5.5,-10.5,5,,-94,-27.40941483,-10,-0.455190001,-22.96235152,36.3770934,,,,,41.9,33.3,41.7,47.3,44.4,42,38.9,52.1,27.4,45.8,,42.6,41.8,5.052505043,1212,4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15671,
Ibaraki,2021,4,1403,6,2877000,,,-7.875,,,5.4400001,,,-22.6,-11.111111,,,,,,,,40.7,44.4,33.3,41.1,33.3,42.9,39.7,42.9,37.5,38.2,,38.9,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibaraki,2021,5,424,2,2877000,,,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikawa,2020,1,0,0,1143000,102.05053,100,,2.5,-4,-4.1666665,-10,-23.3343204,11.47894328,-0.83333331,-1.913928288,7.752302364,2.533451163,-2.1,-0.5,-2.1,14.3,,,,,,,,,,,,,,-20.16408273,270,1067,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-40.2,,,-8.1
Ishikawa,2020,2,6,0,1143000,101.05578,100.44007,-1.75,4.5,3.5,1.8888888,-13,-60.4433344,1.890398179,-0.11111111,-1.314571256,-0.88358085,-3.565518553,1.6,1.6,4,27.4,38.5,,,50,25,38.3,30.3,26.2,41.7,42.4,,45.1,36.3,-6.873879022,374,1444,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,-0.1,,,-8.8
Ishikawa,2020,3,7,0,1143000,94.99752,96.067665,-7,0,3,2.5,-60,-95.0642578,-20.49591738,-1.5,-3.969683693,-17.27769523,-14.77273831,-5.9,-7.5,-11.8,22.8,31.2,,,43.2,16.7,27.5,24.7,26.2,23.3,43.6,,42.9,27.8,51.77177973,542,2058,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,-54.8,,,-14.9
Ishikawa,2020,4,238,8,1143000,92.904167,90.304832,-22.125,-1,-6.5,7.6999998,-97,-99.6775987,-67.80168847,-19.1,-60.32232944,-43.62246435,-27.94863621,-11.5,-14,1,33,24.7,,,38.1,16.7,21.2,19.1,18.3,12.5,35.4,,32.1,22.7,-39.32887418,222,716,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,-14.6,,,-38.2
Ishikawa,2020,5,47,17,1143000,89.980179,86.727364,-21.5,-5.5,-4,4.25,-99,-99.6410947,-53.85592624,-33.25,-75.11493562,-44.75009386,-20.97608515,-10.3,-14.2,18.6,30.1,25.9,,,36.9,16.7,21.3,19.2,27.8,8.3,33.3,,33.9,23.4,14.52136465,205,507,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,-46.3,,,-48.1
Ishikawa,2020,6,2,2,1143000,93.256851,89.677567,-9.375,-1,-6,3,-81,-100,-31.17052152,-34,-66.14864971,5.757145546,-39.31008741,4.1,-8.1,35.5,25,27.2,,,37.7,16.7,22.1,23.3,37.5,4.2,34.4,,35.2,25,23.94927949,325,1139,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,26.5,,,-24.4
Ishikawa,2020,7,21,0,1143000,94.657387,90.685066,-7.5,1.5,-0.5,-0.096774191,-25,-91.8307499,-15.97099334,-30.806452,-54.3599046,-3.918101322,-48.23313338,0.3,-11.5,8.4,20.3,28.6,,33.3,38.5,16.7,23.8,19.9,27.8,20,41.7,,34,27.1,-20.36477184,348,1339,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,-8.8,,,-15.7
Ishikawa,2020,8,305,6,1143000,95.530525,90.525009,-5.125,0,-3,0.75,-47,-99.7030123,-37.96867346,-23.5,-55.65181686,-28.50628245,-37.47959692,-0.3,-10.9,8.5,27.3,28.1,,33.3,40.7,16.7,22.7,19,35.4,13.9,42.2,,34,26.8,-3.177487844,268,1114,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,12.1,,,-18.6
Ishikawa,2020,9,150,14,1143000,95.400757,91.602051,-6.5,-2,-2.5,-1.4814814,-10,-93.1188858,-17.36941271,-29.888889,-59.76372734,-21.4438927,-10.03173608,-6.5,-7.3,-31.9,10.8,30.1,,33.3,42.4,33.3,25.4,24.3,30.6,22.2,34.4,,34,29,-6.541737976,375,1502,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,-7.2,,,-15.3
Ishikawa,2020,10,34,2,1143000,95.800262,92.234512,-1.5,-5,-8,2.6774194,67,-83.3774751,-1.641781049,-26.67742,-67.75009155,19.86863054,17.10001611,9,-8.2,40.4,15.9,30.7,,,42.4,33.3,26.1,22.5,35.7,20.8,37.8,,39.4,28.5,-14.17660476,330,1247,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-15.6,,,28.3
Ishikawa,2020,11,43,1,1143000,96.821846,95.550537,2.5,0,1,2,95,-92.1587423,1.234491827,-16.75,-34.89873092,9.220620952,19.91491321,1.6,-6.7,32.7,13.8,35.1,,33.3,42.4,27.8,30.7,31,35.7,30,44,,44.4,32.6,-33.93301851,401,1239,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-23.7,,,2.8
Ishikawa,2020,12,218,1,1143000,97.025406,95.586433,-12.25,-3,-5.5,3.6129031,43,-64.3904675,-26.88314197,-20.161291,-9.59052368,-3.235725595,-10.89613955,2.6,-6.6,16.7,14.3,36.9,,33.3,47,27.8,31.4,32.7,42.6,25,42.2,,44.4,35,-41.42500535,281,1101,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,14.2,,,2.3
Ishikawa,2021,1,391,7,1143000,,95.712822,-27,-1,-9.5,3.5,-81,-87.2075807,-44.69103833,-15.75,-11.40911476,-32.49830945,-13.88331913,-1.4,-8.1,7.3,12.7,34.1,,16.7,43.2,27.8,31.8,30.8,31.3,22.2,37.8,,40,33,-8.048891003,286,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.8,,,-0.3
Ishikawa,2021,2,389,4,1143000,,98.005249,-21,7.5,4.5,-0.75,-81,-75,-40.50313743,-13,-46.33456218,-45.80097471,-3.780743181,-1,-10.2,8,-0.2,35.7,,,45.5,25,33.3,29.5,37.5,26.7,38.5,,46.5,33,45.44329975,332,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikawa,2021,3,60,2,1143000,,,-8.5,-1,2.5,-1,,-77,-34.01889319,-13.75,-2.406818367,-27.62984043,24.55326098,,,,,38.6,,16.7,44.2,27.8,40.2,34.1,31.3,27.8,43.1,,47,36.7,-35.59365386,572,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikawa,2021,4,584,7,1143000,,,-8.625,,,-1.88,,,-42.32,-13.333333,,,,,,,,39.2,,33.3,42,33.3,40.4,33.3,37.5,26.7,47.4,,46,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikawa,2021,5,371,14,1143000,,,-15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,1,0,0,1241000,102.05053,100,,-1,0.5,5,-3,-81.12,10.87118284,-2.4166667,-2.102114016,4.202265656,23.7904918,0.3,-0.9,0.5,4.2,,,,,,,,,,,,,,-16.42576331,441,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,2,0,0,1241000,98.969269,97.448181,0,-1.5,0,4.7407408,-13,-71.8512898,3.695752347,-1.1851852,-5.940812415,-4.203284493,15.25276971,4.1,1.8,8.9,15.7,38.1,33.3,33.3,48.2,27.8,39.2,27.8,28.8,33.3,39.7,50,35.7,38.4,-43.24100676,466,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,3,0,0,1241000,95.842354,94.400558,-2.75,0,-1,0.5,-54,-98.5079688,-14.38609456,-3.5,-17.81187788,-19.22512743,-7.056015348,-4.3,-7.3,-3.8,9.5,32.9,50,16.7,38.3,25,34.1,24.5,30.3,33.3,32.1,33.3,30,33.3,15.28006727,775,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,4,0,0,1241000,92.809654,89.697266,-9.25,-3.5,1,10.666667,-94,-99.9050633,-54.23595411,-13.433333,-46.511116,-46.78245603,-19.37294332,-4.8,-10.4,-1.1,10.5,28.5,16.7,33.3,39.3,33.3,29,25.4,17.9,22.2,23.8,16.7,30.2,28.2,-13.19012545,345,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,5,0,0,1241000,90.094566,83.344421,-9,-3.5,-1.5,3.75,-98,-99.6466431,-38.87873732,-27.5,-68.89998643,-47.18583799,-17.09558899,-3.9,-8.9,19.3,2.8,28.6,33.3,33.3,35.2,27.8,30.4,24.6,20.8,25,26.9,25,33.3,27.7,-32.81719704,308,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,6,0,0,1241000,95.152847,90.986778,-0.5,-5,-1.5,4.75,-84,-100,-21.40656578,-28.25,-56.1525878,-27.47642082,-31.528117,1.4,-1.7,35.9,4.8,30.6,16.7,33.3,37.5,,30.4,29.4,14.8,22.2,32.1,33.3,30.2,30.7,21.29977805,492,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,7,4,0,1241000,94.372826,90.274612,-0.25,3,0,-0.51612902,-61,-100,-11.17758768,-24,-56.40541993,-10.88004648,-43.59482344,1,-7.2,4.1,7.4,30.9,16.7,33.3,36.6,16.7,30.2,28.3,21.2,26.2,34.6,33.3,31.4,30.8,-26.32846847,475,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,8,15,0,1241000,95.753387,90.967819,5.5,-2,-2.5,0,-55,-93.5057471,-33.9572766,-16,-68.12450524,-20.51439465,-33.3159728,-1.2,-7.9,0.4,7.8,31.3,16.7,16.7,39.9,50,31.9,28.8,20.8,27.8,30,25,34.3,30.7,0.864964798,437,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,9,4,0,1241000,97.220741,93.933411,6.125,-5,-3.5,-8.333333,12,-99.6289425,-12.56971916,-19.666666,-73.4675874,-0.719932178,0.957025678,-7.6,0.1,-33.1,-2.6,34.4,25,16.7,40.6,41.7,34,30.3,23.8,30.6,36.1,33.3,36.3,34,-4.814680108,544,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,10,4,0,1241000,98.797714,96.96637,10.25,0.5,-0.5,5.6451612,75,-82.4450366,-7.697538829,-15.290322,-60.61453591,35.37457957,16.81116642,7.9,13.1,43.6,5.3,35,25,50,41.1,16.7,36.7,30.4,25,38.1,33.3,25,37.3,34.6,-35.74167809,600,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,11,167,3,1241000,97.775032,95.420029,3.75,1.5,-1,-0.25,136,-97.0242469,-20.07780715,-5.25,-26.10942049,14.6230403,11.03279848,-0.2,1.5,35.1,13.4,35.3,,33.3,38.3,50,38.1,32.5,25,38.1,34.6,33.3,38.9,34.7,-7.122305427,597,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2020,12,191,21,1241000,99.035164,97.846725,-5.75,2,2,-4.2903228,40,-88.1253594,-42.1241559,-11.806452,-16.29595115,-16.07328923,-22.24865315,-2.8,-2.1,17.4,9.9,36,33.3,33.3,40.6,50,39.4,33.3,27.8,40,29.8,25,37.5,35.8,-29.40431072,453,1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2021,1,111,3,1241000,,97.930664,-14,-3,-4,2.75,-63,-95.1466667,-41.52636961,-7.75,-23.10323455,-39.57694156,-18.12891564,0.8,-2,10.4,5,32.9,33.3,33.3,37,,38,29.8,22.7,33.3,27.4,33.3,37.5,32,-6.225244501,487,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwate,2021,2,58,3,1241000,,95.878609,-13.25,-4.5,-3,1.25,-67,-87,-37.31632729,-6.5,-54.63172228,-42.5240735,-6.305660055,-0.7,-4.3,17.2,-4.1,37.2,33.3,16.7,43.8,,41.7,32.2,28.3,30,33.3,25,40.6,36.6,44.51505127,568,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
