prefecture,year,month,positive,death,population,gdo,gdp,mobility,credit_all,credit_service,pos,travel,eventticket,restaurant_info,joboffer,event_info,travel_info,movie_info,departsuper,conveni,kaden,drugstore,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBsurvice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Shiga,2020,6,1,0,1412000,93.301613,91.140152,-7.375,-6,-4,8.75,-80,-100,-16.95274266,-35,-55.19122898,-23.11032558,-38.60904219,1.5,-6.2,29.6,8.3,24.6,,33.3,27.2,33.3,20.1,28.1,16.7,27.3,35.4,,30,24,10.0638566,452,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,7,70,0,1412000,95.660355,96.21637,-9.25,-3,-2,7.483871,-42,-96.2725684,-6.860307777,-33.870968,-60.25923413,-20.98897551,-52.5059017,5.4,-9.7,15.9,8.2,28.5,,33.3,32.5,66.7,20.7,33.3,29.2,35,34.4,,35.3,27.4,-44.84637129,467,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,8,279,4,1412000,94.716599,91.760635,-3.625,-2,-3,8.25,4,-98.642342,-19.32591226,-29.5,-62.4049909,-25.60224853,-41.7687545,7.2,-6.8,8.7,15.6,29.2,,33.3,31.7,41.7,23.7,31.4,31,36.4,32.1,,36.1,27.9,16.03014257,412,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,9,52,3,1412000,98.164444,97.844101,-3.25,-6,-5,-5.3333335,200,-86.0808436,-0.240444422,-29.222221,-55.59814887,-10.23287102,-13.1110847,-3.9,-4.1,-30,-9.4,30.6,,33.3,31.6,66.7,27,33.3,20,35.7,35.7,,35.4,29.8,-44.61179925,599,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,10,50,1,1412000,99.259354,99.474434,0,3.5,0,7.7096772,213,114.7301006,0.516888354,-30.419355,-59.90709521,38.48209134,21.9749703,0.3,-5.1,30,11.2,34.9,,33.3,31.7,50,32.9,37,36.7,41.7,35.6,,40,34,-29.04341617,475,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,11,230,0,1412000,102.30225,104.88683,1.75,-5,-4,4.25,171,-32.046332,-1.821994517,-21.75,-15.63301077,27.60581408,26.72656616,-1.2,-5.9,27.1,7.7,35.9,,33.3,36.4,33.3,31.3,35.4,46.7,40.7,45,,40.3,35.3,-10.1474473,596,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2020,12,393,2,1412000,99.836823,100.48499,-10.75,-3.5,-2,4.1612902,98,-47.2581108,-19.45116694,-18.096775,-9.154880949,0.208506733,-7.265736079,0.7,-4.6,19.5,8,35.4,,33.3,36.3,16.7,32.1,36.3,44.4,40.7,37.5,,41.7,34.3,-9.237631513,468,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2021,1,948,19,1412000,,100.47149,-19.25,-0.5,1.5,11.25,-37,-90.4820766,-25.13776144,-16.25,0.0999776,-30.57518015,-1.009523298,0.5,-4.9,20.1,6.5,37.2,,33.3,35.1,33.3,37.8,34.3,44.4,40.7,36.7,,46.1,35.5,-7.073929413,468,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2021,2,344,16,1412000,,103.25127,-13.875,-6.5,-8.5,8.75,-13,-94,-23.18265641,-17.5,-32.04400134,-40.32099056,2.07476773,-3.1,-6.3,7.5,-5.8,38.7,,33.3,37.7,33.3,39.1,37.5,42.9,43.8,34.8,,44.4,37.7,45.35963397,532,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2021,3,303,9,1412000,,,-6.25,-2.5,-0.5,10.75,,-85,-20.46579228,-15.5,0.095193321,-17.54035872,34.99862532,,,,,41.2,,33.3,37.5,,42.4,40.7,42.9,44.4,39.4,,43.1,40.8,-38.62798857,658,2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2021,4,954,6,1412000,,,-5.125,,,10.16,,,-33.64,-15.111111,,,,,,,,39.1,,,36,50,40.1,35.7,40.5,46.3,37.5,,45.2,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiga,2021,5,439,6,1412000,,,-14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,1,0,0,680000,102.05053,100,,6.5,-1,2.25,-5,-48.7861272,11.95751633,-8.25,-13.83772602,10.31161877,6.633997734,0.4,0.5,-0.6,8.5,,,,,,,,,,,,,,11.17223884,385,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,2,0,0,680000,99.654099,97.653954,2.25,0.5,0,4.185185,-4,-2.4469821,4.370102139,-4.1111112,-15.76640581,1.731469369,3.504148638,4.4,2.2,5.7,23.3,39,,,36.7,,35.3,38.1,41.7,66.7,50,,27.8,39.7,-30.40245619,429,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,3,0,0,680000,97.584854,97.661034,1.25,-2,-1,1.75,-51,-95.0681636,-8.919819512,1.25,-8.778873591,-13.89804752,-7.457965106,-1.4,-5.6,-6.8,3.9,30.4,,,27.8,,28.4,30,33.3,33.3,38.9,,11.1,31.6,62.65599311,538,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,4,23,0,680000,92.767136,90.932892,-14.125,-4,-2,8.5,-95,-99.9762414,-62.13819279,-9.3000002,-74.30998077,-45.53892961,-23.66280228,-13.1,-11.2,0.5,29.3,27.7,,,26.7,,26.3,27.8,33.3,16.7,33.3,,16.7,28.3,45.59624853,325,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,5,1,0,680000,88.573822,84.212105,-14.25,0,2,3.75,-99,-99.2307692,-56.12922008,-18.75,-72.49382179,-51.82945445,-9.332870092,-16.7,-12.4,15.7,13.5,25.3,,,26.4,,20.8,27.8,27.8,16.7,31,,16.7,26.1,-31.9913336,277,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,6,0,0,680000,93.866074,91.859825,-4.125,4,0,5,-86,-100,-26.35467102,-21.25,-57.25900772,-37.21712893,-30.36092387,-1.3,-4.1,28.7,18.9,28.6,,,33.3,,24.6,27.4,33.3,,33.3,,22.2,29,29.83511857,375,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,7,5,0,680000,94.249733,90.381485,-3,2,0.5,1.9032258,-51,-96.7286722,-13.81335495,-18.129032,-53.79642332,-14.33414601,-40.11798088,-3.7,-7.6,6.4,5.5,28.5,,,34.8,,21.7,29.5,41.7,16.7,36.7,,16.7,29.3,-42.98598237,460,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,8,108,0,680000,96.022446,91.347565,5.375,1.5,-0.5,3.5,-48,-100,-32.64756425,-12,-62.60242354,-30.26538172,-33.13658877,-7.2,-7.3,6.5,17.4,27.5,,,25,,23.8,26.7,16.7,33.3,47.6,,33.3,27.2,-3.289425028,340,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,9,3,0,680000,98.333076,95.719429,4.5,-1,-0.5,-8.2222223,-14,-95.532646,-3.371344916,-15.185185,-53.78572281,-21.51104264,-1.432175069,-10.1,-3.8,-32.9,-8.6,33,,,35.4,,28.3,33.3,41.7,50,40,,33.3,33,5.6410396,430,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,10,1,0,680000,99.170044,96.331154,10.5,-2.5,-0.5,8.1290321,22,-72.8426396,0.26408687,-14.096774,-63.62040762,11.30109558,23.2201154,2.6,-3.8,33.5,22.1,33.3,,,37,,28.1,34.6,41.7,41.7,37.5,,41.7,33,-53.26223909,452,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,11,6,0,680000,99.111794,97.067429,12,-2,-1,3.5,45,55.922865,5.26565947,0,-20.45863362,7.228546625,22.88706361,-2.1,5.2,21.6,18.5,38.6,,,38.3,,31.8,39.7,41.7,41.7,54.2,,41.7,38.5,-48.21347682,517,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2020,12,60,0,680000,99.799332,97.362,-3.5,-1,-0.5,4.3548388,46,-96.6315789,-32.8231902,-4.032258,-10.89895414,-4.485684545,-8.864003118,-2.4,2.2,18.9,9.4,36.5,,,33.3,,34.2,37.2,41.7,45.8,40.5,,41.7,36.3,-0.766505636,412,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,1,61,0,680000,,97.725182,-17,8,-0.5,8,-72,-93.5260116,-44.39084498,-6.25,-9.130230715,-29.42300501,-10.56808088,-6.5,-1.7,15.7,11.6,38.6,,,40,,36.8,40.5,33.3,41.7,38.9,,50,38.2,185.6557228,388,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,2,16,0,680000,,99.031776,-9.125,-1,3,7.25,-69,-90,-35.89184406,-4.5,-40.52861174,-40.95392964,-6.061772991,-4.7,1.7,9.3,-5.3,39,,,38.3,,33.3,43.3,38.9,44.4,41.7,,33.3,39.2,-31.18243304,400,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,3,3,0,680000,,,2.5,-1,-0.5,9.25,,-95,-22.74274641,-5.75,-7.300970499,-4.953576017,31.24199836,,,,,40.6,33.3,,44.4,,38.6,40.2,38.9,50,41.7,,41.7,40.5,-36.98328143,577,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,4,60,0,680000,,,2,,,7.8800001,,,-26.48,-5.8333335,,,,,,,,40.2,16.7,,40,,40.8,40.5,33.3,41.7,42.6,,33.3,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimane,2021,5,28,0,680000,,,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,1,0,0,3659000,102.05053,100,,-2,-1,-1,-8,-12.5439625,1.819610821,13.333333,3.729622707,3.207649124,4.114220491,-1.3,0.5,-3.7,4.3,,,,,,,,,,,,,,-1.648335989,1289,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,2,1,0,3659000,100.2688,98.640388,3,0.5,2.5,8.2222223,-16,62.6525631,-2.819925922,10.481482,-5.225190381,0.419711839,0.124142143,4.5,3.5,3.1,18.7,36.5,33.3,66.7,46.7,33.3,36.1,31.5,33.3,33.3,36.8,33.3,40.9,35.7,-29.02510227,1272,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2020,3,9,0,3659000,97.666443,94.767197,-3.25,-6.5,-7.5,14.5,-64,-99.9056974,-15.85240521,9.75,1.067308724,-13.26387064,-11.27147003,-4.9,-5.5,-8,7.6,32.6,37.5,33.3,45.7,8.3,33,29.9,23.6,25,29.2,25,34.5,32.2,5.973227459,1694,7843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2,,,
Shizuoka,2020,4,61,1,3659000,88.644333,81.592819,-20,-9,-13,18.700001,-94,-99.994914,-63.23057898,-8.7333336,-65.3617423,-47.08009155,-21.89196671,-8.8,-9.3,-3.7,11.6,24.9,27.8,16.7,38.1,11.1,24.3,23.4,18.1,20.2,18.6,33.3,25,24.9,-27.73979414,924,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,,,
Shizuoka,2020,5,4,0,3659000,84.129547,78.067505,-22.75,-13,-23.5,12.5,-98,-99.0151826,-49.56014218,-25.75,-81.56667629,-50.69026608,-13.78181014,-1.8,-9,11.5,8.9,23.8,16.7,16.7,37.7,16.7,22.4,22.3,10,21.2,19.7,33.3,23.4,23.9,-37.77801698,710,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.7,,,
Shizuoka,2020,6,6,0,3659000,91.99704,88.188568,-12,-3.5,-6.5,7.25,-81,-99.9143933,-20.64120869,-23.25,-64.92428238,-27.76314287,-34.49163002,0.5,-4.6,25.9,7.2,23.9,22.2,33.3,40.5,23.3,22.1,20.2,24.1,17.5,20.6,25,26.9,23.3,-26.91009097,1100,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,
Shizuoka,2020,7,192,0,3659000,95.106491,90.947418,-15,-3.5,-6,7.7419353,-64,-99.5384232,-15.78133401,-21.967741,-60.10642701,-15.63179857,-46.69214442,0.9,-8.3,17,7.3,26.7,38.9,16.7,38,33.3,25.6,23.3,31.7,20.6,25.9,30,28.2,26.4,5.078920072,1224,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,
Shizuoka,2020,8,207,0,3659000,96.267136,91.995834,-9,-7,-10,7.75,-44,-99.5527206,-28.56443372,-19,-63.924696,-32.97867374,-35.50665032,3.4,-5.5,13.2,9.6,27.3,22.2,16.7,40.6,22.2,25.5,25.8,22.2,24.2,24.8,30,28.3,27.1,-26.19447174,1069,4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,
Shizuoka,2020,9,61,1,3659000,97.617073,94.729439,-9.75,-4,-5,2.5555556,19,-96.9690569,-4.259578936,-21.629629,-52.78819428,-19.09801101,-2.446543242,-8.4,-3,-27.8,-7.6,29.3,27.8,16.7,40.9,29.2,28.7,26.2,22.7,26.2,27.4,37.5,29.6,29.2,8.878269859,1444,6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,,,
Shizuoka,2020,10,115,0,3659000,98.903755,95.573814,-6.25,1,-1,12.354838,91,-88.0618227,6.598623457,-20.709677,-69.14608574,30.871078,19.75918261,6.8,3.2,30.6,13.5,32.9,27.8,50,42.4,41.7,33,29.4,30,30.2,28.7,37.5,35.2,32.5,-38.55975482,1268,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,
Shizuoka,2020,11,1012,9,3659000,98.350105,94.845192,-6.25,-5,-11,5,106,-78.0490487,-5.702675292,-15.75,-31.63184532,15.61103768,17.92727522,0.3,5.1,23.8,9.8,34.8,27.8,16.7,39.6,27.8,36.2,29.5,35,35.3,34.5,29.2,37,34.4,-20.14767117,1402,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,,,
Shizuoka,2020,12,1013,30,3659000,98.173676,94.681206,-11,-9,-15,6.1290321,39,-80.8838333,-26.93633667,-16.548388,-8.461215948,-5.877070263,-7.158821716,-0.4,-3.5,17.8,7.7,35.3,27.8,33.3,40.3,37.5,37.9,29.8,27.8,34.3,33,33.3,34.9,35.4,-18.2950987,1298,4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,,,
Shizuoka,2021,1,1909,35,3659000,,94.372406,-20,-9,-12.5,10,-73,-83.3867042,-37.81440407,0,-3.78560215,-35.70470855,-5.34852699,1.4,-4.5,18.6,5.8,33,16.7,16.7,40.8,27.8,36.3,28.4,23.3,30.7,28.8,29.2,31.4,33.3,1.883860252,1248,5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
Shizuoka,2021,2,551,17,3659000,,92.799377,-16.625,-6.5,-10.5,6.75,-74,-49,-35.39314494,-2.25,-46.5260838,-47.22197525,6.20931473,-1.7,-7.6,8.4,-6.4,35.1,22.2,16.7,40.9,33.3,37.8,30.7,25,31.6,31.9,38.9,34.4,35.2,1.872036187,1298,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,,,
Shizuoka,2021,3,574,25,3659000,,,-10.5,-6,-11,8.75,,-85,-30.54797496,-4.25,-14.40957745,-25.7538678,37.89562995,,,,,36.3,33.3,33.3,39.6,44.4,38.9,31.7,31,36.3,31.6,33.3,35.4,36.5,28.49646142,1842,8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,,,
Shizuoka,2021,4,746,3,3659000,,,-11,,,8.1599998,,,-29.6,-2.4444444,,,,,,,,37.1,22.2,33.3,41.5,33.3,40.1,31.7,27.1,37.5,35.3,27.8,36.1,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shizuoka,2021,5,373,3,3659000,,,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2020,1,0,0,1946000,102.05053,100,,-3,-3,6.6666665,-9,36.3306085,-2.991397734,4.3333335,-5.027965302,9.739655184,6.129704569,-0.4,0.5,13.1,6.8,,,,,,,,,,,,,,-10.69955112,558,2220,,,,,,,,,,,,,,,,,,,,,,,90.5,,,,,,,,59.5,,,-13.7
Tochigi,2020,2,1,0,1946000,99.651939,97.469696,-1,0,-1.5,7.1481481,-18,-43.8393672,-5.47106465,3.6296296,-9.067819848,5.29998453,-4.110151727,4.1,3.9,21.6,18.4,39.9,,,53.3,,36.4,34.6,36.4,38.9,41.1,,44.7,38.8,-1.828451315,534,2536,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,87.3,,,-9.3
Tochigi,2020,3,13,0,1946000,98.343857,96.023079,-2.25,-3.5,-1,4.25,-61,-99.7213376,-17.95281884,0.25,-6.671402655,-11.71547386,-14.21445061,-5.1,-4.6,1.7,17,34.3,,33.3,45.7,,32.4,31,29.6,38.9,28.6,,39.9,32.9,39.50147238,650,3224,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,70.8,,,-8.7
Tochigi,2020,4,40,0,1946000,91.646156,90.501373,-19.375,-5,-5,6.2666669,-95,-99.7592019,-59.63799287,-9.9333334,-66.65833678,-43.79371905,-23.35529112,-6.3,-8.6,19.6,19.2,23.9,,8.3,31.3,,21.1,27.6,24,20.8,14.6,,29.4,22.6,-46.16423466,388,1343,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,158.2,,,-32.7
Tochigi,2020,5,11,0,1946000,87.434204,87.535034,-18.5,-2,-5,2,-98,-100,-44.49007964,-26.75,-79.0222506,-43.87664094,-17.94630489,-6,-7.1,34.2,14.8,21.8,,,31.1,,18.5,22.2,22.2,22.2,13.3,,24.1,21.3,46.98221933,325,849,,,,,,,,,,,,,,,,,,,,,,,78.6,,,,,,,,0.1,,,-44.8
Tochigi,2020,6,14,0,1946000,93.939415,92.046349,-8.375,-6,-7,5,-74,-100,-23.10570963,-27.75,-60.17549743,-16.92888457,-33.28277357,3.2,-1.6,55.2,15,26,,,37.4,,20.6,26.7,28.2,22.2,20,,26.7,25.9,-8.246040038,584,1842,,,,,,,,,,,,,,,,,,,,,,,79.9,,,,,,,,73.5,,,-20.5
Tochigi,2020,7,116,0,1946000,94.616478,93.697624,-9.75,-1.5,-1.5,4.032258,-2,-100,-15.51033268,-26.516129,-48.84276485,6.569883563,-45.70947438,2,-6.7,27.5,11,25.8,,,42,,18.3,25.3,23.6,22.2,23.1,,26.7,25.7,-35.61405553,579,2296,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,-0.9,,,-10.9
Tochigi,2020,8,108,1,1946000,96.137169,93.794571,-5,-3.5,-6.5,6.75,-31,-98.4235041,-22.97320067,-20.75,-67.7644197,-16.88410874,-33.24360361,4.9,-4.6,20.3,9.2,27.1,,16.7,34.4,,23.3,25.3,30,25,28.1,,28.8,26.7,26.1802217,434,1836,,,,,,,,,,,,,,,,,,,,,,,80.6,,,,,,,,-21.4,,,-18.2
Tochigi,2020,9,127,0,1946000,97.180641,94.734695,-6.25,-6,-8,-5.0740743,37,-99.5503092,-8.922955636,-23.666666,-51.76198663,-3.669771971,-1.113949358,-5.7,-1.4,-20.2,1.6,30.5,,50,41.7,,26.1,29.8,30,25,28.1,,30.2,30.6,-23.8197635,632,2567,,,,,,,,,,,,,,,,,,,,,,,80.4,,,,,,,,37.7,,,-17.4
Tochigi,2020,10,59,0,1946000,98.025856,94.785057,-0.5,-3,-3.5,7.0967741,93,-79.9814213,1.985389162,-23.483871,-64.04770831,28.83136392,22.19081338,6.6,-3.9,48.7,2,33.2,,,43.6,,29,31.2,36.4,37.5,31.4,,35.8,32.6,2.836747439,634,2235,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,9.6,,,24.8
Tochigi,2020,11,149,1,1946000,99.627197,96.406723,1,-5,-6.5,2.75,104,-64.5656884,-6.134391863,-13.25,-19.11986919,22.68224514,21.7597466,3.4,-3,41.6,12,37.5,,50,50,,33,35.6,39.3,33.3,32.3,,40.6,36.7,-23.90025755,745,2296,,,,,,,,,,,,,,,,,,,,,,,81.6,,,,,,,,-10.5,,,-12.1
Tochigi,2020,12,840,4,1946000,99.479408,97.14473,-9,-3.5,-7.5,2.9354839,50,-34.0106952,-24.0963627,-14.290322,-8.10564762,-6.32371931,-8.627399933,1,-2.7,11.9,8.1,34.4,,0,42.6,,33.6,32.1,31.5,27.8,32.3,,40.6,32.5,35.51788432,540,1915,,,,,,,,,,,,,,,,,,,,,,,82.7,,,,,,,,-33.6,,,-7.3
Tochigi,2021,1,2293,40,1946000,,94.781303,-21,-2,-3,8,-76,-93.2444062,-42.12473163,-7.25,-8.353627715,-33.13548816,-10.11220403,-1.8,-3.3,22.6,9.2,32,,50,40.6,,32.1,29.2,27.3,30,20.8,,39.1,29.9,-3.678737175,543,2265,,,,,,,,,,,,,,,,,,,,,,,82.9,,,,,,,,-12.4,,,3.1
Tochigi,2021,2,322,20,1946000,,95.522774,-16,-4,-6,7.25,-85,-98,-36.91001538,-6.75,-53.1145113,-43.99662595,-4.918362793,-0.9,-5.9,15.4,-3.1,34.3,,,49.4,,31.5,29.2,35,30.6,28.4,,36.9,33.5,1.490510712,503,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.2,,,-6.7
Tochigi,2021,3,545,4,1946000,,,-8.25,-0.5,0.5,13,,-85,-32.73676527,-8.5,-4.754048477,-22.41515798,29.62338141,,,,,37,,50,44.1,,37.7,29.8,28.3,35.7,36.7,,36.5,37.1,-11.88142167,772,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2021,4,711,1,1946000,,,-5.125,,,7.04,,,-32.4,-9.2777777,,,,,,,,38.3,83.3,50,42.7,,38.1,37.3,30.3,39.6,32.2,,36.7,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tochigi,2021,5,251,1,1946000,,,-4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,1,0,0,736000,102.05053,100,,-1,-0.5,-9.416667,-20,-27.027027,1.863605638,-1.75,-13.95955744,-2.831490127,-0.52658895,0.7,-0.4,-6.6,2.6,,,,,,,,,,,,,,-29.23319914,274,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,2,1,0,736000,101.74906,100.83976,0.25,-3.5,-5.5,-4.4444447,-20,-61.9891679,-3.678490033,-1.5555556,11.44733624,-7.022354593,-7.679005548,8.2,2.5,7.6,19,34.4,,,,,29.8,,,,,,33.3,34.4,16.71497609,280,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,3,2,0,736000,101.35458,101.50053,-2,-3.5,-5,-2.75,-72,-100,-15.08673862,2.75,-8.73813412,-20.82521126,-19.9664234,-2.1,-6.7,-5.9,6,33,,,,,32.1,,,,,,58.3,31.9,58.34539003,346,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,4,2,1,736000,98.562119,97.608582,-12.625,1.5,-1.5,2.4000001,-96,-98.0722892,-55.99625444,-9.7666664,-41.17034774,-50.70643064,-31.82853914,-8.5,-10.8,-1.2,13.2,31.4,,,,,27.8,,,,,,44.4,30.6,-23.58503373,207,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,5,0,0,736000,94.896042,89.764076,-17.25,-1.5,3.5,-2,-99,-100,-46.88085775,-20.75,-74.53408013,-57.86619242,-35.71660262,-1.7,-10.6,18.6,11.1,29.1,,,,,30,,,,,,50,27.5,-9.028781483,163,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,6,1,0,736000,100.92593,94.475502,-9.5,-1.5,-1,-2.25,-84,-100,-16.89086454,-21.5,-51.44890195,-37.76107163,-44.21216112,5.8,-5.4,34.1,8.9,27.9,,,,,22.5,,,,,,33.3,27.6,-2.250124725,327,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,7,19,0,736000,101.68356,95.456978,-7.25,-7.5,-8.5,-3.8387096,-62,-100,-15.8232051,-21.290323,-64.13121535,-32.23246016,-51.08707133,12.4,-7.9,9.7,4.8,27.3,,,,,25.9,,,,,,33.3,26.9,62.79927025,305,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,8,105,3,736000,103.42325,97.462822,-4.5,0.5,0,-9.75,-37,-100,-37.14274308,-13.5,-74.12960866,-39.98580486,-43.17172487,19.7,-7.6,12.1,10.2,27.7,,,,,25.9,,,,,,37.5,26.9,8.690658499,242,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,9,18,5,736000,104.27162,98.974808,-2.625,-5,-3,-6.5555553,16,-99.4610133,-16.16287144,-21.666666,-60.29868099,-36.67327599,-18.24020685,-11.7,-4,-35.9,-13.6,33.1,,,,,27,,,,,,45,31.5,-56.83442936,383,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,10,16,0,736000,104.03912,97.581665,0,0,-2.5,2.9032259,39,-17.5233645,-13.23072111,-19.419355,-69.43242444,-3.290568239,20.96470748,-4.1,-6.8,47.5,13.3,31.8,,,,,31.8,,,,,,39.6,30.8,14.05623317,274,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,11,17,0,736000,107.40113,103.88175,0.75,-0.5,2.5,0.25,66,244.3592552,-8.919081992,-11,-33.41564675,-8.510976363,31.92856997,-13.1,-4.5,23.9,6,34,,,,,32.5,,,,,,41.7,33.3,-44.50353408,449,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2020,12,17,0,736000,105.37221,99.979485,-6,-3,-3.5,4.516129,-10,99.592668,-25.70363763,-15.870968,-10.07069885,-20.21002372,2.853603884,-10.6,-4.1,20.7,5.1,36.9,,,,,34.3,,,,,,40.5,36.5,5.763936076,295,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokushima,2021,1,187,5,736000,,100.14388,-14.75,-4.5,-3,2.25,-78,-100,-32.93962299,-5.25,-20.45512232,-45.46339585,-3.362960718,-9.9,-4.5,32.2,4.9,34,,,,,29.8,,,,,,33.3,34.1,40.18360587,305,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
