prefecture,Prefecture_JP,year,month,positive,death,population,qe,FujiiKasaigdo,Fujiigdo,FujiiKasaigdp,Fujiigdp,rdei,qFujiigdp,qFujiigdponly,qFujiiKasaigdponly,qrdei,qrdeionly,mobility,creditall,creditservice,pos,travel,eventticket,restaurantinfo,joboffer,eventinfo,travelinfo,movieinfo,departsuper,conveni,kaden,drugstore,Kasaiiip,hhexp,TDBall,TDBagri,TDBkinyuu,TDBkensetsu,TDBfudosan,TDBseizou,TDBoroshi,TDBkouri,TDBunyu,TDBservice,TDBother,TDBdaikigyo,TDBchusho,koujihi,newtruck,newcar,yuirail,airport,hotel,fish,elec,ship,kankou3,kankou2,kankou1,car2,car1,deposit,loan,machine2,machine1,ex2,ex1,wage2,wage1,employ,cpi,di,ci,fusai2,fusai1,tosan2,tosan1,ryoko,setsubi,infra2,infra1,newcar3,newcar2,newcar1
Aichi,愛知県,2021,2,1840,118,7537000,98.73643409159938,95.34198,95.547997,93.966957,94.26633348997662,90.094093,97.710335,96.713837,96.406685,93.385658,94.357872,-18.125,-12,-17,5.25,-76,-64,-46.42003038940106,-13.5,-51.81185169778733,-51.00367333704117,-5.48253765,-5,-7.5,1.4,-4.6,97.5,252451,38.8,,,50,33.3,35.8,42.6,36.7,27.8,40,,39.6,38.7,14.08752852781087,1846,8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,,
Aichi,愛知県,2021,3,1505,65,7537000,98.73643409159936,96.187469,96.592987,96.182251,96.86569848411759,89.511047,100.40466,99.380684,98.679497,92.781311,93.747231,-11.5,-7.062,-10.304,3.5,-54,-69,-37.63636266360133,-19.25,-14.9836317819963,-27.56794042583327,26.323998945,5.7,.6,8.6,-1.5,100,309800,35.4,,,42.4,33.3,36.9,35,22.2,16.7,31.3,,39.6,34.9,-13.43664651987287,2376,11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,,,
Aichi,愛知県,2021,4,6082,46,7537000,99.05555337827023,,,98.326157,97.50839937671601,,,100.01455,100.85332,,,-9.75,-5.565,-9.699999999999999,6.790557000000002,-69,-65,-42.01799574124996,-19.7,,,,18.8,5.1,7.1,-3.4,105.4,301043,35.3,,,43.1,50,32.4,42.9,45.2,4.2,27.1,,40.5,34.9,-14.25385809964293,1620,6536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,5,13813,162,7537000,99.05555337827025,,,93.319191,91.91239220914547,,,94.274712,95.717667,,,-15.25,-7.5,-14,6.692382500000001,-69,-82,-56.91458773985751,-17.56415499736827,,,,7.2,3.2,-1.4,1.1,97.59999999999999,281063,34.8,,,45.6,33.3,33.8,30.3,41.7,8.300000000000001,27.1,,38.1,34.5,-28.4,1397,6115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,6,3804,171,7537000,99.05555337827023,,,,96.63234452665016,,,99.115974,,,,-12.625,,,3.922908888888889,,,-55.01186512593593,-18.16104147155584,,,,,,,,,260285,39.3,,,46.7,44.4,40.5,34.7,44.4,16.7,30.3,,38.1,39.5,,1684,6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,7,3000,46,7537000,,,,,,,,,,,,-12.5,,,8,,,-52,,,,,,,,,,,39.2,,,50,41.7,37.6,36.1,38.9,16.7,38.1,,40.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aichi,愛知県,2021,8,14256,21,7537000,,,,,,,,,,,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2020,1,0,0,981000,100.0000022986003,102.06114,102.02888,100,100.0000006831138,100,102.02888,101.58939,101.58938,102.02888,102.4722,,-2.5,-1,4.583333333333333,-5,-57.260274,10.1420426693995,-4.75,-8.602894876288028,10.68540806095878,4.337961290670911,-3.1,-1.8,4.9,9.1,104.5,287173,,,,,,,,,,,,,,-13.00705091723266,392,1041,,,,,,,,,,,,,,,,,,,,,,55.6,79.7,,,,,,,,,,,
Akita,秋田県,2020,2,0,0,981000,100.0000022986004,101.68512,100.9612,101.06219,99.70613730452031,98.200958,101.72906,101.29085,102.66845,100.19334,100.62868,1,1.5,-1,-1.555555555555556,-9,24.2105263,-.437044642965477,-6.851851851851852,3.928151669988136,1.555487633013975,-.5317707946130447,2.1,1.2,7.4,20.4,108.9,271735,35.7,33.3,50,37.8,38.9,36.9,34.1,28.6,58,34.7,16.7,39.7,34.9,28.29527689340773,514,1343,,,,,,,,,,,,,,,,,,,,,,66.7,84.5,,,,,,,,,,,
Akita,秋田県,2020,3,6,0,981000,100.0000022986004,97.409073,96.496124,97.146179,95.41695078934696,93.737572,97.352852,96.933487,98.690201,95.639397,96.054947,-3.25,-1,-1.5,-2.25,-59,-99.6328029,-17.15135203788164,-3.5,3.011350342853786,-17.00451743444968,-10.34581278007564,-3.1,-7.3,-.8,19.5,106.2,292214,31.5,37.5,50,34.3,30,28.9,30.2,27.8,,35,16.7,32.1,31.5,-30.23260797934041,775,2069,,,,,,,,,,,,,,,,,,,,,,66.7,75.3,,,,,,,,,,,
Akita,秋田県,2020,4,10,0,981000,92.05657269260459,92.424232,91.802261,89.92453,88.31389930578672,89.932373,90.968697,92.45874,94.144966,92.635818,91.166588,-7.875,-1,2.5,2.733333333333333,-96,-100,-57.85273768584804,-8.133333333333333,-60.61583238303272,-45.0592979268995,-21.88855142088734,-3.9,-12,4.3,15.9,99.7,267922,26.3,16.7,33.3,31.1,23.3,27,24.4,27.1,,25.6,16.7,21.4,27.1,-26.17328242143405,432,734,,,,,,,,,,,,,,,,,,,,,,44.4,66,,,,,,,,,,,
Akita,秋田県,2020,5,0,0,981000,92.0565726926046,90.051147,89.660172,86.701782,85.55002327888225,88.537102,88.121735,89.565147,90.770958,91.198608,89.752174,1.25,-1,-.5,1.75,-98,-99.76580800000001,-42.06804800817589,-18.5,-72.77119058422828,-44.87984545196599,-17.02917735400825,2.3,-10.1,24.3,7.6,92.5,252017,27.3,22.2,50,34.4,19.4,29.4,23.6,30.6,66.7,22.6,16.7,29.2,27,-74.6898843069665,344,513,,,,,,,,,,,,,,,,,,,,,,22.2,53.7,,,,,,,,,,,
Akita,秋田県,2020,6,0,0,981000,92.05657269260459,94.611328,94.392906,93.195572,92.35895703336686,90.917404,95.135345,96.693642,97.569527,93.650459,92.165138,9.875,-1.5,3.5,2.75,-84,-100,-20.26968774450734,-17.75,-56.82897424819908,29.23091527202759,-36.0823048412061,3.2,-3.1,50.6,12.8,95.5,273699,30.2,22.2,50,35.6,33.3,29.6,25.4,33.3,33.3,29.8,33.3,30.8,30.1,14.16142104468381,482,1219,,,,,,,,,,,,,,,,,,,,,,22.2,58.8,,,,,,,,,,,
Akita,秋田県,2020,7,2,0,981000,96.90266588223096,94.298576,94.395714,91.950729,92.74989008197961,89.695786,95.975876,96.035416,95.207947,92.815544,92.758049,9.25,6,.5,1.032258064516129,-53,-100,-2.859159148399032,-16.48387096774194,-61.72199258282692,23.36200174852683,-44.96815870834399,.1,-7.5,10.6,11.6,93,266897,30.3,22.2,50,34.5,36.7,25.8,26.5,41.7,27.8,34.7,16.7,29.2,30.5,-27.5809973854698,526,1298,,,,,,,,,,,,,,,,,,,,,,0,58.6,,,,,,,,,,,
Akita,秋田県,2020,8,31,0,981000,96.90266588223096,94.250847,95.124458,91.422577,93.72217516064907,90.132004,96.981979,97.042145,94.661087,93.266937,93.20916,15.5,1.5,-2.5,-2.75,-57,-99.6632997,-27.52482416707749,-2.75,-70.5925266326138,-7.461180232607806,-35.84652637357188,-1.9,-2.8,4.5,8.9,89.40000000000001,276360,31.1,22.2,50,41.7,30,30,25,33.3,25,30.3,16.7,28.6,31.6,25.71121419226159,427,1032,,,,,,,,,,,,,,,,,,,,,,11.1,55.6,,,,,,,,,,,
Akita,秋田県,2020,9,4,0,981000,96.90266588223098,96.457771,96.783089,94.266685,95.52085631458706,91.539078,98.843224,98.904541,97.605942,94.722954,94.664276,15.875,-1.5,2.5,-4.592592592592593,0,-100,-1.617545507819533,-8.962962962962964,-65.34602067965963,-2.404581054823702,-5.332005644742046,-8,-2.3,-33.6,1.6,94.90000000000001,269863,32.4,25,50,47.1,30,24.2,32.6,35.7,50,25,16.7,34.5,32.1,84.93645318974717,593,1504,,,,,,,,,,,,,,,,,,,,,,33.3,58.2,,,,,,,,,,,
Akita,秋田県,2020,10,10,0,981000,99.65866933794678,96.788475,97.995216,94.035774,96.73032760151359,92.444397,100.21539,99.94088,97.156891,95.77504,96.038841,19.5,3,1.5,11.16129032258065,29,-96.3695038,.6753332871986908,-8.516129032258064,-60.39367822029754,42.80323941380836,22.77086254749699,7.2,-3.1,41.7,6.9,92.09999999999999,283508,36.4,22.2,50,50.9,36.7,28.6,33.3,36.1,66.7,34.6,16.7,38.9,35.8,.6690585139427867,496,1369,,,,,,,,,,,,,,,,,,,,,,55.6,60.7,,,,,,,,,,,
Akita,秋田県,2020,11,27,1,981000,99.65866933794678,97.567474,97.983414,95.183861,96.35475154198635,92.797195,99.826279,99.552834,98.343079,96.140549,96.405357,9.875,2.5,1,2.5,148,-93.8256659,-.2689341073868223,3.5,-20.85436699195052,32.52558580222261,23.74945546560275,-.1,-1.7,29.8,14.3,96.2,278718,39.1,27.8,50,48,33.3,34.8,35.8,47.6,83.3,37.5,16.7,38.1,39.3,8.141804632523559,543,1191,,,,,,,,,,,,,,,,,,,,,,44.4,62,,,,,,,,,,,
Akita,秋田県,2020,12,50,0,981000,99.65866933794678,97.962082,97.873283,95.68914,95.88715533575729,93.052193,99.341835,99.069717,98.865135,96.404732,96.670273,-3,-5.5,-4.5,5.483870967741935,132,-86.4238411,-25.84913827299646,-.7419354838709677,-13.9084421648251,5.772391091910552,-12.94430484944414,.1,-1.7,14,10.4,99,315007,34.2,33.3,50,45.6,26.7,31.8,30.8,27.8,44.4,30.8,16.7,41.1,32.9,1.4073199527745,414,963,,,,,,,,,,,,,,,,,,,,,,55.6,63,,,,,,,,,,,
Akita,秋田県,2021,1,121,0,981000,98.73643409159936,96.687675,98.268547,92.94989,95.90065851563988,93.709076,99.404366,98.390594,95.363213,97.132713,98.143936,-14.75,-3.5,-1.5,4.25,-24.1841491841491841491841491841492,-99.0410959,-37.72315552117825,3,-24.45594030040825,-17.28732160658673,-22.31693715927704,-1.4,-.8,1.3,7.8,94.3,267760,36.8,38.9,33.3,40.7,36.7,35.7,35.6,41.7,38.9,33.3,16.7,37.8,36.6,-3.363112318549611,416,1177,,,,,,,,,,,,,,,,,,,,,,66.7,58.9,,,,,,,,,,,
Akita,秋田県,2021,2,8,5,981000,98.73643409159938,97.644127,97.953873,95.149628,95.6467756690284,93.355797,99.141212,98.130119,97.620064,96.766533,97.773941,-12.25,.5,-3,1,-29.1334661354581673306772908366534,-100,-25.48249071632315,3.5,-48.8166192791869,-10.27736756286892,-6.719618060206477,-2.3,-4,16.5,-2.3,100.7,252451,39.2,44.4,33.3,44.4,33.3,39.2,36,36.7,83.3,36.1,33.3,41.7,38.7,-4.559099520586329,423,1197,,,,,,,,,,,,,,,,,,,,,,66.7,62.1,,,,,,,,,,,
Akita,秋田県,2021,3,14,0,981000,98.73643409159936,97.645203,97.889534,96.906258,97.27717644400487,91.60125,100.83118,99.802849,99.422302,94.947884,95.936356,-3.25,-1.1975,-3.415,1.5,-38.2206759443339960238568588469185,-97.8580171,-27.59029493838234,6.5,-2.121989151470325,8.503158988560573,37.79498308725692,.7,3.7,12.6,-2.7,102.1,309800,40.8,50,,43.8,40,43,37.5,33.3,44.4,36.4,66.7,43.1,40.4,54.42952917053842,896,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,4,172,3,981000,99.05555337827023,,,97.113899,97.70997084814675,,,100.2213,99.609909,,,8.25,1.098,.2695000000000001,2.034613999999999,-59.8255280073461891643709825528007,-85.8585859,-28.73990435172734,2,,,,.6,9,13.2,3.1,103.7,301043,42,41.7,,42.2,40,45.2,40.6,37.5,83.3,38.9,16.7,48.7,40.7,44.72011145372238,532,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,5,300,5,981000,99.05555337827025,,,95.410606,94.9868676102698,,,97.428207,97.862839,,,8,6,-1.5,2.239472499999999,-39,-100,-43.67587399209896,10.93820958996983,,,,-2.6,3.7,-3.8,8.300000000000001,104.1,281063,40.5,44.4,,43.3,33.3,47.4,39.2,33.3,33.3,34.7,16.7,41.7,40.3,73.40000000000001,503,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,6,120,6,981000,99.05555337827023,,,,97.47195481530919,,,99.977165,,,,13.75,,,-1.393118148148148,,,-41.43210358757277,10.35477257077424,,,,,,,,,260285,42.6,61.1,,41.7,40,47.2,42.7,36.7,66.7,33.3,33.3,44.9,42.1,,504,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,7,145,0,981000,,,,,,,,,,,,11,,,6,,,-49,,,,,,,,,,,45.3,44.4,,50,36.7,50.8,41.1,36.1,50,45,33.3,50,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akita,秋田県,2021,8,371,1,981000,,,,,,,,,,,,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aomori,青森県,2020,1,0,0,1263000,100.0000022986003,102.06114,102.02888,100,99.9999998284505,100,102.02888,101.58938,101.58938,102.02888,102.4722,,3.5,.5,5.666666666666667,0,565.5913978,3.928956957897361,-9.666666666666666,-6.845641357794008,3.325246979757036,10.52662003649937,-2.2,-1,4.1,5.1,119.5,287173,,,,,,,,,,,,,,-39.62004475992189,384,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8,-64.59999999999999,,81.2,,,
Aomori,青森県,2020,2,0,0,1263000,100.0000022986004,98.611076,100.61531,95.712173,99.70202142947346,97.527061,101.72486,101.28667,97.233406,99.505768,99.938126,-.5,3,-.5,1.296296296296296,-24,-80.1104972,.9760477647806218,-6.481481481481482,-7.150664229707213,1.116019326301773,-.0500156504966605,2.3,3.1,9.1,20,104.4,271735,38,,,47.9,33.3,35.2,36.3,31.7,44.4,32.1,25,48.8,36,-42.55043213066253,498,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.8,-37.9,,2.5,,,
Aomori,青森県,2020,3,8,0,1263000,100.0000022986004,96.835297,97.552818,94.760773,96.2272867213478,94.998611,98.179626,97.756706,96.266884,96.926025,97.347168,-3,-.5,1,-1.75,-60,-99.1950758,-17.55216246141814,-6.25,.5202745605247481,-20.23491841843047,-8.589404724498301,-5.3,-4.7,-5.1,19.6,110.4,292214,30.8,,,38,33.3,29.6,30,27.1,33.3,24.4,16.7,33.3,30.4,-40.70542349334,705,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,-61.6,,-6.3,,,
Aomori,青森県,2020,4,18,0,1263000,92.05657269260459,92.79702,94.20089,87.13356,89.45476172172886,93.448776,92.143852,93.653145,91.223007,96.257927,94.731255,-13.625,-2,-1,3.266666666666667,-96,-100,-63.9486107631118,-12.33333333333333,-57.39324323995391,-45.37834205963415,-18.8366618357688,-8.5,-10.8,2,13.3,99.59999999999999,267922,29.1,,,38.3,16.7,27.5,27.3,33.3,25,13.6,16.7,33.3,28.5,-32.64732232841671,408,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.40000000000001,-38.9,,8.699999999999999,,,
Aomori,青森県,2020,5,1,1,1263000,92.0565726926046,90.773834,92.786186,83.470963,86.98243127809552,93.174271,89.597198,91.064781,87.388512,95.975174,94.45298,-7.75,-.5,-1,2.75,-98,-96.57422510000001,-47.41649037082465,-26.5,-73.33516737330599,-52.88635575387618,-18.27666582161797,-3.5,-8.300000000000001,21.8,8.6,89.59999999999999,252017,26.6,,,35.6,33.3,23.1,27,20.8,16.7,17.9,16.7,30.3,26.1,.0963142192675406,352,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.7,-1.9,,-40.3,,,
Aomori,青森県,2020,6,0,0,1263000,92.05657269260459,93.810478,97.054985,87.517883,93.40851061570902,95.036636,96.216454,97.792458,91.625366,97.893524,96.340904,.125,-3,-.5,1.5,-89,-100,-26.64738472014243,-26.5,-57.86535734483285,-30.34180818233763,-32.42361739961657,-.4,-.7,45.5,14.1,85.09999999999999,273699,32.2,,,41.4,33.3,28.1,27.2,35,22.2,25.9,16.7,33.3,32,-6.204507174496754,519,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.2,58.6,,36.8,,,
Aomori,青森県,2020,7,5,0,1263000,96.90266588223096,94.767311,96.626915,89.647163,93.85580660807004,92.902283,97.120262,97.180511,92.822784,96.133568,96.07402,3.75,-3,-1.5,-1.612903225806452,-63,-100,-20.46205182141098,-21.32258064516129,-52.75336274404371,-2.600692193795058,-44.7387773279001,1.5,-5.6,6,11,94.59999999999999,266897,33.5,33.3,,41.1,41.7,32.5,31.7,31,25,26.7,8.300000000000001,36.4,33.1,42.69307948239691,562,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.40000000000001,-48.4,,-1.9,,,
Aomori,青森県,2020,8,3,0,1263000,96.90266588223096,96.312019,98.025993,90.792313,94.72951886031692,94.732674,98.024361,98.085175,94.008499,98.027626,97.966904,12,-1,-.5,-2.75,-55,-100,-33.80802796740877,-11.5,-63.46804294162052,-17.63347477246005,-31.51289416303663,-2,-7.3,3,11.5,96.40000000000001,276360,34.2,66.7,,40.9,25,33.3,31.7,31.5,33.3,24.2,16.7,36.4,33.9,-32.6411888194729,424,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.59999999999999,-22.3,,-15.5,,,
Aomori,青森県,2020,9,1,0,1263000,96.90266588223098,97.424179,98.760437,93.059685,96.27405726052253,94.607658,99.62262,99.684425,96.356186,97.898262,97.837616,7.625,-2.5,-.5,-9.185185185185185,7,-97.834912,-8.834308076292588,-14.88888888888889,-57.60106515285791,-13.59215131275862,-1.201186926476775,-7.1,-.8,-34.7,-1.4,101.3,269863,33.5,33.3,,44.4,27.8,34.2,29.4,29.6,16.7,25.6,16.7,37.5,33,10.60202564740315,561,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.40000000000001,13.6,,11.1,,,
Aomori,青森県,2020,10,191,3,1263000,99.65866933794678,98.879967,100.36008,94.193665,97.42383700497251,96.316132,100.93388,100.6574,97.320023,99.78627,100.06112,9.75,-3,-2,4.806451612903226,42,-97.3007712,-14.11641043380304,-13.38709677419355,-59.18350932218473,16.60936075006349,16.41548122102979,3.8,-2.4,37.3,11.9,103.1,283508,34.1,,,45.8,25,32.5,31.7,33.3,23.3,20.5,16.7,38.9,33.5,-11.95821605163698,677,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.5,50.8,,13,,,
Aomori,青森県,2020,11,68,2,1263000,99.65866933794678,98.185501,100.24603,92.708153,97.05617031682463,96.463638,100.55297,100.27753,95.785202,99.939087,100.21436,.125,-4.5,-1,1.75,117,-71.29291449999999,-22.52986159311185,-2.75,-21.43967208545156,-3.547742143508845,8.888389379488176,2.5,-1.1,28.8,15.4,98.09999999999999,278718,35.4,66.7,,43,38.9,36.7,31.1,35.2,23.3,29.4,16.7,44,34.1,-9.916247545016262,636,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.2,-51.2,,-42.5,,,
