prefecture,date,year,month,day,week,newpositive,I,R,D,severe,hospital,stringdate,陽性者数累計,軽症中等症,hotel,home,adjustment
Tokyo,23apr2020,2020,4,23,14,133,2548,937,87,63,2548,4/23/2020,3572,2485,0,0,0
Tokyo,24apr2020,2020,4,24,14,161,2688,952,93,63,2688,4/24/2020,3733,2625,0,0,0
Tokyo,25apr2020,2020,4,25,14,103,2766,970,100,62,2766,4/25/2020,3836,2704,0,0,0
Tokyo,26apr2020,2020,4,26,14,72,2814,994,100,66,2814,4/26/2020,3908,2748,0,0,0
Tokyo,27apr2020,2020,4,27,15,39,2668,1173,106,93,2668,4/27/2020,3947,2575,0,0,0
Tokyo,28apr2020,2020,4,28,15,112,2690,1261,108,105,2690,4/28/2020,4059,2585,0,0,0
Tokyo,29apr2020,2020,4,29,15,47,2718,1271,117,105,2718,4/29/2020,4106,2613,0,0,0
Tokyo,30apr2020,2020,4,30,15,46,2608,1424,120,101,2608,4/30/2020,4152,2507,0,0,0
Tokyo,01may2020,2020,5,1,15,165,2673,1518,126,97,2673,5/1/2020,4317,2576,0,0,0
Tokyo,02may2020,2020,5,2,15,157,2783,1550,141,100,2783,5/2/2020,4474,2683,0,0,0
Tokyo,03may2020,2020,5,3,15,94,2856,1567,145,97,2856,5/3/2020,4568,2759,0,0,0
Tokyo,04may2020,2020,5,4,16,86,2915,1589,150,92,2915,5/4/2020,4654,2823,0,0,0
Tokyo,05may2020,2020,5,5,16,58,2950,1612,150,93,2950,5/5/2020,4712,2857,0,0,0
Tokyo,06may2020,2020,5,6,16,36,2974,1619,155,91,2974,5/6/2020,4748,2883,0,0,0
Tokyo,07may2020,2020,5,7,16,23,2679,1932,160,87,2679,5/7/2020,4771,2592,0,0,0
Tokyo,08may2020,2020,5,8,16,39,2503,2136,171,78,2503,5/8/2020,4810,2425,0,0,0
Tokyo,09may2020,2020,5,9,16,36,2514,2152,180,83,2514,5/9/2020,4846,2431,0,0,0
Tokyo,10may2020,2020,5,10,16,22,2518,2170,180,71,2518,5/10/2020,4868,2447,0,0,0
Tokyo,11may2020,2020,5,11,17,15,2509,2185,189,65,2509,5/11/2020,4883,2444,0,0,0
Tokyo,12may2020,2020,5,12,17,104,1890,2901,196,56,1413,5/12/2020,4987,1357,125,352,0
Tokyo,13may2020,2020,5,13,17,10,1755,3039,203,52,1320,5/13/2020,4997,1268,117,318,0
Tokyo,14may2020,2020,5,14,17,30,1583,3232,212,54,1199,5/14/2020,5027,1145,108,276,0
Tokyo,15may2020,2020,5,15,17,9,1431,3386,219,53,1077,5/15/2020,5036,1024,99,255,0
Tokyo,16may2020,2020,5,16,17,14,1346,3474,230,55,1033,5/16/2020,5050,978,79,234,0
Tokyo,17may2020,2020,5,17,17,5,1306,3512,237,54,1024,5/17/2020,5055,970,60,222,0
Tokyo,18may2020,2020,5,18,18,10,1192,3632,241,52,935,5/18/2020,5065,883,54,203,0
Tokyo,19may2020,2020,5,19,18,5,978,3848,244,49,831,5/19/2020,5070,782,55,92,0
Tokyo,20may2020,2020,5,20,18,5,887,3941,247,44,749,5/20/2020,5075,705,53,85,0
Tokyo,21may2020,2020,5,21,18,58,804,4073,256,42,655,5/21/2020,5133,613,40,85,24
Tokyo,22may2020,2020,5,22,18,3,684,4189,263,42,561,5/22/2020,5136,519,39,70,14
Tokyo,23may2020,2020,5,23,18,2,638,4229,271,43,529,5/23/2020,5138,486,29,70,10
Tokyo,24may2020,2020,5,24,18,14,633,4239,280,41,517,5/24/2020,5152,476,26,68,22
Tokyo,25may2020,2020,5,25,19,8,561,4311,288,39,474,5/25/2020,5160,435,24,47,16
Tokyo,26may2020,2020,5,26,19,10,499,4379,292,33,420,5/26/2020,5170,387,25,38,16
Tokyo,27may2020,2020,5,27,19,10,471,4413,296,31,394,5/27/2020,5180,363,23,37,17
Tokyo,28may2020,2020,5,28,19,15,453,4443,299,32,380,5/28/2020,5195,348,21,31,21
Tokyo,29may2020,2020,5,29,19,22,414,4501,302,31,342,5/29/2020,5217,311,18,26,28
Tokyo,30may2020,2020,5,30,19,14,419,4508,304,31,339,5/30/2020,5231,308,20,27,33
Tokyo,31may2020,2020,5,31,19,5,421,4510,305,28,346,5/31/2020,5236,318,20,27,28
Tokyo,01jun2020,2020,6,1,20,13,405,4539,305,29,329,6/1/2020,5249,300,20,29,27
Tokyo,02jun2020,2020,6,2,20,34,391,4586,306,26,312,6/2/2020,5283,286,25,13,41
Tokyo,03jun2020,2020,6,3,20,12,366,4623,306,27,305,6/3/2020,5295,278,24,14,23
Tokyo,04jun2020,2020,6,4,20,28,368,4648,307,27,290,6/4/2020,5323,263,25,15,38
Tokyo,05jun2020,2020,6,5,20,20,347,4687,309,26,272,6/5/2020,5343,246,32,14,29
Tokyo,06jun2020,2020,6,6,20,26,363,4695,311,26,269,6/6/2020,5369,243,38,15,41
Tokyo,07jun2020,2020,6,7,20,14,376,4696,311,26,276,6/7/2020,5383,250,51,16,33
Tokyo,08jun2020,2020,6,8,21,13,369,4716,311,24,281,6/8/2020,5396,257,50,13,25
Tokyo,09jun2020,2020,6,9,21,12,339,4758,311,23,264,6/9/2020,5408,241,48,13,14
Tokyo,10jun2020,2020,6,10,21,18,330,4785,311,22,256,6/10/2020,5426,234,43,12,19
Tokyo,11jun2020,2020,6,11,21,22,313,4824,311,21,237,6/11/2020,5448,216,36,11,29
Tokyo,12jun2020,2020,6,12,21,25,304,4856,313,23,228,6/12/2020,5473,205,38,8,30
Tokyo,13jun2020,2020,6,13,21,24,321,4862,314,22,234,6/13/2020,5497,212,46,5,36
Tokyo,14jun2020,2020,6,14,21,47,364,4866,314,19,241,6/14/2020,5544,222,47,5,71
Tokyo,15jun2020,2020,6,15,22,48,391,4887,314,21,248,6/15/2020,5592,227,58,8,77
Tokyo,16jun2020,2020,6,16,22,27,367,4936,316,22,229,6/16/2020,5619,207,64,32,42
Tokyo,17jun2020,2020,6,17,22,14,338,4978,317,20,230,6/17/2020,5633,210,45,32,31
Tokyo,18jun2020,2020,6,18,22,41,340,5017,317,19,220,6/18/2020,5674,201,40,30,50
Tokyo,19jun2020,2020,6,19,22,35,318,5071,320,18,209,6/19/2020,5709,191,37,26,46
Tokyo,20jun2020,2020,6,20,22,39,344,5084,320,18,204,6/20/2020,5748,186,50,25,65
Tokyo,21jun2020,2020,6,21,22,35,363,5100,320,18,219,6/21/2020,5783,201,44,25,75
Tokyo,22jun2020,2020,6,22,23,29,343,5148,321,19,231,6/22/2020,5812,212,38,26,48
Tokyo,23jun2020,2020,6,23,23,28,334,5183,323,20,225,6/23/2020,5840,205,45,21,43
Tokyo,24jun2020,2020,6,24,23,55,355,5215,325,20,215,6/24/2020,5895,195,49,24,67
Tokyo,25jun2020,2020,6,25,23,48,360,5258,325,19,218,6/25/2020,5943,199,55,23,64
Tokyo,26jun2020,2020,6,26,23,54,377,5295,325,17,223,6/26/2020,5997,206,59,24,71
Tokyo,27jun2020,2020,6,27,23,57,409,5320,325,14,233,6/27/2020,6054,219,54,24,98
Tokyo,28jun2020,2020,6,28,23,60,443,5346,325,13,242,6/28/2020,6114,229,61,24,116
Tokyo,29jun2020,2020,6,29,24,57,451,5395,325,12,272,6/29/2020,6171,260,62,37,80
Tokyo,30jun2020,2020,6,30,24,54,453,5447,325,10,264,6/30/2020,6225,254,71,38,80
Tokyo,01jul2020,2020,7,1,24,67,493,5474,325,10,280,7/1/2020,6292,270,76,39,98
Tokyo,02jul2020,2020,7,2,24,107,534,5540,325,9,296,7/2/2020,6399,287,75,33,130
Tokyo,03jul2020,2020,7,3,24,124,616,5582,325,9,324,7/3/2020,6523,315,88,42,162
Tokyo,04jul2020,2020,7,4,24,131,712,5617,325,9,346,7/4/2020,6654,337,108,55,203
Tokyo,05jul2020,2020,7,5,24,111,798,5642,325,9,369,7/5/2020,6765,360,128,55,246
Tokyo,06jul2020,2020,7,6,25,102,836,5706,325,8,419,7/6/2020,6867,411,138,94,185
Tokyo,07jul2020,2020,7,7,25,106,876,5772,325,8,427,7/7/2020,6973,419,162,96,191
Tokyo,08jul2020,2020,7,8,25,75,847,5876,325,6,444,7/8/2020,7048,438,163,96,144
Tokyo,09jul2020,2020,7,9,25,224,968,5979,325,6,441,7/9/2020,7272,435,145,86,296
Tokyo,10jul2020,2020,7,10,25,243,1096,6094,325,5,487,7/10/2020,7515,482,121,141,347
Tokyo,11jul2020,2020,7,11,25,206,1227,6169,325,5,529,7/11/2020,7721,524,82,136,480
Tokyo,12jul2020,2020,7,12,25,206,1379,6223,325,5,580,7/12/2020,7927,575,66,254,479
Tokyo,13jul2020,2020,7,13,26,119,1385,6336,325,6,651,7/13/2020,8046,645,80,258,396
Tokyo,14jul2020,2020,7,14,26,143,1392,6472,325,7,679,7/14/2020,8189,672,104,273,336
Tokyo,15jul2020,2020,7,15,26,165,1420,6608,326,8,721,7/15/2020,8354,713,109,266,324
Tokyo,16jul2020,2020,7,16,26,286,1543,6771,326,7,760,7/16/2020,8640,753,118,248,417
Tokyo,17jul2020,2020,7,17,26,293,1698,6909,326,10,836,7/17/2020,8933,826,107,240,515
Tokyo,18jul2020,2020,7,18,26,290,1894,7003,326,10,875,7/18/2020,9223,865,122,341,556
Tokyo,19jul2020,2020,7,19,26,188,2028,7057,326,12,917,7/19/2020,9411,905,136,362,613
Tokyo,20jul2020,2020,7,20,27,168,1940,7312,327,13,920,7/20/2020,9579,907,156,363,501
Tokyo,21jul2020,2020,7,21,27,237,1976,7513,327,14,949,7/21/2020,9816,935,155,412,460
Tokyo,22jul2020,2020,7,22,27,238,1960,7767,327,18,916,7/22/2020,10054,898,156,418,470
Tokyo,23jul2020,2020,7,23,27,366,2241,7852,327,21,964,7/23/2020,10420,943,168,392,717
Tokyo,24jul2020,2020,7,24,27,260,2439,7914,327,16,1040,7/24/2020,10680,1024,165,389,845
Tokyo,25jul2020,2020,7,25,27,295,2681,7966,328,16,1105,7/25/2020,10975,1089,157,404,1015
Tokyo,26jul2020,2020,7,26,27,239,2762,8124,328,18,1165,7/26/2020,11214,1147,179,452,966
Tokyo,27jul2020,2020,7,27,28,131,2553,8464,328,19,1260,7/27/2020,11345,1241,212,483,598
Tokyo,28jul2020,2020,7,28,28,266,2525,8758,328,21,1209,7/28/2020,11611,1188,213,483,620
Tokyo,29jul2020,2020,7,29,28,250,2423,9109,329,22,1106,7/29/2020,11861,1084,218,479,620
Tokyo,30jul2020,2020,7,30,28,367,2460,9438,330,22,1154,7/30/2020,12228,1132,225,384,697
Tokyo,31jul2020,2020,7,31,28,463,2744,9615,332,16,1197,7/31/2020,12691,1181,288,401,858
Tokyo,01aug2020,2020,8,1,28,472,3083,9748,332,15,1220,8/1/2020,13163,1205,319,388,1156
Tokyo,02aug2020,2020,8,2,28,292,3332,9791,332,15,1315,8/2/2020,13455,1300,396,389,1232
Tokyo,03aug2020,2020,8,3,29,258,3268,10112,333,15,1365,8/3/2020,13713,1350,422,524,957
Tokyo,04aug2020,2020,8,4,29,309,3252,10437,333,22,1382,8/4/2020,14022,1360,442,508,920
Tokyo,05aug2020,2020,8,5,29,263,3265,10687,333,21,1475,8/5/2020,14285,1454,422,498,870
Tokyo,06aug2020,2020,8,6,29,360,3305,11007,333,21,1476,8/6/2020,14645,1455,408,492,929
Tokyo,07aug2020,2020,8,7,29,462,3413,11361,333,23,1475,8/7/2020,15107,1452,415,477,1046
Tokyo,08aug2020,2020,8,8,29,429,3594,11609,333,25,1509,8/8/2020,15536,1484,428,532,1125
Tokyo,09aug2020,2020,8,9,29,331,3756,11778,333,23,1601,8/9/2020,15867,1578,439,606,1110
Tokyo,10aug2020,2020,8,10,30,197,3760,11970,334,24,1682,8/10/2020,16064,1658,443,588,1047
Tokyo,11aug2020,2020,8,11,30,188,3696,12220,336,22,1710,8/11/2020,16252,1688,417,625,944
Tokyo,12aug2020,2020,8,12,30,222,3612,12526,336,21,1659,8/12/2020,16474,1638,366,626,961
Tokyo,13aug2020,2020,8,13,30,206,3494,12848,338,21,1658,8/13/2020,16680,1637,296,642,898
Tokyo,14aug2020,2020,8,14,30,389,3457,13274,338,24,1560,8/14/2020,17069,1536,259,645,993
Tokyo,15aug2020,2020,8,15,30,385,3520,13596,338,23,1541,8/15/2020,17454,1518,272,679,1028
Tokyo,16aug2020,2020,8,16,30,260,3615,13759,340,25,1605,8/16/2020,17714,1580,288,693,1029
Tokyo,17aug2020,2020,8,17,31,161,3519,14015,341,27,1666,8/17/2020,17875,1639,287,745,821
Tokyo,18aug2020,2020,8,18,31,207,3338,14400,344,31,1641,8/18/2020,18082,1610,278,661,758
Tokyo,19aug2020,2020,8,19,31,186,3109,14812,347,32,1614,8/19/2020,18268,1582,279,571,645
Tokyo,20aug2020,2020,8,20,31,339,3150,15109,348,36,1571,8/20/2020,18607,1535,290,576,713
Tokyo,21aug2020,2020,8,21,31,258,3106,15409,350,33,1565,8/21/2020,18865,1532,303,601,637
Tokyo,22aug2020,2020,8,22,31,256,3209,15562,350,37,1575,8/22/2020,19121,1538,323,597,714
Tokyo,23aug2020,2020,8,23,31,212,3257,15726,350,39,1581,8/23/2020,19333,1542,345,625,706
Tokyo,24aug2020,2020,8,24,32,95,3049,16027,352,38,1632,8/24/2020,19428,1594,332,593,492
Tokyo,25aug2020,2020,8,25,32,182,2895,16361,354,34,1564,8/25/2020,19610,1530,279,518,534
Tokyo,26aug2020,2020,8,26,32,236,2797,16693,356,31,1522,8/26/2020,19846,1491,267,445,563
Tokyo,27aug2020,2020,8,27,32,250,2735,17005,356,31,1474,8/27/2020,20096,1443,248,465,548
Tokyo,28aug2020,2020,8,28,32,226,2553,17411,358,30,1328,8/28/2020,20322,1298,251,447,527
Tokyo,29aug2020,2020,8,29,32,247,2681,17530,358,32,1346,8/29/2020,20569,1314,275,434,626
Tokyo,30aug2020,2020,8,30,32,148,2687,17670,360,34,1398,8/30/2020,20717,1364,281,438,570
Tokyo,31aug2020,2020,8,31,33,100,2595,17859,363,32,1445,8/31/2020,20817,1413,294,474,382
Tokyo,01sep2020,2020,9,1,33,170,2565,18058,364,29,1401,9/1/2020,20987,1372,265,456,443
Tokyo,02sep2020,2020,9,2,33,141,2525,18239,364,29,1390,9/2/2020,21128,1361,253,443,439
Tokyo,03sep2020,2020,9,3,33,211,2487,18487,365,27,1333,9/3/2020,21339,1306,241,433,480
Tokyo,04sep2020,2020,9,4,33,136,2371,18735,369,28,1310,9/4/2020,21475,1282,244,435,382
Tokyo,05sep2020,2020,9,5,33,181,2412,18875,369,27,1297,9/5/2020,21656,1270,220,437,458
Tokyo,06sep2020,2020,9,6,33,116,2436,18967,369,27,1313,9/6/2020,21772,1286,221,455,447
Tokyo,07sep2020,2020,9,7,34,77,2306,19171,372,24,1305,9/7/2020,21849,1281,206,454,341
Tokyo,08sep2020,2020,9,8,34,170,2201,19440,378,21,1228,9/8/2020,22019,1207,179,392,402
Tokyo,09sep2020,2020,9,9,34,149,2202,19587,379,24,1248,9/9/2020,22168,1224,189,403,362
Tokyo,10sep2020,2020,9,10,34,276,2253,19812,379,23,1182,9/10/2020,22444,1159,186,391,494
Tokyo,11sep2020,2020,9,11,34,187,2232,20019,380,24,1193,9/11/2020,22631,1169,215,413,411
Tokyo,12sep2020,2020,9,12,34,226,2366,20109,382,23,1216,9/12/2020,22857,1193,235,402,513
Tokyo,13sep2020,2020,9,13,34,146,2450,20171,382,24,1262,9/13/2020,23003,1238,279,428,481
Tokyo,14sep2020,2020,9,14,35,80,2351,20348,384,22,1284,9/14/2020,23083,1262,279,449,339
Tokyo,15sep2020,2020,9,15,35,191,2285,20603,386,21,1204,9/15/2020,23274,1183,261,401,419
Tokyo,16sep2020,2020,9,16,35,163,2211,20837,389,23,1149,9/16/2020,23437,1126,272,409,381
Tokyo,17sep2020,2020,9,17,35,171,2198,21021,389,27,1160,9/17/2020,23608,1133,253,408,377
Tokyo,18sep2020,2020,9,18,35,220,2230,21208,390,26,1147,9/18/2020,23828,1121,242,422,419
Tokyo,19sep2020,2020,9,19,35,218,2278,21378,390,25,1135,9/19/2020,24046,1110,245,412,486
Tokyo,20sep2020,2020,9,20,35,162,2346,21472,390,27,1199,9/20/2020,24208,1172,253,438,456
Tokyo,21sep2020,2020,9,21,36,98,2375,21540,391,27,1224,9/21/2020,24306,1197,267,443,441
Tokyo,22sep2020,2020,9,22,36,88,2349,21654,391,30,1232,9/22/2020,24394,1202,239,471,407
Tokyo,23sep2020,2020,9,23,36,59,2210,21851,392,28,1258,9/23/2020,24453,1230,216,432,304
Tokyo,24sep2020,2020,9,24,36,195,2132,22121,395,29,1170,9/24/2020,24648,1141,172,414,376
Tokyo,25sep2020,2020,9,25,36,195,2015,22429,399,30,1083,9/25/2020,24843,1053,169,392,371
Tokyo,26sep2020,2020,9,26,36,270,2163,22550,400,29,1109,9/26/2020,25113,1080,184,393,477
Tokyo,27sep2020,2020,9,27,36,144,2210,22647,400,29,1154,9/27/2020,25257,1125,225,420,411
Tokyo,28sep2020,2020,9,28,37,78,2150,22779,406,26,1198,9/28/2020,25335,1172,240,458,254
Tokyo,29sep2020,2020,9,29,37,212,2184,22956,407,23,1159,9/29/2020,25547,1136,249,429,347
Tokyo,30sep2020,2020,9,30,37,191,2183,23147,408,21,1165,9/30/2020,25738,1144,257,427,334
Tokyo,01oct2020,2020,10,1,37,235,2134,23430,409,22,1103,10/1/2020,25973,1081,246,417,368
Tokyo,02oct2020,2020,10,2,37,196,2051,23709,409,22,1047,10/2/2020,26169,1025,256,412,336
Tokyo,03oct2020,2020,10,3,37,207,2067,23898,411,25,1024,10/3/2020,26376,999,257,403,383
Tokyo,04oct2020,2020,10,4,37,108,2110,23963,411,26,1070,10/4/2020,26484,1044,278,435,327
Tokyo,05oct2020,2020,10,5,38,66,1985,24152,413,25,1057,10/5/2020,26550,1032,266,422,240
Tokyo,06oct2020,2020,10,6,38,177,1934,24379,414,25,976,10/6/2020,26727,951,243,401,314
Tokyo,07oct2020,2020,10,7,38,142,1868,24585,416,24,976,10/7/2020,26869,952,236,380,276
Tokyo,08oct2020,2020,10,8,38,248,1927,24773,417,22,979,10/8/2020,27117,957,216,366,366
Tokyo,09oct2020,2020,10,9,38,203,1913,24986,421,21,1006,10/9/2020,27320,985,238,344,325
Tokyo,10oct2020,2020,10,10,38,249,2004,25144,421,24,1008,10/10/2020,27569,984,251,339,406
Tokyo,11oct2020,2020,10,11,38,146,2085,25209,421,24,1085,10/11/2020,27715,1061,305,357,338
Tokyo,12oct2020,2020,10,12,39,78,2014,25358,421,25,1116,10/12/2020,27793,1091,308,378,212
Tokyo,13oct2020,2020,10,13,39,166,1974,25562,423,27,1083,10/13/2020,27959,1056,294,325,272
Tokyo,14oct2020,2020,10,14,39,177,1865,25846,425,25,1008,10/14/2020,28136,983,301,272,284
Tokyo,15oct2020,2020,10,15,39,284,1902,26091,427,25,1000,10/15/2020,28420,975,294,254,354
Tokyo,16oct2020,2020,10,16,39,184,1867,26306,431,25,1002,10/16/2020,28604,977,332,234,299
Tokyo,17oct2020,2020,10,17,39,235,1931,26474,434,23,997,10/17/2020,28839,974,334,235,365
Tokyo,18oct2020,2020,10,18,39,132,1958,26577,436,24,1051,10/18/2020,28971,1027,339,256,312
Tokyo,19oct2020,2020,10,19,40,75,1800,26810,436,24,1062,10/19/2020,29046,1038,308,252,178
Tokyo,20oct2020,2020,10,20,40,139,1710,27038,437,24,982,10/20/2020,29185,958,295,219,214
Tokyo,21oct2020,2020,10,21,40,150,1669,27227,439,24,990,10/21/2020,29335,966,268,202,209
Tokyo,22oct2020,2020,10,22,40,185,1623,27455,442,24,944,10/22/2020,29520,920,242,187,250
Tokyo,23oct2020,2020,10,23,40,186,1635,27626,445,23,964,10/23/2020,29706,941,220,200,251
Tokyo,24oct2020,2020,10,24,40,203,1655,27809,445,25,945,10/24/2020,29909,920,226,191,293
Tokyo,25oct2020,2020,10,25,40,124,1697,27889,447,28,980,10/25/2020,30033,952,252,201,264
Tokyo,26oct2020,2020,10,26,41,94,1691,27986,450,29,1037,10/26/2020,30127,1008,246,212,196
Tokyo,27oct2020,2020,10,27,41,158,1616,28218,451,33,934,10/27/2020,30285,901,261,192,229
Tokyo,28oct2020,2020,10,28,41,171,1632,28373,451,30,951,10/28/2020,30456,921,263,177,241
Tokyo,29oct2020,2020,10,29,41,221,1698,28526,453,29,969,10/29/2020,30677,940,249,173,307
Tokyo,30oct2020,2020,10,30,41,204,1708,28718,455,31,973,10/30/2020,30881,942,258,202,275
Tokyo,31oct2020,2020,10,31,41,215,1755,28886,455,33,943,10/31/2020,31096,910,283,206,323
Tokyo,01nov2020,2020,11,1,41,116,1799,28958,455,34,1013,11/1/2020,31212,979,298,215,273
Tokyo,02nov2020,2020,11,2,42,81,1732,29102,459,32,1031,11/2/2020,31293,999,297,213,191
Tokyo,03nov2020,2020,11,3,42,209,1816,29227,459,32,1024,11/3/2020,31502,992,274,192,326
Tokyo,04nov2020,2020,11,4,42,122,1754,29411,459,35,1040,11/4/2020,31624,1005,267,214,233
Tokyo,05nov2020,2020,11,5,42,269,1817,29615,461,38,973,11/5/2020,31893,935,264,215,365
Tokyo,06nov2020,2020,11,6,42,242,1835,29839,461,37,978,11/6/2020,32135,941,275,243,339
Tokyo,07nov2020,2020,11,7,42,294,1992,29976,461,36,988,11/7/2020,32429,952,316,254,434
Tokyo,08nov2020,2020,11,8,42,189,2130,30027,461,36,1060,11/8/2020,32618,1024,364,279,427
Tokyo,09nov2020,2020,11,9,43,149,2126,30179,462,35,1114,11/9/2020,32767,1079,373,330,309
Tokyo,10nov2020,2020,11,10,43,293,2135,30460,465,33,1034,11/10/2020,33060,1001,382,323,396
Tokyo,11nov2020,2020,11,11,43,317,2226,30683,468,38,1076,11/11/2020,33377,1038,383,348,419
Tokyo,12nov2020,2020,11,12,43,393,2346,30954,470,39,1054,11/12/2020,33770,1015,432,378,482
Tokyo,13nov2020,2020,11,13,43,374,2489,31185,470,39,1130,11/13/2020,34144,1091,471,397,491
