prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second
Hokkaido,22021,167,7,-14,88.31609221536237,5286000,93.42931999999999,,,,,,,,,,,,
Hokkaido,22028,181,7,-26.5,88.31609221536237,5286000,93.42931999999999,,,,,,,,,,,,
Hokkaido,22035,233,16,-24.5,87.32793914115514,5286000,92.87752999999999,,,,,,,,,,,,
Hokkaido,22042,106,15,-26,86.0104017088788,5286000,92.14180999999999,,,,,,,,,,,,
Hokkaido,22049,60,19,-22,86.0104017088788,5286000,92.14180999999999,,,,,,,,,,,,
Hokkaido,22056,40,6,-19,86.0104017088788,5286000,92.14180999999999,,,,,,,,,,,,
Hokkaido,22063,37,5,-13.25,86.0104017088788,5286000,92.14180999999999,,,,,,,,,,,,
Hokkaido,22070,30,4,-7.75,92.92993904364678,5286000,96.92776000000002,,,,,,,,,,,,
Hokkaido,22077,49,1,-5.25,92.92993904364678,5286000,96.92776000000002,,,,,,,,,,,,
Hokkaido,22084,27,4,-7.25,92.92993904364678,5286000,96.92776000000002,,,,,,,,,,,,
Hokkaido,22091,42,4,-7.25,92.92993904364678,5286000,96.92776000000002,,,,,,,,,,,,
Hokkaido,22098,38,2,-4.25,93.37110314281033,5286000,96.98244571428573,,,,,,,,,,,,
Hokkaido,22105,17,0,.25,93.54756878247575,5286000,97.00432000000001,,,,,,,,,,,,
Hokkaido,22112,54,1,1,93.54756878247575,5286000,97.00432000000001,,,,,,,,,,,,
Hokkaido,22119,43,1,8.25,93.54756878247575,5286000,97.00432000000001,,,,,,,,,,,,
Hokkaido,22126,64,0,1,93.72459285317609,5286000,97.22499142857143,,,,,,,,,,,,
Hokkaido,22133,97,0,-1,94.16715302992692,5286000,97.77666999999998,,,,,,,,,,,,
Hokkaido,22140,75,0,8,94.16715302992692,5286000,97.77666999999998,,,,,,,,,,,,
Hokkaido,22147,85,0,1.5,94.16715302992692,5286000,97.77666999999998,,,,,,,,,,,,
Hokkaido,22154,61,0,.5,94.16715302992692,5286000,97.77666999999998,,,,,,,,,,,,
Hokkaido,22161,55,2,-1.5,95.63215467119269,5286000,99.09047285714284,,,,,,,,,,,,
Hokkaido,22168,48,1,0,95.87632161140367,5286000,99.30944,,,,,,,,,,,,
Hokkaido,22175,84,0,1.5,95.87632161140367,5286000,99.30944,,,,,,,,,,,,
Hokkaido,22182,98,1,1.75,95.87632161140367,5286000,99.30944,,,,,,,,,,,,
Hokkaido,22189,123,0,1,96.60084448712654,5286000,100.0219885714286,,,,,,,,,,,,
Hokkaido,22196,197,0,.75,97.14423664391869,5286000,100.5564,,,,,,,,,,,,
Hokkaido,22203,164,1,.75,97.14423664391869,5286000,100.5564,,,,,,,,,,,,
Hokkaido,22210,262,1,2,97.14423664391869,5286000,100.5564,,,,,,,,,,,,
Hokkaido,22217,401,1,1,97.07305962795077,5286000,100.5189714285714,,,,,,,,,,,,
Hokkaido,22224,816,4,-4.75,96.64599753214318,5286000,100.2944,,,,,,,,,,,,
Hokkaido,22231,1473,13,-10.5,96.64599753214318,5286000,100.2944,,,,,,,,,,,,
Hokkaido,22238,1669,22,-14,96.64599753214318,5286000,100.2944,,,,,,,,,,,,
Hokkaido,22245,1554,40,-15.5,96.64599753214318,5286000,100.2944,,,,,,,,,,,,
Hokkaido,22252,1319,67,-16,96.11265158229415,5286000,99.73652857142858,,,,,,,,,,,,
Hokkaido,22259,1295,59,-15.25,96.02376059065264,5286000,99.64355,,,,,,,,,,,,
Hokkaido,22266,862,71,-16.25,96.02376059065264,5286000,99.64355,,,,,,,,,,,,
Hokkaido,22273,764,48,-14.5,96.02376059065264,5286000,99.64355,,,,,,,,,,,,
Hokkaido,22280,724,38,-37.75,95.71131305659222,5286000,99.06044857142857,,,,,,,,,,,,
Hokkaido,22287,1032,34,-22.5,95.29471634451168,5286000,98.28297999999998,,,,,,,,,,,,
Hokkaido,22294,1101,32,-21.25,95.29471634451168,5286000,98.28297999999998,,,,,,,,,,,,
Hokkaido,22301,854,31,-21.75,95.29471634451168,5286000,98.28297999999998,,,,,,,,,,,,
Hokkaido,22308,777,33,-21.75,95.29471634451168,5286000,98.28297999999998,,,,,,,,,,,,
Hokkaido,22315,635,18,-23.5,95.17967943344289,5286000,97.83965000000001,,,,,,,,,,,,
Hokkaido,22322,413,19,-21.25,95.17967943344289,5286000,97.83965000000001,,,,,,,,,,,,
Hokkaido,22329,321,17,-23,95.17967943344289,5286000,97.83965000000001,,,,,,,,,,,,
Hokkaido,22336,279,21,-19.75,95.17967943344289,5286000,97.83965000000001,,,,,,,,,,,,
Hokkaido,22343,379,16,-21,,5286000,98.259,,,,,,,,,,,,
Hokkaido,22350,418,14,-18.5,,5286000,98.259,,,,,,,,,,,,
Hokkaido,22357,481,24,-17.5,,5286000,98.259,,,,,,,,,,,,
Hokkaido,22364,445,12,-15,,5286000,98.259,,,,,,,,,,,,
Hokkaido,22371,411,11,-14.5,,5286000,98.32144000000001,,,,,,,,,,,,
Hokkaido,22378,553,23,-14,,5286000,98.36827000000001,,,,,,,,,,,,
Hokkaido,22385,601,24,-15.25,,5286000,98.36827000000001,272,272,0,,,,,,,.020345576,.020345576,
Hokkaido,22392,889,36,-11.5,,5286000,98.36827000000001,1004,1004,0,115865,72190,43675,.043834493,.040912349,.049702186,.013413135,.013413135,
Hokkaido,22399,1406,30,-6,,5286000,98.31709571428571,4277,4277,0,146108,95871,50237,.040328797,.037160426,.048165958,.019992989,.019992989,
Hokkaido,22406,2005,30,-9,,5286000,98.18916,7861,7819,42,164622,110357,54265,.040198985,.03745912,.047223382,.023042852,.02356391,.0045035384
Hokkaido,22413,3721,37,-15,,5286000,98.18916,28860,27725,1135,209822,140506,69316,.040891752,.040520977,.041664537,.029411495,.030358776,.016690195
Hyogo,21937,0,0,,100.0000006516171,5484000,102.0423,,,,,,,,,,,,
Hyogo,21944,0,0,,99.85382249706959,5484000,101.7481571428571,,,,,,,,,,,,
Hyogo,21951,0,0,,99.48837711070071,5484000,101.0128,,,,,,,,,,,,
Hyogo,21958,0,0,-9.375,99.48837711070071,5484000,101.0128,,,,,,,,,,,,
Hyogo,21965,0,0,.75,99.48837711070071,5484000,101.0128,,,,,,,,,,,,
Hyogo,21972,1,0,-3,98.87100144727549,5484000,100.4360314285714,,,,,,,,,,,,
Hyogo,21979,11,0,-6.75,95.16674746672427,5484000,96.97542,,,,,,,,,,,,
Hyogo,21986,66,1,-4,95.16674746672427,5484000,96.97542,,,,,,,,,,,,
Hyogo,21993,33,5,-.25,95.16674746672427,5484000,96.97542,,,,,,,,,,,,
Hyogo,22000,22,4,-1.25,95.16674746672427,5484000,96.97542,,,,,,,,,,,,
Hyogo,22007,70,1,-5.25,89.33072538479894,5484000,91.68483428571429,,,,,,,,,,,,
Hyogo,22014,172,3,-14,86.9963165520288,5484000,89.56859999999999,,,,,,,,,,,,
Hyogo,22021,138,5,-22,86.9963165520288,5484000,89.56859999999999,,,,,,,,,,,,
Hyogo,22028,116,5,-27.25,86.9963165520288,5484000,89.56859999999999,,,,,,,,,,,,
Hyogo,22035,39,4,-25,85.57898659654563,5484000,88.21555714285715,,,,,,,,,,,,
Hyogo,22042,25,6,-26.75,83.68921332256808,5484000,86.41150000000002,,,,,,,,,,,,
Hyogo,22049,6,4,-21.75,83.68921332256808,5484000,86.41150000000002,,,,,,,,,,,,
Hyogo,22056,0,2,-20,83.68921332256808,5484000,86.41150000000002,,,,,,,,,,,,
Hyogo,22063,0,2,-14.5,83.68921332256808,5484000,86.41150000000002,,,,,,,,,,,,
Hyogo,22070,0,0,-12.25,90.18296088803011,5484000,92.6979,,,,,,,,,,,,
Hyogo,22077,0,1,-16.5,90.18296088803011,5484000,92.6979,,,,,,,,,,,,
Hyogo,22084,3,0,-9.5,90.18296088803011,5484000,92.6979,,,,,,,,,,,,
Hyogo,22091,3,0,-8,90.18296088803011,5484000,92.6979,,,,,,,,,,,,
Hyogo,22098,7,2,-12,91.22798176158949,5484000,93.45472857142856,,,,,,,,,,,,
Hyogo,22105,25,0,-17,91.64599011101323,5484000,93.75746000000001,,,,,,,,,,,,
Hyogo,22112,97,0,-10,91.64599011101323,5484000,93.75746000000001,,,,,,,,,,,,
Hyogo,22119,180,0,-11.5,91.64599011101323,5484000,93.75746000000001,,,,,,,,,,,,
Hyogo,22126,298,0,-11.5,91.80466684233711,5484000,93.97462285714286,,,,,,,,,,,,
Hyogo,22133,324,2,-8.75,92.20135867064677,5484000,94.51752999999998,,,,,,,,,,,,
Hyogo,22140,263,1,-9.25,92.20135867064677,5484000,94.51752999999998,,,,,,,,,,,,
Hyogo,22147,228,1,-13.25,92.20135867064677,5484000,94.51752999999998,,,,,,,,,,,,
Hyogo,22154,140,4,-12,92.20135867064677,5484000,94.51752999999998,,,,,,,,,,,,
Hyogo,22161,87,1,-13.25,93.87145329721807,5484000,95.83394714285714,,,,,,,,,,,,
Hyogo,22168,116,1,-11.75,94.14980240164662,5484000,96.05335000000001,,,,,,,,,,,,
Hyogo,22175,105,2,-4.25,94.14980240164662,5484000,96.05335000000001,,,,,,,,,,,,
Hyogo,22182,99,2,-9,94.14980240164662,5484000,96.05335000000001,,,,,,,,,,,,
Hyogo,22189,123,0,-6.5,95.36268348472137,5484000,96.70937285714285,,,,,,,,,,,,
Hyogo,22196,108,0,-8.75,96.27234429702742,5484000,97.20139000000002,,,,,,,,,,,,
Hyogo,22203,102,2,-6.25,96.27234429702742,5484000,97.20139000000002,,,,,,,,,,,,
Hyogo,22210,133,0,-3.75,96.27234429702742,5484000,97.20139000000002,,,,,,,,,,,,
Hyogo,22217,125,2,-4.5,96.26121636074025,5484000,97.23302428571427,,,,,,,,,,,,
Hyogo,22224,253,4,-7.5,96.1944487430172,5484000,97.42282999999999,,,,,,,,,,,,
Hyogo,22231,456,5,-5.75,96.1944487430172,5484000,97.42282999999999,,,,,,,,,,,,
Hyogo,22238,800,7,-5.5,96.1944487430172,5484000,97.42282999999999,,,,,,,,,,,,
Hyogo,22245,793,1,-7.75,96.1944487430172,5484000,97.42282999999999,,,,,,,,,,,,
Hyogo,22252,869,15,-9.75,95.37617542579004,5484000,96.83061285714284,,,,,,,,,,,,
Hyogo,22259,900,17,-10,95.23979653958551,5484000,96.73190999999998,,,,,,,,,,,,
Hyogo,22266,865,21,-12.75,95.23979653958551,5484000,96.73190999999998,,,,,,,,,,,,
Hyogo,22273,1120,47,-11.25,95.23979653958551,5484000,96.73190999999998,,,,,,,,,,,,
Hyogo,22280,1009,49,-33.25,95.38416081830759,5484000,96.05559857142858,,,,,,,,,,,,
Hyogo,22287,1752,43,-22,95.57664652327037,5484000,95.15385000000002,,,,,,,,,,,,
Hyogo,22294,1718,35,-19.25,95.57664652327037,5484000,95.15385000000002,,,,,,,,,,,,
Hyogo,22301,1582,46,-21.5,95.57664652327037,5484000,95.15385000000002,,,,,,,,,,,,
Hyogo,22308,1084,49,-19.25,95.57664652327037,5484000,95.15385000000002,,,,,,,,,,,,
Hyogo,22315,665,42,-19.25,95.12696121746662,5484000,94.70214999999999,,,,,,,,,,,,
Hyogo,22322,382,36,-16.5,95.12696121746662,5484000,94.70214999999999,,,,,,,,,,,,
Hyogo,22329,293,25,-18.75,95.12696121746662,5484000,94.70214999999999,,,,,,,,,,,,
Hyogo,22336,162,25,-14.5,95.12696121746662,5484000,94.70214999999999,,,,,,,,,,,,
Hyogo,22343,217,28,-14.5,,5484000,96.28693,,,,,,,,,,,,
Hyogo,22350,289,8,-10,,5484000,96.28693,,,,,,,,,,,,
Hyogo,22357,431,7,-8.75,,5484000,96.28693,,,,,,,,,,,,
Hyogo,22364,696,11,-5.75,,5484000,96.28693,,,,,,,,,,,,
Hyogo,22371,1245,12,-1.75,,5484000,95.79853571428571,,,,,,,,,,,,
Hyogo,22378,1891,11,-10.75,,5484000,95.43223999999999,,,,,,,,,,,,
Hyogo,22385,2992,19,-14.5,,5484000,95.43223999999999,0,0,0,,,,,,,0,0,
Hyogo,22392,3495,33,-11.5,,5484000,95.43223999999999,1457,1457,0,97906,67822,30084,.037040174,.038436864,.034235615,.019465078,.019465078,
Hyogo,22399,3352,43,-25,,5484000,94.22911428571429,4474,4474,0,121569,85999,35570,.03355553,.033333953,.034103613,.020913871,.020913871,
Hyogo,22406,2704,76,-23.25,,5484000,91.22130000000001,9199,9100,99,149956,104267,45689,.0366177,.035391957,.039760232,.026964916,.027424425,.010615484
Hyogo,22413,2271,84,-16.75,,5484000,91.22130000000001,25217,23688,1529,184990,122394,62596,.036052298,.035297599,.037625272,.02569888,.025938274,.022483971
Ibaraki,21937,0,0,,99.99999954790403,2877000,102.0423,,,,,,,,,,,,
Ibaraki,21944,0,0,,99.89697531376227,2877000,101.8428714285714,,,,,,,,,,,,
Ibaraki,21951,0,0,,99.63941472840791,2877000,101.3443,,,,,,,,,,,,
Ibaraki,21958,0,0,-4.75,99.63941472840791,2877000,101.3443,,,,,,,,,,,,
Ibaraki,21965,0,0,1,99.63941472840791,2877000,101.3443,,,,,,,,,,,,
Ibaraki,21972,0,0,-3.5,99.10714685648358,2877000,100.9485771428571,,,,,,,,,,,,
Ibaraki,21979,0,0,-9.25,95.91353962493758,2877000,98.57424000000002,,,,,,,,,,,,
Ibaraki,21986,0,0,-1,95.91353962493758,2877000,98.57424000000002,,,,,,,,,,,,
Ibaraki,21993,4,0,3.75,95.91353962493758,2877000,98.57424000000002,,,,,,,,,,,,
Ibaraki,22000,12,0,-2.25,95.91353962493758,2877000,98.57424000000002,,,,,,,,,,,,
Ibaraki,22007,48,2,-10.25,90.87149702219639,2877000,94.25205428571429,,,,,,,,,,,,
Ibaraki,22014,45,3,-14,88.85467998109992,2877000,92.52318000000001,,,,,,,,,,,,
Ibaraki,22021,30,0,-19.75,88.85467998109992,2877000,92.52318000000001,,,,,,,,,,,,
Ibaraki,22028,22,1,-25.75,88.85467998109992,2877000,92.52318000000001,,,,,,,,,,,,
Ibaraki,22035,4,2,-27.75,87.20709306874957,2877000,90.89002714285714,,,,,,,,,,,,
Ibaraki,22042,3,1,-26.75,85.01031051894908,2877000,88.71249,,,,,,,,,,,,
Ibaraki,22049,0,0,-21,85.01031051894908,2877000,88.71249,,,,,,,,,,,,
Ibaraki,22056,0,0,-23,85.01031051894908,2877000,88.71249,,,,,,,,,,,,
Ibaraki,22063,0,1,-13.5,85.01031051894908,2877000,88.71249,,,,,,,,,,,,
Ibaraki,22070,0,0,-11.25,90.54467545129475,2877000,93.84242000000002,,,,,,,,,,,,
Ibaraki,22077,0,0,-13.25,90.54467545129475,2877000,93.84242000000002,,,,,,,,,,,,
Ibaraki,22084,2,0,-8.75,90.54467545129475,2877000,93.84242000000002,,,,,,,,,,,,
Ibaraki,22091,3,0,-10.75,90.54467545129475,2877000,93.84242000000002,,,,,,,,,,,,
Ibaraki,22098,10,0,-11,91.71513186571865,2877000,94.65840571428573,,,,,,,,,,,,
Ibaraki,22105,16,0,-12.5,92.18331443148818,2877000,94.98480000000002,,,,,,,,,,,,
Ibaraki,22112,26,0,-11.5,92.18331443148818,2877000,94.98480000000002,,,,,,,,,,,,
Ibaraki,22119,17,0,-11.25,92.18331443148818,2877000,94.98480000000002,,,,,,,,,,,,
Ibaraki,22126,80,0,-10.5,92.30335583293076,2877000,95.46526285714286,,,,,,,,,,,,
Ibaraki,22133,75,0,-8.5,92.60345933653718,2877000,96.66642,,,,,,,,,,,,
Ibaraki,22140,55,0,-7,92.60345933653718,2877000,96.66642,,,,,,,,,,,,
Ibaraki,22147,51,1,-11.25,92.60345933653718,2877000,96.66642,,,,,,,,,,,,
Ibaraki,22154,41,2,-10.75,92.60345933653718,2877000,96.66642,,,,,,,,,,,,
Ibaraki,22161,39,1,-12,94.14048403919253,2877000,97.88586000000001,,,,,,,,,,,,
Ibaraki,22168,29,1,-10.5,94.39665482296843,2877000,98.08910000000002,,,,,,,,,,,,
Ibaraki,22175,12,1,-5.5,94.39665482296843,2877000,98.08910000000002,,,,,,,,,,,,
Ibaraki,22182,14,1,-13.75,94.39665482296843,2877000,98.08910000000002,,,,,,,,,,,,
Ibaraki,22189,38,0,-5.5,95.6609049149131,2877000,99.31641428571429,,,,,,,,,,,,
Ibaraki,22196,33,0,-10.5,96.60909248387159,2877000,100.2369,,,,,,,,,,,,
Ibaraki,22203,19,1,-6.75,96.60909248387159,2877000,100.2369,,,,,,,,,,,,
Ibaraki,22210,13,0,-4.5,96.60909248387159,2877000,100.2369,,,,,,,,,,,,
Ibaraki,22217,29,0,-4.75,96.58609583005018,2877000,100.2845285714286,,,,,,,,,,,,
Ibaraki,22224,48,0,-4.25,96.44811590712163,2877000,100.5703,,,,,,,,,,,,
Ibaraki,22231,149,0,-2.75,96.44811590712163,2877000,100.5703,,,,,,,,,,,,
Ibaraki,22238,285,1,-4.5,96.44811590712163,2877000,100.5703,,,,,,,,,,,,
Ibaraki,22245,286,2,-10.25,96.44811590712163,2877000,100.5703,,,,,,,,,,,,
Ibaraki,22252,294,2,-10.75,95.35417312982625,2877000,99.65686000000002,,,,,,,,,,,,
Ibaraki,22259,155,5,-10,95.17184933361035,2877000,99.50462000000002,,,,,,,,,,,,
Ibaraki,22266,146,6,-10.25,95.17184933361035,2877000,99.50462000000002,,,,,,,,,,,,
Ibaraki,22273,174,1,-10.25,95.17184933361035,2877000,99.50462000000002,,,,,,,,,,,,
Ibaraki,22280,253,3,-22.5,95.75745364959403,2877000,99.00946571428572,,,,,,,,,,,,
Ibaraki,22287,580,2,-15.5,96.53825940423893,2877000,98.34925999999999,,,,,,,,,,,,
Ibaraki,22294,672,4,-18.75,96.53825940423893,2877000,98.34925999999999,,,,,,,,,,,,
Ibaraki,22301,550,9,-21,96.53825940423893,2877000,98.34925999999999,,,,,,,,,,,,
Ibaraki,22308,456,9,-18.75,96.53825940423893,2877000,98.34925999999999,,,,,,,,,,,,
Ibaraki,22315,324,16,-18.25,95.82268647847597,2877000,97.69196999999998,,,,,,,,,,,,
Ibaraki,22322,228,16,-14.75,95.82268647847597,2877000,97.69196999999998,,,,,,,,,,,,
Ibaraki,22329,211,9,-15.5,95.82268647847597,2877000,97.69196999999998,,,,,,,,,,,,
Ibaraki,22336,174,6,-12.5,95.82268647847597,2877000,97.69196999999998,,,,,,,,,,,,
Ibaraki,22343,235,7,-13.25,,2877000,98.82196,,,,,,,,,,,,
Ibaraki,22350,194,5,-10.75,,2877000,98.82196,,,,,,,,,,,,
Ibaraki,22357,215,2,-7.25,,2877000,98.82196,,,,,,,,,,,,
Ibaraki,22364,252,3,-4.75,,2877000,98.82196,,,,,,,,,,,,
Ibaraki,22371,225,1,-1.5,,2877000,98.66446285714287,,,,,,,,,,,,
Ibaraki,22378,237,1,-10,,2877000,98.54634,,,,,,,,,,,,
Ibaraki,22385,319,1,-9.25,,2877000,98.54634,53,53,0,,,,,,,.0039643953,.0039643953,
Ibaraki,22392,455,3,-5,,2877000,98.54634,289,289,0,60710,40370,20340,.022968041,.02287895,.023146937,.0038609523,.0038609523,
Ibaraki,22399,384,3,-6.75,,2877000,98.28968857142857,3146,3146,0,81667,57446,24221,.022541761,.022266565,.02322248,.014706088,.014706088,
Ibaraki,22406,295,0,-8.75,,2877000,97.64806,6177,6134,43,91573,65786,25787,.022361176,.022330126,.022440787,.018106565,.01848587,.0046107657
Ibaraki,22413,448,2,-10.375,,2877000,97.64806,18825,18547,278,114919,77803,37116,.022396313,.022437857,.022309726,.019184733,.020308899,.0040879948
Ishikawa,21937,0,0,,100.0000001967734,1143000,102.0423,,,,,,,,,,,,
Ishikawa,21944,0,0,,99.89599070935444,1143000,101.6408714285714,,,,,,,,,,,,
Ishikawa,21951,0,0,,99.63596699080709,1143000,100.6373,,,,,,,,,,,,
Ishikawa,21958,0,0,-2.75,99.63596699080709,1143000,100.6373,,,,,,,,,,,,
Ishikawa,21965,2,0,-1.75,99.63596699080709,1143000,100.6373,,,,,,,,,,,,
Ishikawa,21972,4,0,-4.25,98.98315226433294,1143000,99.75752999999999,,,,,,,,,,,,
Ishikawa,21979,0,0,-10,95.0662639054881,1143000,94.47891000000001,,,,,,,,,,,,
Ishikawa,21986,1,0,-9.25,95.0662639054881,1143000,94.47891000000001,,,,,,,,,,,,
Ishikawa,21993,1,0,-6.5,95.0662639054881,1143000,94.47891000000001,,,,,,,,,,,,
Ishikawa,22000,1,0,-5,95.0662639054881,1143000,94.47891000000001,,,,,,,,,,,,
Ishikawa,22007,34,0,-5.25,90.10543849788579,1143000,92.73348857142858,,,,,,,,,,,,
Ishikawa,22014,70,0,-11.25,88.12110833484486,1143000,92.03531999999998,,,,,,,,,,,,
Ishikawa,22021,65,4,-22.5,88.12110833484486,1143000,92.03531999999998,,,,,,,,,,,,
Ishikawa,22028,57,1,-37.25,88.12110833484486,1143000,92.03531999999998,,,,,,,,,,,,
Ishikawa,22035,29,10,-26.5,86.56914987034467,1143000,90.76913142857141,,,,,,,,,,,,
Ishikawa,22042,14,1,-25.75,84.49987191767777,1143000,89.08087999999999,,,,,,,,,,,,
Ishikawa,22049,9,5,-22.25,84.49987191767777,1143000,89.08087999999999,,,,,,,,,,,,
Ishikawa,22056,8,3,-19.5,84.49987191767777,1143000,89.08087999999999,,,,,,,,,,,,
Ishikawa,22063,3,1,-14.75,84.49987191767777,1143000,89.08087999999999,,,,,,,,,,,,
Ishikawa,22070,1,2,-11,90.79701587594734,1143000,94.08639000000001,,,,,,,,,,,,
Ishikawa,22077,0,0,-15.75,90.79701587594734,1143000,94.08639000000001,,,,,,,,,,,,
Ishikawa,22084,0,0,-7.5,90.79701587594734,1143000,94.08639000000001,,,,,,,,,,,,
Ishikawa,22091,1,0,-6.5,90.79701587594734,1143000,94.08639000000001,,,,,,,,,,,,
Ishikawa,22098,0,0,-8.5,91.46263321768301,1143000,94.67815428571429,,,,,,,,,,,,
Ishikawa,22105,0,0,-11.75,91.72888015437726,1143000,94.91485999999999,,,,,,,,,,,,
Ishikawa,22112,3,0,-8,91.72888015437726,1143000,94.91485999999999,,,,,,,,,,,,
Ishikawa,22119,10,0,-2.75,91.72888015437726,1143000,94.91485999999999,,,,,,,,,,,,
Ishikawa,22126,10,0,-5,91.69847445457364,1143000,95.17150000000001,,,,,,,,,,,,
Ishikawa,22133,41,1,-3,91.62246020506461,1143000,95.81309999999999,,,,,,,,,,,,
Ishikawa,22140,92,1,2.25,91.62246020506461,1143000,95.81309999999999,,,,,,,,,,,,
Ishikawa,22147,110,2,-11.125,91.62246020506461,1143000,95.81309999999999,,,,,,,,,,,,
Ishikawa,22154,58,2,-11.75,91.62246020506461,1143000,95.81309999999999,,,,,,,,,,,,
Ishikawa,22161,80,5,-14.25,93.7492826784771,1143000,96.32356285714286,,,,,,,,,,,,
Ishikawa,22168,26,4,-10.5,94.10375309071252,1143000,96.40864000000001,,,,,,,,,,,,
Ishikawa,22175,24,2,-1.75,94.10375309071252,1143000,96.40864000000001,,,,,,,,,,,,
Ishikawa,22182,22,3,-3.25,94.10375309071252,1143000,96.40864000000001,,,,,,,,,,,,
Ishikawa,22189,1,0,-3,95.03442017794448,1143000,97.04765142857143,,,,,,,,,,,,
Ishikawa,22196,3,0,-3.75,95.73242049336848,1143000,97.52691000000002,,,,,,,,,,,,
Ishikawa,22203,15,0,-1.25,95.73242049336848,1143000,97.52691000000002,,,,,,,,,,,,
Ishikawa,22210,3,2,-1,95.73242049336848,1143000,97.52691000000002,,,,,,,,,,,,
Ishikawa,22217,14,0,3.5,95.78873355514816,1143000,97.45720000000001,,,,,,,,,,,,
Ishikawa,22224,10,0,-3,96.12661192582632,1143000,97.03894000000001,,,,,,,,,,,,
Ishikawa,22231,8,0,5.75,96.12661192582632,1143000,97.03894000000001,,,,,,,,,,,,
Ishikawa,22238,5,0,4.75,96.12661192582632,1143000,97.03894000000001,,,,,,,,,,,,
Ishikawa,22245,15,1,-2,96.12661192582632,1143000,97.03894000000001,,,,,,,,,,,,
Ishikawa,22252,22,0,-5.75,95.35906190588028,1143000,96.80105714285715,,,,,,,,,,,,
Ishikawa,22259,38,0,-7.75,95.23113690255595,1143000,96.76140999999998,,,,,,,,,,,,
Ishikawa,22266,50,0,-13.75,95.23113690255595,1143000,96.76140999999998,,,,,,,,,,,,
Ishikawa,22273,74,0,-12,95.23113690255595,1143000,96.76140999999998,,,,,,,,,,,,
Ishikawa,22280,71,1,-37.5,95.58578250103984,1143000,96.07646714285714,,,,,,,,,,,,
Ishikawa,22287,122,1,-33,96.05864329901839,1143000,95.16321000000002,,,,,,,,,,,,
Ishikawa,22294,98,2,-24.75,96.05864329901839,1143000,95.16321000000002,,,,,,,,,,,,
Ishikawa,22301,97,2,-27,96.05864329901839,1143000,95.16321000000002,,,,,,,,,,,,
Ishikawa,22308,40,2,-19.5,96.05864329901839,1143000,95.16321000000002,,,,,,,,,,,,
Ishikawa,22315,101,1,-22.5,96.09740807928846,1143000,95.35521000000001,,,,,,,,,,,,
Ishikawa,22322,119,1,-18,96.09740807928846,1143000,95.35521000000001,,,,,,,,,,,,
Ishikawa,22329,108,1,-24,96.09740807928846,1143000,95.35521000000001,,,,,,,,,,,,
Ishikawa,22336,61,1,-14.25,96.09740807928846,1143000,95.35521000000001,,,,,,,,,,,,
Ishikawa,22343,26,0,-17.5,,1143000,95.90841999999999,,,,,,,,,,,,
Ishikawa,22350,9,0,-11,,1143000,95.90841999999999,,,,,,,,,,,,
Ishikawa,22357,8,1,-6.75,,1143000,95.90841999999999,,,,,,,,,,,,
Ishikawa,22364,7,1,-6.25,,1143000,95.90841999999999,,,,,,,,,,,,
Ishikawa,22371,51,0,5,,1143000,95.74140285714284,,,,,,,,,,,,
Ishikawa,22378,96,2,-8.75,,1143000,95.61613999999999,,,,,,,,,,,,
Ishikawa,22385,134,0,-14,,1143000,95.61613999999999,1049,1049,0,,,,,,,.078465104,.078465104,
Ishikawa,22392,184,3,-7,,1143000,95.61613999999999,3975,3975,0,29954,20988,8966,.011332313,.01189456,.010203315,.053104792,.053104792,
Ishikawa,22399,194,4,-13.25,,1143000,95.36099428571427,6469,6469,0,39828,29327,10501,.010993343,.011367398,.010068092,.030239569,.030239569,
Ishikawa,22406,306,12,-11.5,,1143000,94.72312999999998,10414,9378,1036,44400,33285,11115,.01084202,.011298121,.0096726781,.030526429,.028262226,.11108728
Ishikawa,22413,367,11,-10.875,,1143000,94.72312999999998,20847,17447,3400,57008,36959,20049,.011110165,.010658725,.012051075,.021245372,.019104403,.049997058
Iwate,21937,0,0,,100.0000011104944,1241000,102.0423,,,,,,,,,,,,
Iwate,21944,0,0,,99.89441682357666,1241000,101.4801285714286,,,,,,,,,,,,
Iwate,21951,0,0,,99.63045610628238,1241000,100.0747,,,,,,,,,,,,
Iwate,21958,0,0,-3.25,99.63045610628238,1241000,100.0747,,,,,,,,,,,,
Iwate,21965,0,0,0,99.63045610628238,1241000,100.0747,,,,,,,,,,,,
Iwate,21972,0,0,.25,99.06523305280534,1241000,99.56178285714286,,,,,,,,,,,,
Iwate,21979,0,0,-6.5,95.67389473194309,1241000,96.48428,,,,,,,,,,,,
Iwate,21986,0,0,-3,95.67389473194309,1241000,96.48428,,,,,,,,,,,,
Iwate,21993,0,0,-1.75,95.67389473194309,1241000,96.48428,,,,,,,,,,,,
Iwate,22000,0,0,-.5,95.67389473194309,1241000,96.48428,,,,,,,,,,,,
Iwate,22007,0,0,-5.25,90.47961297129632,1241000,93.56483714285714,,,,,,,,,,,,
Iwate,22014,0,0,-5.75,88.40190026703759,1241000,92.39706,,,,,,,,,,,,
