prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second
Aichi,21937,1,0,,100.0000048738965,7537000,102.0423,,,,,,,,,,,,
Aichi,21944,1,0,,99.64363657331664,7537000,101.6347285714286,,,,,,,,,,,,
Aichi,21951,0,0,,98.75271582186687,7537000,100.6158,,,,,,,,,,,,
Aichi,21958,3,0,-7,98.75271582186687,7537000,100.6158,,,,,,,,,,,,
Aichi,21965,12,0,-.75,98.75271582186687,7537000,100.6158,,,,,,,,,,,,
Aichi,21972,15,0,-3.5,98.2130154731616,7537000,99.80614285714286,,,,,,,,,,,,
Aichi,21979,48,1,-7.75,94.97481338093009,7537000,94.94820000000001,,,,,,,,,,,,
Aichi,21986,41,11,-4.5,94.97481338093009,7537000,94.94820000000001,,,,,,,,,,,,
Aichi,21993,22,4,-1.75,94.97481338093009,7537000,94.94820000000001,,,,,,,,,,,,
Aichi,22000,24,3,-4,94.97481338093009,7537000,94.94820000000001,,,,,,,,,,,,
Aichi,22007,61,1,-5.5,86.33277689338614,7537000,89.40648571428572,,,,,,,,,,,,
Aichi,22014,99,4,-8.75,82.87596229836855,7537000,87.18980000000001,,,,,,,,,,,,
Aichi,22021,82,1,-20.75,82.87596229836855,7537000,87.18980000000001,,,,,,,,,,,,
Aichi,22028,68,6,-27.5,82.87596229836855,7537000,87.18980000000001,,,,,,,,,,,,
Aichi,22035,15,3,-24.5,80.59913108369395,7537000,85.18588571428572,,,,,,,,,,,,
Aichi,22042,9,0,-28.25,77.56335613079447,7537000,82.514,,,,,,,,,,,,
Aichi,22049,8,0,-21.25,77.56335613079447,7537000,82.514,,,,,,,,,,,,
Aichi,22056,1,0,-17.75,77.56335613079447,7537000,82.514,,,,,,,,,,,,
Aichi,22063,1,0,-14,77.56335613079447,7537000,82.514,,,,,,,,,,,,
Aichi,22070,3,0,-11.5,84.71979417421299,7537000,88.35220000000001,,,,,,,,,,,,
Aichi,22077,5,0,-16.5,84.71979417421299,7537000,88.35220000000001,,,,,,,,,,,,
Aichi,22084,7,0,-8,84.71979417421299,7537000,88.35220000000001,,,,,,,,,,,,
Aichi,22091,0,0,-9.75,84.71979417421299,7537000,88.35220000000001,,,,,,,,,,,,
Aichi,22098,2,0,-11.75,87.74990079437539,7537000,90.25377142857143,,,,,,,,,,,,
Aichi,22105,6,0,-16,88.96194344244034,7537000,91.01440000000001,,,,,,,,,,,,
Aichi,22112,109,0,-15,88.96194344244034,7537000,91.01440000000001,,,,,,,,,,,,
Aichi,22119,460,1,-14.75,88.96194344244034,7537000,91.01440000000001,,,,,,,,,,,,
Aichi,22126,1073,0,-12,89.4211731496104,7537000,91.71014285714286,,,,,,,,,,,,
Aichi,22133,1018,2,-13,90.56924741753552,7537000,93.44950000000001,,,,,,,,,,,,
Aichi,22140,607,7,-17,90.56924741753552,7537000,93.44950000000001,,,,,,,,,,,,
Aichi,22147,449,13,-15.75,90.56924741753552,7537000,93.44950000000001,,,,,,,,,,,,
Aichi,22154,307,8,-14.25,90.56924741753552,7537000,93.44950000000001,,,,,,,,,,,,
Aichi,22161,206,9,-14.75,93.28305308567839,7537000,94.84998571428571,,,,,,,,,,,,
Aichi,22168,200,2,-14.5,93.73535403036887,7537000,95.0834,,,,,,,,,,,,
Aichi,22175,206,5,-7,93.73535403036887,7537000,95.0834,,,,,,,,,,,,
Aichi,22182,187,2,-10.25,93.73535403036887,7537000,95.0834,,,,,,,,,,,,
Aichi,22189,147,3,-7.5,95.06119886493448,7537000,96.23557142857143,,,,,,,,,,,,
Aichi,22196,102,5,-11.5,96.0555824908587,7537000,97.0997,,,,,,,,,,,,
Aichi,22203,146,0,-6.5,96.0555824908587,7537000,97.0997,,,,,,,,,,,,
Aichi,22210,184,1,-5.75,96.0555824908587,7537000,97.0997,,,,,,,,,,,,
Aichi,22217,406,4,-6.75,95.98689617470241,7537000,97.00664285714286,,,,,,,,,,,,
Aichi,22224,537,2,-8.25,95.57477827776459,7537000,96.4483,,,,,,,,,,,,
Aichi,22231,834,2,-7.25,95.57477827776459,7537000,96.4483,,,,,,,,,,,,
Aichi,22238,1118,6,-7.75,95.57477827776459,7537000,96.4483,,,,,,,,,,,,
Aichi,22245,1186,10,-9,95.57477827776459,7537000,96.4483,,,,,,,,,,,,
Aichi,22252,1324,16,-9.75,94.69765479971063,7537000,95.96092857142857,,,,,,,,,,,,
Aichi,22259,1382,12,-10.25,94.5514675533683,7537000,95.87969999999999,,,,,,,,,,,,
Aichi,22266,1425,19,-12.75,94.5514675533683,7537000,95.87969999999999,,,,,,,,,,,,
Aichi,22273,1537,32,-12.75,94.5514675533683,7537000,95.87969999999999,,,,,,,,,,,,
Aichi,22280,1426,32,-35.5,94.85327833619235,7537000,95.23341428571429,,,,,,,,,,,,
Aichi,22287,2330,48,-19.5,95.25569271329107,7537000,94.37170000000002,,,,,,,,,,,,
Aichi,22294,1854,48,-19,95.25569271329107,7537000,94.37170000000002,,,,,,,,,,,,
Aichi,22301,1569,41,-21.75,95.25569271329107,7537000,94.37170000000002,,,,,,,,,,,,
Aichi,22308,1186,36,-20,95.25569271329107,7537000,94.37170000000002,,,,,,,,,,,,
Aichi,22315,674,50,-21.25,93.72330060852903,7537000,93.5838,,,,,,,,,,,,
Aichi,22322,509,28,-18.5,93.72330060852903,7537000,93.5838,,,,,,,,,,,,
Aichi,22329,367,28,-19,93.72330060852903,7537000,93.5838,,,,,,,,,,,,
Aichi,22336,291,12,-14.5,93.72330060852903,7537000,93.5838,,,,,,,,,,,,
Aichi,22343,301,23,-15.5,,7537000,95.08839999999999,,,,,,,,,,,,
Aichi,22350,288,15,-12,,7537000,95.08839999999999,,,,,,,,,,,,
Aichi,22357,267,14,-10.25,,7537000,95.08839999999999,,,,,,,,,,,,
Aichi,22364,455,5,-5.75,,7537000,95.08839999999999,,,,,,,,,,,,
Aichi,22371,655,15,-2.75,,7537000,94.96811428571426,,,,,,,,,,,,
Aichi,22378,987,14,-9.25,,7537000,94.87789999999998,,,,,,,,,,,,
Aichi,22385,1385,8,-12.25,,7537000,94.87789999999998,1190,1190,0,,,,,,,.089011893,.089011893,
Aichi,22392,1768,7,-8.75,,7537000,94.87789999999998,2171,2171,0,137063,99994,37069,.051854204,.056669749,.04218455,.029003901,.029003901,
Aichi,22399,2229,14,-14.5,,7537000,94.06481428571428,6405,6405,0,201384,155262,46122,.055586103,.060180888,.044220604,.0299404,.0299404,
Aichi,22406,2525,20,-14.25,,7537000,92.0321,12536,11570,966,232493,178287,54206,.056772381,.060516994,.047172036,.036746621,.034868196,.10358138
Aichi,22413,4022,19,-14,,7537000,92.0321,57405,55296,2109,297030,205364,91666,.057887528,.059225585,.055098701,.05850197,.06054892,.031012882
Akita,21937,0,0,,100.0000004717201,981000,102.0423,,,,,,,,,,,,
Akita,21944,0,0,,99.96141049070988,981000,101.6573,,,,,,,,,,,,
Akita,21951,0,0,,99.86493553818421,981000,100.6948,,,,,,,,,,,,
Akita,21958,0,0,4.875,99.86493553818421,981000,100.6948,,,,,,,,,,,,
Akita,21965,0,0,.5,99.86493553818421,981000,100.6948,,,,,,,,,,,,
Akita,21972,0,0,1.75,99.22581294090465,981000,100.0990314285714,,,,,,,,,,,,
Akita,21979,2,0,-7.25,95.3910773572272,981000,96.52441999999999,,,,,,,,,,,,
Akita,21986,0,0,-2.25,95.3910773572272,981000,96.52441999999999,,,,,,,,,,,,
Akita,21993,0,0,-4,95.3910773572272,981000,96.52441999999999,,,,,,,,,,,,
Akita,22000,2,0,2.25,95.3910773572272,981000,96.52441999999999,,,,,,,,,,,,
Akita,22007,7,0,-3.5,90.27401917652685,981000,92.59716285714285,,,,,,,,,,,,
Akita,22014,4,0,-6.25,88.22719590424671,981000,91.02625999999999,,,,,,,,,,,,
Akita,22021,1,0,-5.75,88.22719590424671,981000,91.02625999999999,,,,,,,,,,,,
Akita,22028,0,0,-14.5,88.22719590424671,981000,91.02625999999999,,,,,,,,,,,,
Akita,22035,0,0,-10,87.01854521363398,981000,90.06723714285714,,,,,,,,,,,,
Akita,22042,0,0,-4,85.4070109594837,981000,88.78854,,,,,,,,,,,,
Akita,22049,0,0,.75,85.4070109594837,981000,88.78854,,,,,,,,,,,,
Akita,22056,0,0,-2.25,85.4070109594837,981000,88.78854,,,,,,,,,,,,
Akita,22063,0,0,6.75,85.4070109594837,981000,88.78854,,,,,,,,,,,,
Akita,22070,0,0,6.5,92.01042104646685,981000,93.22598000000002,,,,,,,,,,,,
Akita,22077,0,0,11.75,92.01042104646685,981000,93.22598000000002,,,,,,,,,,,,
Akita,22084,0,0,10.5,92.01042104646685,981000,93.22598000000002,,,,,,,,,,,,
Akita,22091,0,0,10.75,92.01042104646685,981000,93.22598000000002,,,,,,,,,,,,
Akita,22098,0,0,6.5,92.42767862990139,981000,93.34480142857144,,,,,,,,,,,,
Akita,22105,0,0,2.5,92.59458166327522,981000,93.39233,,,,,,,,,,,,
Akita,22112,0,0,9.75,92.59458166327522,981000,93.39233,,,,,,,,,,,,
Akita,22119,2,0,18.25,92.59458166327522,981000,93.39233,,,,,,,,,,,,
Akita,22126,0,0,9.25,92.86078063107713,981000,93.59995285714287,,,,,,,,,,,,
Akita,22133,17,0,11.25,93.52627805058195,981000,94.11901,,,,,,,,,,,,
Akita,22140,7,0,21.5,93.52627805058195,981000,94.11901,,,,,,,,,,,,
Akita,22147,3,0,-5,93.52627805058195,981000,94.11901,,,,,,,,,,,,
Akita,22154,4,0,-4.6666665,93.52627805058195,981000,94.11901,,,,,,,,,,,,
Akita,22161,1,0,-5,95.23970326598042,981000,95.44647571428573,,,,,,,,,,,,
Akita,22168,0,0,14.5,95.52527413521351,981000,95.66772000000002,,,,,,,,,,,,
Akita,22175,3,0,16,95.52527413521351,981000,95.66772000000002,,,,,,,,,,,,
Akita,22182,0,0,18,95.52527413521351,981000,95.66772000000002,,,,,,,,,,,,
Akita,22189,5,0,17.5,96.14413314973152,981000,96.26982857142858,,,,,,,,,,,,
Akita,22196,1,0,20,96.60827741062,981000,96.72141000000001,,,,,,,,,,,,
Akita,22203,0,0,19.5,96.60827741062,981000,96.72141000000001,,,,,,,,,,,,
Akita,22210,2,0,20.25,96.60827741062,981000,96.72141000000001,,,,,,,,,,,,
Akita,22217,2,0,24,96.5766939534016,981000,96.72634285714285,,,,,,,,,,,,
Akita,22224,4,0,10.5,96.38719321009118,981000,96.75594,,,,,,,,,,,,
Akita,22231,6,0,10.25,96.38719321009118,981000,96.75594,,,,,,,,,,,,
Akita,22238,1,0,10.75,96.38719321009118,981000,96.75594,,,,,,,,,,,,
Akita,22245,16,1,2.75,96.38719321009118,981000,96.75594,,,,,,,,,,,,
Akita,22252,0,0,0,95.87819888459157,981000,96.59480571428571,,,,,,,,,,,,
Akita,22259,4,0,1.75,95.79336649700829,981000,96.56795,,,,,,,,,,,,
Akita,22266,1,0,-5.75,95.79336649700829,981000,96.56795,,,,,,,,,,,,
Akita,22273,30,0,-3,95.79336649700829,981000,96.56795,,,,,,,,,,,,
Akita,22280,21,0,-26.75,95.85103100076013,981000,95.97125000000001,,,,,,,,,,,,
Akita,22287,27,0,-19,95.92791700576254,981000,95.17565,,,,,,,,,,,,
Akita,22294,35,0,-11.25,95.92791700576254,981000,95.17565,,,,,,,,,,,,
Akita,22301,39,0,-12.5,95.92791700576254,981000,95.17565,,,,,,,,,,,,
Akita,22308,14,0,-11,95.92791700576254,981000,95.17565,,,,,,,,,,,,
Akita,22315,8,3,-14.5,95.99539455539129,981000,94.85119999999999,,,,,,,,,,,,
Akita,22322,0,1,-9.5,95.99539455539129,981000,94.85119999999999,,,,,,,,,,,,
Akita,22329,0,1,-13,95.99539455539129,981000,94.85119999999999,,,,,,,,,,,,
Akita,22336,0,0,-6.75,95.99539455539129,981000,94.85119999999999,,,,,,,,,,,,
Akita,22343,0,0,-5.75,,981000,95.72142999999998,,,,,,,,,,,,
Akita,22350,0,0,-4.5,,981000,95.72142999999998,,,,,,,,,,,,
Akita,22357,8,0,-.25,,981000,95.72142999999998,,,,,,,,,,,,
Akita,22364,6,0,-.75,,981000,95.72142999999998,,,,,,,,,,,,
Akita,22371,18,0,1.5,,981000,95.61999571428571,,,,,,,,,,,,
Akita,22378,30,0,3.25,,981000,95.54391999999999,,,,,,,,,,,,
Akita,22385,36,3,7.25,,981000,95.54391999999999,407,407,0,,,,,,,.030443564,.030443564,
Akita,22392,47,0,16.25,,981000,95.54391999999999,1889,1889,0,26504,18213,8291,.010027096,.010321881,.0094351647,.025236467,.025236467,
Akita,22399,78,0,8.5,,981000,95.46982857142856,5227,5227,0,34690,23819,10871,.009575149,.0092324493,.010422839,.024433797,.024433797,
Akita,22406,104,0,14.25,,981000,95.28459999999998,7585,7487,98,36793,24963,11830,.0089844689,.0084733367,.010294897,.022233818,.02256337,.010508256
Akita,22413,92,0,6.875,,981000,95.28459999999998,19622,18229,1393,45381,27721,17660,.0088442042,.0079945484,.010615093,.019996963,.01996069,.02048409
Aomori,21937,0,0,,99.99999984046609,1263000,102.0423,,,,,,,,,,,,
Aomori,21944,0,0,,99.93129109935161,1263000,101.6777,,,,,,,,,,,,
Aomori,21951,0,0,,99.75951924656543,1263000,100.7662,,,,,,,,,,,,
Aomori,21958,0,0,-4,99.75951924656543,1263000,100.7662,,,,,,,,,,,,
Aomori,21965,0,0,0,99.75951924656543,1263000,100.7662,,,,,,,,,,,,
Aomori,21972,0,0,-2,99.25197710836714,1263000,100.3429085714286,,,,,,,,,,,,
Aomori,21979,0,0,-7,96.20672427917738,1263000,97.80316000000002,,,,,,,,,,,,
Aomori,21986,0,0,-4.5,96.20672427917738,1263000,97.80316000000002,,,,,,,,,,,,
Aomori,21993,0,0,-2,96.20672427917738,1263000,97.80316000000002,,,,,,,,,,,,
Aomori,22000,7,0,-1.25,96.20672427917738,1263000,97.80316000000002,,,,,,,,,,,,
Aomori,22007,4,0,-7,91.31124739624343,1263000,95.19711000000002,,,,,,,,,,,,
Aomori,22014,11,0,-12.25,89.35305664306986,1263000,94.15468999999999,,,,,,,,,,,,
Aomori,22021,0,0,-11.5,89.35305664306986,1263000,94.15468999999999,,,,,,,,,,,,
Aomori,22028,0,0,-17.25,89.35305664306986,1263000,94.15468999999999,,,,,,,,,,,,
Aomori,22035,4,0,-16,88.30729213805772,1263000,93.53168428571428,,,,,,,,,,,,
Aomori,22042,1,0,-12.25,86.91293946470819,1263000,92.70101,,,,,,,,,,,,
Aomori,22049,0,1,-8,86.91293946470819,1263000,92.70101,,,,,,,,,,,,
Aomori,22056,0,0,-10,86.91293946470819,1263000,92.70101,,,,,,,,,,,,
Aomori,22063,0,0,-1,86.91293946470819,1263000,92.70101,,,,,,,,,,,,
Aomori,22070,0,0,-.25,93.17635846168311,1263000,96.71986000000001,,,,,,,,,,,,
Aomori,22077,0,0,2,93.17635846168311,1263000,96.71986000000001,,,,,,,,,,,,
Aomori,22084,0,0,2,93.17635846168311,1263000,96.71986000000001,,,,,,,,,,,,
Aomori,22091,0,0,1.25,93.17635846168311,1263000,96.71986000000001,,,,,,,,,,,,
Aomori,22098,0,0,-.5,93.59025230732956,1263000,96.54147428571427,,,,,,,,,,,,
Aomori,22105,3,0,2,93.75580984558813,1263000,96.47011999999998,,,,,,,,,,,,
Aomori,22112,1,0,4.5,93.75580984558813,1263000,96.47011999999998,,,,,,,,,,,,
Aomori,22119,0,0,9.25,93.75580984558813,1263000,96.47011999999998,,,,,,,,,,,,
Aomori,22126,1,0,6.25,94.00592670353464,1263000,96.87608857142855,,,,,,,,,,,,
Aomori,22133,0,0,7.5,94.63121884840091,1263000,97.89100999999998,,,,,,,,,,,,
Aomori,22140,1,0,18.25,94.63121884840091,1263000,97.89100999999998,,,,,,,,,,,,
Aomori,22147,0,0,-5,94.63121884840091,1263000,97.89100999999998,,,,,,,,,,,,
Aomori,22154,2,0,-8.75,94.63121884840091,1263000,97.89100999999998,,,,,,,,,,,,
Aomori,22161,0,0,-6.6666665,96.07681969484381,1263000,98.44267571428573,,,,,,,,,,,,
Aomori,22168,0,0,-2.75,96.31775316925096,1263000,98.53462,,,,,,,,,,,,
Aomori,22175,0,0,8.75,96.31775316925096,1263000,98.53462,,,,,,,,,,,,
Aomori,22182,0,0,10,96.31775316925096,1263000,98.53462,,,,,,,,,,,,
Aomori,22189,2,0,9.75,96.93605202902198,1263000,99.37963714285715,,,,,,,,,,,,
Aomori,22196,0,0,10.5,97.39977617385023,1263000,100.0134,,,,,,,,,,,,
Aomori,22203,67,0,11.5,97.39977617385023,1263000,100.0134,,,,,,,,,,,,
Aomori,22210,74,0,9,97.39977617385023,1263000,100.0134,,,,,,,,,,,,
Aomori,22217,58,3,11.5,97.34670566163163,1263000,100.0209428571429,,,,,,,,,,,,
Aomori,22224,37,0,2.5,97.02828258832005,1263000,100.0662,,,,,,,,,,,,
Aomori,22231,5,2,-.25,97.02828258832005,1263000,100.0662,,,,,,,,,,,,
Aomori,22238,2,0,.25,97.02828258832005,1263000,100.0662,,,,,,,,,,,,
Aomori,22245,7,0,-4,97.02828258832005,1263000,100.0662,,,,,,,,,,,,
Aomori,22252,43,0,-5,96.46016786684596,1263000,99.78455142857142,,,,,,,,,,,,
Aomori,22259,43,0,-5.75,96.36548207993361,1263000,99.73761,,,,,,,,,,,,
Aomori,22266,17,0,-10,96.36548207993361,1263000,99.73761,,,,,,,,,,,,
Aomori,22273,38,1,-8,96.36548207993361,1263000,99.73761,,,,,,,,,,,,
Aomori,22280,78,1,-27.25,96.37050984848027,1263000,99.03880285714287,,,,,,,,,,,,
Aomori,22287,55,0,-20.25,96.37721353987574,1263000,98.10706000000002,,,,,,,,,,,,
Aomori,22294,82,0,-18,96.37721353987574,1263000,98.10706000000002,,,,,,,,,,,,
Aomori,22301,34,1,-19,96.37721353987574,1263000,98.10706000000002,,,,,,,,,,,,
Aomori,22308,40,4,-15.25,96.37721353987574,1263000,98.10706000000002,,,,,,,,,,,,
Aomori,22315,27,0,-19.75,95.88584900330159,1263000,97.72009000000001,,,,,,,,,,,,
Aomori,22322,61,4,-15,95.88584900330159,1263000,97.72009000000001,,,,,,,,,,,,
Aomori,22329,7,2,-19,95.88584900330159,1263000,97.72009000000001,,,,,,,,,,,,
Aomori,22336,4,1,-14.75,95.88584900330159,1263000,97.72009000000001,,,,,,,,,,,,
Aomori,22343,4,0,-13.25,,1263000,98.37942999999999,,,,,,,,,,,,
Aomori,22350,39,0,-12.25,,1263000,98.37942999999999,,,,,,,,,,,,
Aomori,22357,37,0,-8.5,,1263000,98.37942999999999,,,,,,,,,,,,
Aomori,22364,48,0,-5.75,,1263000,98.37942999999999,,,,,,,,,,,,
Aomori,22371,136,0,-5.5,,1263000,98.54168714285713,,,,,,,,,,,,
Aomori,22378,83,0,-7,,1263000,98.66337999999999,,,,,,,,,,,,
Aomori,22385,142,0,-3.25,,1263000,98.66337999999999,1017,1017,0,,,,,,,.076071508,.076071508,
Aomori,22392,177,2,10,,1263000,98.66337999999999,2211,2211,0,28342,18443,9899,.010722455,.01045223,.01126507,.029538289,.029538289,
Aomori,22399,138,1,3.75,,1263000,98.75745714285713,4345,4345,0,38446,26937,11509,.010611882,.010441014,.011034537,.020310856,.020310856,
Aomori,22406,161,3,2.25,,1263000,98.99265000000001,6025,5813,212,43071,30210,12861,.010517492,.010254356,.01119211,.017661009,.017518481,.022732146
Aomori,22413,171,1,.125,,1263000,98.99265000000001,16303,14667,1636,51928,34493,17435,.010120135,.0099475468,.010479849,.01661454,.016060313,.024057409
Chiba,21937,0,0,,100.0000004458131,6255000,102.0423,,,,,,,,,,,,
Chiba,21944,1,0,,99.9107342343959,6255000,101.6600142857143,,,,,,,,,,,,
Chiba,21951,2,0,,99.68756870585297,6255000,100.7043,,,,,,,,,,,,
Chiba,21958,1,0,-7.125,99.68756870585297,6255000,100.7043,,,,,,,,,,,,
Chiba,21965,6,0,1.25,99.68756870585297,6255000,100.7043,,,,,,,,,,,,
Chiba,21972,4,0,-3.5,98.92479711371436,6255000,100.1550757142857,,,,,,,,,,,,
Chiba,21979,7,0,-13.75,94.34816756088274,6255000,96.85973,,,,,,,,,,,,
Chiba,21986,10,0,-1.25,94.34816756088274,6255000,96.85973,,,,,,,,,,,,
Chiba,21993,13,0,4.5,94.34816756088274,6255000,96.85973,,,,,,,,,,,,
Chiba,22000,114,1,-3.5,94.34816756088274,6255000,96.85973,,,,,,,,,,,,
Chiba,22007,104,0,-10.75,88.43015196490161,6255000,91.84023714285715,,,,,,,,,,,,
Chiba,22014,208,4,-19.75,86.06294572650916,6255000,89.83244000000001,,,,,,,,,,,,
Chiba,22021,215,6,-22.75,86.06294572650916,6255000,89.83244000000001,,,,,,,,,,,,
Chiba,22028,121,15,-28,86.06294572650916,6255000,89.83244000000001,,,,,,,,,,,,
Chiba,22035,45,8,-26.75,85.03457049499484,6255000,88.54498571428573,,,,,,,,,,,,
Chiba,22042,19,6,-31.25,83.66340351964242,6255000,86.82838000000001,,,,,,,,,,,,
Chiba,22049,18,2,-22.25,83.66340351964242,6255000,86.82838000000001,,,,,,,,,,,,
Chiba,22056,6,2,-31,83.66340351964242,6255000,86.82838000000001,,,,,,,,,,,,
Chiba,22063,4,1,-17.75,83.66340351964242,6255000,86.82838000000001,,,,,,,,,,,,
Chiba,22070,6,0,-13.5,91.3139963463186,6255000,93.86964,,,,,,,,,,,,
Chiba,22077,12,0,-15,91.3139963463186,6255000,93.86964,,,,,,,,,,,,
Chiba,22084,5,0,-10.5,91.3139963463186,6255000,93.86964,,,,,,,,,,,,
Chiba,22091,25,0,-11.75,91.3139963463186,6255000,93.86964,,,,,,,,,,,,
Chiba,22098,59,0,-15,91.8708126232673,6255000,93.94344000000001,,,,,,,,,,,,
Chiba,22105,107,1,-14.25,92.09353913404678,6255000,93.97295999999999,,,,,,,,,,,,
Chiba,22112,179,0,-15.75,92.09353913404678,6255000,93.97295999999999,,,,,,,,,,,,
Chiba,22119,175,0,-13.5,92.09353913404678,6255000,93.97295999999999,,,,,,,,,,,,
Chiba,22126,304,3,-12.5,92.26206052196991,6255000,94.36816,,,,,,,,,,,,
Chiba,22133,380,5,-11,92.68336399177768,6255000,95.35616000000002,,,,,,,,,,,,
Chiba,22140,298,2,-12,92.68336399177768,6255000,95.35616000000002,,,,,,,,,,,,
Chiba,22147,312,3,-15,92.68336399177768,6255000,95.35616000000002,,,,,,,,,,,,
Chiba,22154,259,3,-13.5,92.68336399177768,6255000,95.35616000000002,,,,,,,,,,,,
Chiba,22161,178,2,-13.75,94.21850784619393,6255000,96.88418857142857,,,,,,,,,,,,
Chiba,22168,193,3,-12,94.4743651552633,6255000,97.13886000000001,,,,,,,,,,,,
Chiba,22175,233,1,-8.5,94.4743651552633,6255000,97.13886000000001,,,,,,,,,,,,
Chiba,22182,168,2,-19.25,94.4743651552633,6255000,97.13886000000001,,,,,,,,,,,,
Chiba,22189,241,2,-9,95.40303878918971,6255000,97.69610571428572,,,,,,,,,,,,
Chiba,22196,263,1,-15.75,96.09954401463447,6255000,98.11404000000002,,,,,,,,,,,,
Chiba,22203,220,3,-11,96.09954401463447,6255000,98.11404000000002,,,,,,,,,,,,
Chiba,22210,281,1,-7.75,96.09954401463447,6255000,98.11404000000002,,,,,,,,,,,,
Chiba,22217,247,4,-7.75,96.08396501171258,6255000,98.14796857142858,,,,,,,,,,,,
Chiba,22224,296,1,-10.5,95.99049099418117,6255000,98.35154,,,,,,,,,,,,
Chiba,22231,427,2,-9.5,95.99049099418117,6255000,98.35154,,,,,,,,,,,,
Chiba,22238,607,2,-9.25,95.99049099418117,6255000,98.35154,,,,,,,,,,,,
Chiba,22245,551,0,-11.5,95.99049099418117,6255000,98.35154,,,,,,,,,,,,
Chiba,22252,527,6,-11.5,95.35395330795542,6255000,97.61589714285715,,,,,,,,,,,,
Chiba,22259,720,6,-12.25,95.24786369358448,6255000,97.49329,,,,,,,,,,,,
Chiba,22266,868,8,-12.25,95.24786369358448,6255000,97.49329,,,,,,,,,,,,
Chiba,22273,1162,8,-12,95.24786369358448,6255000,97.49329,,,,,,,,,,,,
Chiba,22280,1467,10,-26.25,94.87278984886795,6255000,96.64877714285716,,,,,,,,,,,,
Chiba,22287,2564,15,-20.5,94.37269138924593,6255000,95.52275999999999,,,,,,,,,,,,
Chiba,22294,3117,30,-21.75,94.37269138924593,6255000,95.52275999999999,,,,,,,,,,,,
Chiba,22301,2940,42,-23.25,94.37269138924593,6255000,95.52275999999999,,,,,,,,,,,,
Chiba,22308,2076,39,-22.75,94.37269138924593,6255000,95.52275999999999,,,,,,,,,,,,
Chiba,22315,1428,50,-20.5,94.52837472336316,6255000,94.97407999999999,,,,,,,,,,,,
Chiba,22322,851,48,-18.5,94.52837472336316,6255000,94.97407999999999,,,,,,,,,,,,
Chiba,22329,994,47,-19,94.52837472336316,6255000,94.97407999999999,,,,,,,,,,,,
Chiba,22336,820,58,-17.5,94.52837472336316,6255000,94.97407999999999,,,,,,,,,,,,
Chiba,22343,843,27,-18.5,,6255000,96.23666000000001,,,,,,,,,,,,
Chiba,22350,723,28,-16.25,,6255000,96.23666000000001,,,,,,,,,,,,
Chiba,22357,680,32,-12.5,,6255000,96.23666000000001,,,,,,,,,,,,
Chiba,22364,697,20,-6.75,,6255000,96.23666000000001,,,,,,,,,,,,
Chiba,22371,716,15,-7.5,,6255000,96.27904285714285,,,,,,,,,,,,
Chiba,22378,614,11,-12.75,,6255000,96.31083,,,,,,,,,,,,
Chiba,22385,861,14,-13.75,,6255000,96.31083,32,32,0,,,,,,,.002393597,.002393597,
Chiba,22392,896,16,-10,,6255000,96.31083,595,595,0,107186,70266,36920,.040551022,.039821956,.04201499,.0079490198,.0079490198,
Chiba,22399,982,8,-12,,6255000,95.76694999999999,3596,3596,0,145235,102528,42707,.04008783,.039740738,.040946387,.016809629,.016809629,
Chiba,22406,915,17,-14.5,,6255000,94.40724999999999,5678,5642,36,160846,115257,45589,.039276924,.039122354,.039673209,.016643852,.017003143,.0038601758
Chiba,22413,1086,14,-13.5,,6255000,94.40724999999999,25986,25425,561,202614,136902,65712,.039487001,.039481606,.03949824,.026482575,.027840285,.0082495147
Ehime,21937,0,0,,100.0000001393978,1352000,102.0423,,,,,,,,,,,,
Ehime,21944,0,0,,99.91672185461911,1352000,101.4642142857143,,,,,,,,,,,,
Ehime,21951,0,0,,99.70852614267234,1352000,100.019,,,,,,,,,,,,
Ehime,21958,0,0,-8,99.70852614267234,1352000,100.019,,,,,,,,,,,,
Ehime,21965,0,0,2,99.70852614267234,1352000,100.019,,,,,,,,,,,,
Ehime,21972,0,0,1.25,99.17808479795451,1352000,99.71934142857143,,,,,,,,,,,,
Ehime,21979,2,0,-7.25,95.99543672964752,1352000,97.92138999999999,,,,,,,,,,,,
Ehime,21986,0,0,-3,95.99543672964752,1352000,97.92138999999999,,,,,,,,,,,,
Ehime,21993,1,0,4.75,95.99543672964752,1352000,97.92138999999999,,,,,,,,,,,,
Ehime,22000,1,0,5.5,95.99543672964752,1352000,97.92138999999999,,,,,,,,,,,,
Ehime,22007,17,1,0,90.79393385870996,1352000,93.92449714285713,,,,,,,,,,,,
Ehime,22014,9,1,-4,88.71333271033494,1352000,92.32574,,,,,,,,,,,,
Ehime,22021,15,1,-16.75,88.71333271033494,1352000,92.32574,,,,,,,,,,,,
Ehime,22028,2,0,-21.25,88.71333271033494,1352000,92.32574,,,,,,,,,,,,
Ehime,22035,1,0,-19.25,87.22734106610275,1352000,91.43946714285714,,,,,,,,,,,,
