0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
422857.142857143,0,0,0,0,0
422857.142857143,0,0,0,0,0
422857.142857143,0,1694117.64705882,0,0,0
422857.142857143,0,1694117.64705882,0,0,0
422857.142857143,422857.142857143,1694117.64705882,0,0,0
422857.142857143,422857.142857143,1694117.64705882,0,0,0
422857.142857143,422857.142857143,1694117.64705882,1694117.64705882,0,0
0,422857.142857143,1694117.64705882,1694117.64705882,0,0
0,422857.142857143,1694117.64705882,1694117.64705882,0,0
0,422857.142857143,1694117.64705882,1694117.64705882,0,0
0,422857.142857143,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,1694117.64705882,1694117.64705882,0,0
0,0,0,1694117.64705882,1720200,0
0,0,0,1694117.64705882,1720200,0
0,0,0,1694117.64705882,1720200,0
0,0,0,1694117.64705882,1720200,0
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
0,0,0,0,1720200,1720200
