0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
246666.666666667,0,0,0,0,0
246666.666666667,0,0,0,0,0
246666.666666667,0,993103.448275862,0,0,0
246666.666666667,0,993103.448275862,0,0,0
246666.666666667,246666.666666667,993103.448275862,0,0,0
246666.666666667,246666.666666667,993103.448275862,0,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
246666.666666667,246666.666666667,993103.448275862,993103.448275862,0,0
0,246666.666666667,993103.448275862,993103.448275862,0,0
0,246666.666666667,993103.448275862,993103.448275862,0,0
0,246666.666666667,993103.448275862,993103.448275862,0,0
0,246666.666666667,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,993103.448275862,993103.448275862,0,0
0,0,0,993103.448275862,997217.391304348,0
0,0,0,993103.448275862,997217.391304348,0
0,0,0,993103.448275862,997217.391304348,0
0,0,0,993103.448275862,997217.391304348,0
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
0,0,0,0,997217.391304348,997217.391304348
