prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,hospital,newpositive,I,R,D,severe
Aichi,21937,1,0,,100.000005599493,7537000,102.0308,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21944,1,0,,99.8249934208676,7537000,101.7176285714286,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21951,0,0,,99.38746297430406,7537000,100.9347,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21958,3,0,-7,99.38746297430406,7537000,100.9347,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21965,12,0,-.75,99.38746297430406,7537000,100.9347,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21972,15,0,-3.5,98.91497797118109,7537000,100.0216714285715,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21979,48,1,-7.75,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,,,,,,0,,,,
Aichi,21986,41,11,-4.5,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,21993,22,4,-1.75,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22000,24,3,-4,96.08006795244329,7537000,94.54349999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22007,61,1,-5.5,87.08865916193464,7537000,89.27635714285712,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22014,99,4,-8.75,83.49209564573118,7537000,87.16949999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22021,82,1,-20.75,83.49209564573118,7537000,87.16949999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22028,68,6,-27.5,83.49209564573118,7537000,87.16949999999999,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22035,15,3,-24.5,81.15415844369987,7537000,84.70542857142857,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22042,9,0,-28.25,78.03690884099144,7537000,81.42,,,,,,,,,,,,,,0,,,,,0,,,,
Aichi,22049,8,0,-21.25,78.03690884099144,7537000,81.42,,,,,,,,,,,,,,2,4,28,,,0,,,,
Aichi,22056,1,0,-17.75,78.03690884099144,7537000,81.42,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22063,1,0,-14,78.03690884099144,7537000,81.42,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22070,3,0,-11.5,85.71259494503079,7537000,86.0765,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22077,5,0,-16.5,85.71259494503079,7537000,86.0765,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22084,7,0,-8,85.71259494503079,7537000,86.0765,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22091,0,0,-9.75,85.71259494503079,7537000,86.0765,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22098,2,0,-11.75,88.46544648416059,7537000,89.34078571428573,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22105,6,0,-16,89.56658709981252,7537000,90.64649999999999,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22112,109,0,-15,89.56658709981252,7537000,90.64649999999999,,,,,,,,,,,,,,0,0,28,,,0,,,,
Aichi,22119,460,1,-14.75,89.56658709981252,7537000,90.64649999999999,,,,,,,,,,,,,,2,0,28,,,0,,,,
Aichi,22126,1073,0,-12,90.13752001362931,7537000,91.5076142857143,,,,,,,,,,,,,,4,2,28,,,0,,,,
Aichi,22133,1018,2,-13,91.56485229817129,7537000,93.6604,,,,,,,,,,,,,,8,7,60,,,0,,,,
Aichi,22140,607,7,-17,91.56485229817129,7537000,93.6604,,,,,,,,,,,,,,13,14,60,,,0,,,,
Aichi,22147,449,13,-15.75,91.56485229817129,7537000,93.6604,,,,,,,,,,,,,,26,15,70,,,0,,,,
Aichi,22154,307,8,-14.25,91.56485229817129,7537000,93.6604,,,,,,,,,,,,,,18,21,70,,,0,,,,
Aichi,22161,206,9,-14.75,94.19106552846392,7537000,95.22374285714285,,,,,,,,,,,,,,18,16,70,,,0,,,,
Aichi,22168,200,2,-14.5,94.6287677335127,7537000,95.48429999999999,,,,,,,,,,,,,,15,17,70,,,0,,,,
Aichi,22175,206,5,-7,94.6287677335127,7537000,95.48429999999999,,,,,,,,,,,,,,15,19,70,,,0,,,,
Aichi,22182,187,2,-10.25,94.6287677335127,7537000,95.48429999999999,,,,,,,,,,,,,,14,14,70,,,0,,,,
Aichi,22189,147,3,-7.5,96.09482740037159,7537000,97.14887142857143,,,,,,,,,,,,,,13,17,70,,,0,,,,
Aichi,22196,102,5,-11.5,97.19437215051573,7537000,98.39729999999999,,,,,,,,,,,,,,10,12,70,,,0,,,,
Aichi,22203,146,0,-6.5,97.19437215051573,7537000,98.39729999999999,,,,,,,,,,,,,,9,10,70,,,0,,,,
Aichi,22210,184,1,-5.75,97.19437215051573,7537000,98.39729999999999,,,,,,,,,,,,,,10,10,70,,,0,,,,
Aichi,22217,406,4,-6.75,97.04477746758209,7537000,98.33261428571429,,,,,,,,,,,,,,9,10,70,,,0,,,,
Aichi,22224,537,2,-8.25,96.14720936998026,7537000,97.94449999999999,,,,,,,,,,,,,,15,11,70,,,0,,,,
Aichi,22231,834,2,-7.25,96.14720936998026,7537000,97.94449999999999,,,,,,,,,,,,,,15,15,70,,,0,,,,
Aichi,22238,1118,6,-7.75,96.14720936998026,7537000,97.94449999999999,,,,,,,,,,,,,,18,15,70,,,0,,,,
Aichi,22245,1186,10,-9,96.14720936998026,7537000,97.94449999999999,,,,,,,,,,,,,,26,16,70,,,0,,,,
Aichi,22252,1324,16,-9.75,95.73327487774611,7537000,96.24847142857142,,,,,,,,,,,,,,28,30,70,,,0,,,,
Aichi,22259,1382,12,-10.25,95.66428579570709,7537000,95.96580000000002,,,,,,,,,,,,,,27,28,70,,,0,,,,
Aichi,22266,1425,19,-12.75,95.66428579570709,7537000,95.96580000000002,,,,,,,,,,,,,,36,35,70,,,0,,,,
Aichi,22273,1537,32,-12.75,95.66428579570709,7537000,95.96580000000002,,,,,,,,,,,,,,40,39,103,,,0,,,,
Aichi,22280,1426,32,-35.5,95.49829793355579,7537000,95.38967142857142,,,,,,,,,,,,,,40,39,103,,,0,,,,
Aichi,22287,2330,48,-19.5,95.27698078402071,7537000,94.62149999999998,,,,,,,,,,,,,,49,38,103,,,0,,,,
Aichi,22294,1854,48,-19,95.27698078402071,7537000,94.62149999999998,,,,,,,,,,,,,,57,51,103,,,0,,,,
Aichi,22301,1569,41,-21.75,95.27698078402071,7537000,94.62149999999998,,,,,,,,,,,,,,63,54,125,,,0,,,,
Aichi,22308,1186,36,-20,95.27698078402071,7537000,94.62149999999998,,,,,,,,,,,,,,58,67,125,,,0,,,,
Aichi,22315,674,50,-21.25,94.28555137048035,7537000,94.59180000000002,,,,,,,,,,,,,,48,60,125,,,0,,,,
Aichi,22322,508,28,-18.5,94.28555137048035,7537000,94.59180000000002,,,,,,,,,,,,,,36,45,126,,,0,,,,
Aichi,22329,367,28,-19,94.28555137048035,7537000,94.59180000000002,,,,,,,,,,,,,,29,35,126,,,0,,,,
Aichi,22336,291,12,-14.5,94.28555137048035,7537000,94.59180000000002,,,,,,,,,,,,,,31,31,126,,,0,,,,
Aichi,22343,301,23,-15.5,96.86040070250739,7537000,95.40459999999999,,,,,,,,,,,,,,29,33,126,,,0,,,,
Aichi,22350,288,15,-12,96.86040070250739,7537000,95.40459999999999,,,,,,,,,,,,,,18,26,126,,,0,,,,
Aichi,22357,267,14,-10.25,96.86040070250739,7537000,95.40459999999999,,,,,,,,,,,,,,10,16,126,,,0,,,,
Aichi,22364,455,5,-5.75,96.86040070250739,7537000,95.40459999999999,,,,,,,,,,,,,,9,11,126,,,0,,,,
Aichi,22371,655,15,-2.75,97.24421691373163,7537000,95.74008571428571,,,,,,,,,,,,,,10,9,126,,,0,,,,
Aichi,22378,987,14,-9.25,97.53207907214981,7537000,95.99170000000001,,,,,,,,,,,,,,7,6,126,,,0,,,,
Aichi,22385,1385,8,-12.25,97.53207907214981,7537000,95.99170000000001,1190,1190,0,,,,,,,.089011893,.089011893,,,11,7,126,,,0,,,,
Aichi,22392,1768,7,-8.75,97.53207907214981,7537000,95.99170000000001,2171,2171,0,137063,99994,37069,.051854204,.056669749,.04218455,.029003901,.029003901,,,20,15,126,,,0,,,,
Aichi,22399,2229,14,-14.5,95.98167534696691,7537000,95.37018571428573,6405,6405,0,201384,155262,46122,.055586103,.060180888,.044220604,.0299404,.0299404,,,37,29,126,,,0,,,,
Aichi,22406,2525,20,-14.25,92.10566603400964,7537000,93.81640000000002,12536,11570,966,232493,178287,54206,.056772381,.060516994,.047172036,.036746621,.034868196,.10358138,,44,34,126,,,0,,,,
Aichi,22413,4022,19,-14.75,92.10566603400964,7537000,93.81640000000002,57405,55296,2109,297030,205364,91666,.057887528,.059225585,.055098701,.05850197,.06054892,.031012882,,71,54,126,,,0,,,,
Aichi,22420,3805,44,-20.75,92.10566603400964,7537000,93.81640000000002,118896,113463,5433,370613,226345,144268,.057563022,.057079833,.058337808,.050813753,.052377854,.031296264,,92,70,146,,,0,,,,
Aichi,22427,2568,69,-12.5,92.10566603400964,7537000,93.81640000000002,288226,276537,11689,416914,245761,171153,.056639135,.055163052,.058902338,.057845253,.05932501,.036378291,,103,90,146,,,0,,,,
Aichi,22434,1678,58,-12.25,92.10566603400963,7537000,93.5427142857143,554063,499976,54087,458287,263732,194555,.055518445,.054396227,.057115741,.061562557,.061726414,.060088053,,84,95,146,,,0,,,,
Aichi,22441,1059,47,-12.25,,7537000,93.49710000000002,926402,814340,112062,493430,278391,215039,.054176062,.053466566,.055123039,.063550472,.065811828,.050852694,,74,92,146,,,0,,,,
Aichi,22448,631,43,-14,,7537000,93.49710000000002,1361296,1098614,262682,529985,295653,234332,.054012652,.053831864,.054242488,.062502712,.064832747,.054335605,,50,74,146,,,0,,,,
Aichi,22455,459,22,-11.5,,7537000,93.49710000000002,1802963,1308325,494638,554631,306798,247833,.053052321,.053227473,.052837089,.060657755,.061103601,.059509262,,30,43,146,,,0,,,,
Aichi,22462,324,16,-14.5,,7537000,93.23904285714286,2256832,1471592,785240,577950,317543,260407,.052711736,.053119775,.05222258,.059143476,.057385642,.062745459,,17,26,146,,,0,,,,
Aichi,22469,401,12,-15.25,,7537000,93.04550000000002,2765538,1700545,1064993,594218,325107,269111,.051908057,.052540023,.051164579,.056659501,.054133002,.061222047,,15,12,146,,,0,,,,
Aichi,22476,492,13,-10.75,,7537000,93.04550000000002,3262135,1961214,1300921,646720,360988,285732,.054582726,.056684822,.052139916,.056047764,.054070022,.059318747,,11,13,146,,,0,,,,
Aichi,22483,631,7,-8.25,,7537000,93.04550000000002,3616935,2163862,1453073,674618,374666,299952,.055841044,.058024295,.053334396,.055097662,.054377742,.056205783,,10,,,,,0,,,,
Akita,21937,0,0,,100.0000006831139,981000,102.0308,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21944,0,0,,99.9160397178014,981000,101.9216,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21951,0,0,,99.70613730452025,981000,101.6486,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21958,0,0,4.875,99.70613730452025,981000,101.6486,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21965,0,0,.5,99.70613730452025,981000,101.6486,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21972,0,0,1.75,99.09339637378123,981000,101.0377385714286,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21979,2,0,-7.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,,,,,,0,,,,
Akita,21986,0,0,-2.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,21993,0,0,-4,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22000,2,0,2.25,95.41695078934688,981000,97.37257,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22007,7,0,-3.5,90.3433425868039,981000,93.74825571428572,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22014,4,0,-6.25,88.31389930578669,981000,92.29853000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22021,1,0,-5.75,88.31389930578669,981000,92.29853000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22028,0,0,-14.5,88.31389930578669,981000,92.29853000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22035,0,0,-10,87.12938100854194,981000,91.27639571428573,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22042,0,0,-4,85.55002327888225,981000,89.91355,,,,,,,,,,,,,,0,,,,,0,,,,
Akita,22049,0,0,.75,85.55002327888225,981000,89.91355,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22056,0,0,-2.25,85.55002327888225,981000,89.91355,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22063,0,0,6.75,85.55002327888225,981000,89.91355,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22070,0,0,6.5,92.35895703336691,981000,94.50156000000001,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22077,0,0,11.75,92.35895703336691,981000,94.50156000000001,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22084,0,0,10.5,92.35895703336691,981000,94.50156000000001,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22091,0,0,10.75,92.35895703336691,981000,94.50156000000001,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22098,0,0,6.5,92.63819492523309,981000,93.87959571428573,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22105,0,0,2.5,92.7498900819796,981000,93.63081,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22112,0,0,9.75,92.7498900819796,981000,93.63081,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22119,2,0,18.25,92.7498900819796,981000,93.63081,,,,,,,,,,,,,,0,0,55,,,0,,,,
Akita,22126,0,0,9.25,93.02768581874231,981000,93.61718428571429,,,,,,,,,,,,,,0,0,27,,,0,,,,
Akita,22133,17,0,11.25,93.72217516064914,981000,93.58311999999999,,,,,,,,,,,,,,0,0,25,,,0,,,,
Akita,22140,7,0,21.5,93.72217516064914,981000,93.58311999999999,,,,,,,,,,,,,,0,0,25,,,0,,,,
Akita,22147,3,0,-5,93.72217516064914,981000,93.58311999999999,,,,,,,,,,,,,,0,0,21,,,0,,,,
Akita,22154,4,0,-4.6666665,93.72217516064914,981000,93.58311999999999,,,,,,,,,,,,,,0,0,21,,,0,,,,
Akita,22161,1,0,-5,95.26390186402456,981000,95.46175428571429,,,,,,,,,,,,,,0,0,21,,,0,,,,
Akita,22168,0,0,14.5,95.52085631458714,981000,95.77486,,,,,,,,,,,,,,0,0,21,,,0,,,,
Akita,22175,3,0,16,95.52085631458714,981000,95.77486,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22182,0,0,18,95.52085631458714,981000,95.77486,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22189,5,0,17.5,96.21198276425936,981000,96.02272857142857,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22196,1,0,20,96.73032760151352,981000,96.20862999999999,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22203,0,0,19.5,96.73032760151352,981000,96.20862999999999,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22210,2,0,20.25,96.73032760151352,981000,96.20862999999999,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22217,2,0,24,96.67667387872392,981000,96.31908999999997,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22224,4,0,10.5,96.35475154198626,981000,96.98184999999999,,,,,,,,,,,,,,1,1,22,,,0,,,,
Akita,22231,6,0,10.25,96.35475154198626,981000,96.98184999999999,,,,,,,,,,,,,,1,1,22,,,0,,,,
Akita,22238,1,0,10.75,96.35475154198626,981000,96.98184999999999,,,,,,,,,,,,,,1,1,22,,,0,,,,
Akita,22245,16,1,2.75,96.35475154198626,981000,96.98184999999999,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22252,0,0,0,95.95395479379006,981000,97.31775571428571,,,,,,,,,,,,,,0,0,22,,,0,,,,
Akita,22259,4,0,1.75,95.88715533575736,981000,97.37374,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22266,1,0,-5.75,95.88715533575736,981000,97.37374,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22273,30,0,-3,95.88715533575736,981000,97.37374,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22280,21,0,-26.75,95.89294241284986,981000,96.76046714285714,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22287,27,0,-19,95.90065851563989,981000,95.94277,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22294,35,0,-11.25,95.90065851563989,981000,95.94277,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22301,39,0,-12.5,95.90065851563989,981000,95.94277,,,,,,,,,,,,,,1,0,24,,,0,,,,
Akita,22308,14,0,-11,95.90065851563989,981000,95.94277,,,,,,,,,,,,,,0,1,24,,,0,,,,
Akita,22315,8,3,-14.5,95.68066338991206,981000,96.89292999999999,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22322,0,1,-9.5,95.68066338991206,981000,96.89292999999999,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22329,0,1,-13,95.68066338991206,981000,96.89292999999999,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22336,0,0,-6.75,95.68066338991206,981000,96.89292999999999,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22343,0,0,-5.75,97.26381737304462,981000,96.85492000000001,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22350,0,0,-4.5,97.26381737304462,981000,96.85492000000001,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22357,8,0,-.25,97.26381737304462,981000,96.85492000000001,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22364,6,0,-.75,97.26381737304462,981000,96.85492000000001,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22371,18,0,1.5,97.5385223515036,981000,96.71252000000001,,,,,,,,,,,,,,0,0,24,,,0,,,,
Akita,22378,30,0,3.25,97.74455108534782,981000,96.60572000000001,,,,,,,,,,,,,,2,2,24,,,0,,,,
Akita,22385,36,3,7.25,97.74455108534782,981000,96.60572000000001,407,407,0,,,,,,,.030443564,.030443564,,,0,0,24,,,0,,,,
Akita,22392,47,0,16.25,97.74455108534782,981000,96.60572000000001,1889,1889,0,26504,18213,8291,.010027096,.010321881,.0094351647,.025236467,.025236467,,,0,0,24,,,0,,,,
Akita,22399,78,0,8.5,96.93831610496201,981000,96.38421428571429,5227,5227,0,34690,23819,10871,.009575149,.0092324493,.010422839,.024433797,.024433797,,,0,0,24,,,0,,,,
Akita,22406,104,0,14.25,94.92272865399742,981000,95.83045000000001,7585,7487,98,36793,24963,11830,.0089844689,.0084733367,.010294897,.022233818,.02256337,.010508256,,0,0,24,,,0,,,,
Akita,22413,92,0,7.75,94.92272865399742,981000,95.83045000000001,19622,18229,1393,45381,27721,17660,.0088442042,.0079945484,.010615093,.019996963,.01996069,.02048409,,0,0,24,,,0,,,,
Akita,22420,53,3,6.25,94.92272865399742,981000,95.83045000000001,39375,35151,4224,55608,31983,23625,.0086369459,.0080654947,.0095532667,.016828081,.016226733,.024331937,,0,0,24,,,0,,,,
Akita,22427,14,0,7.75,94.92272865399742,981000,95.83045000000001,64102,56878,7224,61725,37115,24610,.0083855437,.0083307633,.0084695369,.012864892,.01220194,.022482401,,1,1,24,,,0,,,,
Akita,22434,5,4,12.75,94.92272865399744,981000,95.64300999999999,93447,74642,18805,69039,40879,28160,.0083636194,.0084315268,.008266964,.010383,.0092152087,.02089145,,1,1,22,,,0,,,,
Akita,22441,3,3,15.75,,981000,95.61176999999999,129826,92614,37212,76218,43880,32338,.0083683422,.008427402,.0082895141,.008905964,.007484708,.01688646,,1,1,22,,,0,,,,
Akita,22448,6,1,14.5,,981000,95.61176999999999,187068,127423,59645,81820,45599,36221,.0083385669,.0083025685,.0083843311,.0085890628,.0075196414,.01233753,,1,1,22,,,0,,,,
Akita,22455,66,0,15,,981000,95.61176999999999,261219,185619,75600,88972,49178,39794,.0085104713,.0085320659,.0084839351,.0087882886,.0086690914,.0090953391,,1,1,22,,,0,,,,
Akita,22462,72,0,13,,981000,95.29753000000002,346071,252413,93658,92381,51758,40623,.0084255785,.0086582704,.0081466231,.0090692798,.0098430011,.0074838451,,1,1,22,,,0,,,,
Akita,22469,32,0,8.75,,981000,95.06185000000002,451044,322854,128190,98621,54610,44011,.0086150616,.0088254353,.0083675664,.0092408517,.010277326,.0073691132,,2,1,22,,,0,,,,
Akita,22476,35,0,10.75,,981000,95.06185000000002,535420,346358,189062,104130,56343,47787,.0087885009,.0088473661,.0087200943,.0091992188,.0095489761,.0086207548,,1,1,22,,,0,,,,
Akita,22483,20,0,16.25,,981000,95.06185000000002,594973,357269,237704,106537,57053,49484,.0088185277,.0088357627,.0087987389,.0090633705,.0089781517,.0091945408,,1,,,,,0,,,,
Aomori,21937,0,0,,99.99999982845053,1263000,102.0308,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21944,0,0,,99.9148631430285,1263000,101.0465,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21951,0,0,,99.70202142947345,1263000,98.58574999999999,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21958,0,0,-4,99.70202142947345,1263000,98.58574999999999,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21965,0,0,0,99.70202142947345,1263000,98.58574999999999,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21972,0,0,-2,99.20563075688406,1263000,98.33164428571429,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21979,0,0,-7,96.22728672134771,1263000,96.80701000000001,,,,,,,,,,,,,,,,,,,0,,,,
Aomori,21986,0,0,-4.5,96.22728672134771,1263000,96.80701000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,21993,0,0,-2,96.22728672134771,1263000,96.80701000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22000,7,0,-1.25,96.22728672134771,1263000,96.80701000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22007,4,0,-7,91.38976886447708,1263000,93.81531714285714,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22014,11,0,-12.25,89.45476172172881,1263000,92.61864000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22021,0,0,-11.5,89.45476172172881,1263000,92.61864000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22028,0,0,-17.25,89.45476172172881,1263000,92.61864000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22035,4,0,-16,88.39519153160025,1263000,91.74073285714287,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22042,1,0,-12.25,86.9824312780955,1263000,90.57019000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Aomori,22049,0,1,-8,86.9824312780955,1263000,90.57019000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22056,0,0,-10,86.9824312780955,1263000,90.57019000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22063,0,0,-1,86.9824312780955,1263000,90.57019000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22070,0,0,-.25,93.40851061570902,1263000,93.62076999999999,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22077,0,0,2,93.40851061570902,1263000,93.62076999999999,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22084,0,0,2,93.40851061570902,1263000,93.62076999999999,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22091,0,0,1.25,93.40851061570902,1263000,93.62076999999999,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22098,0,0,-.5,93.72800775310979,1263000,93.95912714285714,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22105,3,0,2,93.8558066080701,1263000,94.09447,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22112,1,0,4.5,93.8558066080701,1263000,94.09447,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22119,0,0,9.25,93.8558066080701,1263000,94.09447,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22126,1,0,6.25,94.10543868014062,1263000,94.53262142857143,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22133,0,0,7.5,94.7295188603169,1263000,95.62800000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22140,1,0,18.25,94.7295188603169,1263000,95.62800000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22147,0,0,-5,94.7295188603169,1263000,95.62800000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22154,2,0,-8.75,94.7295188603169,1263000,95.62800000000001,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22161,0,0,-6.6666665,96.05340891763601,1263000,96.57518571428572,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22168,0,0,-2.75,96.27405726052254,1263000,96.73305000000002,,,,,,,,,,,,,,0,0,29,,,0,,,,
Aomori,22175,0,0,8.75,96.27405726052254,1263000,96.73305000000002,,,,,,,,,,,,,,0,0,31,,,0,,,,
Aomori,22182,0,0,10,96.27405726052254,1263000,96.73305000000002,,,,,,,,,,,,,,0,0,31,,,0,,,,
Aomori,22189,2,0,9.75,96.93107425735107,1263000,97.62439285714287,,,,,,,,,,,,,,0,0,31,,,0,,,,
Aomori,22196,0,0,10.5,97.4238370049725,1263000,98.29290000000002,,,,,,,,,,,,,,0,0,31,,,0,,,,
Aomori,22203,67,0,11.5,97.4238370049725,1263000,98.29290000000002,,,,,,,,,,,,,,1,0,31,,,0,,,,
Aomori,22210,74,0,9,97.4238370049725,1263000,98.29290000000002,,,,,,,,,,,,,,3,2,31,,,0,,,,
Aomori,22217,58,3,11.5,97.37131319237996,1263000,98.19461285714286,,,,,,,,,,,,,,3,2,31,,,0,,,,
Aomori,22224,37,0,2.5,97.0561703168247,1263000,97.60488999999998,,,,,,,,,,,,,,3,3,31,,,0,,,,
Aomori,22231,5,2,-.25,97.0561703168247,1263000,97.60488999999998,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22238,2,0,.25,97.0561703168247,1263000,97.60488999999998,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22245,7,0,-4,97.0561703168247,1263000,97.60488999999998,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22252,43,0,-5,96.5885476340115,1263000,97.75065571428571,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22259,43,0,-5.75,96.5106105202093,1263000,97.77495,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22266,17,0,-10,96.5106105202093,1263000,97.77495,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22273,38,1,-8,96.5106105202093,1263000,97.77495,,,,,,,,,,,,,,1,2,31,,,0,,,,
Aomori,22280,78,1,-27.25,96.41798675374687,1263000,97.08647142857141,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22287,55,0,-20.25,96.29448839846364,1263000,96.16849999999999,,,,,,,,,,,,,,2,2,31,,,0,,,,
Aomori,22294,82,0,-18,96.29448839846364,1263000,96.16849999999999,,,,,,,,,,,,,,1,2,31,,,0,,,,
