prefecture,date,positive,death,mobility,gdp,population,gop,Elderly_cum_total,Elderly_cum_first,Elderly_cum_second,Medical_cum_total,Medical_cum_first,Medical_cum_second,Medical_ps_total,Medical_ps_first,Medical_ps_second,Elderly_ps_total,Elderly_ps_first,Elderly_ps_second,Variant_Rate,serious,ICU_NHK,all_bed,Delta_Variant_Rate,hospital,newpositive,I,R,D,severe
Hokkaido,22217,401,1,1,97.10564882953956,5286000,100.0747714285714,,,,,,,,,,,,,,6,2,182,,,0,,,,
Hokkaido,22224,816,4,-4.75,96.66856121874709,5286000,99.98580000000001,,,,,,,,,,,,,,11,6,182,,,0,,,,
Hokkaido,22231,1473,13,-10.5,96.66856121874709,5286000,99.98580000000001,,,,,,,,,,,,,,18,11,182,,,0,,,,
Hokkaido,22238,1669,22,-14,96.66856121874709,5286000,99.98580000000001,,,,,,,,,,,,,,19,20,182,,,0,,,,
Hokkaido,22245,1554,40,-15.5,96.66856121874709,5286000,99.98580000000001,,,,,,,,,,,,,,26,19,182,,,0,,,,
Hokkaido,22252,1319,67,-16,96.19450770697733,5286000,99.6591342857143,,,,,,,,,,,,,,24,28,182,,,0,,,,
Hokkaido,22259,1295,59,-15.25,96.11549878834906,5286000,99.60469000000001,,,,,,,,,,,,,,32,26,182,,,0,,,,
Hokkaido,22266,862,71,-16.25,96.11549878834906,5286000,99.60469000000001,,,,,,,,,,,,,,35,34,182,,,0,,,,
Hokkaido,22273,764,48,-14.5,96.11549878834906,5286000,99.60469000000001,,,,,,,,,,,,,,25,31,182,,,0,,,,
Hokkaido,22280,724,38,-37.75,95.72413364387727,5286000,99.13231428571429,,,,,,,,,,,,,,20,22,182,,,0,,,,
Hokkaido,22287,1032,34,-22.5,95.2023134512482,5286000,98.50248000000001,,,,,,,,,,,,,,12,23,182,,,0,,,,
Hokkaido,22294,1101,32,-21.25,95.2023134512482,5286000,98.50248000000001,,,,,,,,,,,,,,10,12,182,,,0,,,,
Hokkaido,22301,854,31,-21.75,95.2023134512482,5286000,98.50248000000001,,,,,,,,,,,,,,17,13,182,,,0,,,,
Hokkaido,22308,777,33,-21.75,95.2023134512482,5286000,98.50248000000001,,,,,,,,,,,,,,12,18,182,,,0,,,,
Hokkaido,22315,635,18,-23.5,94.94943499886666,5286000,98.73184999999999,,,,,,,,,,,,,,10,12,161,,,0,,,,
Hokkaido,22322,413,19,-21.25,94.94943499886666,5286000,98.73184999999999,,,,,,,,,,,,,,14,11,161,,,0,,,,
Hokkaido,22329,321,17,-23,94.94943499886666,5286000,98.73184999999999,,,,,,,,,,,,,,10,16,161,,,0,,,,
Hokkaido,22336,279,21,-19.75,94.94943499886666,5286000,98.73184999999999,,,,,,,,,,,,,,3,8,161,,,0,,,,
Hokkaido,22343,379,16,-21,96.88147865622081,5286000,99.64746000000001,,,,,,,,,,,,,,5,4,161,,,0,,,,
Hokkaido,22350,418,14,-18.5,96.88147865622081,5286000,99.64746000000001,,,,,,,,,,,,,,3,5,161,,,0,,,,
Hokkaido,22357,481,24,-17.5,96.88147865622081,5286000,99.64746000000001,,,,,,,,,,,,,,8,4,161,,,0,,,,
Hokkaido,22364,445,12,-15,96.88147865622081,5286000,99.64746000000001,,,,,,,,,,,,,,14,11,161,,,0,,,,
Hokkaido,22371,411,11,-14.5,96.93365662751823,5286000,99.57648285714285,,,,,,,,,,,,,,21,18,161,,,0,,,,
Hokkaido,22378,553,23,-14,96.97279010599131,5286000,99.52324999999999,,,,,,,,,,,,,,22,22,162,,,0,,,,
Hokkaido,22385,601,24,-15.25,96.97279010599131,5286000,99.52324999999999,272,272,0,,,,,,,.020345576,.020345576,,,24,18,162,,,0,,,,
Hokkaido,22392,889,36,-11.5,96.97279010599131,5286000,99.52324999999999,1004,1004,0,115865,72190,43675,.043834493,.040912349,.049702186,.013413135,.013413135,,,24,23,162,,,0,,,,
Hokkaido,22399,1406,30,-6,96.10483501869818,5286000,99.09714714285714,4277,4277,0,146108,95871,50237,.040328797,.037160426,.048165958,.019992989,.019992989,,,23,21,162,,,0,,,,
Hokkaido,22406,2005,30,-9,93.9349473004654,5286000,98.03188999999999,7861,7819,42,164622,110357,54265,.040198985,.03745912,.047223382,.023042852,.02356391,.0045035384,,24,22,162,,,0,,,,
Hokkaido,22413,3721,37,-16,93.9349473004654,5286000,98.03188999999999,28860,27725,1135,209822,140506,69316,.040891752,.040520977,.041664537,.029411495,.030358776,.016690195,,30,26,162,,,0,,,,
Hokkaido,22420,4179,67,-18.25,93.9349473004654,5286000,98.03188999999999,77032,73824,3208,266698,174981,91717,.041423108,.044126827,.037087705,.032921921,.034079328,.01847937,,47,42,162,,,0,,,,
Hokkaido,22427,3099,92,-19,93.9349473004654,5286000,98.03188999999999,159772,153300,6472,313254,206716,106538,.042556584,.046399087,.036665075,.032065295,.032887187,.020142039,,54,60,162,,,0,,,,
Hokkaido,22434,1812,98,-12.75,93.9349473004654,5286000,97.94207857142855,298934,269897,29037,364565,230646,133919,.044164643,.04757205,.039314758,.033214889,.03332115,.032258708,,43,56,145,,,0,,,,
Hokkaido,22441,980,97,-12,,5286000,97.92710999999998,511938,434141,77797,420618,250086,170532,.046181682,.048030432,.043714128,.035118554,.035085607,.035303555,,34,39,145,,,0,,,,
Hokkaido,22448,523,54,-11.75,,5286000,97.92710999999998,741092,576244,164848,479104,271936,207168,.04882719,.049513523,.047954645,.034026589,.034006014,.034098703,,29,32,151,,,0,,,,
Hokkaido,22455,249,43,-7.25,,5286000,97.92710999999998,1051332,764957,286375,518444,288261,230183,.049590915,.050011426,.049074173,.035370354,.035726313,.034453407,,29,24,151,,,0,,,,
Hokkaido,22462,222,20,-7.25,,5286000,97.99919571428572,1345078,934722,410356,548235,300156,248079,.050001591,.050211214,.049750295,.035249673,.036450062,.032789946,,23,30,151,,,0,,,,
Hokkaido,22469,362,7,-7.5,,5286000,98.05326000000001,1938252,1287985,650267,580306,314908,265398,.050692771,.050891779,.050458647,.039710317,.041000087,.037381161,,11,18,151,,,0,,,,
Hokkaido,22476,558,5,-2.5,,5286000,98.05326000000001,2327904,1493346,834558,600054,322374,277680,.050644148,.050621387,.050670598,.039996449,.041171055,.038053758,,10,11,148,,,0,,,,
Hokkaido,22483,742,5,-.375,,5286000,98.05326000000001,2788671,1713376,1075295,612683,326461,286222,.050714418,.050558817,.050893068,.042480513,.043057051,.04159309,,6,,,,,0,,,,
Hyogo,21937,0,0,,100.0000009022896,5484000,102.0308,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21944,0,0,,99.85818289059932,5484000,101.2009085714286,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21951,0,0,,99.50363786137366,5484000,99.12617999999999,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21958,0,0,-9.375,99.50363786137366,5484000,99.12617999999999,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21965,0,0,.75,99.50363786137366,5484000,99.12617999999999,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21972,1,0,-3,98.91640431516849,5484000,98.80169714285715,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21979,11,0,-6.75,95.39300303793767,5484000,96.85479999999998,,,,,,,,,,,,,,,,,,,0,,,,
Hyogo,21986,66,1,-4,95.39300303793767,5484000,96.85479999999998,,,,,,,,,,,,,,7,,,,,0,,,,
Hyogo,21993,33,5,-.25,95.39300303793767,5484000,96.85479999999998,,,,,,,,,,,,,,5,,,,,0,,,,
Hyogo,22000,22,4,-1.25,95.39300303793767,5484000,96.85479999999998,,,,,,,,,,,,,,6,,,,,0,,,,
Hyogo,22007,70,1,-5.25,89.50789175989641,5484000,91.03821428571428,,,,,,,,,,,,,,8,,,,,0,,,,
Hyogo,22014,172,3,-14,87.1538472486799,5484000,88.71158000000001,,,,,,,,,,,,,,8,,,,,0,,,,
Hyogo,22021,138,5,-22,87.1538472486799,5484000,88.71158000000001,,,,,,,,,,,,,,28,,,,,0,,,,
Hyogo,22028,116,5,-27.25,87.1538472486799,5484000,88.71158000000001,,,,,,,,,,,,,,27,,,,,0,,,,
Hyogo,22035,39,4,-25,85.77795503522712,5484000,87.72104428571427,,,,,,,,,,,,,,21,,,,,0,,,,
Hyogo,22042,25,6,-26.75,83.94343208395678,5484000,86.40033000000001,,,,,,,,,,,,,,24,,,,,0,,,,
Hyogo,22049,6,4,-21.75,83.94343208395678,5484000,86.40033000000001,,,,,,,,,,,,,,17,21,71,,,0,,,,
Hyogo,22056,0,2,-20,83.94343208395678,5484000,86.40033000000001,,,,,,,,,,,,,,10,12,71,,,0,,,,
Hyogo,22063,0,2,-14.5,83.94343208395678,5484000,86.40033000000001,,,,,,,,,,,,,,5,6,71,,,0,,,,
Hyogo,22070,0,0,-12.25,90.61921076055265,5484000,92.42858,,,,,,,,,,,,,,4,4,71,,,0,,,,
Hyogo,22077,0,1,-16.5,90.61921076055265,5484000,92.42858,,,,,,,,,,,,,,0,3,71,,,0,,,,
Hyogo,22084,3,0,-9.5,90.61921076055265,5484000,92.42858,,,,,,,,,,,,,,0,0,71,,,0,,,,
Hyogo,22091,3,0,-8,90.61921076055265,5484000,92.42858,,,,,,,,,,,,,,0,0,71,,,0,,,,
Hyogo,22098,7,2,-12,91.46756808630379,5484000,92.72881571428572,,,,,,,,,,,,,,0,0,71,,,0,,,,
Hyogo,22105,25,0,-17,91.80691101660423,5484000,92.84891000000002,,,,,,,,,,,,,,0,0,71,,,0,,,,
Hyogo,22112,97,0,-10,91.80691101660423,5484000,92.84891000000002,,,,,,,,,,,,,,0,0,71,,,0,,,,
Hyogo,22119,180,0,-11.5,91.80691101660423,5484000,92.84891000000002,,,,,,,,,,,,,,4,0,71,,,0,,,,
Hyogo,22126,298,0,-11.5,92.01595179306271,5484000,93.13032714285715,,,,,,,,,,,,,,4,8,110,,,0,,,,
Hyogo,22133,324,2,-8.75,92.53855373420888,5484000,93.83387000000002,,,,,,,,,,,,,,10,7,110,,,0,,,,
Hyogo,22140,263,1,-9.25,92.53855373420888,5484000,93.83387000000002,,,,,,,,,,,,,,14,13,110,,,0,,,,
Hyogo,22147,228,1,-13.25,92.53855373420888,5484000,93.83387000000002,,,,,,,,,,,,,,14,16,110,,,0,,,,
Hyogo,22154,140,4,-12,92.53855373420888,5484000,93.83387000000002,,,,,,,,,,,,,,15,15,110,,,0,,,,
Hyogo,22161,87,1,-13.25,94.0713456310388,5484000,94.57415,,,,,,,,,,,,,,7,13,110,,,0,,,,
Hyogo,22168,116,1,-11.75,94.32681094717712,5484000,94.69753000000001,,,,,,,,,,,,,,6,12,110,,,0,,,,
Hyogo,22175,105,2,-4.25,94.32681094717712,5484000,94.69753000000001,,,,,,,,,,,,,,9,10,110,,,0,,,,
Hyogo,22182,99,2,-9,94.32681094717712,5484000,94.69753000000001,,,,,,,,,,,,,,8,8,110,,,0,,,,
Hyogo,22189,123,0,-6.5,95.57473819762514,5484000,95.36033571428571,,,,,,,,,,,,,,8,8,110,,,0,,,,
Hyogo,22196,108,0,-8.75,96.51068363546116,5484000,95.85744,,,,,,,,,,,,,,11,11,110,,,0,,,,
Hyogo,22203,102,2,-6.25,96.51068363546116,5484000,95.85744,,,,,,,,,,,,,,18,13,110,,,0,,,,
Hyogo,22210,133,0,-3.75,96.51068363546116,5484000,95.85744,,,,,,,,,,,,,,14,17,110,,,0,,,,
Hyogo,22217,125,2,-4.5,96.46710817029462,5484000,95.98999428571427,,,,,,,,,,,,,,14,15,110,,,0,,,,
Hyogo,22224,253,4,-7.5,96.20565537929544,5484000,96.78531999999998,,,,,,,,,,,,,,15,16,110,,,0,,,,
Hyogo,22231,456,5,-5.75,96.20565537929544,5484000,96.78531999999998,,,,,,,,,,,,,,19,17,110,,,0,,,,
Hyogo,22238,800,7,-5.5,96.20565537929544,5484000,96.78531999999998,,,,,,,,,,,,,,27,17,110,,,0,,,,
Hyogo,22245,793,1,-7.75,96.20565537929544,5484000,96.78531999999998,,,,,,,,,,,,,,37,32,110,,,0,,,,
Hyogo,22252,869,15,-9.75,95.56238411307415,5484000,96.68577999999999,,,,,,,,,,,,,,40,34,110,,,0,,,,
Hyogo,22259,900,17,-10,95.4551722353706,5484000,96.66918999999999,,,,,,,,,,,,,,44,41,110,,,0,,,,
Hyogo,22266,865,21,-12.75,95.4551722353706,5484000,96.66918999999999,,,,,,,,,,,,,,46,43,110,,,0,,,,
Hyogo,22273,1120,47,-11.25,95.4551722353706,5484000,96.66918999999999,,,,,,,,,,,,,,48,41,116,,,0,,,,
Hyogo,22280,1009,49,-33.25,95.51285621557716,5484000,95.61113714285715,,,,,,,,,,,,,,51,44,116,,,0,,,,
Hyogo,22287,1752,43,-22,95.58976818918595,5484000,94.20040000000002,,,,,,,,,,,,,,69,54,116,,,0,,,,
Hyogo,22294,1718,35,-19.25,95.58976818918595,5484000,94.20040000000002,,,,,,,,,,,,,,75,70,116,,,0,,,,
Hyogo,22301,1582,46,-21.5,95.58976818918595,5484000,94.20040000000002,,,,,,,,,,,,,,57,69,116,,,0,,,,
Hyogo,22308,1084,49,-19.25,95.58976818918595,5484000,94.20040000000002,,,,,,,,,,,,,,65,72,116,,,0,,,,
Hyogo,22315,665,42,-19.25,95.21739260242396,5484000,94.82432000000001,,,,,,,,,,,,,,58,65,116,,,0,,,,
Hyogo,22322,382,36,-16.5,95.21739260242396,5484000,94.82432000000001,,,,,,,,,,,,,,68,68,116,,,0,,,,
Hyogo,22329,293,25,-18.75,95.21739260242396,5484000,94.82432000000001,,,,,,,,,,,,,,49,54,116,,,0,,,,
Hyogo,22336,162,25,-14.5,95.21739260242396,5484000,94.82432000000001,,,,,,,,,,,,,,41,50,116,,,0,,,,
Hyogo,22343,217,28,-14.5,96.73411263404533,5484000,95.84554000000001,,,,,,,,,,,,,,36,44,116,,,0,,,,
Hyogo,22350,289,8,-10,96.73411263404533,5484000,95.84554000000001,,,,,,,,,,,,,,34,34,116,,,0,,,,
Hyogo,22357,431,7,-8.75,96.73411263404533,5484000,95.84554000000001,,,,,,,,,,,,,,47,43,116,,,0,,,,
Hyogo,22364,696,11,-5.75,96.73411263404533,5484000,95.84554000000001,,,,,,,,,,,,,,64,50,116,,,0,,,,
Hyogo,22371,1245,12,-1.75,97.22179979877318,5484000,96.00522571428573,,,,,,,,,,,,,,76,64,116,,,0,,,,
Hyogo,22378,1890,11,-10.75,97.58756517231905,5484000,96.12499000000001,,,,,,,,,,,,,,82,76,116,,,0,,,,
Hyogo,22385,2992,19,-14.5,97.58756517231905,5484000,96.12499000000001,0,0,0,,,,,,,0,0,,,81,77,116,,,0,,,,
Hyogo,22392,3490,33,-11.5,97.58756517231905,5484000,96.12499000000001,1457,1457,0,97906,67822,30084,.037040174,.038436864,.034235615,.019465078,.019465078,,,90,89,116,,,0,,,,
Hyogo,22399,3348,43,-25,96.64251978960127,5484000,95.65291571428573,4474,4474,0,121569,85999,35570,.03355553,.033333953,.034103613,.020913871,.020913871,,,88,93,118,,,0,,,,
Hyogo,22406,2703,76,-23.25,94.27990633280685,5484000,94.47272999999998,9199,9100,99,149956,104267,45689,.0366177,.035391957,.039760232,.026964916,.027424425,.010615484,,98,84,118,,,0,,,,
Hyogo,22413,2265,84,-16.5,94.27990633280685,5484000,94.47272999999998,25217,23688,1529,184990,122394,62596,.036052298,.035297599,.037625272,.02569888,.025938274,.022483971,,100,101,124,,,0,,,,
Hyogo,22420,1316,234,-20,94.27990633280685,5484000,94.47272999999998,76811,72782,4029,233097,149314,83783,.036204256,.037654106,.033879422,.032827474,.033598308,.023208659,,96,93,124,,,0,,,,
Hyogo,22427,816,76,-12.75,94.27990633280685,5484000,94.47272999999998,160582,150640,9942,263532,164233,99299,.035801686,.036863431,.034173772,.032227855,.032316539,.030941311,,93,91,124,,,0,,,,
Hyogo,22434,529,48,-11.5,94.27990633280686,5484000,95.05714714285713,287013,260942,26071,298855,179969,118886,.036204312,.037119631,.034901503,.031890333,.032215577,.028963625,,76,90,136,,,0,,,,
Hyogo,22441,309,36,-12,,5484000,95.15454999999999,479007,401544,77463,367795,214176,153619,.04038199,.041133713,.039378654,.032859515,.032451242,.035151992,,58,66,136,,,0,,,,
Hyogo,22448,209,16,-13.75,,5484000,95.15454999999999,823900,660282,163618,392473,223402,169071,.039998315,.040676557,.039136063,.037828643,.038965367,.033844277,,31,37,136,,,0,,,,
Hyogo,22455,147,11,-10.5,,5484000,95.15454999999999,1243001,932447,310554,427726,236228,191498,.040913433,.040984035,.040826675,.041818745,.043548711,.037362352,,23,28,136,,,0,,,,
Hyogo,22462,170,25,-13.75,,5484000,94.72909285714285,1709448,1204365,505083,453757,246288,207469,.041384757,.041199975,.041606277,.044798505,.046964958,.04035921,,16,16,136,,,0,,,,
Hyogo,22469,259,2,-14,,5484000,94.40999999999998,2239258,1480335,758923,478863,256762,222101,.041831192,.041494898,.042226829,.045877237,.047123112,.043627348,,16,16,136,,,0,,,,
Hyogo,22476,529,1,-11.5,,5484000,94.40999999999998,2677892,1687354,990538,490893,261788,229105,.041431036,.041107755,.041806713,.046009701,.046519794,.045166057,,14,15,137,,,0,,,,
Hyogo,22483,707,4,-6.25,,5484000,94.40999999999998,3047746,1827018,1220728,496353,263496,232857,.04108528,.040807463,.041404247,.046427067,.045912869,.047218531,,14,,,,,0,,,,
Ibaraki,21937,0,0,,99.9999997614055,2877000,102.0308,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21944,0,0,,99.87552615171047,2877000,101.6480571428571,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21951,0,0,,99.56434212747297,2877000,100.6912,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21958,0,0,-4.75,99.56434212747297,2877000,100.6912,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21965,0,0,1,99.56434212747297,2877000,100.6912,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21972,0,0,-3.5,99.07030524258813,2877000,100.3127314285714,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21979,0,0,-9.25,96.10608393327914,2877000,98.04192,,,,,,,,,,,,,,,,,,,0,,,,
Ibaraki,21986,0,0,-1,96.10608393327914,2877000,98.04192,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,21993,4,0,3.75,96.10608393327914,2877000,98.04192,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22000,12,0,-2.25,96.10608393327914,2877000,98.04192,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22007,48,2,-10.25,91.07182783066538,2877000,94.30960571428572,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22014,45,3,-14,89.05812538961989,2877000,92.81668000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22021,30,0,-19.75,89.05812538961989,2877000,92.81668000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22028,22,1,-25.75,89.05812538961989,2877000,92.81668000000001,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22035,4,2,-27.75,87.45958872127903,2877000,91.20259857142857,,,,,,,,,,,,,,0,,,,,0,,,,
Ibaraki,22042,3,1,-26.75,85.32820649682459,2877000,89.05048999999998,,,,,,,,,,,,,,3,,,,,0,,,,
Ibaraki,22049,0,0,-21,85.32820649682459,2877000,89.05048999999998,,,,,,,,,,,,,,1,4,30,,,0,,,,
Ibaraki,22056,0,0,-23,85.32820649682459,2877000,89.05048999999998,,,,,,,,,,,,,,0,3,30,,,0,,,,
Ibaraki,22063,0,1,-13.5,85.32820649682459,2877000,89.05048999999998,,,,,,,,,,,,,,0,2,30,,,0,,,,
Ibaraki,22070,0,0,-11.25,91.11890980414942,2877000,94.09474,,,,,,,,,,,,,,0,1,30,,,0,,,,
Ibaraki,22077,0,0,-13.25,91.11890980414942,2877000,94.09474,,,,,,,,,,,,,,0,1,30,,,0,,,,
Ibaraki,22084,2,0,-8.75,91.11890980414942,2877000,94.09474,,,,,,,,,,,,,,0,1,30,,,0,,,,
Ibaraki,22091,3,0,-10.75,91.11890980414942,2877000,94.09474,,,,,,,,,,,,,,0,1,30,,,0,,,,
Ibaraki,22098,10,0,-11,92.0105501829771,2877000,93.89039,,,,,,,,,,,,,,0,0,30,,,0,,,,
Ibaraki,22105,16,0,-12.5,92.36720633450817,2877000,93.80865000000001,,,,,,,,,,,,,,1,1,30,,,0,,,,
Ibaraki,22112,26,0,-11.5,92.36720633450817,2877000,93.80865000000001,,,,,,,,,,,,,,2,2,30,,,0,,,,
Ibaraki,22119,17,0,-11.25,92.36720633450817,2877000,93.80865000000001,,,,,,,,,,,,,,1,2,33,,,0,,,,
Ibaraki,22126,80,0,-10.5,92.53511113323593,2877000,94.5264557142857,,,,,,,,,,,,,,0,1,33,,,0,,,,
Ibaraki,22133,75,0,-8.5,92.95487313005536,2877000,96.32097,,,,,,,,,,,,,,1,1,33,,,0,,,,
Ibaraki,22140,55,0,-7,92.95487313005536,2877000,96.32097,,,,,,,,,,,,,,2,1,33,,,0,,,,
Ibaraki,22147,51,1,-11.25,92.95487313005536,2877000,96.32097,,,,,,,,,,,,,,2,0,33,,,0,,,,
Ibaraki,22154,41,2,-10.75,92.95487313005536,2877000,96.32097,,,,,,,,,,,,,,2,2,33,,,0,,,,
Ibaraki,22161,39,1,-12,94.31538687293424,2877000,96.93840428571427,,,,,,,,,,,,,,3,2,72,,,0,,,,
Ibaraki,22168,29,1,-10.5,94.54213916341406,2877000,97.04130999999998,,,,,,,,,,,,,,4,3,72,,,0,,,,
Ibaraki,22175,12,1,-5.5,94.54213916341406,2877000,97.04130999999998,,,,,,,,,,,,,,5,5,72,,,0,,,,
Ibaraki,22182,14,1,-13.75,94.54213916341406,2877000,97.04130999999998,,,,,,,,,,,,,,4,5,72,,,0,,,,
Ibaraki,22189,38,0,-5.5,95.88298622160076,2877000,98.31850428571428,,,,,,,,,,,,,,4,4,72,,,0,,,,
Ibaraki,22196,33,0,-10.5,96.88862151524079,2877000,99.27639999999998,,,,,,,,,,,,,,5,5,72,,,0,,,,
Ibaraki,22203,19,1,-6.75,96.88862151524079,2877000,99.27639999999998,,,,,,,,,,,,,,2,4,72,,,0,,,,
Ibaraki,22210,13,0,-4.5,96.88862151524079,2877000,99.27639999999998,,,,,,,,,,,,,,2,2,72,,,0,,,,
Ibaraki,22217,29,0,-4.75,96.82474952152276,2877000,99.27917285714284,,,,,,,,,,,,,,0,1,72,,,0,,,,
Ibaraki,22224,48,0,-4.25,96.44151755921455,2877000,99.29580999999999,,,,,,,,,,,,,,1,0,72,,,0,,,,
Ibaraki,22231,149,0,-2.75,96.44151755921455,2877000,99.29580999999999,,,,,,,,,,,,,,3,1,72,,,0,,,,
Ibaraki,22238,285,1,-4.5,96.44151755921455,2877000,99.29580999999999,,,,,,,,,,,,,,6,3,72,,,0,,,,
Ibaraki,22245,286,2,-10.25,96.44151755921455,2877000,99.29580999999999,,,,,,,,,,,,,,12,9,72,,,0,,,,
Ibaraki,22252,294,2,-10.75,95.65588897531141,2877000,98.52184428571427,,,,,,,,,,,,,,17,11,70,,,0,,,,
Ibaraki,22259,155,5,-10,95.52495087799423,2877000,98.39284999999998,,,,,,,,,,,,,,13,17,70,,,0,,,,
Ibaraki,22266,146,6,-10.25,95.52495087799423,2877000,98.39284999999998,,,,,,,,,,,,,,11,13,70,,,0,,,,
Ibaraki,22273,174,1,-10.25,95.52495087799423,2877000,98.39284999999998,,,,,,,,,,,,,,7,10,71,,,0,,,,
Ibaraki,22280,253,3,-22.5,95.99788638928602,2877000,98.35257714285714,,,,,,,,,,,,,,6,7,70,,,0,,,,
Ibaraki,22287,580,2,-15.5,96.62846707100843,2877000,98.29887999999998,,,,,,,,,,,,,,8,8,70,,,0,,,,
Ibaraki,22294,672,4,-18.75,96.62846707100843,2877000,98.29887999999998,,,,,,,,,,,,,,8,9,70,,,0,,,,
Ibaraki,22301,550,9,-21,96.62846707100843,2877000,98.29887999999998,,,,,,,,,,,,,,14,12,70,,,0,,,,
Ibaraki,22308,456,9,-18.75,96.62846707100843,2877000,98.29887999999998,,,,,,,,,,,,,,16,17,70,,,0,,,,
Ibaraki,22315,324,16,-18.25,96.05607412418748,2877000,100.1956,,,,,,,,,,,,,,16,15,70,,,0,,,,
Ibaraki,22322,228,16,-14.75,96.05607412418748,2877000,100.1956,,,,,,,,,,,,,,16,16,70,,,0,,,,
Ibaraki,22329,211,9,-15.5,96.05607412418748,2877000,100.1956,,,,,,,,,,,,,,12,15,70,,,0,,,,
Ibaraki,22336,174,6,-12.5,96.05607412418748,2877000,100.1956,,,,,,,,,,,,,,9,12,70,,,0,,,,
Ibaraki,22343,235,7,-13.25,97.48549439380533,2877000,99.72163,,,,,,,,,,,,,,6,5,70,,,0,,,,
Ibaraki,22350,194,5,-10.75,97.48549439380533,2877000,99.72163,,,,,,,,,,,,,,4,7,70,,,0,,,,
Ibaraki,22357,215,2,-7.25,97.48549439380533,2877000,99.72163,,,,,,,,,,,,,,5,4,70,,,0,,,,
Ibaraki,22364,252,3,-4.75,97.48549439380533,2877000,99.72163,,,,,,,,,,,,,,1,0,70,,,0,,,,
Ibaraki,22371,225,1,-1.5,98.32140897134177,2877000,99.93167000000001,,,,,,,,,,,,,,1,1,70,,,0,,,,
Ibaraki,22378,237,1,-10,98.94834490449411,2877000,100.0892,,,,,,,,,,,,,,5,2,70,,,0,,,,
Ibaraki,22385,319,1,-9.25,98.94834490449411,2877000,100.0892,53,53,0,,,,,,,.0039643953,.0039643953,,,8,7,70,,,0,,,,
Ibaraki,22392,455,3,-5,98.94834490449411,2877000,100.0892,289,289,0,60710,40370,20340,.022968041,.02287895,.023146937,.0038609523,.0038609523,,,13,11,70,,,0,,,,
Ibaraki,22399,384,3,-6.75,97.99834295688358,2877000,99.62997142857144,3146,3146,0,81667,57446,24221,.022541761,.022266565,.02322248,.014706088,.014706088,,,19,19,70,,,0,,,,
Ibaraki,22406,295,0,-8.75,95.62333808785728,2877000,98.4819,6177,6134,43,91573,65786,25787,.022361176,.022330126,.022440787,.018106565,.01848587,.0046107657,,14,19,70,,,0,,,,
Ibaraki,22413,448,2,-9.75,95.62333808785728,2877000,98.4819,18825,18547,278,114919,77803,37116,.022396313,.022437857,.022309726,.019184733,.020308899,.0040879948,,17,15,70,,,0,,,,
Ibaraki,22420,387,5,-16.5,95.62333808785728,2877000,98.4819,40594,39534,1060,146926,92277,54649,.022820313,.023270475,.022098476,.017349057,.018250056,.006106026,,8,15,70,,,0,,,,
Ibaraki,22427,317,5,-8.25,95.62333808785728,2877000,98.4819,91335,86824,4511,168252,103831,64421,.022857588,.023305712,.022170501,.018330393,.018626204,.014039052,,8,11,70,,,0,,,,
Ibaraki,22434,207,6,-9.25,95.62333808785728,2877000,98.35805142857143,175233,158121,17112,188070,112541,75529,.02278344,.023212222,.022173136,.019470334,.019521423,.019010609,,8,9,70,,,0,,,,
Ibaraki,22441,210,4,-7.75,,2877000,98.33740999999999,280640,242468,38172,210015,120823,89192,.023058562,.02320474,.022863453,.019251689,.019595332,.017322099,,11,9,70,,,0,,,,
Ibaraki,22448,136,4,-8.5,,2877000,98.33740999999999,425925,334981,90944,225272,126602,98670,.022958269,.02305142,.022839844,.019555971,.019768307,.018811708,,7,11,70,,,0,,,,
Ibaraki,22455,206,2,-8.25,,2877000,98.33740999999999,607103,445256,161847,234994,131033,103961,.022477968,.022733381,.022164105,.020424992,.020795096,.019471604,,6,5,70,,,0,,,,
Ibaraki,22462,174,2,-15.5,,2877000,97.85228428571428,806254,541672,264582,246115,135551,110564,.022446837,.022675475,.022172742,.021129027,.021122836,.021141713,,5,4,70,,,0,,,,
